Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Todd Gurley II(FA),20,133,6.7,71,1,1,3,3,13,4.3,0,0,1,20.6,20.6,0.4%
2,Charcandrick West(FA),20,97,4.9,32,1,1,4,6,25,6.3,0,0,1,18.2,18.2,0.0%
3,Ronnie Hillman(FA),19,60,3.2,16,0,2,1,2,-5,-5.0,0,0,1,17.5,17.5,0.0%
4,Dion Lewis(FA),5,19,3.8,11,0,0,6,9,93,15.5,1,0,1,17.2,17.2,2.0%
5,C.J. Anderson(FA),14,101,7.2,28,1,1,1,1,5,5.0,0,0,1,16.6,16.6,1.0%
6,Devonta Freeman(BAL),21,88,4.2,20,1,0,6,8,43,7.2,0,0,1,13.1,13.1,74.2%
7,Taiwan Jones(BUF),2,5,2.5,3,0,0,1,1,59,59.0,1,0,1,12.4,12.4,0.0%
8,Jonathan Stewart(FA),24,82,3.4,14,0,1,1,2,1,1.0,0,1,1,12.3,12.3,0.0%
9,Shane Vereen(FA),2,3,1.5,7,0,0,8,9,60,7.5,1,0,1,12.3,12.3,0.0%
10,Latavius Murray(BAL),20,113,5.7,26,2,0,1,2,6,6.0,0,0,1,11.9,11.9,22.2%
11,Mark Ingram II(NO),16,80,5.0,16,0,0,4,5,39,9.8,0,0,1,11.9,11.9,39.1%
12,Darren McFadden(FA),20,64,3.2,12,0,0,6,8,49,8.2,0,0,1,11.3,11.3,7.0%
13,DeAngelo Williams(FA),9,71,7.9,55,1,0,4,4,39,9.8,0,0,1,11.0,11.0,0.1%
14,Adrian Peterson(SEA),20,103,5.2,12,0,0,2,2,6,3.0,0,0,1,10.9,10.9,4.9%
15,Eddie Lacy(FA),11,38,3.5,15,0,1,1,2,9,9.0,0,0,1,10.7,10.7,0.3%
16,C.J. Spiller(FA),4,21,5.3,11,0,0,2,4,15,7.5,1,0,1,9.6,9.6,0.1%
17,Lamar Miller(FA),9,15,1.7,8,0,1,5,5,19,3.8,0,0,1,9.4,9.4,0.0%
18,Frank Gore(FA),22,70,3.2,10,0,0,3,3,22,7.3,0,0,1,9.2,9.2,12.2%
19,Rashad Jennings(FA),10,54,5.4,17,0,0,2,3,31,15.5,0,0,1,8.5,8.5,0.0%
20,Marshawn Lynch(FA),21,71,3.4,12,0,0,2,2,11,5.5,0,0,1,8.2,8.2,0.3%
21,Antonio Andrews(FA),16,64,4.0,28,1,0,3,3,18,6.0,0,0,1,8.2,8.2,0.0%
22,Doug Martin(FA),23,71,3.1,18,0,0,1,1,7,7.0,0,0,1,7.8,7.8,0.0%
23,Justin Forsett(FA),17,69,4.1,11,0,0,1,1,5,5.0,0,0,1,7.4,7.4,0.0%
24,LeGarrette Blount(FA),17,72,4.2,14,0,0,1,1,2,2.0,0,0,1,7.4,7.4,0.1%
25,Alfred Blue(FA),14,39,2.8,8,0,0,5,5,33,6.6,0,0,1,7.2,7.2,0.0%
26,Spencer Ware(FA),2,12,6.0,8,0,1,0,0,0,0,0,0,1,7.2,7.2,0.0%
27,Duke Johnson Jr.(MIA),1,3,3.0,3,0,0,2,2,68,34.0,0,0,1,7.1,7.1,7.4%
28,Chris Johnson(FA),30,109,3.6,13,0,0,0,1,0,0,0,2,1,6.9,6.9,0.6%
29,Matt Forte(FA),10,41,4.1,14,0,0,4,4,28,7.0,0,0,1,6.9,6.9,19.1%
30,Jeremy Hill(FA),15,60,4.0,15,0,0,1,1,8,8.0,0,0,1,6.8,6.8,0.0%
31,Melvin Gordon III(DEN),18,54,3.0,6,0,0,5,6,7,1.4,0,0,1,6.1,6.1,87.8%
32,Le'Veon Bell(FA),10,45,4.5,7,0,0,2,2,13,6.5,0,0,1,5.8,5.8,5.4%
33,Joique Bell(FA),7,56,8.0,32,1,0,0,1,0,0,0,0,1,5.6,5.6,0.2%
34,Tre Mason(FA),15,46,3.1,9,0,0,1,1,6,6.0,0,0,1,5.2,5.2,0.6%
35,Jonas Gray(FA),2,1,0.5,1,0,0,4,5,50,12.5,0,0,1,5.1,5.1,0.0%
36,David Johnson(HOU),1,4,4.0,4,0,0,2,2,44,22.0,0,0,1,4.8,4.8,35.4%
37,Theo Riddick(FA),5,17,3.4,6,0,0,6,7,30,5.0,0,0,1,4.7,4.7,0.0%
38,Jeremy Langford(FA),12,46,3.8,9,0,0,0,1,0,0,0,0,1,4.6,4.6,0.0%
39,Charles Sims(FA),6,22,3.7,7,0,0,3,4,24,8.0,0,0,1,4.6,4.6,0.0%
40,Danny Woodhead(FA),3,9,3.0,5,0,0,2,3,36,18.0,0,0,1,4.5,4.5,20.6%
41,Chris Ivory(FA),15,17,1.1,7,0,0,3,5,24,8.0,0,0,1,4.1,4.1,0.0%
