Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Devonta Freeman(BAL),14,68,4.9,23,1,3,5,6,81,16.2,0,0,1,32.9,32.9,74.2%
2,Jeremy Hill(FA),9,40,4.4,10,0,3,0,0,0,0,0,0,1,24.0,24.0,0.0%
3,Chris Ivory(FA),29,166,5.7,24,1,1,0,2,0,0,0,0,1,22.6,22.6,0.0%
4,Le'Veon Bell(FA),22,129,5.9,22,2,1,7,7,21,3.0,0,0,1,21.0,21.0,5.4%
5,Doug Martin(FA),20,106,5.3,26,2,1,5,5,37,7.4,0,0,1,20.3,20.3,0.0%
6,Duke Johnson Jr.(MIA),8,31,3.9,9,0,0,9,10,85,9.4,1,0,1,17.6,17.6,7.4%
7,C.J. Spiller(FA),2,10,5.0,10,0,0,5,5,99,19.8,1,0,1,16.9,16.9,0.1%
8,Ronnie Hillman(FA),11,103,9.4,72,1,1,1,1,5,5.0,0,0,1,16.8,16.8,0.0%
9,Todd Gurley II(FA),19,146,7.7,52,4,0,2,2,15,7.5,0,0,1,16.1,16.1,0.4%
10,Adrian Peterson(SEA),16,81,5.1,48,1,1,4,6,13,3.3,0,0,1,15.4,15.4,4.9%
11,Rashad Jennings(FA),9,38,4.2,14,0,0,2,2,54,27.0,1,0,1,15.2,15.2,0.0%
12,Justin Forsett(FA),27,150,5.6,33,2,0,0,1,0,0,0,0,1,15.0,15.0,0.0%
13,Terron Ward(FA),19,72,3.8,13,0,1,1,1,18,18.0,0,0,1,15.0,15.0,0.0%
14,Jamaal Charles(FA),11,75,6.8,24,1,0,6,6,70,11.7,0,0,1,14.5,14.5,0.1%
15,Danny Woodhead(FA),8,54,6.8,19,0,0,4,4,84,21.0,0,0,1,13.8,13.8,20.6%
16,Matt Forte(FA),25,91,3.6,12,0,0,4,4,64,16.0,0,1,1,13.5,13.5,19.1%
