player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1,62,62,95,6,0,50,50,26.8,43.2,2,2015
Ben Roethlisberger,QB,PIT,1,56,56,100,0,0,71,71,14.8,26.4,2,2015
Danny Amendola,WR,HOU,1,12,12,20,0,8,8,8,0.9,7.5,2,2015
Jared Cook,TE,LAC,1,42,42,59,0,12,7,12,2.8,6.7,2,2015
Matt Ryan,QB,ATL,1,66,66,92,3,0,73,73,19.3,29.2,2,2015
Matthew Stafford,QB,LAR,1,59,59,100,3,0,54,54,18.2,30.8,2,2015
Tom Brady,QB,TB,1,60,60,95,2,0,62,62,29.6,49.3,2,2015
Andre Roberts,WR,HOU,1,22,22,36,0,9,5,9,1.5,6.8,2,2015
Emmanuel Sanders,WR,BUF,1,50,50,77,0,12,4,12,4.8,9.6,2,2015
Rob Gronkowski,TE,TB,1,51,51,81,0,10,8,10,15.9,31.2,2,2015
Antonio Brown,WR,TB,1,28,28,44,0,11,4,11,1.7,6.1,2,2015
A.J. Green,WR,ARI,1,51,51,84,0,12,6,12,10.4,20.4,2,2015
Blaine Gabbert,QB,TB,1,3,3,5,100,0,100,100,-0.3,-10.0,2,2015
Julio Jones,WR,TEN,1,66,66,75,0,12,9,12,12.8,19.4,2,2015
Mark Ingram II,RB,HOU,1,19,19,31,74,11,79,84,4.0,21.1,2,2015
Randall Cobb,WR,GB,1,12,12,18,0,25,25,25,2.6,21.7,2,2015
Kyle Rudolph,TE,NYG,1,49,49,71,0,4,4,4,2.5,5.1,2,2015
Andy Dalton,QB,CHI,1,23,23,35,9,0,57,57,8.7,37.8,2,2015
Lee Smith,TE,ATL,1,13,13,18,0,8,8,8,0.9,6.9,2,2015
Tyrod Taylor,QB,HOU,1,26,26,43,4,0,46,46,16.5,63.5,2,2015
Ryan Tannehill,QB,TEN,1,88,88,100,5,0,50,50,14.6,16.6,2,2015
Kirk Cousins,QB,MIN,1,61,61,100,3,0,56,56,25.3,41.5,2,2015
Russell Wilson,QB,SEA,1,54,54,100,6,0,63,63,23.3,43.1,2,2015
Mohamed Sanu Sr.,WR,SF,1,20,20,29,0,5,0,5,0.0,0.0,2,2015
Marvin Jones Jr.,WR,JAC,1,49,49,88,0,22,12,22,11.5,23.5,2,2015
Derek Carrier,TE,LV,1,11,11,17,0,18,18,18,1.3,11.8,2,2015
Cole Beasley,WR,BUF,1,39,39,60,0,10,10,10,3.6,9.2,2,2015
Chris Hogan,WR,NO,1,16,16,36,0,19,6,19,1.6,10.0,2,2015
Travis Kelce,TE,KC,1,44,44,86,0,18,16,18,16.9,38.4,2,2015
Marquise Goodwin,WR,CHI,1,31,31,48,0,10,3,10,1.0,3.2,2,2015
DeAndre Hopkins,WR,ARI,1,59,59,97,0,7,7,7,11.4,19.3,2,2015
Robert Woods,WR,LAR,1,58,58,98,3,16,12,19,7.0,12.1,2,2015
Cordarrelle Patterson,RB,ATL,1,24,24,33,29,29,50,58,18.9,78.8,2,2015
Keenan Allen,WR,LAC,1,65,65,92,0,12,6,12,10.8,16.6,2,2015
Giovani Bernard,RB,TB,1,6,6,10,0,33,33,33,1.6,26.7,2,2015
Zach Ertz,TE,PHI,1,37,37,64,0,5,3,5,0.6,1.6,2,2015
Kyle Juszczyk,RB,SF,1,41,41,59,2,7,7,10,1.7,4.1,2,2015
Latavius Murray,RB,BAL,1,27,27,36,33,0,33,33,9.6,35.6,2,2015
Ryan Griffin,TE,NYJ,1,45,45,62,0,4,4,4,1.0,2.2,2,2015
Demetrius Harris,TE,ARI,1,2,2,3,0,0,0,0,0.0,0.0,2,2015
Jack Doyle,TE,IND,1,50,50,75,0,16,10,16,8.4,16.8,2,2015
Teddy Bridgewater,QB,DEN,1,69,69,100,6,0,55,55,21.2,30.7,2,2015
Derek Carr,QB,LV,1,66,66,100,6,0,62,62,24.2,36.7,2,2015
Logan Thomas,TE,WAS,1,71,71,100,0,10,7,10,4.5,6.3,2,2015
Carlos Hyde,RB,JAC,1,14,14,25,14,14,14,29,0.7,5.0,2,2015
Devonta Freeman,RB,BAL,1,10,10,13,20,0,20,20,2.9,29.0,2,2015
Sammy Watkins,WR,BAL,1,70,70,92,0,10,6,10,4.4,6.3,2,2015
Mike Evans,WR,TB,1,46,46,73,0,20,11,20,19.5,42.4,2,2015
Brandin Cooks,WR,HOU,1,56,56,92,0,25,16,25,13.8,24.6,2,2015
Davante Adams,WR,GB,1,57,57,88,0,16,14,16,12.1,21.2,2,2015
Allen Robinson II,WR,CHI,1,52,52,80,0,8,4,8,8.4,16.2,2,2015
Jarvis Landry,WR,CLE,1,2,2,3,0,50,50,50,0.9,45.0,2,2015
Eric Ebron,TE,PIT,1,24,24,43,0,8,0,8,0.0,0.0,2,2015
James White,RB,NE,1,29,29,49,17,21,38,38,12.5,43.1,2,2015
Jimmy Garoppolo,QB,SF,1,70,70,100,16,0,59,59,19.6,28.0,2,2015
Jerick McKinnon,RB,KC,1,4,4,8,0,25,25,25,1.4,35.0,2,2015
Damien Williams,RB,CHI,1,15,15,23,13,20,27,33,0.4,2.7,2,2015
Albert Wilson,WR,MIA,1,41,41,55,0,15,10,15,2.0,4.9,2,2015
Willie Snead IV,WR,LV,1,4,4,6,0,25,25,25,1.4,35.0,2,2015
Keith Smith,RB,ATL,1,18,18,25,11,6,11,17,0.3,1.7,2,2015
Adam Thielen,WR,MIN,1,61,61,100,0,11,10,11,9.9,16.2,2,2015
Cameron Brate,TE,TB,1,21,21,33,0,5,5,5,0.8,3.8,2,2015
Diontae Spencer,WR,DEN,1,4,4,6,0,0,0,0,0.0,0.0,2,2015
Jameis Winston,QB,NO,1,42,42,95,7,0,60,60,10.3,24.5,2,2015
Amari Cooper,WR,DAL,1,60,60,97,0,8,5,8,2.4,4.0,2,2015
DeVante Parker,WR,MIA,1,55,55,74,0,16,9,16,4.2,7.6,2,2015
Melvin Gordon III,RB,DEN,1,41,41,59,32,5,37,37,6.9,16.8,2,2015
Maxx Williams,TE,ARI,1,45,45,74,0,16,16,16,9.4,20.9,2,2015
Ameer Abdullah,RB,MIN,1,1,1,2,0,100,0,100,0.0,0.0,2,2015
Tevin Coleman,RB,NYJ,1,7,7,10,71,0,71,71,2.4,34.3,2,2015
Taylor Heinicke,QB,WAS,1,71,71,100,6,0,70,70,21.0,29.6,2,2015
Mike Davis,RB,ATL,1,46,46,64,20,15,35,35,6.3,13.7,2,2015
David Johnson,RB,HOU,1,26,26,43,23,8,31,31,4.7,18.1,2,2015
Malcolm Brown,RB,MIA,1,9,9,12,56,0,56,56,2.1,23.3,2,2015
Tyler Kroft,TE,NYJ,1,55,55,75,0,4,2,4,0.8,1.5,2,2015
MyCole Pruitt,TE,TEN,1,55,55,63,0,5,5,5,4.3,7.8,2,2015
Blake Bell,TE,KC,1,20,20,39,0,5,5,5,2.0,10.0,2,2015
Nelson Agholor,WR,NE,1,51,51,86,0,6,6,6,2.1,4.1,2,2015
Tyler Lockett,WR,SEA,1,50,50,93,0,22,16,22,23.8,47.6,2,2015
