player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week,year
Juwan Johnson,TE,NO,1,14,14,21,0,21,14,21,8.0,57.1,4,2015
Jauan Jennings,WR,SF,1,8,8,11,0,13,13,13,1.4,17.5,4,2015
Antonio Gibson,RB,WAS,1,37,37,55,38,5,43,43,13.5,36.5,4,2015
James Robinson,RB,JAC,1,53,53,95,34,4,36,38,19.6,37.0,4,2015
K.J. Osborn,WR,MIN,1,42,42,63,2,17,10,19,3.6,8.6,4,2015
Quez Watkins,WR,PHI,1,43,43,58,0,16,7,16,3.3,7.7,4,2015
Freddie Swain,WR,SEA,1,25,25,45,0,16,12,16,8.0,32.0,4,2015
Nick Westbrook-Ikhine,WR,TEN,1,81,81,81,0,10,4,10,2.9,3.6,4,2015
Trevor Lawrence,QB,JAC,1,56,56,100,14,0,57,57,17.8,31.8,4,2015
Justin Fields,QB,CHI,1,58,58,100,5,0,34,34,8.3,14.3,4,2015
Ja'Marr Chase,WR,CIN,1,46,46,79,0,20,13,20,7.7,16.7,4,2015
Jaylen Waddle,WR,MIA,1,41,41,79,0,10,7,10,3.3,8.0,4,2015
Chuba Hubbard,RB,CAR,1,33,33,47,39,6,45,45,7.1,21.5,4,2015
Rondale Moore,WR,ARI,1,33,33,42,6,9,15,15,3.7,11.2,4,2015
Amon-Ra St. Brown,WR,DET,1,51,51,72,0,16,12,16,7.0,13.7,4,2015
Tylan Wallace,WR,BAL,1,1,1,1,0,0,0,0,0.0,0.0,4,2015
Darnell Mooney,WR,CHI,1,41,41,71,2,17,15,20,13.5,32.9,4,2015
Reggie Gilliam,RB,BUF,1,18,18,25,6,6,11,11,0.9,5.0,4,2015
Tommy Hudson,TE,TEN,1,18,18,18,0,6,6,6,1.4,7.8,4,2015
Kendall Hinton,WR,DEN,1,26,26,43,0,12,4,12,1.3,5.0,4,2015
Gabe Nabers,RB,LAC,1,5,5,7,0,0,0,0,0.0,0.0,4,2015
Feleipe Franks,QB,ATL,1,1,1,1,100,0,100,100,0.3,30.0,4,2015
Trey Lance,QB,SF,1,39,39,51,18,0,64,64,20.4,52.3,4,2015
Demetric Felton,RB,CLE,1,6,6,8,0,33,33,33,1.2,20.0,4,2015
Dyami Brown,WR,WAS,1,28,28,42,0,7,4,7,1.9,6.8,4,2015
Kadarius Toney,WR,NYG,1,49,49,78,2,18,14,20,7.9,16.1,4,2015
Anthony Schwartz,WR,CLE,1,15,15,19,0,7,0,7,0.0,0.0,4,2015
Amari Rodgers,WR,GB,1,7,7,10,0,0,0,0,0.0,0.0,4,2015
Jaret Patterson,RB,WAS,1,5,5,7,40,20,60,60,1.2,24.0,4,2015
Mac Jones,QB,NE,1,59,59,100,2,0,69,69,17.9,30.3,4,2015
Pat Freiermuth,TE,PIT,1,32,32,53,0,3,3,3,1.1,3.4,4,2015
Kyle Pitts,TE,ATL,1,55,55,72,0,16,7,16,5.0,9.1,4,2015
Zach Wilson,QB,NYJ,1,61,61,100,5,0,61,61,18.7,30.7,4,2015
Michael Carter,RB,NYJ,1,31,31,51,42,10,45,52,9.4,30.3,4,2015
Javonte Williams,RB,DEN,1,31,31,51,23,10,32,32,5.9,19.0,4,2015
Khalil Herbert,RB,CHI,1,7,7,12,43,0,43,43,0.7,10.0,4,2015
Tommy Tremble,TE,CAR,1,27,27,39,0,4,0,4,0.0,0.0,4,2015
Davis Mills,QB,HOU,1,47,47,100,2,0,47,47,-0.3,-0.6,4,2015
Kylen Granson,TE,IND,1,30,30,42,0,7,3,7,0.3,1.0,4,2015
Terrace Marshall Jr.,WR,CAR,1,50,50,71,0,6,2,6,0.2,0.4,4,2015
Kenneth Gainwell,RB,PHI,1,29,29,39,10,28,31,38,14.9,51.4,4,2015
