player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1,62,62,100,6,0,56,56,23.8,38.4,15,2015
Ben Roethlisberger,QB,PIT,1,49,49,100,6,0,57,57,11.9,24.3,15,2015
DeSean Jackson,WR,LV,1,20,20,29,0,15,5,15,1.1,5.5,15,2015
Jared Cook,TE,LAC,1,43,43,54,0,16,7,16,3.2,7.4,15,2015
Marcedes Lewis,TE,GB,1,31,31,50,0,10,10,10,4.0,12.9,15,2015
Matt Ryan,QB,ATL,1,59,59,98,8,0,63,63,13.4,22.7,15,2015
Matthew Stafford,QB,LAR,1,66,66,100,5,0,48,48,16.5,25.0,15,2015
Tom Brady,QB,TB,1,74,74,100,1,0,66,66,5.8,7.8,15,2015
Andre Roberts,WR,LAC,1,1,1,1,100,0,100,100,0.6,60.0,15,2015
Colt McCoy,QB,ARI,1,11,11,15,9,0,91,91,2.5,22.7,15,2015
Jimmy Graham,TE,CHI,1,19,19,26,0,11,5,11,1.3,6.8,15,2015
Rob Gronkowski,TE,TB,1,63,63,85,0,17,3,17,2.9,4.6,15,2015
A.J. Green,WR,ARI,1,56,56,75,0,14,7,14,6.4,11.4,15,2015
Julio Jones,WR,TEN,1,27,27,34,0,4,0,4,0.0,0.0,15,2015
Cam Newton,QB,CAR,1,76,76,100,20,0,70,70,24.3,32.0,15,2015
Mark Ingram II,RB,NO,1,30,30,49,30,7,37,37,1.8,6.0,15,2015
Kyle Rudolph,TE,NYG,1,27,27,43,0,4,4,4,0.9,3.3,15,2015
Luke Stocker,TE,MIN,1,19,19,30,0,0,0,0,0.0,0.0,15,2015
Lee Smith,TE,ATL,1,13,13,22,0,8,0,8,0.0,0.0,15,2015
Ryan Tannehill,QB,TEN,1,80,80,100,6,0,46,46,10.9,13.6,15,2015
Kirk Cousins,QB,MIN,1,64,64,100,3,0,41,41,11.5,18.0,15,2015
Russell Wilson,QB,SEA,1,57,57,100,0,0,54,54,5.2,9.1,15,2015
T.Y. Hilton,WR,IND,1,14,14,27,0,7,7,7,1.9,13.6,15,2015
Marvin Jones Jr.,WR,JAC,1,65,65,93,0,6,3,6,1.4,2.2,15,2015
Brandon Bolden,RB,NE,1,38,38,56,11,13,18,24,4.4,11.6,15,2015
Cole Beasley,WR,BUF,1,32,32,46,0,25,13,25,3.5,10.9,15,2015
Travis Kelce,TE,KC,1,56,56,78,0,23,18,23,31.1,55.5,15,2015
Cordarrelle Patterson,RB,ATL,1,37,37,62,30,5,35,35,2.3,6.2,15,2015
Keenan Allen,WR,LAC,1,62,62,78,0,16,11,18,13.8,22.3,15,2015
Tavon Austin,WR,JAC,1,16,16,23,0,19,6,19,1.1,6.9,15,2015
Rex Burkhead,RB,HOU,1,38,38,64,42,8,45,50,4.7,12.4,15,2015
Mike Glennon,QB,NYG,1,50,50,79,2,0,50,50,1.0,2.0,15,2015
Zach Ertz,TE,ARI,1,67,67,89,0,16,9,16,7.4,11.0,15,2015
Kyle Juszczyk,RB,SF,1,30,30,53,3,3,7,7,7.2,24.0,15,2015
Latavius Murray,RB,BAL,1,29,29,41,24,10,28,34,5.1,17.6,15,2015
Ryan Griffin,TE,NYJ,1,23,23,40,0,9,9,9,3.9,17.0,15,2015
Demetrius Harris,TE,ARI,1,8,8,11,0,0,0,0,0.0,0.0,15,2015
Jack Doyle,TE,IND,1,41,41,79,0,2,2,2,0.0,0.0,15,2015
Teddy Bridgewater,QB,DEN,1,43,43,57,7,0,58,58,4.9,11.4,15,2015
Derek Carr,QB,LV,1,68,68,99,4,0,60,60,11.1,16.3,15,2015
Devonta Freeman,RB,BAL,1,39,39,56,15,3,18,18,2.4,6.2,15,2015
Mike Evans,WR,TB,1,17,17,23,0,6,6,6,1.4,8.2,15,2015
Brandin Cooks,WR,HOU,1,49,49,83,0,20,14,20,22.2,45.3,15,2015
Davante Adams,WR,GB,1,57,57,92,0,12,11,12,10.4,18.2,15,2015
Odell Beckham Jr.,WR,LAR,1,50,50,76,0,6,2,6,0.7,1.4,15,2015
Jimmy Garoppolo,QB,SF,1,57,57,100,5,0,46,46,13.8,24.2,15,2015
Garrett Gilbert,QB,WAS,1,55,55,100,0,0,56,56,7.8,14.2,15,2015
Damien Williams,RB,CHI,1,5,5,7,0,0,0,0,0.0,0.0,15,2015
Albert Wilson,WR,MIA,1,41,41,58,2,5,5,7,1.0,2.4,15,2015
Willie Snead IV,WR,CAR,1,1,1,1,0,100,0,100,0.0,0.0,15,2015
Cameron Brate,TE,TB,1,20,20,27,0,20,10,20,2.2,11.0,15,2015
Diontae Spencer,WR,DEN,1,2,2,3,0,0,0,0,0.0,0.0,15,2015
Marcus Mariota,QB,LV,1,4,4,6,25,0,25,25,0.3,7.5,15,2015
Amari Cooper,WR,DAL,1,66,66,93,0,8,3,8,0.8,1.2,15,2015
DeVante Parker,WR,MIA,1,63,63,89,0,13,6,13,12.8,20.3,15,2015
Melvin Gordon III,RB,DEN,1,31,31,41,48,3,52,52,6.1,19.7,15,2015
Ameer Abdullah,RB,CAR,1,40,40,53,10,10,20,20,11.5,28.8,15,2015
Tevin Coleman,RB,NYJ,1,21,21,37,38,0,38,38,5.0,23.8,15,2015
Duke Johnson Jr.,RB,MIA,1,41,41,58,54,2,56,56,24.7,60.2,15,2015
Mike Davis,RB,ATL,1,27,27,45,22,4,22,26,2.1,7.8,15,2015
David Johnson,RB,HOU,1,12,12,20,50,8,58,58,2.7,22.5,15,2015
Tyler Kroft,TE,NYJ,1,36,36,63,0,6,6,6,3.5,9.7,15,2015
MyCole Pruitt,TE,TEN,1,27,27,34,0,4,4,4,0.1,0.4,15,2015
Blake Bell,TE,KC,1,16,16,22,6,6,6,13,0.3,1.9,15,2015
Nelson Agholor,WR,NE,1,32,32,47,0,19,13,19,3.4,10.6,15,2015
Jamison Crowder,WR,NYJ,1,51,51,89,0,16,10,16,4.0,7.8,15,2015
Ty Montgomery,RB,NO,1,20,20,33,0,10,0,10,0.0,0.0,15,2015
Phillip Dorsett II,WR,HOU,1,15,15,25,0,20,13,20,4.3,28.7,15,2015
Stefon Diggs,WR,BUF,1,58,58,83,0,12,7,12,9.5,16.4,15,2015
Chris Manhertz,TE,JAC,1,18,18,26,0,6,6,6,1.1,6.1,15,2015
C.J. Uzomah,TE,CIN,1,42,42,79,0,10,7,10,1.8,4.3,15,2015
DeAndre Carter,WR,WAS,1,27,27,49,4,11,11,15,2.4,8.9,15,2015
James O'Shaughnessy,TE,JAC,1,44,44,63,0,9,9,9,6.0,13.6,15,2015
Chris Conley,WR,HOU,1,38,38,64,0,11,5,11,1.2,3.2,15,2015
Geoff Swaim,TE,TEN,1,59,59,74,0,3,2,3,0.5,0.8,15,2015
Michael Burton,RB,KC,1,6,6,8,17,33,50,50,8.7,145.0,15,2015
