,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Justin Tucker(BAL),4,4,100.0,44,0,1,2,1,0,2,2,1,15.0,15.0,98.0%
1,2,Zane Gonzalez(CAR),3,3,100.0,55,0,0,1,0,2,1,1,1,14.0,14.0,2.6%
2,3,Greg Zuerlein(DAL),2,2,100.0,51,0,1,0,0,1,6,6,1,14.0,14.0,74.2%
3,4,Matt Prater(ARI),1,1,100.0,43,0,0,0,1,0,4,4,1,12.3,12.3,52.8%
4,5,Adam Vinatieri(FA),2,2,100.0,53,0,1,0,0,1,3,4,1,11.0,11.0,0.2%
5,6,Chandler Catanzaro(FA),2,2,100.0,51,0,1,0,0,1,3,4,1,11.0,11.0,0.0%
6,7,Matt Bryant(FA),2,2,100.0,49,0,0,1,1,0,4,4,1,11.0,11.0,1.1%
7,8,Matt McCrane(FA),3,3,100.0,47,0,0,2,1,0,1,1,1,11.0,11.0,0.0%
8,9,Sebastian Janikowski(FA),2,2,100.0,42,0,0,1,1,0,3,3,1,10.0,10.0,20.0%
9,10,Aldrick Rosas(FA),2,2,100.0,48,0,0,1,1,0,3,3,1,10.0,10.0,1.8%
10,11,Cairo Santos(CHI),2,2,100.0,45,0,0,1,1,0,2,2,1,9.0,9.0,2.1%
11,12,Randy Bullock(TEN),2,2,100.0,49,0,0,1,1,0,1,1,1,8.0,8.0,10.8%
12,13,Stephen Gostkowski(FA),1,1,100.0,38,0,0,1,0,0,5,5,1,8.0,8.0,0.1%
13,14,Ka'imi Fairbairn(HOU),2,2,100.0,24,0,2,0,0,0,2,2,1,8.0,8.0,0.8%
14,15,Robbie Gould(SF),1,1,100.0,30,0,0,1,0,0,3,3,1,6.0,6.0,22.5%
15,16,Greg Joseph(MIN),1,2,50.0,35,0,0,1,0,0,3,3,1,6.0,6.0,69.1%
16,17,Stephen Hauschka(FA),0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,0.0%
17,18,Jake Elliott(PHI),1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,22.5%
18,19,Ryan Succop(TB),1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,57.4%
19,20,Jason Sanders(MIA),1,1,100.0,29,0,1,0,0,0,2,2,1,5.0,5.0,22.6%
20,21,Daniel Carlson(LV),1,1,100.0,50,0,0,0,0,1,0,0,1,5.0,5.0,74.3%
21,22,Dan Bailey(FA),1,1,100.0,45,0,0,0,1,0,1,1,1,5.0,5.0,0.0%
22,23,Harrison Butker(KC),0,0,0,0,0,0,0,0,0,5,5,1,5.0,5.0,76.6%
23,24,Cody Parkey(FA),1,1,100.0,42,0,0,0,1,0,1,2,1,5.0,5.0,0.4%
24,25,Jason Myers(SEA),1,1,100.0,40,0,0,0,1,0,0,0,1,4.0,4.0,22.1%
25,26,Brett Maher(NO),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.9%
26,27,Michael Badgley(IND),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,19.9%
27,28,Kai Forbath(LAR),1,1,100.0,25,0,1,0,0,0,0,0,1,3.0,3.0,3.0%
28,29,Brandon McManus(DEN),1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,3.0,44.3%
