Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Derek Carr(LV),28,47,59.6,381,8.1,3,1,2,2,5,1,0,1,32.7,32.7,58.1%
2,Josh Allen(BUF),32,40,80.0,375,9.4,4,0,1,6,11,0,1,1,30.1,30.1,100.0%
3,Ryan Tannehill(TEN),29,45,64.4,389,8.6,3,1,3,0,0,0,0,1,28.6,28.6,62.7%
4,Baker Mayfield(CLE),25,33,75.8,334,10.1,4,0,0,4,5,0,1,1,28.5,28.5,26.4%
5,Matthew Stafford(LAR),27,42,64.3,402,9.6,3,1,2,2,0,0,0,1,27.1,27.1,97.2%
6,Lamar Jackson(BAL),12,17,70.6,107,6.3,2,1,0,13,94,1,0,1,26.7,26.7,94.0%
7,Jared Goff(DET),37,47,78.7,351,7.5,1,0,1,4,1,1,0,1,24.1,24.1,5.3%
8,Taysom Hill(NO),27,37,73.0,232,6.3,2,0,2,14,83,0,1,1,23.6,23.6,53.2%
9,Cam Newton(CAR),12,19,63.2,69,3.6,1,0,1,14,48,2,0,1,23.6,23.6,20.3%
10,Aaron Rodgers(GB),25,34,73.5,295,8.7,3,0,2,4,-3,0,0,1,23.5,23.5,97.4%
11,Nick Mullens(CLE),26,39,66.7,316,8.1,3,2,0,0,0,0,0,1,22.6,22.6,0.3%
12,Kirk Cousins(MIN),28,43,65.1,305,7.1,3,1,4,3,12,0,1,1,22.4,22.4,70.7%
13,Sam Darnold(CAR),14,23,60.9,186,8.1,2,1,3,3,26,1,2,1,21.0,21.0,5.5%
14,Deshaun Watson(HOU),26,38,68.4,341,9.0,0,1,5,7,38,1,1,1,20.4,20.4,5.0%
15,Patrick Mahomes II(KC),25,40,62.5,318,8.0,1,0,1,4,26,0,0,1,19.3,19.3,100.0%
16,Philip Rivers(FA),27,35,77.1,285,8.1,2,0,3,2,-2,0,0,1,19.2,19.2,20.6%
17,Ben Roethlisberger(FA),33,53,62.3,305,5.8,2,1,0,1,0,0,0,1,19.2,19.2,23.8%
18,Andy Dalton(CHI),31,48,64.6,285,5.9,2,1,1,1,2,0,0,1,18.6,18.6,1.6%
19,Kyler Murray(ARI),21,39,53.8,173,4.4,3,1,2,5,15,0,1,1,17.4,17.4,99.3%
20,Tua Tagovailoa(MIA),26,39,66.7,296,7.6,1,0,0,3,3,0,0,1,16.1,16.1,44.2%
21,Russell Wilson(DEN),27,43,62.8,263,6.1,1,1,5,7,45,0,1,1,16.0,16.0,90.4%
22,Alex Smith(FA),31,46,67.4,296,6.4,1,0,3,0,0,0,0,1,15.8,15.8,5.0%
23,Mike Glennon(NYG),28,42,66.7,280,6.7,1,2,2,3,9,0,1,1,14.1,14.1,0.8%
24,Mitchell Trubisky(BUF),26,34,76.5,267,7.9,1,0,2,3,6,0,1,1,13.3,13.3,0.4%
25,Matt Ryan(ATL),19,39,48.7,273,7.0,1,0,3,0,0,0,1,1,12.9,12.9,36.3%
26,Drew Lock(SEA),15,28,53.6,151,5.4,2,2,0,2,9,0,0,1,12.9,12.9,1.5%
27,Jalen Hurts(PHI),5,12,41.7,109,9.1,1,1,3,5,29,0,0,1,10.3,10.3,94.4%
28,Brandon Allen(CIN),11,19,57.9,153,8.1,1,1,5,2,3,0,0,1,9.4,9.4,0.4%
29,Colt McCoy(ARI),13,22,59.1,105,4.8,1,1,2,2,2,0,0,1,9.4,9.4,0.4%
30,Justin Herbert(LAC),26,53,49.1,209,3.9,0,2,3,0,0,0,0,1,6.4,6.4,98.8%
31,Jarrett Stidham(NE),2,3,66.7,61,20.3,1,0,0,2,-2,0,0,1,6.2,6.2,0.0%
32,Carson Wentz(WAS),6,15,40.0,79,5.3,0,0,4,3,18,0,0,1,5.0,5.0,44.0%
33,Ryan Finley(FA),6,7,85.7,40,5.7,0,1,1,0,0,0,0,1,0.6,0.6,0.0%
34,Jacoby Brissett(MIA),0,0,0,0,0,0,0,0,2,1,0,0,1,0.1,0.1,0.6%
35,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
37,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
38,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
39,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
40,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
41,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
42,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
43,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
44,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
46,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
