Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Jay Ajayi(FA),25,204,8.2,62,3,2,1,2,3,3.0,0,0,1,32.7,32.7,7.0%
2,LeSean McCoy(FA),19,140,7.4,38,2,3,1,2,2,2.0,0,0,1,32.2,32.2,2.0%
3,David Johnson(HOU),22,111,5.0,58,1,3,3,6,27,9.0,0,0,1,31.8,31.8,35.4%
4,Lamar Miller(FA),24,149,6.2,23,1,1,3,4,29,9.7,1,0,1,29.8,29.8,0.0%
5,Terrance West(FA),23,87,3.8,33,1,2,4,6,36,9.0,0,0,1,24.3,24.3,0.0%
6,Spencer Ware(FA),24,131,5.5,45,1,1,2,2,32,16.0,0,0,1,22.3,22.3,0.0%
7,Jonathan Stewart(FA),19,85,4.5,26,1,2,0,1,0,0,0,0,1,20.5,20.5,0.0%
8,Christine Michael(FA),18,64,3.6,21,1,2,3,3,19,6.3,0,0,1,20.3,20.3,0.0%
9,Matt Jones(FA),16,135,8.4,57,2,1,0,0,0,0,0,0,1,19.5,19.5,0.0%
10,James White(NE),7,19,2.7,7,0,0,8,9,47,5.9,2,0,1,18.6,18.6,7.9%
11,Ezekiel Elliott(DAL),28,157,5.6,29,2,0,2,4,17,8.5,0,0,1,17.4,17.4,99.7%
12,Duke Johnson Jr.(MIA),4,18,4.5,6,0,1,4,6,56,14.0,0,0,1,13.4,13.4,7.4%
13,LeGarrette Blount(FA),13,50,3.8,15,0,1,2,2,20,10.0,0,0,1,13.0,13.0,0.1%
14,Le'Veon Bell(FA),10,53,5.3,13,0,0,6,7,55,9.2,0,0,1,12.8,12.8,5.4%
15,DeMarco Murray(FA),21,65,3.1,16,0,1,0,2,0,0,0,0,1,12.5,12.5,0.1%
16,Mike Gillislee(FA),6,61,10.2,44,1,1,0,0,0,0,0,0,1,12.0,12.0,0.0%
17,Frank Gore(FA),22,106,4.8,22,1,0,1,1,2,2.0,0,0,1,10.8,10.8,12.2%
18,Jamaal Charles(FA),9,33,3.7,17,0,1,2,2,14,7.0,0,0,1,10.7,10.7,0.1%
19,Jordan Howard(PHI),15,34,2.3,9,0,1,2,4,6,3.0,0,0,1,10.0,10.0,18.7%
20,Todd Gurley II(FA),14,58,4.1,15,0,0,4,4,39,9.8,0,0,1,9.7,9.7,0.4%
21,Chris Ivory(FA),11,32,2.9,9,0,1,2,2,3,1.5,0,0,1,9.5,9.5,0.0%
22,Melvin Gordon III(DEN),27,94,3.5,48,1,0,0,2,0,0,0,0,1,9.4,9.4,87.8%
23,Giovani Bernard(TB),15,49,3.3,11,0,0,4,5,45,11.3,0,0,1,9.4,9.4,5.4%
24,Damien Williams(CHI),6,12,2.0,10,0,1,2,2,5,2.5,0,0,1,7.7,7.7,4.4%
25,Zach Zenner(FA),14,58,4.1,19,0,0,2,2,19,9.5,0,0,1,7.7,7.7,0.0%
26,Eddie Lacy(FA),17,65,3.8,25,1,0,1,1,6,6.0,0,0,1,7.1,7.1,0.3%
27,Alex Collins(SEA),1,2,2.0,2,0,1,1,1,9,9.0,0,0,1,7.1,7.1,18.8%
28,C.J. Anderson(FA),10,37,3.7,11,0,0,4,5,34,8.5,0,0,1,7.1,7.1,1.0%
29,Chris Thompson(FA),9,37,4.1,10,0,0,3,3,29,9.7,0,0,1,6.6,6.6,0.0%
30,Ryan Mathews(FA),9,60,6.7,22,1,0,0,0,0,0,0,0,1,6.0,6.0,0.0%
31,Mark Ingram II(NO),16,51,3.2,11,0,0,2,3,9,4.5,0,0,1,6.0,6.0,39.1%
32,Robert Kelley(FA),5,59,11.8,45,1,0,0,0,0,0,0,0,1,5.9,5.9,0.0%
33,Devontae Booker(FA),5,46,9.2,17,0,0,2,2,7,3.5,0,0,1,5.3,5.3,23.3%
34,Carlos Hyde(JAC),14,52,3.7,15,0,0,0,0,0,0,0,0,1,5.2,5.2,6.9%
35,Devonta Freeman(BAL),12,40,3.3,18,0,0,3,5,10,3.3,0,0,1,5.0,5.0,74.2%
36,Ka'Deem Carey(FA),9,50,5.6,16,0,0,0,1,0,0,0,0,1,5.0,5.0,0.0%
37,DeAndre Washington(FA),10,49,4.9,8,0,0,0,1,0,0,0,0,1,4.9,4.9,11.0%
38,Jeremy Hill(FA),13,38,2.9,8,0,0,1,1,3,3.0,0,0,1,4.1,4.1,0.0%
39,Isaiah Crowell(FA),9,16,1.8,11,0,0,2,2,20,10.0,0,0,1,3.6,3.6,0.1%
40,Rashad Jennings(FA),9,15,1.7,5,0,0,4,4,20,5.0,0,0,1,3.5,3.5,0.0%
41,C.J. Spiller(FA),1,-3,-3.0,0,0,0,3,6,38,12.7,0,0,1,3.5,3.5,0.1%
42,Travaris Cadet(FA),1,3,3.0,3,0,0,4,5,27,6.8,0,0,1,3.0,3.0,0.0%
43,Bobby Rainey(FA),6,13,2.2,6,0,0,2,3,16,8.0,0,0,1,2.9,2.9,0.0%
44,Derrick Henry(TEN),2,7,3.5,4,0,0,2,2,20,10.0,0,0,1,2.7,2.7,78.0%
45,T.J. Yeldon(FA),6,21,3.5,13,0,0,1,2,5,5.0,0,0,1,2.6,2.6,0.0%
46,Paul Perkins(FA),2,10,5.0,6,0,0,2,2,16,8.0,0,0,1,2.6,2.6,0.0%
47,Andre Ellington(FA),5,25,5.0,13,0,0,0,0,0,0,0,0,1,2.5,2.5,0.1%
48,Kyle Juszczyk(SF),0,0,0,0,0,0,4,6,25,6.3,0,0,1,2.5,2.5,1.0%
49,Robert Turbin(FA),3,2,0.7,2,0,0,4,4,22,5.5,0,0,1,2.4,2.4,0.0%
