Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Mark Ingram II(NO),14,146,10.4,61,1,1,1,2,21,21.0,1,0,1,28.7,28.7,39.1%
2,LeSean McCoy(FA),19,103,5.4,75,1,2,2,2,31,15.5,0,0,1,27.4,27.4,2.0%
3,Ezekiel Elliott(DAL),20,97,4.9,21,2,2,2,2,23,11.5,0,0,1,24.0,24.0,99.7%
4,David Johnson(HOU),13,58,4.5,16,0,0,8,11,103,12.9,1,0,1,22.1,22.1,35.4%
5,Jonathan Stewart(FA),17,96,5.6,47,1,2,0,1,0,0,0,0,1,21.6,21.6,0.0%
6,Le'Veon Bell(FA),23,120,5.2,12,0,1,4,5,22,5.5,0,0,1,20.2,20.2,5.4%
7,Devonta Freeman(BAL),16,60,3.8,16,0,2,2,3,17,8.5,0,0,1,19.7,19.7,74.2%
8,Tim Hightower(FA),15,51,3.4,30,1,0,2,2,54,27.0,1,0,1,16.5,16.5,0.0%
9,Carlos Hyde(JAC),13,65,5.0,24,1,0,5,6,30,6.0,1,0,1,15.5,15.5,6.9%
10,Latavius Murray(BAL),19,45,2.4,7,0,1,3,4,43,14.3,0,0,1,14.8,14.8,22.2%
11,Jordan Howard(PHI),18,84,4.7,22,1,0,3,5,43,14.3,0,0,1,12.7,12.7,18.7%
12,Derrick Henry(TEN),8,60,7.5,17,0,1,0,0,0,0,0,0,1,12.0,12.0,78.0%
13,Jay Ajayi(FA),18,45,2.5,18,0,1,1,2,11,11.0,0,0,1,11.6,11.6,7.0%
14,Chris Ivory(FA),9,44,4.9,14,0,1,1,1,11,11.0,0,0,1,11.5,11.5,0.0%
15,Matt Asiata(FA),5,27,5.4,15,0,1,3,3,14,4.7,0,0,1,10.1,10.1,0.0%
16,Devontae Booker(FA),24,79,3.3,13,0,0,1,2,22,22.0,0,0,1,10.1,10.1,23.3%
17,Spencer Ware(FA),17,64,3.8,7,0,0,2,2,32,16.0,0,0,1,9.6,9.6,0.0%
18,Melvin Gordon III(DEN),17,70,4.1,18,0,0,4,4,19,4.8,0,0,1,8.9,8.9,87.8%
19,Todd Gurley II(FA),13,50,3.8,13,0,0,4,4,39,9.8,0,0,1,8.9,8.9,0.4%
20,DeMarco Murray(FA),17,43,2.5,10,0,0,5,5,41,8.2,0,0,1,8.4,8.4,0.1%
21,Jeremy Hill(FA),12,21,1.8,7,0,0,6,6,61,10.2,0,0,1,8.2,8.2,0.0%
22,Kenneth Dixon(FA),13,49,3.8,15,0,0,4,4,31,7.8,0,0,1,8.0,8.0,0.1%
23,Aaron Ripkowski(FA),3,1,0.3,2,0,1,2,2,15,7.5,0,0,1,7.6,7.6,0.0%
24,Jerick McKinnon(KC),9,31,3.4,10,0,0,3,3,45,15.0,0,0,1,7.6,7.6,0.8%
25,Tevin Coleman(NYJ),8,9,1.1,7,0,1,2,2,4,2.0,0,0,1,7.3,7.3,18.5%
26,Isaiah Crowell(FA),16,44,2.8,9,0,0,6,7,47,7.8,0,1,1,7.1,7.1,0.1%
27,Doug Martin(FA),23,87,3.8,11,0,0,2,2,3,1.5,0,1,1,7.0,7.0,0.0%
28,James Starks(FA),17,41,2.4,8,0,0,5,5,27,5.4,0,0,1,6.8,6.8,0.0%
29,LeGarrette Blount(FA),11,67,6.1,23,1,0,0,1,0,0,0,0,1,6.7,6.7,0.1%
30,Terrance West(FA),13,48,3.7,16,0,0,3,4,16,5.3,0,0,1,6.4,6.4,0.0%
31,Rashad Jennings(FA),15,55,3.7,11,0,0,2,2,4,2.0,0,0,1,5.9,5.9,0.0%
32,Dion Lewis(FA),6,24,4.0,15,0,0,4,7,34,8.5,0,0,1,5.8,5.8,2.0%
33,Theo Riddick(FA),9,45,5.0,12,0,0,5,5,13,2.6,0,0,1,5.8,5.8,0.0%
34,Lamar Miller(FA),19,57,3.0,20,1,0,3,4,18,6.0,0,1,1,5.5,5.5,0.0%
35,Darren Sproles(FA),3,6,2.0,3,0,0,5,7,48,9.6,0,0,1,5.4,5.4,0.1%
36,Matt Forte(FA),13,27,2.1,6,0,0,3,4,23,7.7,0,0,1,5.0,5.0,19.1%
37,Shaun Draughn(FA),0,0,0,0,0,0,6,6,49,8.2,0,0,1,4.9,4.9,0.0%
38,Rex Burkhead(HOU),5,29,5.8,17,0,0,2,2,19,9.5,0,0,1,4.8,4.8,31.5%
39,Wendell Smallwood(FA),9,37,4.1,9,0,0,1,1,10,10.0,0,0,1,4.7,4.7,0.0%
40,Bilal Powell(FA),8,36,4.5,7,0,0,1,3,7,7.0,0,0,1,4.3,4.3,0.0%
41,Paul Perkins(FA),9,29,3.2,6,0,0,2,2,14,7.0,0,0,1,4.3,4.3,0.0%
42,Robert Kelley(FA),14,37,2.6,8,0,0,2,2,5,2.5,0,0,1,4.2,4.2,0.0%
43,Duke Johnson Jr.(MIA),5,14,2.8,6,0,0,3,5,26,8.7,0,0,1,4.0,4.0,7.4%
44,Denard Robinson(FA),13,39,3.0,9,0,0,0,0,0,0,0,0,1,3.9,3.9,0.2%
45,Thomas Rawls(FA),12,38,3.2,8,0,0,0,1,0,0,0,0,1,3.8,3.8,0.1%
46,Jordan Todman(FA),3,37,12.3,19,0,0,0,0,0,0,0,0,1,3.7,3.7,0.0%
47,Chris Thompson(FA),4,17,4.3,11,0,0,5,6,17,3.4,0,0,1,3.4,3.4,0.0%
48,Frank Gore(FA),15,28,1.9,7,0,0,1,1,3,3.0,0,0,1,3.1,3.1,12.2%
49,Fitzgerald Toussaint(FA),6,28,4.7,16,0,0,0,0,0,0,0,0,1,2.8,2.8,0.0%
50,Jalen Richard(FA),7,23,3.3,9,0,0,0,0,0,0,0,0,1,2.3,2.3,0.7%
51,Kapri Bibbs(FA),9,22,2.4,8,0,0,0,0,0,0,0,0,1,2.2,2.2,0.1%
52,James White(NE),0,0,0,0,0,0,4,9,22,5.5,0,0,1,2.2,2.2,7.9%
53,T.J. Yeldon(FA),6,17,2.8,6,0,0,1,2,3,3.0,0,0,1,2.0,2.0,0.0%
54,Peyton Barber(LV),5,16,3.2,7,0,0,1,1,4,4.0,0,0,1,2.0,2.0,1.2%
55,Akeem Hunt(FA),2,19,9.5,16,0,0,0,0,0,0,0,0,1,1.9,1.9,0.0%
56,Dwayne Washington(NO),5,19,3.8,8,0,0,0,0,0,0,0,0,1,1.9,1.9,0.1%
57,Andre Ellington(FA),0,0,0,0,0,0,2,5,19,9.5,0,0,1,1.9,1.9,0.1%
58,Damien Williams(CHI),1,7,7.0,7,0,0,2,2,11,5.5,0,0,1,1.8,1.8,4.4%
59,Ka'Deem Carey(FA),1,6,6.0,6,0,0,1,1,12,12.0,0,0,1,1.8,1.8,0.0%
60,Robert Turbin(FA),2,20,10.0,18,0,0,2,3,-2,-1.0,0,0,1,1.8,1.8,0.0%
61,Kyle Juszczyk(SF),0,0,0,0,0,0,3,5,18,6.0,0,0,1,1.8,1.8,1.0%
62,DuJuan Harris(FA),2,15,7.5,8,0,0,0,0,0,0,0,0,1,1.5,1.5,0.0%
63,Taiwan Jones(BUF),0,0,0,0,0,0,1,1,15,15.0,0,0,1,1.5,1.5,0.0%
64,Jonathan Grimes(FA),2,14,7.0,9,0,0,0,0,0,0,0,0,1,1.4,1.4,0.0%
65,Mike Tolbert(FA),0,0,0,0,0,0,2,2,14,7.0,0,0,1,1.4,1.4,0.0%
66,Fozzy Whittaker(FA),4,14,3.5,5,0,0,0,2,0,0,0,0,1,1.4,1.4,0.0%
67,Alfred Morris(NYG),1,12,12.0,12,0,0,0,0,0,0,0,0,1,1.2,1.2,0.0%
68,Kenjon Barner(TB),1,2,2.0,2,0,0,1,1,10,10.0,0,0,1,1.2,1.2,0.0%
69,Jonathan Williams(WAS),3,12,4.0,6,0,0,0,1,0,0,0,0,1,1.2,1.2,0.6%
70,Benny Cunningham Jr.(FA),0,0,0,0,0,0,1,1,12,12.0,0,0,1,1.2,1.2,0.0%
71,Malcolm Brown(MIA),3,9,3.0,4,0,0,0,0,0,0,0,0,1,0.9,0.9,3.6%
72,Kenyan Drake(LV),1,9,9.0,9,0,0,0,0,0,0,0,0,1,0.9,0.9,29.4%
73,Jamize Olawale(DAL),0,0,0,0,0,0,1,1,8,8.0,0,0,1,0.8,0.8,0.0%
74,Charcandrick West(FA),3,8,2.7,4,0,0,0,1,0,0,0,0,1,0.8,0.8,0.0%
75,John Kuhn(FA),1,4,4.0,4,0,0,1,1,3,3.0,0,0,1,0.7,0.7,0.0%
76,Knile Davis(FA),3,6,2.0,3,0,0,0,0,0,0,0,0,1,0.6,0.6,0.0%
77,Jeremy Langford(FA),1,5,5.0,5,0,0,0,2,0,0,0,0,1,0.5,0.5,0.0%
78,James Develin(FA),0,0,0,0,0,0,1,2,5,5.0,0,0,1,0.5,0.5,0.0%
79,Christine Michael(FA),1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%
80,Zach Line(FA),1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%
81,Lance Dunbar(FA),0,0,0,0,0,0,1,1,1,1.0,0,0,1,0.1,0.1,0.0%
82,Deon Jackson(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,Demetric Felton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
85,Jermar Jefferson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7%
86,Chuba Hubbard(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1%
87,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
88,Antonio Williams(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
89,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
90,Pete Guerriero(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,Mekhi Sargent(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%
92,Josh Hokit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
93,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
