Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Robert Kelley(FA),24,137,5.7,66,1,3,0,2,0,0,0,0,1,31.7,31.7,0.0%
2,David Johnson(HOU),22,103,4.7,11,0,1,7,11,57,8.1,1,0,1,28.0,28.0,35.4%
3,Le'Veon Bell(FA),28,146,5.2,12,0,1,8,9,55,6.9,0,0,1,26.1,26.1,5.4%
4,Rashad Jennings(FA),21,85,4.0,21,1,1,5,6,44,8.8,0,0,1,18.9,18.9,0.0%
5,Lamar Miller(FA),24,104,4.3,33,1,1,2,3,9,4.5,0,0,1,17.3,17.3,0.0%
6,Jamize Olawale(DAL),2,-3,-1.5,0,0,0,3,3,90,30.0,1,0,1,14.7,14.7,0.0%
7,C.J. Prosise(FA),4,76,19.0,72,1,1,2,3,5,2.5,0,0,1,14.1,14.1,0.0%
8,DeMarco Murray(FA),21,70,3.3,8,0,0,3,3,9,3.0,1,0,1,13.9,13.9,0.1%
9,Todd Gurley II(FA),20,76,3.8,24,1,1,0,2,0,0,0,0,1,13.6,13.6,0.4%
10,James Starks(FA),9,25,2.8,8,0,0,5,6,46,9.2,1,0,1,13.1,13.1,0.0%
11,Ezekiel Elliott(DAL),25,97,3.9,14,0,0,4,5,30,7.5,0,0,1,12.7,12.7,99.7%
12,Tim Hightower(FA),12,69,5.8,27,1,0,8,9,57,7.1,0,0,1,12.6,12.6,0.0%
13,LeGarrette Blount(FA),19,124,6.5,44,2,0,0,0,0,0,0,0,1,12.4,12.4,0.1%
14,James White(NE),0,0,0,0,0,0,6,6,63,10.5,1,0,1,12.3,12.3,7.9%
15,Frank Gore(FA),18,50,2.8,8,0,0,4,4,71,17.8,0,0,1,12.1,12.1,12.2%
16,Terrance West(FA),8,42,5.3,18,0,1,1,2,11,11.0,0,0,1,11.3,11.3,0.0%
17,Jalen Richard(FA),3,2,0.7,4,0,0,3,3,50,16.7,1,0,1,11.2,11.2,0.7%
18,Carlos Hyde(JAC),19,86,4.5,13,0,0,3,3,24,8.0,0,0,1,11.0,11.0,6.9%
19,Doug Martin(FA),24,63,2.6,12,0,0,3,4,42,14.0,0,0,1,10.5,10.5,0.0%
