,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Wil Lutz(NO),2,3,66.7,52,0,0,1,0,1,5,5,1,13.0,13.0,3.3%
1,2,Josh Lambo(FA),4,4,100.0,37,0,1,3,0,0,1,1,1,13.0,13.0,3.2%
2,3,Dan Bailey(FA),3,3,100.0,44,0,1,1,1,0,3,3,1,13.0,13.0,0.0%
3,4,Adam Vinatieri(FA),3,3,100.0,41,0,0,2,1,0,2,2,1,12.0,12.0,0.2%
4,5,Phil Dawson(FA),3,3,100.0,48,0,0,1,2,0,1,1,1,12.0,12.0,0.1%
5,6,Andrew Franks(FA),3,5,60.0,30,0,1,2,0,0,3,3,1,12.0,12.0,0.0%
6,7,Mason Crosby(GB),3,3,100.0,43,0,0,2,1,0,1,1,1,11.0,11.0,40.7%
7,8,Justin Tucker(BAL),3,3,100.0,39,0,1,2,0,0,2,2,1,11.0,11.0,98.0%
8,9,Dustin Hopkins(LAC),2,2,100.0,50,0,0,1,0,1,3,3,1,11.0,11.0,14.5%
9,10,Stephen Hauschka(FA),2,3,66.7,44,0,0,0,2,0,2,3,1,10.0,10.0,0.0%
10,11,Dan Carpenter(FA),1,1,100.0,40,0,0,0,1,0,6,6,1,10.0,10.0,0.2%
11,12,Connor Barth(FA),3,3,100.0,36,0,1,2,0,0,1,1,1,10.0,10.0,0.0%
12,13,Stephen Gostkowski(FA),2,2,100.0,46,0,0,1,1,0,3,4,1,10.0,10.0,0.1%
13,14,Cody Parkey(FA),2,2,100.0,45,0,0,1,1,0,2,2,1,9.0,9.0,0.4%
14,15,Josh Brown(FA),2,2,100.0,31,0,1,1,0,0,3,3,1,9.0,9.0,0.0%
15,16,Cairo Santos(CHI),2,3,66.7,44,0,1,0,1,0,2,3,1,9.0,9.0,2.1%
16,17,Caleb Sturgis(FA),2,2,100.0,38,0,1,1,0,0,2,2,1,8.0,8.0,0.0%
17,18,Nick Novak(FA),2,2,100.0,33,0,1,1,0,0,2,3,1,8.0,8.0,0.1%
18,19,Brandon McManus(DEN),2,3,66.7,46,0,1,0,1,0,1,1,1,8.0,8.0,44.3%
19,20,Graham Gano(NYG),1,1,100.0,42,0,0,0,1,0,3,4,1,7.0,7.0,31.4%
20,21,Matt Prater(ARI),1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,52.8%
21,22,Matt Bryant(FA),1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,1.1%
22,23,Mike Nugent(FA),1,1,100.0,25,0,1,0,0,0,2,2,1,5.0,5.0,1.0%
23,24,Sebastian Janikowski(FA),1,2,50.0,46,0,0,0,1,0,1,1,1,5.0,5.0,20.0%
24,25,Jason Myers(SEA),1,1,100.0,30,0,0,1,0,0,2,2,1,5.0,5.0,22.1%
25,26,Ryan Succop(TB),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,57.4%
26,27,Greg Zuerlein(DAL),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,74.2%
27,28,Chandler Catanzaro(FA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%
28,29,Nick Folk(NE),1,1,100.0,39,0,0,1,0,0,0,0,1,3.0,3.0,81.8%
29,30,Chris Boswell(PIT),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,51.0%
30,31,Austin Seibert(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
31,32,Joey Slye(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
32,33,Matthew Wright(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
33,34,Michael Badgley(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9%
34,35,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
