player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1,42,42,74,0,0,67,67,3.3,7.9,1,2013
Ben Roethlisberger,QB,PIT,1,58,58,100,7,0,62,62,12.0,20.7,1,2013
Danny Amendola,WR,HOU,1,17,17,22,0,29,29,29,9.4,55.3,1,2013
DeSean Jackson,WR,LAR,1,14,14,27,0,14,14,14,2.1,15.0,1,2013
Jared Cook,TE,LAC,1,47,47,58,0,17,11,17,5.6,11.9,1,2013
Marcedes Lewis,TE,GB,1,15,15,26,0,7,7,7,1.9,12.7,1,2013
Matt Ryan,QB,ATL,1,70,70,97,3,0,53,53,7.4,10.6,1,2013
Matthew Stafford,QB,LAR,1,52,52,100,10,0,60,60,24.3,46.7,1,2013
Ryan Fitzpatrick,QB,WAS,1,16,16,29,6,0,44,44,0.7,4.4,1,2013
Tom Brady,QB,TB,1,65,65,100,0,0,77,77,29.2,44.9,1,2013
Emmanuel Sanders,WR,BUF,1,79,79,93,0,10,5,10,5.2,6.6,1,2013
Jimmy Graham,TE,CHI,1,14,14,20,0,14,7,14,1.1,7.9,1,2013
Rob Gronkowski,TE,TB,1,57,57,88,0,14,14,14,21.0,36.8,1,2013
Antonio Brown,WR,TB,1,42,42,65,2,17,14,19,18.7,44.5,1,2013
A.J. Green,WR,ARI,1,55,55,80,0,11,4,11,2.5,4.5,1,2013
Julio Jones,WR,TEN,1,50,50,78,0,12,6,12,2.9,5.8,1,2013
Mark Ingram II,RB,HOU,1,36,36,46,72,3,72,75,14.5,40.3,1,2013
Randall Cobb,WR,GB,1,15,15,26,7,7,13,13,3.3,22.0,1,2013
Kyle Rudolph,TE,NYG,1,47,47,77,0,11,4,11,0.8,1.7,1,2013
Andy Dalton,QB,CHI,1,64,64,93,3,0,63,63,6.5,10.2,1,2013
Tyrod Taylor,QB,HOU,1,78,78,100,5,0,47,47,23.6,30.3,1,2013
Ryan Tannehill,QB,TEN,1,64,64,100,3,0,58,58,15.2,23.8,1,2013
Kirk Cousins,QB,MIN,1,83,83,100,0,0,59,59,22.0,26.5,1,2013
Russell Wilson,QB,SEA,1,54,54,100,9,0,52,52,27.1,50.2,1,2013
Mohamed Sanu Sr.,WR,SF,1,20,20,36,0,5,5,5,0.7,3.5,1,2013
Marvin Jones Jr.,WR,JAC,1,67,67,91,0,13,7,13,13.7,20.4,1,2013
Brandon Bolden,RB,NE,1,2,2,3,50,0,50,50,0.5,25.0,1,2013
Cole Beasley,WR,BUF,1,77,77,91,0,17,10,17,6.0,7.8,1,2013
Chris Hogan,WR,NO,1,14,14,23,0,7,7,7,7.0,50.0,1,2013
Travis Kelce,TE,KC,1,55,55,85,0,13,11,13,19.6,35.6,1,2013
Marquise Goodwin,WR,CHI,1,26,26,38,4,15,19,19,4.3,16.5,1,2013
DeAndre Hopkins,WR,ARI,1,61,61,88,0,13,10,13,20.3,33.3,1,2013
Robert Woods,WR,LAR,1,40,40,77,3,10,10,13,9.4,23.5,1,2013
Cordarrelle Patterson,RB,ATL,1,24,24,33,29,8,38,38,6.7,27.9,1,2013
Keenan Allen,WR,LAC,1,67,67,83,0,19,13,19,10.0,14.9,1,2013
Giovani Bernard,RB,TB,1,17,17,26,0,18,12,18,1.2,7.1,1,2013
Rex Burkhead,RB,HOU,1,10,10,13,0,20,10,20,0.6,6.0,1,2013
Zach Ertz,TE,PHI,1,41,41,58,0,5,5,5,3.4,8.3,1,2013
Kyle Juszczyk,RB,SF,1,20,20,36,0,5,5,5,0.7,3.5,1,2013
Latavius Murray,RB,BAL,1,21,21,31,48,0,48,48,8.8,41.9,1,2013
Ryan Griffin,TE,NYJ,1,31,31,48,0,19,10,19,2.2,7.1,1,2013
Demetrius Harris,TE,ARI,1,23,23,33,0,13,0,13,0.0,0.0,1,2013
Jack Doyle,TE,IND,1,45,45,59,0,9,7,9,2.1,4.7,1,2013
Teddy Bridgewater,QB,DEN,1,66,66,100,5,0,59,59,20.5,31.1,1,2013
Derek Carr,QB,LV,1,86,86,100,5,0,70,70,25.0,29.1,1,2013
Logan Thomas,TE,WAS,1,55,55,100,0,5,5,5,9.0,16.4,1,2013
