Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Ben Roethlisberger(FA),44,66,66.7,506,7.7,2,0,3,1,5,0,0,1,28.7,28.7,23.8%
2,Carson Wentz(WAS),23,41,56.1,291,7.1,4,1,1,3,16,0,0,1,27.2,27.2,44.0%
3,Dak Prescott(DAL),20,30,66.7,332,11.1,3,0,0,6,13,0,0,1,26.6,26.6,98.2%
4,Brett Hundley(FA),35,46,76.1,265,5.8,3,0,1,7,31,0,0,1,25.7,25.7,0.0%
5,Jay Cutler(FA),25,38,65.8,263,6.9,3,0,2,4,4,0,0,1,22.9,22.9,0.2%
6,Russell Wilson(DEN),17,31,54.8,271,8.7,3,3,2,5,50,0,0,1,21.8,21.8,90.4%
7,Mitchell Trubisky(BUF),25,32,78.1,271,8.5,1,0,2,2,5,1,0,1,21.3,21.3,0.4%
8,Philip Rivers(FA),18,31,58.1,319,10.3,2,0,2,0,0,0,0,1,20.8,20.8,20.6%
9,Case Keenum(CLE),27,44,61.4,280,6.4,2,2,6,5,40,0,1,1,19.2,19.2,0.9%
10,Blake Bortles(NO),18,27,66.7,268,9.9,2,0,0,7,-2,0,0,1,18.5,18.5,0.1%
11,T.J. Yates(FA),14,26,53.8,175,6.7,2,0,1,3,31,0,0,1,18.1,18.1,0.0%
12,DeShone Kizer(FA),20,28,71.4,214,7.6,3,2,2,2,7,0,0,1,17.3,17.3,0.0%
13,Drew Brees(FA),26,35,74.3,271,7.7,2,1,2,1,2,0,0,1,17.0,17.0,35.7%
14,Joe Flacco(NYJ),20,35,57.1,269,7.7,2,1,1,0,0,0,0,1,16.8,16.8,0.3%
15,Matthew Stafford(LAR),36,44,81.8,381,8.7,1,2,0,0,0,0,0,1,15.2,15.2,97.2%
16,Jimmy Garoppolo(SF),20,33,60.6,334,10.1,1,1,2,5,-3,0,0,1,15.1,15.1,23.3%
17,Cam Newton(CAR),13,25,52.0,137,5.5,1,1,2,11,70,0,0,1,14.5,14.5,20.3%
18,Jameis Winston(NO),26,38,68.4,285,7.5,2,2,3,2,10,0,1,1,14.4,14.4,5.2%
19,Jared Goff(DET),16,26,61.5,199,7.7,2,0,2,2,2,0,1,1,14.2,14.2,5.3%
20,Trevor Siemian(NO),19,31,61.3,200,6.5,1,0,2,3,13,0,0,1,13.3,13.3,1.1%
21,Alex Smith(FA),20,34,58.8,268,7.9,0,1,4,5,24,0,0,1,11.1,11.1,5.0%
22,Derek Carr(LV),24,41,58.5,211,5.1,1,2,3,0,0,0,0,1,10.4,10.4,58.1%
23,Tom Brady(FA),24,43,55.8,233,5.4,1,2,2,0,0,0,0,1,9.3,9.3,99.1%
24,Eli Manning(FA),31,46,67.4,228,5.0,1,2,0,0,0,0,0,1,9.1,9.1,2.3%
25,Kirk Cousins(MIN),15,27,55.6,151,5.6,1,1,2,2,8,0,0,1,8.8,8.8,70.7%
26,Blaine Gabbert(TB),17,26,65.4,178,6.8,0,0,8,4,12,0,0,1,8.3,8.3,0.1%
27,Jacoby Brissett(MIA),11,22,50.0,69,3.1,1,0,1,3,10,0,0,1,7.8,7.8,0.6%
28,Andy Dalton(CHI),14,29,48.3,141,4.9,1,1,2,0,0,0,0,1,7.6,7.6,1.6%
29,Nathan Peterman(FA),5,10,50.0,57,5.7,1,0,0,4,10,0,0,1,7.3,7.3,0.1%
30,Matt Ryan(ATL),15,27,55.6,221,8.2,1,3,1,3,0,0,0,1,6.8,6.8,36.3%
31,Marcus Mariota(LV),16,31,51.6,159,5.1,0,2,3,2,11,0,0,1,3.5,3.5,0.2%
32,Nick Foles(CHI),6,10,60.0,42,4.2,0,0,1,1,9,0,0,1,2.6,2.6,0.7%
33,Tom Savage(FA),6,12,50.0,63,5.3,0,0,2,0,0,0,0,1,2.5,2.5,0.0%
34,Joe Webb III(FA),2,6,33.3,35,5.8,0,1,0,5,27,0,0,1,2.1,2.1,0.0%
35,AJ McCarron(ATL),4,8,50.0,47,5.9,0,0,1,0,0,0,0,1,1.9,1.9,0.0%
36,Bryce Petty(FA),2,9,22.2,14,1.6,0,0,0,1,7,0,0,1,1.3,1.3,0.0%
37,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
38,Aaron Rodgers(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4%
39,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
40,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
41,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
43,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,Justin Herbert(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8%
45,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
46,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,Gardner Minshew II(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
49,Kyler Murray(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3%
50,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,David Blough(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,John Lovett(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
55,Kyle Allen(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
56,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
57,Drew Lock(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
58,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
59,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
62,Chris Streveler(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
64,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
66,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
67,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
68,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,Jake Luton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,Tyler Huntley(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7%
71,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
72,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
73,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
74,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
75,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
76,Jalen Hurts(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4%
