Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Aaron Rodgers(GB),21,26,80.8,247,9.5,4,0,4,8,52,0,0,1,31.1,31.1,97.4%
2,Matt Moore(FA),17,23,73.9,244,10.6,3,0,0,4,3,0,0,1,22.1,22.1,0.0%
3,Andy Dalton(CHI),22,39,56.4,217,5.6,3,0,1,3,4,0,0,1,21.1,21.1,1.6%
4,Matt Ryan(ATL),14,24,58.3,275,11.5,3,1,1,2,0,0,0,1,21.0,21.0,36.3%
5,Drew Brees(FA),27,36,75.0,258,7.2,2,1,0,1,20,0,0,1,18.3,18.3,35.7%
6,Ben Roethlisberger(FA),20,37,54.1,330,8.9,1,1,1,3,13,0,0,1,16.5,16.5,23.8%
7,Tom Brady(FA),28,49,57.1,342,7.0,2,2,2,1,5,0,1,1,16.2,16.2,99.1%
8,Joe Flacco(NYJ),28,47,59.6,300,6.4,1,0,3,0,0,0,1,1,14.0,14.0,0.3%
9,Alex Smith(FA),17,24,70.8,200,8.3,1,0,2,4,9,0,0,1,12.9,12.9,5.0%
10,Matt Schaub(FA),14,23,60.9,119,5.2,0,1,0,3,0,1,0,1,8.8,8.8,0.0%
11,Ryan Fitzpatrick(WAS),15,31,48.4,191,6.2,1,2,0,2,9,0,0,1,8.5,8.5,6.1%
12,Colt McCoy(ARI),14,22,63.6,146,6.6,1,1,4,3,6,0,0,1,8.4,8.4,0.4%
13,Josh Johnson(BAL),0,0,0,0,0,0,0,0,1,1,0,0,1,0.1,0.1,1.1%
14,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
15,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
16,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
17,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
18,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
19,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
20,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
21,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
22,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
23,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
24,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
25,Chris Streveler(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
