Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Ben Roethlisberger(FA),24,34,70.6,228,6.7,5,1,1,0,0,0,0,1,27.1,27.1,23.8%
2,Aaron Rodgers(GB),26,39,66.7,396,10.2,2,0,4,1,-1,0,0,1,23.7,23.7,97.4%
3,Cam Newton(CAR),16,31,51.6,224,7.2,2,1,1,7,27,1,0,1,23.7,23.7,20.3%
4,Matt Schaub(FA),24,51,47.1,416,8.2,2,2,3,1,0,0,0,1,20.6,20.6,0.0%
5,Drew Brees(FA),32,45,71.1,359,8.0,2,1,2,0,0,0,0,1,20.4,20.4,35.7%
6,Alex Smith(FA),11,19,57.9,170,8.9,3,0,0,0,0,0,0,1,18.8,18.8,5.0%
7,Tom Brady(FA),24,33,72.7,321,9.7,1,1,4,1,3,0,0,1,15.1,15.1,99.1%
8,Matthew Stafford(LAR),19,26,73.1,219,8.4,2,1,1,1,1,0,0,1,14.9,14.9,97.2%
9,Andy Dalton(CHI),21,33,63.6,179,5.4,2,1,2,0,0,0,0,1,13.2,13.2,1.6%
10,Ryan Fitzpatrick(WAS),21,27,77.8,193,7.1,1,1,1,3,7,0,0,1,10.4,10.4,6.1%
11,Blaine Gabbert(TB),15,28,53.6,221,7.9,1,0,3,5,11,0,2,1,9.9,9.9,0.1%
12,Matt Ryan(ATL),18,32,56.3,167,5.2,1,2,1,3,9,0,0,1,7.6,7.6,36.3%
13,Josh Johnson(BAL),1,2,50.0,7,3.5,0,0,1,0,0,0,0,1,0.3,0.3,1.1%
14,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
15,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
16,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
17,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
