rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Harrison Butker,5,6,83.3,49,0,2,2,1,0,2,2,1,18.0,18.0,76.6,KC,K,16,2017
2,Randy Bullock,4,4,100.0,51,0,2,1,0,1,2,2,1,16.0,16.0,10.8,TEN,K,16,2017
3,Dan Bailey,4,6,66.7,51,0,0,2,0,2,0,0,1,16.0,16.0,0.0,FA,K,16,2017
4,Patrick Murray,4,5,80.0,41,0,2,1,1,0,1,1,1,14.0,14.0,1.0,FA,K,16,2017
5,Stephen Gostkowski,3,3,100.0,40,0,1,1,1,0,4,4,1,14.0,14.0,0.1,FA,K,16,2017
6,Wil Lutz,3,3,100.0,45,0,1,0,2,0,2,2,1,13.0,13.0,3.3,NO,K,16,2017
7,Adam Vinatieri,3,5,60.0,48,0,0,2,1,0,1,1,1,11.0,11.0,0.2,FA,K,16,2017
8,Ryan Succop,3,4,75.0,37,0,2,1,0,0,2,2,1,11.0,11.0,57.4,TB,K,16,2017
9,Stephen Hauschka,3,4,75.0,41,0,1,1,1,0,1,1,1,11.0,11.0,0.0,FA,K,16,2017
10,Kai Forbath,3,3,100.0,49,0,2,0,1,0,1,1,1,11.0,11.0,3.0,LAR,K,16,2017
11,Justin Tucker,3,3,100.0,39,0,0,3,0,0,2,2,1,11.0,11.0,98.0,BAL,K,16,2017
12,Graham Gano,3,3,100.0,30,0,2,1,0,0,1,2,1,10.0,10.0,31.4,NYG,K,16,2017
13,Chris Boswell,2,2,100.0,36,0,0,2,0,0,4,4,1,10.0,10.0,51.0,PIT,K,16,2017
14,Dustin Hopkins,2,2,100.0,29,0,2,0,0,0,3,3,1,9.0,9.0,14.5,LAC,K,16,2017
15,Matt Bryant,2,2,100.0,48,0,0,1,1,0,1,1,1,8.0,8.0,1.1,FA,K,16,2017
16,Jake Elliott,2,3,66.7,48,0,0,1,1,0,1,1,1,8.0,8.0,22.5,PHI,K,16,2017
17,Cody Parkey,2,3,66.7,44,0,1,0,1,0,1,1,1,8.0,8.0,0.4,FA,K,16,2017
18,Robbie Gould,1,1,100.0,27,0,1,0,0,0,5,6,1,8.0,8.0,22.5,SF,K,16,2017
19,Josh Lambo,1,1,100.0,45,0,0,0,1,0,2,3,1,6.0,6.0,3.2,FA,K,16,2017
