rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Greg Zuerlein,3,3,100.0,47,0,1,0,2,0,6,6,1,17.0,17.0,74.2,DAL,K,9,2017
2,Brandon McManus,3,3,100.0,53,0,1,0,0,2,2,2,1,15.0,15.0,44.3,DEN,K,9,2017
3,Josh Lambo,3,3,100.0,56,0,1,1,0,1,2,2,1,13.0,13.0,3.2,FA,K,9,2017
4,Matt Prater,3,4,75.0,44,1,0,1,1,0,3,3,1,13.0,13.0,52.8,ARI,K,9,2017
5,Giorgio Tavecchio,2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,11.0,1.0,TEN,K,9,2017
6,Chandler Catanzaro,2,2,100.0,45,0,0,1,1,0,4,4,1,11.0,11.0,0.0,FA,K,9,2017
7,Adam Vinatieri,2,2,100.0,53,0,1,0,0,1,2,2,1,10.0,10.0,0.2,FA,K,9,2017
8,Jake Elliott,1,1,100.0,45,0,0,0,1,0,6,7,1,10.0,10.0,22.5,PHI,K,9,2017
9,Justin Tucker,2,2,100.0,49,0,0,1,1,0,2,2,1,9.0,9.0,98.0,BAL,K,9,2017
10,Graham Gano,2,2,100.0,45,0,0,1,1,0,2,2,1,9.0,9.0,31.4,NYG,K,9,2017
11,Phil Dawson,2,3,66.7,32,0,1,1,0,0,2,2,1,8.0,8.0,0.1,FA,K,9,2017
12,Wil Lutz,1,2,50.0,40,0,0,0,1,0,3,4,1,7.0,7.0,3.3,NO,K,9,2017
13,Matt Bryant,1,1,100.0,53,0,0,0,0,1,2,2,1,7.0,7.0,1.1,FA,K,9,2017
14,Aldrick Rosas,1,2,50.0,50,0,0,0,0,1,2,2,1,7.0,7.0,1.8,FA,K,9,2017
15,Ryan Succop,1,1,100.0,48,0,0,0,1,0,2,3,1,6.0,6.0,57.4,TB,K,9,2017
16,Patrick Murray,1,2,50.0,50,0,0,0,0,1,1,1,1,6.0,6.0,1.0,FA,K,9,2017
17,Mason Crosby,1,2,50.0,35,0,0,1,0,0,2,2,1,5.0,5.0,40.7,GB,K,9,2017
18,Cody Parkey,1,1,100.0,49,0,0,0,1,0,1,2,1,5.0,5.0,0.4,FA,K,9,2017
19,Nick Rose,1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,0.0,FA,K,9,2017
20,Harrison Butker,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,76.6,KC,K,9,2017
21,Robbie Gould,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,22.5,SF,K,9,2017
22,Mike Nugent,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.0,FA,K,9,2017
23,Stephen Hauschka,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0,FA,K,9,2017
24,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.8,HOU,K,9,2017
25,Marshall Koehn,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0,FA,K,9,2017
26,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,9,2017
27,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,9,2017
28,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,9,2017
29,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,9,2017
30,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,9,2017
31,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,9,2017
32,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,9,2017
33,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,K,9,2017
34,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,9,2017
35,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,9,2017
36,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,9,2017
37,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,9,2017
38,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,9,2017
39,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,9,2017
40,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,9,2017
41,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,9,2017
42,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,9,2017
43,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,9,2017
44,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,9,2017
