rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Matt Prater,4,4,100.0,57,0,0,1,1,2,2,2,1,19.0,19.0,52.8,ARI,K,3,2017
2,Stephen Hauschka,4,4,100.0,55,0,1,0,1,2,2,2,1,19.0,19.0,0.0,FA,K,3,2017
3,Ryan Succop,4,4,100.0,47,0,1,2,1,0,3,3,1,16.0,16.0,57.4,TB,K,3,2017
4,Ka'imi Fairbairn,4,4,100.0,40,0,0,3,1,0,3,3,1,16.0,16.0,0.8,HOU,K,3,2017
5,Jason Myers,3,3,100.0,45,0,2,0,1,0,5,5,1,15.0,15.0,22.1,SEA,K,3,2017
6,Matt Bryant,3,3,100.0,48,0,0,1,2,0,3,3,1,14.0,14.0,1.1,FA,K,3,2017
7,Greg Zuerlein,2,2,100.0,48,1,0,0,1,0,5,5,1,12.0,12.0,74.2,DAL,K,3,2017
8,Jake Elliott,2,3,66.7,61,0,0,0,1,1,3,3,1,12.0,12.0,22.5,PHI,K,3,2017
9,Wil Lutz,2,3,66.7,50,0,0,1,0,1,4,4,1,12.0,12.0,3.3,NO,K,3,2017
10,Kai Forbath,2,2,100.0,37,0,1,1,0,0,4,4,1,10.0,10.0,3.0,LAR,K,3,2017
11,Robbie Gould,2,2,100.0,48,0,0,1,1,0,3,4,1,10.0,10.0,22.5,SF,K,3,2017
12,Brandon McManus,3,3,100.0,38,0,1,2,0,0,1,1,1,10.0,10.0,44.3,DEN,K,3,2017
13,Dustin Hopkins,2,3,66.7,28,0,2,0,0,0,3,3,1,9.0,9.0,14.5,LAC,K,3,2017
14,Mason Crosby,2,2,100.0,28,0,2,0,0,0,3,3,1,9.0,9.0,40.7,GB,K,3,2017
15,Chandler Catanzaro,2,3,66.7,40,0,1,0,1,0,2,2,1,9.0,9.0,0.0,FA,K,3,2017
16,Graham Gano,2,2,100.0,48,0,0,1,1,0,1,1,1,8.0,8.0,31.4,NYG,K,3,2017
17,Randy Bullock,1,2,50.0,46,0,0,0,1,0,3,3,1,7.0,7.0,10.8,TEN,K,3,2017
18,Aldrick Rosas,1,1,100.0,41,0,0,0,1,0,3,3,1,7.0,7.0,1.8,FA,K,3,2017
19,Adam Vinatieri,1,1,100.0,33,0,0,1,0,0,4,4,1,7.0,7.0,0.2,FA,K,3,2017
20,Nick Folk,1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,81.8,NE,K,3,2017
21,Cairo Santos,1,1,100.0,34,0,0,1,0,0,3,3,1,6.0,6.0,2.1,CHI,K,3,2017
22,Phil Dawson,1,2,50.0,37,0,0,1,0,0,2,2,1,5.0,5.0,0.1,FA,K,3,2017
23,Connor Barth,1,2,50.0,24,0,1,0,0,0,2,2,1,5.0,5.0,0.0,FA,K,3,2017
24,Chris Boswell,1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,5.0,51.0,PIT,K,3,2017
25,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,2.6,CAR,K,3,2017
26,Stephen Gostkowski,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.1,FA,K,3,2017
27,Younghoe Koo,1,1,100.0,29,0,1,0,0,0,1,1,1,4.0,4.0,40.9,ATL,K,3,2017
28,Dan Bailey,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0,FA,K,3,2017
29,Giorgio Tavecchio,1,1,100.0,22,0,1,0,0,0,1,1,1,4.0,4.0,1.0,TEN,K,3,2017
30,Blair Walsh,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1,FA,K,3,2017
31,Justin Tucker,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,98.0,BAL,K,3,2017
32,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,3,2017
33,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,3,2017
34,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,3,2017
35,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,3,2017
36,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,3,2017
37,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,3,2017
38,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,3,2017
39,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,K,3,2017
40,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,3,2017
