rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Greg Zuerlein,7,7,100.0,49,0,1,2,4,0,2,2,1,27.0,27.0,74.2,DAL,K,4,2017
2,Jake Elliott,4,4,100.0,53,0,0,0,3,1,2,2,1,19.0,19.0,22.5,PHI,K,4,2017
3,Ka'imi Fairbairn,3,3,100.0,50,0,0,1,1,1,6,7,1,18.0,18.0,0.8,HOU,K,4,2017
4,Robbie Gould,5,5,100.0,49,0,1,1,3,0,0,0,1,18.0,18.0,22.5,SF,K,4,2017
5,Stephen Hauschka,3,3,100.0,56,0,1,0,0,2,2,2,1,15.0,15.0,0.0,FA,K,4,2017
6,Stephen Gostkowski,3,3,100.0,58,0,0,1,1,1,3,3,1,15.0,15.0,0.1,FA,K,4,2017
7,Phil Dawson,4,4,100.0,50,0,1,1,1,1,0,0,1,15.0,15.0,0.1,FA,K,4,2017
8,Chandler Catanzaro,3,4,75.0,45,0,1,0,2,0,2,2,1,13.0,13.0,0.0,FA,K,4,2017
9,Harrison Butker,3,4,75.0,43,0,1,1,1,0,2,2,1,12.0,12.0,76.6,KC,K,4,2017
10,Brandon McManus,3,4,75.0,46,0,1,1,1,0,1,1,1,11.0,11.0,44.3,DEN,K,4,2017
11,Graham Gano,2,2,100.0,48,0,0,1,1,0,3,4,1,10.0,10.0,31.4,NYG,K,4,2017
12,Wil Lutz,2,3,66.7,45,0,0,0,2,0,2,2,1,10.0,10.0,3.3,NO,K,4,2017
13,Chris Boswell,2,3,66.7,49,0,0,1,1,0,2,2,1,9.0,9.0,51.0,PIT,K,4,2017
14,Dustin Hopkins,2,2,100.0,40,1,0,0,1,0,2,2,1,9.0,9.0,14.5,LAC,K,4,2017
15,Blair Walsh,1,2,50.0,44,0,0,0,1,0,5,5,1,9.0,9.0,0.1,FA,K,4,2017
16,Randy Bullock,1,1,100.0,41,0,0,0,1,0,4,4,1,8.0,8.0,10.8,TEN,K,4,2017
17,Jason Myers,2,3,66.7,30,0,1,1,0,0,2,2,1,8.0,8.0,22.1,SEA,K,4,2017
18,Nick Folk,2,4,50.0,34,0,1,1,0,0,1,2,1,7.0,7.0,81.8,NE,K,4,2017
19,Younghoe Koo,1,1,100.0,28,0,1,0,0,0,3,3,1,6.0,6.0,40.9,ATL,K,4,2017
20,Dan Bailey,1,1,100.0,34,0,0,1,0,0,3,3,1,6.0,6.0,0.0,FA,K,4,2017
21,Matt Prater,2,3,66.7,37,0,1,1,0,0,0,0,1,6.0,6.0,52.8,ARI,K,4,2017
22,Matt Bryant,1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,1.1,FA,K,4,2017
23,Mason Crosby,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,40.7,GB,K,4,2017
24,Aldrick Rosas,1,2,50.0,30,0,0,1,0,0,2,2,1,5.0,5.0,1.8,FA,K,4,2017
25,Adam Vinatieri,1,1,100.0,40,0,0,0,1,0,1,1,1,5.0,5.0,0.2,FA,K,4,2017
26,Justin Tucker,1,2,50.0,42,0,0,0,1,0,0,0,1,4.0,4.0,98.0,BAL,K,4,2017
27,Giorgio Tavecchio,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,1.0,TEN,K,4,2017
28,Ryan Succop,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,57.4,TB,K,4,2017
29,Connor Barth,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0,FA,K,4,2017
30,Kai Forbath,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,3.0,LAR,K,4,2017
31,Zane Gonzalez,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,2.6,CAR,K,4,2017
32,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,4,2017
33,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,4,2017
34,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,4,2017
35,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,4,2017
36,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,4,2017
37,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,4,2017
38,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,4,2017
39,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,4,2017
40,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,4,2017
41,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,4,2017
42,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,4,2017
43,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,4,2017
44,Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,K,4,2017
45,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,4,2017
46,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,4,2017
47,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,4,2017
48,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,4,2017
49,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,K,4,2017
50,Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,K,4,2017
51,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,K,4,2017
52,Dominik Eberle,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,4,2017
53,Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,K,4,2017
54,Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,K,4,2017
55,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,4,2017
