,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,AJ Dillon(GB),21,66,3.1,11,0,2,2,2,62,31.0,0,0,1,24.8,24.8,87.4%
1,2,Rhamondre Stevenson(NE),20,100,5.0,18,0,2,4,5,14,3.5,0,0,1,23.4,23.4,50.4%
2,3,Darrel Williams(KC),11,43,3.9,21,0,0,9,9,101,11.2,1,0,1,20.4,20.4,79.6%
3,4,Antonio Gibson(WAS),24,64,2.7,15,0,2,2,2,14,7.0,0,0,1,19.8,19.8,95.9%
4,5,Jonathan Taylor(IND),21,116,5.5,34,0,1,6,8,10,1.7,0,0,1,18.6,18.6,100.0%
5,6,Dalvin Cook(MIN),24,94,3.9,12,0,1,3,5,24,8.0,0,0,1,17.8,17.8,100.0%
6,7,Ezekiel Elliott(DAL),14,41,2.9,9,0,2,3,3,15,5.0,0,1,1,17.8,17.8,99.7%
7,8,Mark Ingram II(NO),14,47,3.4,13,0,1,4,7,61,15.3,0,0,1,16.8,16.8,39.1%
8,9,Christian McCaffrey(CAR),13,95,7.3,15,0,0,10,10,66,6.6,0,0,1,16.1,16.1,47.2%
9,10,D'Ernest Johnson(CLE),19,99,5.2,24,0,0,7,8,58,8.3,0,0,1,15.7,15.7,18.7%
10,11,Matt Breida(BUF),3,28,9.3,15,0,1,3,3,22,7.3,1,1,1,15.0,15.0,8.2%
11,12,James Robinson(JAC),12,57,4.8,18,0,1,4,5,27,6.8,0,0,1,14.4,14.4,76.3%
12,13,Michael Carter(NYJ),16,39,2.4,8,0,1,4,6,43,10.8,0,0,1,14.2,14.2,79.1%
13,14,D'Andre Swift(DET),33,130,3.9,21,0,0,3,6,5,1.7,0,0,1,13.5,13.5,97.2%
14,15,Najee Harris(PIT),26,105,4.0,12,0,0,4,4,28,7.0,0,0,1,13.3,13.3,99.9%
15,16,James Conner(ARI),10,39,3.9,11,0,1,3,4,25,8.3,0,0,1,12.4,12.4,94.6%
16,17,Austin Ekeler(LAC),11,44,4.0,9,0,0,3,6,15,5.0,1,0,1,11.9,11.9,99.9%
17,18,Godwin Igwebuike(DET),2,56,28.0,42,0,1,0,0,0,0,0,0,1,11.6,11.6,3.4%
18,19,Devin Singletary(BUF),7,43,6.1,15,0,1,1,1,6,6.0,0,0,1,10.9,10.9,89.1%
19,20,Boston Scott(PHI),11,81,7.4,23,0,0,2,2,24,12.0,0,0,1,10.5,10.5,27.7%
20,21,Jermar Jefferson(DET),3,41,13.7,28,0,1,0,0,0,0,0,0,1,10.1,10.1,6.7%
21,22,Tony Pollard(DAL),11,42,3.8,15,0,0,6,7,56,9.3,0,0,1,9.8,9.8,75.3%
22,23,Leonard Fournette(TB),11,47,4.3,8,0,0,8,9,45,5.6,0,0,1,9.2,9.2,74.8%
23,24,Elijah Mitchell(SF),27,91,3.4,17,0,0,0,0,0,0,0,0,1,9.1,9.1,88.5%
24,25,Zack Moss(BUF),7,27,3.9,11,0,1,0,0,0,0,0,0,1,8.7,8.7,36.8%
25,26,Chuba Hubbard(CAR),9,27,3.0,16,0,1,0,0,0,0,0,0,1,8.7,8.7,58.1%
26,27,Aaron Jones(GB),7,25,3.6,6,0,0,4,6,61,15.3,0,0,1,8.6,8.6,98.9%
27,28,Jordan Howard(PHI),12,83,6.9,25,0,0,0,0,0,0,0,0,1,8.3,8.3,18.7%
28,29,Melvin Gordon III(DEN),9,45,5.0,15,0,1,1,4,-2,-2.0,0,1,1,8.3,8.3,87.8%
29,30,D'Onta Foreman(TEN),11,30,2.7,6,0,0,2,2,48,24.0,0,0,1,7.8,7.8,66.5%
30,31,Wayne Gallman Jr.(MIN),15,55,3.7,17,0,0,1,2,21,21.0,0,0,1,7.6,7.6,1.0%
31,32,Brandon Bolden(NE),3,32,10.7,22,0,0,3,3,38,12.7,0,0,1,7.0,7.0,10.7%
32,33,Larry Rountree III(LAC),5,10,2.0,5,0,1,0,0,0,0,0,0,1,7.0,7.0,0.7%
33,34,Devonta Freeman(BAL),10,35,3.5,12,0,0,3,4,23,7.7,0,0,1,5.8,5.8,74.2%
34,35,Ameer Abdullah(CAR),9,24,2.7,15,0,0,4,4,27,6.8,0,0,1,5.1,5.1,10.4%
35,36,Javonte Williams(DEN),8,48,6.0,20,0,0,2,3,1,0.5,0,0,1,4.9,4.9,92.7%
36,37,Alex Collins(SEA),10,41,4.1,10,0,0,1,1,8,8.0,0,0,1,4.9,4.9,18.8%
37,38,Myles Gaskin(MIA),14,31,2.2,11,0,0,1,2,14,14.0,0,0,1,4.5,4.5,83.2%
38,39,Darrell Henderson Jr.(LAR),5,31,6.2,11,0,0,4,6,10,2.5,0,0,1,4.1,4.1,76.0%
39,40,Alexander Mattison(MIN),4,16,4.0,7,0,0,1,1,24,24.0,0,0,1,4.0,4.0,75.0%
40,41,J.D. McKissic(WAS),2,4,2.0,2,0,0,4,4,35,8.8,0,0,1,3.9,3.9,32.9%
41,42,Cordarrelle Patterson(ATL),4,25,6.3,14,0,0,1,2,14,14.0,0,0,1,3.9,3.9,95.1%
42,43,Ty Johnson(NYJ),2,2,1.0,2,0,0,5,8,36,7.2,0,0,1,3.8,3.8,15.8%
43,44,Josh Jacobs(LV),7,16,2.3,5,0,0,5,5,20,4.0,0,0,1,3.6,3.6,98.0%
44,45,Tevin Coleman(NYJ),4,29,7.3,15,0,0,2,3,4,2.0,0,0,1,3.3,3.3,18.5%
45,46,Jerick McKinnon(KC),3,26,8.7,18,0,0,1,3,6,6.0,0,0,1,3.2,3.2,0.8%
46,47,Sony Michel(LAR),4,20,5.0,7,0,0,2,2,11,5.5,0,0,1,3.1,3.1,89.4%
47,48,Kenyan Drake(LV),4,16,4.0,12,0,0,2,3,15,7.5,0,0,1,3.1,3.1,29.4%
48,49,Nyheim Hines(IND),2,12,6.0,9,0,0,2,4,17,8.5,0,0,1,2.9,2.9,44.8%
49,50,Jeff Wilson Jr.(SF),10,28,2.8,6,0,0,0,0,0,0,0,0,1,2.8,2.8,56.1%
50,51,Travis Homer(SEA),1,2,2.0,2,0,0,3,4,23,7.7,0,0,1,2.5,2.5,0.3%
51,52,Corey Clement(DAL),6,20,3.3,6,0,0,1,1,5,5.0,0,0,1,2.5,2.5,0.8%
52,53,Eno Benjamin(ARI),6,22,3.7,9,0,0,0,1,0,0,0,0,1,2.2,2.2,1.2%
53,54,Adrian Peterson(SEA),8,21,2.6,6,0,0,1,1,-1,-1.0,0,0,1,2.0,2.0,4.9%
54,55,Derrick Gore(KC),6,19,3.2,5,0,0,0,0,0,0,0,0,1,1.9,1.9,4.0%
55,56,Mike Davis(ATL),4,18,4.5,7,0,0,0,1,0,0,0,0,1,1.8,1.8,49.7%
56,57,Salvon Ahmed(MIA),2,6,3.0,4,0,0,1,1,9,9.0,0,0,1,1.5,1.5,1.6%
57,58,Kenneth Gainwell(PHI),2,5,2.5,5,0,0,1,1,9,9.0,0,0,1,1.4,1.4,12.8%
58,59,C.J. Ham(MIN),0,0,0,0,0,0,3,3,13,4.3,0,0,1,1.3,1.3,0.1%
