,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Jonathan Taylor(IND),32,185,5.8,40,0,4,3,3,19,6.3,1,0,1,50.4,50.4,100.0%
1,2,Austin Ekeler(LAC),11,50,4.5,12,0,2,6,7,65,10.8,2,0,1,35.5,35.5,99.9%
2,3,Joe Mixon(CIN),30,123,4.1,20,0,2,0,0,0,0,0,0,1,24.3,24.3,98.1%
3,4,Nick Chubb(CLE),22,130,5.9,15,0,0,2,2,14,7.0,1,0,1,20.4,20.4,99.8%
4,5,D'Andre Swift(DET),14,136,9.7,57,0,1,3,4,0,0.0,0,0,1,19.6,19.6,97.2%
5,6,Dalvin Cook(MIN),22,86,3.9,13,0,1,3,4,29,9.7,0,0,1,19.5,19.5,100.0%
6,7,Christian McCaffrey(CAR),10,59,5.9,15,0,0,7,8,60,8.6,1,0,1,17.9,17.9,47.2%
7,8,James Conner(ARI),21,62,3.0,8,0,1,5,6,37,7.4,0,0,1,15.9,15.9,94.6%
8,9,Myles Gaskin(MIA),23,89,3.9,20,0,0,3,4,7,2.3,1,0,1,15.6,15.6,83.2%
9,10,Devonta Freeman(BAL),16,49,3.1,10,0,1,6,6,31,5.2,0,0,1,14.0,14.0,74.2%
10,11,Clyde Edwards-Helaire(KC),12,63,5.3,14,0,1,2,2,13,6.5,0,0,1,13.6,13.6,86.8%
11,12,Najee Harris(PIT),12,39,3.3,12,0,1,5,6,20,4.0,0,0,1,11.9,11.9,99.9%
12,13,James Robinson(JAC),12,29,2.4,7,0,1,2,3,9,4.5,0,0,1,9.8,9.8,76.3%
13,14,AJ Dillon(GB),11,53,4.8,11,0,0,6,6,44,7.3,0,0,1,9.7,9.7,87.4%
14,15,Mark Ingram II(NO),16,88,5.5,28,0,0,6,8,25,4.2,0,1,1,9.3,9.3,39.1%
15,16,Ronald Jones II(TB),8,33,4.1,9,0,1,0,0,0,0,0,0,1,9.3,9.3,83.5%
16,17,DeeJay Dallas(SEA),4,25,6.3,15,0,1,1,2,2,2.0,0,0,1,8.7,8.7,2.3%
17,18,Dontrell Hilliard(TEN),7,35,5.0,16,0,0,8,10,47,5.9,0,0,1,8.2,8.2,27.5%
18,19,Rhamondre Stevenson(NE),12,69,5.8,21,0,0,1,1,6,6.0,0,0,1,7.5,7.5,50.4%
19,20,Antonio Gibson(WAS),19,95,5.0,20,0,0,0,0,0,0,0,1,1,7.5,7.5,95.9%
20,21,Miles Sanders(PHI),16,94,5.9,25,0,0,0,1,0,0,0,1,1,7.4,7.4,77.0%
21,22,Leonard Fournette(TB),10,35,3.5,7,0,0,6,6,39,6.5,0,0,1,7.4,7.4,74.8%
22,23,Tony Pollard(DAL),7,50,7.1,31,0,0,2,2,20,10.0,0,0,1,7.0,7.0,75.3%
23,24,Ezekiel Elliott(DAL),9,32,3.6,8,0,0,6,6,36,6.0,0,0,1,6.8,6.8,99.7%
24,25,David Montgomery(CHI),14,58,4.1,11,0,0,1,1,9,9.0,0,0,1,6.7,6.7,98.7%
25,26,Matt Breida(BUF),5,51,10.2,28,0,0,1,2,16,16.0,0,0,1,6.7,6.7,8.2%
26,27,Michael Carter(NYJ),9,63,7.0,39,0,0,1,1,2,2.0,0,0,1,6.5,6.5,79.1%
27,28,Damien Harris(NE),10,56,5.6,17,0,0,1,1,9,9.0,0,0,1,6.5,6.5,89.8%
28,29,Jordan Howard(PHI),10,63,6.3,18,0,0,0,0,0,0,0,0,1,6.3,6.3,18.7%
29,30,Josh Jacobs(LV),9,37,4.1,18,0,0,5,7,24,4.8,0,0,1,6.1,6.1,98.0%
30,31,Jeff Wilson Jr.(SF),19,50,2.6,11,0,0,1,2,8,8.0,0,0,1,5.8,5.8,56.1%
31,32,Saquon Barkley(NYG),6,25,4.2,12,0,0,6,6,31,5.2,0,0,1,5.6,5.6,97.6%
32,33,Trey Sermon(SF),10,32,3.2,12,0,0,1,1,23,23.0,0,0,1,5.5,5.5,13.9%
33,34,J.D. McKissic(WAS),7,46,6.6,15,0,0,1,2,4,4.0,0,0,1,5.0,5.0,32.9%
34,35,Adrian Peterson(SEA),9,40,4.4,16,0,0,2,2,4,2.0,0,0,1,4.4,4.4,4.9%
35,36,Devin Singletary(BUF),3,17,5.7,9,0,0,3,4,26,8.7,0,0,1,4.3,4.3,89.1%
36,37,Rex Burkhead(HOU),18,40,2.2,9,0,0,0,0,0,0,0,0,1,4.0,4.0,31.5%
37,38,D'Onta Foreman(TEN),7,25,3.6,9,0,0,1,1,15,15.0,0,0,1,4.0,4.0,66.5%
38,39,Alex Collins(SEA),10,36,3.6,11,0,0,0,0,0,0,0,0,1,3.6,3.6,18.8%
39,40,Qadree Ollison(ATL),9,34,3.8,12,0,0,2,3,0,0.0,0,0,1,3.4,3.4,0.3%
40,41,David Johnson(HOU),13,18,1.4,5,0,0,3,4,16,5.3,0,0,1,3.4,3.4,35.4%
41,42,Latavius Murray(BAL),10,32,3.2,8,0,0,2,2,1,0.5,0,0,1,3.3,3.3,22.2%
42,43,Nyheim Hines(IND),4,31,7.8,19,0,0,0,0,0,0,0,0,1,3.1,3.1,44.8%
43,44,Kenyan Drake(LV),5,23,4.6,7,0,0,1,2,6,6.0,0,0,1,2.9,2.9,29.4%
44,45,D'Ernest Johnson(CLE),5,26,5.2,13,0,0,0,0,0,0,0,0,1,2.6,2.6,18.7%
45,46,Darrel Williams(KC),5,15,3.0,10,0,0,1,3,11,11.0,0,0,1,2.6,2.6,79.6%
46,47,Jaret Patterson(WAS),7,23,3.3,11,0,0,0,0,0,0,0,0,1,2.3,2.3,23.7%
47,48,Samaje Perine(CIN),2,3,1.5,2,0,0,3,3,18,6.0,0,0,1,2.1,2.1,15.2%
48,49,Mike Davis(ATL),3,1,0.3,1,0,0,3,4,20,6.7,0,0,1,2.1,2.1,49.7%
49,50,Eno Benjamin(ARI),6,15,2.5,5,0,0,1,1,5,5.0,0,0,1,2.0,2.0,1.2%
50,51,Devontae Booker(NYG),3,15,5.0,9,0,0,1,1,5,5.0,0,0,1,2.0,2.0,23.3%
51,52,Nick Bawden(NYJ),0,0,0,0,0,0,1,1,20,20.0,0,0,1,2.0,2.0,0.0%
52,53,Rashaad Penny(SEA),2,19,9.5,18,0,0,0,0,0,0,0,0,1,1.9,1.9,78.9%
53,54,Keith Smith(ATL),3,8,2.7,5,0,0,1,1,11,11.0,0,0,1,1.9,1.9,0.0%
54,55,Tevin Coleman(NYJ),5,16,3.2,5,0,0,1,1,2,2.0,0,0,1,1.8,1.8,18.5%
55,56,Boston Scott(PHI),6,16,2.7,5,0,0,2,2,2,1.0,0,0,1,1.8,1.8,27.7%
56,57,Duke Johnson Jr.(MIA),4,18,4.5,6,0,0,0,0,0,0,0,0,1,1.8,1.8,7.4%
57,58,Brandon Bolden(NE),1,1,1.0,1,0,0,2,2,15,7.5,0,0,1,1.6,1.6,10.7%
58,59,Ty Johnson(NYJ),1,5,5.0,5,0,0,1,1,8,8.0,0,0,1,1.3,1.3,15.8%
59,60,Deon Jackson(IND),6,12,2.0,4,0,0,0,0,0,0,0,0,1,1.2,1.2,0.0%
60,61,Patrick Taylor Jr.(GB),4,11,2.8,5,0,0,0,0,0,0,0,0,1,1.1,1.1,0.3%
61,62,Jamaal Williams(DET),7,11,1.6,5,0,0,0,0,0,0,0,0,1,1.1,1.1,58.2%
62,63,Patrick Laird(MIA),1,4,4.0,4,0,0,1,1,5,5.0,0,0,1,0.9,0.9,0.0%
63,64,Dwayne Washington(NO),1,3,3.0,3,0,0,1,1,6,6.0,0,0,1,0.9,0.9,0.1%
64,65,Reggie Gilliam(BUF),0,0,0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.0%
65,66,Chris Evans(CIN),0,0,0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.5%
66,67,Benny Snell Jr.(PIT),2,7,3.5,4,0,0,0,0,0,0,0,0,1,0.7,0.7,0.9%
67,68,Kyle Juszczyk(SF),0,0,0,0,0,0,1,2,7,7.0,0,0,1,0.7,0.7,1.0%
68,69,Ameer Abdullah(CAR),1,6,6.0,6,0,0,0,0,0,0,0,0,1,0.6,0.6,10.4%
69,70,Larry Rountree III(LAC),2,5,2.5,5,0,0,0,0,0,0,0,0,1,0.5,0.5,0.7%
70,71,Zack Moss(BUF),3,5,1.7,3,0,0,0,1,0,0,0,0,1,0.5,0.5,36.8%
71,72,Alexander Mattison(MIN),3,5,1.7,3,0,0,0,1,0,0,0,0,1,0.5,0.5,75.0%
72,73,Travis Homer(SEA),1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.3%
73,74,Ke'Shawn Vaughn(TB),3,4,1.3,3,0,0,0,0,0,0,0,0,1,0.4,0.4,7.8%
74,75,Giovani Bernard(TB),0,0,0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,5.4%
75,76,Peyton Barber(LV),1,3,3.0,3,0,0,0,0,0,0,0,0,1,0.3,0.3,1.2%
76,77,Kalen Ballage(PIT),1,3,3.0,3,0,0,0,1,0,0,0,0,1,0.3,0.3,0.1%
77,78,Justin Jackson(LAC),1,2,2.0,2,0,0,0,1,0,0,0,0,1,0.2,0.2,42.5%
78,79,Demetric Felton(CLE),3,2,0.7,1,0,0,0,0,0,0,0,0,1,0.2,0.2,0.7%
79,80,Tony Jones Jr.(NO),3,2,0.7,2,0,0,0,0,0,0,0,0,1,0.2,0.2,2.9%
80,81,Patrick Ricard(BAL),1,2,2.0,2,0,0,0,1,0,0,0,0,1,0.2,0.2,0.1%
81,82,Pete Guerriero(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,83,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,84,Chuba Hubbard(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1%
84,85,Antonio Williams(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,86,Adrian Killins Jr.(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,87,Darius Bradwell(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,88,Scottie Phillips(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
88,89,Raymond Calais(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
89,90,JaMycal Hasty(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2%
90,91,Rico Dowdle(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,92,Jason Huntley(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
92,93,Sewo Olonilua(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
93,94,Ty'Son Williams(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2%
94,95,Jonathan Ward(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
95,96,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
96,97,Jermar Jefferson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7%
97,98,Josh Hokit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
98,99,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
99,100,Gabe Nabers(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
100,101,Nathan Cottrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
101,102,Sandro Platzgummer(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
102,103,Trey Ragas(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
103,104,Mekhi Sargent(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%
104,105,Derrick Gore(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0%
105,106,Darius Anderson(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
106,107,Reggie Bonnafon(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
107,108,Dalyn Dawkins(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
108,109,Johnny Stanton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
109,110,Mike Boone(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
110,111,Ryan Nall(CHI),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
111,112,Sony Michel(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.4%
112,113,John Kelly(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
113,114,Bo Scarbrough(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
114,115,Jaylen Samuels(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
115,116,Ito Smith(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
116,117,Josh Adams(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
117,118,Royce Freeman(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2%
118,119,Jason Cabinda(DET),2,21,10.5,21,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%
119,120,Gus Edwards(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6%
120,121,Buddy Howell(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
121,122,Trenton Cannon(SF),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
122,123,Chase Edmonds(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.1%
123,124,Justice Hill(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
124,125,Elijah Holyfield(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
125,126,Craig Reynolds(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7%
126,127,Austin Walter(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
127,128,Khari Blasingame(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
128,129,Michael Warren II(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
129,130,Salvon Ahmed(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
130,131,Joshua Kelley(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%
131,132,J.J. Taylor(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
132,133,Tavien Feaster(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
133,134,Javon Leake(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
134,135,Darrynton Evans(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%
135,136,Travis Etienne Jr.(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8%
136,137,Caleb Huntley(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
137,138,Anthony McFarland Jr.(PIT),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%
