,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Damien Harris(NE),18,103,5.7,31,0,3,0,0,0,0,0,0,1,28.3,28.3,89.8%
1,2,Rex Burkhead(HOU),22,149,6.8,36,0,2,2,2,0,0.0,0,0,1,26.9,26.9,31.5%
2,3,Justin Jackson(LAC),11,64,5.8,17,0,2,8,9,98,12.3,0,1,1,26.2,26.2,42.5%
3,4,Joe Mixon(CIN),18,65,3.6,19,0,1,6,6,70,11.7,1,0,1,25.5,25.5,98.1%
4,5,Nick Chubb(CLE),17,126,7.4,27,0,1,3,4,58,19.3,0,0,1,24.4,24.4,99.8%
5,6,Sony Michel(LAR),27,131,4.9,16,0,1,1,4,4,4.0,0,0,1,19.5,19.5,89.4%
6,7,Rashaad Penny(SEA),17,135,7.9,32,0,1,0,1,0,0,0,0,1,19.5,19.5,78.9%
7,8,Chase Edmonds(ARI),16,56,3.5,11,0,1,8,9,71,8.9,0,0,1,18.7,18.7,85.1%
8,9,David Montgomery(CHI),21,45,2.1,11,0,1,7,9,61,8.7,0,0,1,16.6,16.6,98.7%
9,10,Ezekiel Elliott(DAL),9,37,4.1,11,0,1,1,1,5,5.0,1,0,1,16.2,16.2,99.7%
10,11,Ronald Jones II(TB),20,65,3.3,16,0,1,2,3,16,8.0,0,0,1,14.1,14.1,83.5%
11,12,Devin Singletary(BUF),12,39,3.3,7,0,1,5,6,39,7.8,0,0,1,13.8,13.8,89.1%
12,13,Dare Ogunbowale(JAC),17,57,3.4,9,0,1,2,4,15,7.5,0,0,1,13.2,13.2,31.1%
13,14,Alexander Mattison(MIN),13,41,3.2,18,0,1,3,4,29,9.7,0,0,1,13.0,13.0,75.0%
14,15,Ke'Shawn Vaughn(TB),7,70,10.0,55,0,1,0,1,0,0,0,0,1,13.0,13.0,7.8%
15,16,Michael Carter(NYJ),16,118,7.4,38,0,0,2,3,6,3.0,0,0,1,12.4,12.4,79.1%
16,17,Antonio Gibson(WAS),6,29,4.8,15,0,0,2,4,29,14.5,1,0,1,11.8,11.8,95.9%
17,18,Jeff Wilson Jr.(SF),14,45,3.2,9,0,1,3,3,12,4.0,0,0,1,11.7,11.7,56.1%
18,19,Najee Harris(PIT),19,93,4.9,21,0,0,5,7,17,3.4,0,0,1,11.0,11.0,99.9%
19,20,Jonathan Taylor(IND),27,108,4.0,43,0,0,0,2,0,0,0,0,1,10.8,10.8,100.0%
20,21,Josh Jacobs(LV),27,129,4.8,19,0,0,1,3,-5,-5.0,0,1,1,10.4,10.4,98.0%
21,22,Derrick Gore(KC),12,43,3.6,10,0,0,3,3,61,20.3,0,0,1,10.4,10.4,4.0%
22,23,Boston Scott(PHI),12,41,3.4,9,0,1,0,0,0,0,0,0,1,10.1,10.1,27.7%
23,24,Clyde Edwards-Helaire(KC),9,27,3.0,7,0,1,1,1,4,4.0,0,0,1,9.1,9.1,86.8%
24,25,Khalil Herbert(CHI),2,21,10.5,20,0,1,1,1,7,7.0,0,0,1,8.8,8.8,13.4%
25,26,Aaron Jones(GB),12,66,5.5,27,0,0,5,6,21,4.2,0,0,1,8.7,8.7,98.9%
