,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Michael Carter(NYJ),15,77,5.1,18,0,1,9,14,95,10.6,0,0,1,23.2,23.2,79.1%
1,2,Darrell Henderson Jr.(LAR),14,90,6.4,19,0,1,1,2,3,3.0,1,0,1,21.3,21.3,76.0%
2,3,Joe Mixon(CIN),14,33,2.4,8,0,1,4,5,58,14.5,1,0,1,21.1,21.1,98.1%
3,4,Elijah Mitchell(SF),18,137,7.6,39,0,1,0,0,0,0,0,0,1,19.7,19.7,88.5%
4,5,Austin Ekeler(LAC),11,64,5.8,28,0,1,6,10,60,10.0,0,0,1,18.4,18.4,99.9%
5,6,Jonathan Taylor(IND),16,70,4.4,12,0,1,3,4,52,17.3,0,0,1,18.2,18.2,100.0%
6,7,Najee Harris(PIT),26,91,3.5,11,0,1,3,3,29,9.7,0,0,1,18.0,18.0,99.9%
7,8,Boston Scott(PHI),12,60,5.0,19,0,2,0,1,0,0,0,0,1,18.0,18.0,27.7%
8,9,Jordan Howard(PHI),12,57,4.8,10,0,2,0,0,0,0,0,0,1,17.7,17.7,18.7%
9,10,Aaron Jones(GB),15,59,3.9,16,0,1,7,11,51,7.3,0,0,1,17.0,17.0,98.9%
10,11,Melvin Gordon III(DEN),10,47,4.7,11,0,1,3,3,15,5.0,1,1,1,16.2,16.2,87.8%
11,12,Ty Johnson(NYJ),4,15,3.8,8,0,0,5,6,71,14.2,1,0,1,14.6,14.6,15.8%
12,13,James Conner(ARI),5,22,4.4,9,0,2,0,0,0,0,0,0,1,14.2,14.2,94.6%
13,14,Damien Harris(NE),23,80,3.5,10,0,1,0,1,0,0,0,0,1,14.0,14.0,89.8%
14,15,Alvin Kamara(NO),19,61,3.2,15,0,1,3,4,15,5.0,0,0,1,13.6,13.6,100.0%
15,16,Cordarrelle Patterson(ATL),9,35,3.9,14,0,0,5,5,37,7.4,1,0,1,13.2,13.2,95.1%
16,17,Chuba Hubbard(CAR),24,82,3.4,9,0,1,1,2,9,9.0,0,1,1,13.1,13.1,58.1%
17,18,Chase Edmonds(ARI),7,30,4.3,11,0,1,3,4,39,13.0,0,0,1,12.9,12.9,85.1%
18,19,Devontae Booker(NYG),15,60,4.0,14,0,0,5,6,65,13.0,0,0,1,12.5,12.5,23.3%
19,20,Darrel Williams(KC),13,49,3.8,12,0,0,6,6,61,10.2,0,0,1,11.0,11.0,79.6%
20,21,Derrick Gore(KC),11,48,4.4,10,0,1,0,0,0,0,0,0,1,10.8,10.8,4.0%
21,22,Rex Burkhead(HOU),4,21,5.3,14,0,1,3,4,27,9.0,0,0,1,10.8,10.8,31.5%
22,23,Giovani Bernard(TB),2,30,15.0,24,0,0,1,1,7,7.0,1,0,1,9.7,9.7,5.4%
23,24,J.D. McKissic(WAS),3,10,3.3,4,0,0,8,8,83,10.4,0,0,1,9.3,9.3,32.9%
24,25,Jermar Jefferson(DET),2,6,3.0,8,0,1,4,4,23,5.8,0,0,1,8.9,8.9,6.7%
25,26,D'Ernest Johnson(CLE),4,22,5.5,11,0,1,1,3,7,7.0,0,0,1,8.9,8.9,18.7%
26,27,Justin Jackson(LAC),3,79,26.3,75,0,0,0,0,0,0,0,0,1,7.9,7.9,42.5%
27,28,Dalvin Cook(MIN),18,78,4.3,19,0,0,0,2,0,0,0,0,1,7.8,7.8,100.0%
28,29,AJ Dillon(GB),16,78,4.9,12,0,0,0,0,0,0,0,0,1,7.8,7.8,87.4%
29,30,Ezekiel Elliott(DAL),16,50,3.1,8,0,0,4,6,23,5.8,0,0,1,7.3,7.3,99.7%
30,31,Carlos Hyde(JAC),9,32,3.6,7,0,0,6,8,40,6.7,0,0,1,7.2,7.2,6.9%
31,32,Travis Homer(SEA),4,9,2.3,7,0,0,1,1,3,3.0,0,0,1,7.2,7.2,0.3%
32,33,Nick Chubb(CLE),16,61,3.8,21,0,0,1,1,8,8.0,0,0,1,6.9,6.9,99.8%
33,34,Khalil Herbert(CHI),23,72,3.1,22,0,0,2,2,-4,-2.0,0,0,1,6.8,6.8,13.4%
34,35,Derrick Henry(TEN),28,68,2.4,9,0,0,0,0,0,0,0,0,1,6.8,6.8,78.0%
35,36,Ameer Abdullah(CAR),8,31,3.9,9,0,0,3,5,35,11.7,0,0,1,6.6,6.6,10.4%
36,37,Mike Davis(ATL),9,44,4.9,18,0,0,5,6,22,4.4,0,0,1,6.6,6.6,49.7%
37,38,Alex Armah Jr.(WAS),0,0,0,0,0,0,1,1,1,1.0,1,0,1,6.1,6.1,0.0%
38,39,Zack Moss(BUF),8,19,2.4,7,0,0,6,7,39,6.5,0,0,1,5.8,5.8,36.8%
39,40,Sony Michel(LAR),9,42,4.7,14,0,0,2,2,14,7.0,0,0,1,5.6,5.6,89.4%
40,41,Myles Gaskin(MIA),12,36,3.0,7,0,0,3,4,19,6.3,0,0,1,5.5,5.5,83.2%
41,42,Antonio Gibson(WAS),8,34,4.3,12,0,0,3,3,20,6.7,0,0,1,5.4,5.4,95.9%
42,43,Mark Ingram II(NO),6,27,4.5,11,0,0,2,2,25,12.5,0,0,1,5.2,5.2,39.1%
43,44,Javonte Williams(DEN),9,35,3.9,14,0,0,2,4,13,6.5,0,0,1,4.8,4.8,92.7%
44,45,Jaret Patterson(WAS),11,46,4.2,13,0,0,0,1,0,0,0,0,1,4.6,4.6,23.7%
45,46,Alex Collins(SEA),10,44,4.4,12,0,0,0,0,0,0,0,0,1,4.4,4.4,18.8%
46,47,Leonard Fournette(TB),8,26,3.3,13,0,0,3,5,17,5.7,0,0,1,4.3,4.3,74.8%
47,48,James Robinson(JAC),4,22,5.5,14,0,0,1,2,17,17.0,0,0,1,3.9,3.9,76.3%
48,49,Jeremy McNichols(FA),0,0,0,0,0,0,3,3,33,11.0,0,0,1,3.3,3.3,7.6%
49,50,JaMycal Hasty(SF),3,4,1.3,2,0,0,2,2,29,14.5,0,0,1,3.3,3.3,4.2%
50,51,Rhamondre Stevenson(NE),8,26,3.3,8,0,0,1,2,5,5.0,0,0,1,3.1,3.1,50.4%
51,52,D'Andre Swift(DET),12,27,2.3,7,0,0,5,5,24,4.8,0,1,1,3.1,3.1,97.2%
52,53,Devin Singletary(BUF),7,28,4.0,13,0,0,1,1,1,1.0,0,0,1,2.9,2.9,89.1%
53,54,Salvon Ahmed(MIA),7,22,3.1,12,0,0,1,2,6,6.0,0,0,1,2.8,2.8,1.6%
54,55,Kenneth Gainwell(PHI),13,27,2.1,8,0,0,0,0,0,0,0,0,1,2.7,2.7,12.8%
55,56,Tony Pollard(DAL),7,26,3.7,7,0,0,1,1,1,1.0,0,0,1,2.7,2.7,75.3%
56,57,Brandon Bolden(NE),4,26,6.5,14,0,0,0,0,0,0,0,0,1,2.6,2.6,10.7%
57,58,Royce Freeman(HOU),6,25,4.2,6,0,0,0,1,0,0,0,0,1,2.5,2.5,5.2%
58,59,Nyheim Hines(IND),1,2,2.0,2,0,0,4,5,22,5.5,0,0,1,2.4,2.4,44.8%
59,60,Scottie Phillips(HOU),5,11,2.2,4,0,0,2,3,9,4.5,0,0,1,2.0,2.0,0.0%
60,61,Ronald Jones II(TB),3,13,4.3,9,0,0,1,1,6,6.0,0,0,1,1.9,1.9,83.5%
61,62,Dare Ogunbowale(JAC),2,9,4.5,5,0,0,1,1,9,9.0,0,0,1,1.8,1.8,31.1%
62,63,Demetric Felton(CLE),1,3,3.0,3,0,0,1,1,14,14.0,0,0,1,1.7,1.7,0.7%
63,64,Elijhaa Penny(NYG),0,0,0,0,0,0,1,1,16,16.0,0,0,1,1.6,1.6,0.1%
64,65,Samaje Perine(CIN),0,0,0,0,0,0,2,2,16,8.0,0,0,1,1.6,1.6,15.2%
65,66,Larry Rountree III(LAC),4,11,2.8,4,0,0,0,0,0,0,0,0,1,1.1,1.1,0.7%
66,67,Kyle Juszczyk(SF),0,0,0,0,0,0,1,2,11,11.0,0,0,1,1.1,1.1,1.0%
67,68,Buddy Howell(LAR),5,11,2.2,4,0,0,0,0,0,0,0,0,1,1.1,1.1,0.0%
68,69,Patrick Laird(MIA),0,0,0,0,0,0,1,1,10,10.0,0,0,1,1.0,1.0,0.0%
69,70,Phillip Lindsay(MIA),3,8,2.7,5,0,0,0,0,0,0,0,0,1,0.8,0.8,9.0%
70,71,Rashaad Penny(SEA),7,7,1.0,5,0,0,0,0,0,0,0,0,1,0.7,0.7,78.9%
71,72,Benny Snell Jr.(PIT),0,0,0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.9%
72,73,DeeJay Dallas(SEA),1,6,6.0,6,0,0,0,0,0,0,0,0,1,0.6,0.6,2.3%
73,74,Ty Montgomery(NO),0,0,0,0,0,0,1,2,4,4.0,0,0,1,0.4,0.4,0.6%
74,75,Ryan Nall(CHI),1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%
75,76,David Johnson(HOU),2,4,2.0,4,0,0,1,1,-1,-1.0,0,0,1,0.3,0.3,35.4%
76,77,La'Mical Perine(NYJ),1,3,3.0,3,0,0,0,0,0,0,0,0,1,0.3,0.3,0.2%
77,78,C.J. Ham(MIN),1,0,0.0,0,0,0,3,3,3,1.0,0,0,1,0.3,0.3,0.1%
78,79,Jakob Johnson(NE),0,0,0,0,0,0,1,2,2,2.0,0,0,1,0.2,0.2,0.0%
79,80,Anthony McFarland Jr.(PIT),1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.2%
80,81,Ty'Son Williams(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2%
81,82,Raymond Calais(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,83,Rico Dowdle(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,84,Jason Huntley(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
84,85,Sewo Olonilua(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,86,Pete Guerriero(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,87,Antonio Williams(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,88,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
88,89,Darius Anderson(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
89,90,Tony Jones Jr.(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9%
90,91,Darius Bradwell(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,92,Adrian Killins Jr.(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
92,93,Patrick Taylor Jr.(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
93,94,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
94,95,Sandro Platzgummer(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,96,Trey Ragas(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
96,97,Mekhi Sargent(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%
97,98,Nathan Cottrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
98,99,Jonathan Ward(ARI),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
99,100,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
100,101,Gabe Nabers(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
101,102,Josh Hokit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
102,103,Deon Jackson(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
103,104,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
104,105,Joshua Kelley(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%
105,106,Jeff Wilson Jr.(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1%
106,107,Dontrell Hilliard(TEN),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,27.5%
107,108,Reggie Bonnafon(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
108,109,Dalyn Dawkins(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
109,110,Johnny Stanton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
110,111,Mike Boone(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
111,112,Justice Hill(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
112,113,Godwin Igwebuike(DET),3,18,6.0,9,0,0,3,3,40,13.3,0,0,1,0.0,0.0,3.4%
113,114,John Kelly(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
114,115,Bo Scarbrough(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
115,116,Jaylen Samuels(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
116,117,Ito Smith(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
117,118,Josh Adams(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
118,119,Saquon Barkley(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.6%
119,120,Jason Cabinda(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
120,121,Gus Edwards(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6%
121,122,Nick Bawden(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
122,123,Trenton Cannon(SF),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
123,124,David Montgomery(CHI),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,98.7%
124,125,J.J. Taylor(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
125,126,Craig Reynolds(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7%
126,127,Austin Walter(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
127,128,Khari Blasingame(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
128,129,Andrew Beck(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
129,130,Eno Benjamin(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2%
130,131,Tavien Feaster(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
131,132,Javon Leake(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
132,133,Trey Sermon(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9%
133,134,Darrynton Evans(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%
134,135,Michael Warren II(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
135,136,Caleb Huntley(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
136,137,Ke'Shawn Vaughn(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8%
137,138,Clyde Edwards-Helaire(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.8%
138,139,Kylin Hill(GB),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%
139,140,Cam Akers(LAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,13.8%
140,141,J.K. Dobbins(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3%
141,142,Travis Etienne Jr.(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8%
142,143,Josh Jacobs(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0%
143,144,Ryquell Armstead(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
144,145,Aca'Cedric Ware(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
145,146,Qadree Ollison(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
146,147,Dexter Williams(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
147,148,Alec Ingold(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
148,149,Elijah Holyfield(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
149,150,Miles Sanders(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0%
150,151,Trevon Wesco(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
151,152,Jordan Scarlett(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
152,153,Cullen Gillaspia(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
153,154,Sutton Smith(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
154,155,Devine Ozigbo(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
155,156,Alexander Mattison(MIN),2,5,2.5,4,0,0,2,2,-5,-2.5,0,0,1,0.0,0.0,75.0%
156,157,Darwin Thompson(KC),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
157,158,Mike Weber(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
158,159,Damarea Crockett(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
159,160,Trayveon Williams(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
160,161,Chris Evans(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%
161,162,Javian Hawkins(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
162,163,Jake Funk(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
163,164,Kene Nwangwu(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%
164,165,Nate McCrary(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
165,166,Josh Johnson(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
166,167,Adam Prentice(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
167,168,Tre Harbison III(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
168,169,Nick Ralston(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
169,170,Spencer Brown(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
170,171,A.J. Rose Jr.(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
171,172,JaQuan Hardy(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
172,173,Tory Carter(TEN),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
173,174,Gary Brightwell(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
174,175,Gerrid Doaks(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
175,176,Mason Stokke(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
