,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,James Conner(ARI),21,96,4.6,35,0,2,5,5,77,15.4,1,0,1,35.3,35.3,94.6%
1,2,Jonathan Taylor(IND),19,172,9.1,78,0,2,2,2,28,14.0,0,0,1,32.0,32.0,100.0%
2,3,Nick Chubb(CLE),14,137,9.8,70,0,2,2,2,26,13.0,0,0,1,28.3,28.3,99.8%
3,4,Joe Mixon(CIN),13,64,4.9,21,0,2,5,5,46,9.2,0,0,1,23.0,23.0,98.1%
4,5,Nyheim Hines(IND),6,74,12.3,34,0,1,4,6,34,8.5,0,0,1,16.8,16.8,44.8%
5,6,Alvin Kamara(NO),13,50,3.8,14,0,1,4,7,54,13.5,0,0,1,16.4,16.4,100.0%
6,7,Melvin Gordon III(DEN),21,80,3.8,14,0,1,2,2,15,7.5,0,0,1,15.5,15.5,87.8%
7,8,Devonta Freeman(BAL),13,79,6.1,19,0,0,2,3,4,2.0,1,0,1,14.3,14.3,74.2%
8,9,Najee Harris(PIT),22,62,2.8,13,0,1,3,3,16,5.3,0,0,1,13.8,13.8,99.9%
9,10,Cordarrelle Patterson(ATL),9,10,1.1,4,0,0,6,6,126,21.0,0,0,1,13.6,13.6,95.1%
10,11,Jordan Howard(PHI),17,71,4.2,18,0,1,0,0,0,0,0,0,1,13.1,13.1,18.7%
11,12,Devontae Booker(NYG),21,99,4.7,20,0,0,3,3,23,7.7,0,0,1,12.2,12.2,23.3%
12,13,Dalvin Cook(MIN),17,110,6.5,66,0,0,3,3,12,4.0,0,0,1,12.2,12.2,100.0%
13,14,Javonte Williams(DEN),17,111,6.5,30,0,0,0,0,0,0,0,0,1,11.1,11.1,92.7%
14,15,Le'Veon Bell(FA),11,48,4.4,12,0,1,0,0,0,0,0,0,1,10.8,10.8,5.4%
15,16,Rhamondre Stevenson(NE),10,62,6.2,13,0,0,2,2,44,22.0,0,0,1,10.6,10.6,50.4%
16,17,Christian McCaffrey(CAR),14,52,3.7,10,0,0,4,5,54,13.5,0,0,1,10.6,10.6,47.2%
17,18,Ty Johnson(NYJ),4,21,5.3,9,0,0,2,3,40,20.0,1,1,1,10.1,10.1,15.8%
18,19,Kenyan Drake(LV),4,30,7.5,21,0,0,6,8,70,11.7,0,0,1,10.0,10.0,29.4%
19,20,Eno Benjamin(ARI),9,39,4.3,21,0,1,0,0,0,0,0,0,1,9.9,9.9,1.2%
20,21,Myles Gaskin(MIA),20,34,1.7,6,0,1,6,6,23,3.8,0,1,1,9.7,9.7,83.2%
21,22,Ezekiel Elliott(DAL),10,51,5.1,11,0,0,3,3,25,8.3,0,0,1,9.6,9.6,99.7%
22,23,Patrick Ricard(BAL),0,0,0,0,0,0,3,5,35,11.7,1,0,1,9.5,9.5,0.1%
23,24,Josh Jacobs(LV),13,76,5.8,14,0,0,4,4,19,4.8,0,0,1,9.5,9.5,98.0%
24,25,Damien Harris(NE),15,30,2.0,8,0,1,1,1,3,3.0,0,0,1,9.3,9.3,89.8%
25,26,AJ Dillon(GB),8,46,5.8,15,0,0,4,4,44,11.0,0,0,1,9.0,9.0,87.4%
26,27,Sony Michel(LAR),7,20,2.9,8,0,0,2,3,6,3.0,1,0,1,8.6,8.6,89.4%
27,28,Adrian Peterson(SEA),10,21,2.1,6,0,1,1,1,5,5.0,0,0,1,8.6,8.6,4.9%
28,29,Michael Carter(NYJ),13,49,3.8,16,0,0,1,2,37,37.0,0,0,1,8.6,8.6,79.1%
29,30,Austin Ekeler(LAC),17,59,3.5,16,0,0,3,3,23,7.7,0,0,1,8.2,8.2,99.9%
30,31,Brandon Bolden(NE),8,54,6.8,16,0,0,2,2,27,13.5,0,0,1,8.1,8.1,10.7%
31,32,David Montgomery(CHI),13,63,4.8,21,0,0,2,2,17,8.5,0,0,1,8.0,8.0,98.7%
32,33,Elijah Mitchell(SF),8,36,4.5,14,0,0,5,5,43,8.6,0,0,1,7.9,7.9,88.5%
33,34,Darrel Williams(KC),19,70,3.7,11,0,0,3,4,7,2.3,0,0,1,7.7,7.7,79.6%
34,35,Kene Nwangwu(MIN),1,9,9.0,9,0,0,0,0,0,0,0,0,1,6.9,6.9,1.0%
35,36,Mark Ingram II(NO),9,43,4.8,11,0,0,5,5,21,4.2,0,0,1,6.4,6.4,39.1%
36,37,Kenneth Gainwell(PHI),2,3,1.5,2,0,1,0,0,0,0,0,0,1,6.3,6.3,12.8%
37,38,Devin Singletary(BUF),6,16,2.7,5,0,0,7,8,43,6.1,0,0,1,5.9,5.9,89.1%
38,39,Darrell Henderson Jr.(LAR),11,55,5.0,14,0,0,3,4,3,1.0,0,0,1,5.8,5.8,76.0%
39,40,Carlos Hyde(JAC),21,67,3.2,15,0,0,1,2,6,6.0,0,1,1,5.3,5.3,6.9%
40,41,Aaron Jones(GB),12,53,4.4,9,0,0,0,2,0,0,0,0,1,5.3,5.3,98.9%
41,42,Tony Pollard(DAL),4,11,2.8,8,0,0,1,2,32,32.0,0,0,1,4.3,4.3,75.3%
42,43,Boston Scott(PHI),10,40,4.0,10,0,0,0,0,0,0,0,0,1,4.0,4.0,27.7%
43,44,David Johnson(HOU),4,11,2.8,4,0,0,3,5,29,9.7,0,0,1,4.0,4.0,35.4%
44,45,Samaje Perine(CIN),5,20,4.0,9,0,0,2,3,17,8.5,0,0,1,3.7,3.7,15.2%
45,46,Chuba Hubbard(CAR),3,3,1.0,3,0,0,1,2,33,33.0,0,0,1,3.6,3.6,58.1%
46,47,Jeremy McNichols(FA),7,24,3.4,14,0,0,3,3,11,3.7,0,0,1,3.5,3.5,7.6%
47,48,Ameer Abdullah(CAR),1,0,0.0,0,0,0,4,5,30,7.5,0,0,1,3.0,3.0,10.4%
48,49,D'Onta Foreman(TEN),5,29,5.8,11,0,0,0,0,0,0,0,0,1,2.9,2.9,66.5%
49,50,Phillip Lindsay(MIA),8,28,3.5,9,0,0,0,0,0,0,0,0,1,2.8,2.8,9.0%
50,51,Alec Ingold(LV),0,0,0,0,0,0,3,3,28,9.3,0,0,1,2.8,2.8,0.1%
51,52,C.J. Ham(MIN),0,0,0,0,0,0,1,1,27,27.0,0,0,1,2.7,2.7,0.1%
52,53,Elijhaa Penny(NYG),5,35,7.0,12,0,0,2,2,-8,-4.0,0,0,1,2.7,2.7,0.1%
53,54,Jerick McKinnon(KC),0,0,0,0,0,0,3,3,26,8.7,0,0,1,2.6,2.6,0.8%
54,55,Zack Moss(BUF),3,6,2.0,7,0,0,2,4,18,9.0,0,0,1,2.4,2.4,36.8%
55,56,Demetric Felton(CLE),0,0,0,0,0,0,1,1,22,22.0,0,0,1,2.2,2.2,0.7%
56,57,Derrick Gore(KC),3,13,4.3,7,0,0,1,1,6,6.0,0,0,1,1.9,1.9,4.0%
57,58,Mike Davis(ATL),9,13,1.4,5,0,0,1,2,5,5.0,0,0,1,1.8,1.8,49.7%
58,59,Jalen Richard(LV),0,0,0,0,0,0,2,3,18,9.0,0,0,1,1.8,1.8,0.7%
59,60,D'Ernest Johnson(CLE),8,16,2.0,7,0,0,0,0,0,0,0,0,1,1.6,1.6,18.7%
60,61,Kyle Juszczyk(SF),0,0,0,0,0,0,2,2,14,7.0,0,0,1,1.4,1.4,1.0%
61,62,JaMycal Hasty(SF),1,2,2.0,2,0,0,3,4,11,3.7,0,0,1,1.3,1.3,4.2%
62,63,Khalil Herbert(CHI),4,13,3.3,8,0,0,0,0,0,0,0,0,1,1.3,1.3,13.4%
63,64,Alex Armah Jr.(WAS),2,12,6.0,9,0,0,0,0,0,0,0,0,1,1.2,1.2,0.0%
64,65,Chris Evans(CIN),0,0,0,0,0,0,1,1,11,11.0,0,0,1,1.1,1.1,0.5%
65,66,Joshua Kelley(LAC),3,6,2.0,3,0,0,1,1,4,4.0,0,0,1,1.0,1.0,1.1%
66,67,Rex Burkhead(HOU),2,9,4.5,8,0,0,0,0,0,0,0,0,1,0.9,0.9,31.5%
67,68,Salvon Ahmed(MIA),4,6,1.5,2,0,0,0,0,0,0,0,0,1,0.6,0.6,1.6%
68,69,Benny Snell Jr.(PIT),2,6,3.0,5,0,0,0,0,0,0,0,0,1,0.6,0.6,0.9%
69,70,Dare Ogunbowale(JAC),1,1,1.0,1,0,0,1,1,4,4.0,0,0,1,0.5,0.5,31.1%
70,71,Chase Edmonds(ARI),1,3,3.0,3,0,0,0,0,0,0,0,0,1,0.3,0.3,85.1%
71,72,Alexander Mattison(MIN),4,0,0.0,2,0,0,1,1,3,3.0,0,0,1,0.3,0.3,75.0%
72,73,Derek Watt(PIT),0,0,0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,0.1%
73,74,Scottie Phillips(HOU),1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%
74,75,Kalen Ballage(PIT),0,0,0,0,0,0,1,1,2,2.0,0,0,1,0.2,0.2,0.1%
75,76,Larry Rountree III(LAC),1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.7%
76,77,Jason Huntley(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
77,78,Rico Dowdle(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,79,Ty'Son Williams(BAL),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,5.2%
79,80,James Robinson(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3%
80,81,Antonio Gibson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.9%
81,82,Sewo Olonilua(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,83,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,84,Antonio Williams(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,85,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,86,Pete Guerriero(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,87,Raymond Calais(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,88,Adrian Killins Jr.(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
88,89,Darius Anderson(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
89,90,Tony Jones Jr.(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9%
90,91,Darius Bradwell(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,92,Patrick Taylor Jr.(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
92,93,DeeJay Dallas(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3%
93,94,Sandro Platzgummer(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
94,95,Trey Ragas(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,96,Jaret Patterson(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7%
96,97,Mekhi Sargent(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%
97,98,Nathan Cottrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
98,99,Jermar Jefferson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7%
99,100,Josh Hokit(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
