,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
0,Alvin KamaraNO,15.7,67.7,0.6,5.3,43.0,0.3,0.1,16.1
1,Saquon BarkleyNYG,14.0,67.0,0.8,3.0,28.0,0.3,0.0,16.1
2,Jonathan TaylorIND,17.6,83.7,0.8,2.5,23.2,0.1,0.1,16.1
3,D'Andre SwiftDET,14.6,62.2,0.4,5.9,46.9,0.4,0.1,15.8
4,Najee HarrisPIT,19.5,72.7,0.7,4.5,34.7,0.2,0.1,15.6
5,Dalvin CookMIN,18.8,83.8,0.6,3.5,28.3,0.1,0.1,15.1
6,Austin EkelerLAC,14.2,59.1,0.5,5.1,44.9,0.3,0.1,15.1
7,Nick ChubbCLE,18.2,91.1,0.7,1.5,12.2,0.0,0.1,14.4
8,Ezekiel ElliottDAL,17.5,80.0,0.7,2.4,18.6,0.1,0.1,14.2
9,Elijah MitchellSF,17.0,77.3,0.6,1.2,10.4,0.0,0.1,12.5
10,Khalil HerbertCHI,17.0,69.7,0.5,2.1,17.4,0.1,0.1,11.9
11,Cordarrelle PattersonATL,12.8,55.1,0.3,4.2,34.5,0.2,0.1,11.8
12,Damien HarrisNE,15.6,72.3,0.6,1.1,8.7,0.0,0.1,11.7
13,Alex CollinsSEA,16.5,61.3,0.6,1.4,12.2,0.1,0.1,11.3
14,Darrel WilliamsKC,13.2,52.4,0.6,2.3,18.7,0.1,0.1,10.9
15,Chuba HubbardCAR,13.5,54.3,0.5,2.5,19.8,0.1,0.1,10.4
16,Devontae BookerNYG,13.6,53.1,0.5,2.6,18.6,0.1,0.1,10.3
17,Michael CarterNYJ,12.3,47.5,0.3,3.6,28.7,0.1,0.1,9.9
18,Myles GaskinMIA,11.5,48.6,0.2,3.6,27.2,0.1,0.1,9.6
19,Antonio GibsonWAS,14.7,61.8,0.3,1.7,13.4,0.0,0.1,9.5
20,Jamaal WilliamsDET,11.0,40.0,0.2,3.0,23.0,0.3,0.0,9.3
21,Zack MossBUF,11.9,47.0,0.4,2.1,18.0,0.1,0.1,9.3
22,Melvin Gordon IIIDEN,11.2,49.4,0.3,1.9,13.9,0.1,0.1,8.7
23,Kenneth GainwellPHI,6.3,29.1,0.2,3.4,32.3,0.2,0.1,8.3
24,Javonte WilliamsDEN,9.7,42.7,0.2,2.3,18.3,0.1,0.1,7.9
25,David JohnsonHOU,7.1,31.6,0.2,3.2,26.2,0.1,0.1,7.4
26,James ConnerARI,11.0,44.6,0.3,0.8,5.7,0.0,0.1,7.1
27,Devin SingletaryBUF,9.0,38.1,0.2,1.9,13.3,0.1,0.1,6.5
28,J.D. McKissicWAS,5.1,21.1,0.1,4.4,32.3,0.1,0.0,6.4
29,Mike DavisATL,9.2,34.4,0.2,2.6,15.6,0.1,0.1,6.3
30,AJ DillonGB,8.2,36.4,0.1,1.2,10.0,0.0,0.1,5.4
31,D'Ernest JohnsonCLE,7.3,30.6,0.2,1.1,10.2,0.0,0.0,5.2
32,Samaje PerineCIN,6.5,26.9,0.2,1.0,7.7,0.1,0.0,5.1
33,Sony MichelLAR,7.1,31.0,0.2,0.5,4.9,0.0,0.0,5.0
34,David MontgomeryCHI,7.0,27.8,0.2,1.2,10.1,0.0,0.1,4.8
35,Ty JohnsonNYJ,5.4,19.9,0.1,2.5,19.3,0.1,0.0,4.7
36,Nyheim HinesIND,4.1,15.9,0.1,2.4,18.7,0.1,0.0,4.7
37,Salvon AhmedMIA,6.7,25.5,0.1,1.5,12.9,0.0,0.1,4.7
38,Damien WilliamsCHI,5.9,23.1,0.2,1.3,10.6,0.1,0.0,4.7
39,Rashaad PennySEA,6.6,26.7,0.2,0.7,5.6,0.0,0.0,4.5
40,Jermar JeffersonDET,7.4,26.0,0.1,0.9,7.8,0.0,0.0,4.2
41,Rhamondre StevensonNE,4.1,18.2,0.2,1.3,10.4,0.1,0.0,4.1
42,Derrick GoreKC,6.4,20.6,0.2,0.7,6.4,0.0,0.0,4.0
43,Alexander MattisonMIN,5.3,22.5,0.1,1.0,8.4,0.1,0.0,3.9
44,JaMycal HastySF,4.1,17.6,0.1,1.8,13.6,0.0,0.0,3.9
45,Chris EvansCIN,1.8,6.7,0.1,1.7,18.3,0.1,0.0,3.7
46,Brandon BoldenNE,2.2,8.7,0.1,2.7,20.9,0.1,0.0,3.6
47,Phillip LindsayMIA,6.1,23.9,0.1,0.7,5.4,0.0,0.0,3.6
48,DeeJay DallasSEA,0.0,14.7,0.1,1.2,11.3,0.0,0.0,3.4
49,Rex BurkheadHOU,3.6,12.5,0.1,1.1,9.9,0.1,0.0,3.2
50,Jerick McKinnonKC,3.1,12.2,0.1,1.3,10.6,0.1,0.0,3.0
