,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
51,Dontrell HilliardTEN,4.0,15.3,0.2,0.4,3.3,0.0,0.0,2.8
52,Tarik CohenCHI,2.0,7.4,0.0,2.0,12.8,0.1,0.0,2.6
53,Justin JacksonLAC,3.6,15.7,0.0,1.0,8.3,0.0,0.0,2.6
54,Kyle JuszczykSF,0.9,3.1,0.0,1.6,16.0,0.1,0.0,2.6
55,Joshua KelleyLAC,4.6,17.0,0.1,0.4,2.5,0.0,0.1,2.5
56,J.J. TaylorNE,3.0,13.2,0.1,0.5,3.4,0.0,0.0,2.4
57,Demetric FeltonCLE,1.0,3.9,0.0,1.6,14.8,0.1,0.0,2.3
58,Royce FreemanHOU,3.5,13.4,0.1,0.7,4.7,0.0,0.0,2.2
59,La'Mical PerineNYJ,1.3,12.7,0.1,0.5,4.1,0.0,0.0,2.2
60,Marlon MackIND,2.6,12.2,0.1,0.3,2.4,0.0,0.0,2.1
61,Elijhaa PennyNYG,3.1,10.3,0.1,0.5,4.0,0.0,0.0,2.1
62,Giovani BernardTB,0.6,3.3,0.0,2.0,14.8,0.0,0.0,2.0
63,Trey SermonSF,2.2,12.7,0.1,0.2,1.4,0.0,0.0,2.0
64,Travis HomerSEA,1.9,7.2,0.0,0.9,7.7,0.1,0.0,2.0
65,Scottie PhillipsHOU,3.9,10.9,0.1,0.5,4.4,0.0,0.0,1.9
66,Wayne Gallman Jr.MIN,3.1,11.5,0.1,0.2,1.2,0.0,0.0,1.9
67,Larry Rountree IIILAC,3.2,10.2,0.1,0.4,2.9,0.0,0.0,1.8
68,Ty MontgomeryNO,1.4,5.1,0.0,0.8,8.1,0.0,0.0,1.7
69,Eno BenjaminARI,2.0,8.2,0.1,0.2,1.9,0.0,0.0,1.6
70,Trayveon WilliamsCIN,1.7,8.0,0.1,0.2,2.0,0.0,0.0,1.6
71,Jaret PattersonWAS,0.0,9.6,0.1,0.4,2.1,0.0,0.0,1.6
72,Kalen BallagePIT,2.1,6.9,0.1,0.6,3.9,0.0,0.0,1.5
73,D'Onta ForemanTEN,1.8,6.6,0.1,0.5,3.9,0.0,0.0,1.5
74,Ameer AbdullahCAR,1.7,6.2,0.0,0.7,5.1,0.0,0.0,1.5
75,Mike BooneDEN,1.5,8.5,0.1,0.2,1.5,0.0,0.0,1.4
76,Devine OzigboNE,1.1,3.3,0.0,0.7,5.3,0.1,0.0,1.2
77,Anthony McFarland Jr.PIT,1.1,6.3,0.0,0.3,2.4,0.0,0.0,1.1
78,Dare OgunbowaleJAC,1.0,4.2,0.0,0.6,4.4,0.0,0.0,1.0
79,John KellyCLE,0.6,4.7,0.0,0.3,3.5,0.0,0.0,1.0
80,Buddy HowellLAR,0.9,6.2,0.0,0.3,1.6,0.0,0.0,1.0
81,C.J. HamMIN,0.6,2.2,0.0,0.7,5.7,0.0,0.0,1.0
82,Benny Snell Jr.PIT,1.3,4.4,0.1,0.2,1.7,0.0,0.0,0.9
83,Matt BreidaBUF,1.9,7.7,0.0,0.2,1.6,0.0,0.0,0.9
84,Ryan NallCHI,1.0,3.0,0.0,0.4,4.4,0.0,0.0,0.9
85,Reggie GilliamBUF,0.3,1.2,0.0,0.5,5.6,0.0,0.0,0.9
86,Andy JanovichCLE,0.6,0.2,0.1,0.3,2.4,0.0,0.0,0.9
87,Kene NwangwuMIN,0.5,4.4,0.0,0.3,2.2,0.0,0.0,0.9
88,Patrick LairdMIA,0.3,2.5,0.0,0.6,4.7,0.0,0.0,0.8
89,Deon JacksonIND,0.2,2.5,0.0,0.4,3.5,0.0,0.0,0.8
90,Corey ClementDAL,0.9,3.9,0.0,0.2,1.2,0.0,0.0,0.7
91,Alex Armah Jr.WAS,1.2,2.8,0.0,0.2,1.5,0.0,0.0,0.7
92,Gary BrightwellNYG,0.4,2.8,0.0,0.3,2.1,0.0,0.0,0.6
93,Dwayne WashingtonNO,1.0,4.9,0.0,0.1,0.9,0.0,0.0,0.6
94,Taiwan JonesBUF,0.4,1.9,0.0,0.2,2.9,0.0,0.0,0.6
95,Keith SmithATL,0.6,1.3,0.0,0.5,3.5,0.0,0.0,0.6
96,Michael BurtonKC,0.5,1.5,0.0,0.3,2.1,0.0,0.0,0.5
97,Johnny StantonCLE,0.0,0.0,0.0,0.3,4.0,0.0,0.0,0.4
98,Tory CarterTEN,0.0,0.0,0.0,0.4,4.0,0.0,0.0,0.4
99,Jakob JohnsonNE,0.1,0.1,0.0,0.4,3.2,0.0,0.0,0.3
100,Nick BelloreSEA,0.0,0.1,0.0,0.2,1.8,0.0,0.0,0.3
101,Cullen GillaspiaNYG,0.3,1.0,0.0,0.2,2.0,0.0,0.0,0.3
102,Trenton CannonSF,0.1,0.7,0.0,0.2,1.3,0.0,0.0,0.3
103,Derek WattPIT,0.7,1.3,0.0,0.2,0.8,0.0,0.0,0.3
104,Gabe NabersLAC,0.2,0.5,0.0,0.3,1.6,0.0,0.0,0.2
105,Giovanni RicciCAR,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2
