,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
42,Alexander MattisonMIN,5.0,20.5,0.1,1.0,8.0,0.0,0.0,3.6
43,Chuba HubbardCAR,4.3,17.3,0.1,1.0,9.4,0.0,0.0,3.4
44,Patrick Taylor Jr.GB,4.2,16.5,0.1,0.9,7.7,0.0,0.0,3.3
45,Salvon AhmedMIA,5.0,19.0,0.0,2.0,13.0,0.0,0.0,3.2
46,Giovani BernardTB,2.5,10.0,0.1,1.8,12.8,0.1,0.0,3.1
47,Joshua KelleyLAC,4.0,14.0,0.1,1.1,11.0,0.1,0.0,3.1
48,Devontae BookerNYG,3.5,15.4,0.1,1.2,7.7,0.0,0.0,3.1
49,Justin JacksonLAC,3.8,18.6,0.1,0.7,5.3,0.0,0.0,2.9
50,Demetric FeltonCLE,1.1,5.7,0.0,1.4,15.0,0.1,0.0,2.8
51,Kyle JuszczykSF,1.3,3.9,0.0,1.7,16.1,0.1,0.0,2.8
52,Dontrell HilliardTEN,3.9,13.3,0.1,0.7,6.2,0.0,0.0,2.7
53,Travis HomerSEA,2.1,9.6,0.0,1.3,11.3,0.1,0.0,2.6
54,Tevin ColemanNYJ,3.7,15.4,0.1,0.4,3.4,0.0,0.0,2.5
55,Kenneth GainwellPHI,3.0,13.0,0.0,1.0,12.0,0.0,0.0,2.5
56,Rashaad PennySEA,3.8,16.1,0.1,0.3,2.5,0.0,0.0,2.5
57,Peyton BarberLV,2.1,12.9,0.1,0.4,2.9,0.0,0.0,2.3
58,Larry Rountree IIILAC,3.8,13.6,0.1,0.3,2.6,0.0,0.0,2.3
59,Ameer AbdullahCAR,2.0,8.6,0.0,1.2,9.5,0.0,0.0,2.2
60,Ty'Son WilliamsBAL,2.7,11.9,0.1,0.6,4.6,0.0,0.0,2.2
61,Matt BreidaBUF,2.8,11.5,0.1,0.6,4.4,0.0,0.1,2.1
62,Jaret PattersonWAS,3.3,13.2,0.1,0.3,2.0,0.0,0.0,2.0
63,Derrick GoreKC,2.8,10.0,0.1,0.3,3.0,0.0,0.0,1.9
64,DeeJay DallasSEA,2.0,7.0,0.1,1.0,8.0,0.0,0.0,1.8
65,Jerick McKinnonKC,1.2,6.5,0.1,0.9,6.9,0.0,0.0,1.8
66,Chris EvansCIN,1.0,3.3,0.0,1.0,8.9,0.1,0.0,1.7
67,Tavien FeasterARI,0.0,9.5,0.1,0.7,3.1,0.0,0.0,1.7
68,Jalen RichardLV,0.7,2.9,0.0,1.3,10.6,0.0,0.0,1.5
69,Qadree OllisonATL,2.1,7.7,0.1,0.4,2.9,0.0,0.0,1.5
70,Patrick RicardBAL,0.3,0.7,0.0,1.0,8.3,0.1,0.0,1.4
71,Kalen BallagePIT,1.9,5.6,0.1,0.6,3.8,0.0,0.0,1.3
72,Elijhaa PennyNYG,1.3,6.7,0.1,0.2,1.6,0.0,0.0,1.2
73,Tarik CohenCHI,1.7,6.7,0.0,0.7,4.7,0.0,0.0,1.1
74,C.J. HamMIN,0.5,2.0,0.0,0.9,6.9,0.0,0.0,1.1
75,Patrick LairdMIA,1.0,3.0,0.0,0.6,4.4,0.0,0.0,0.9
76,Dwayne WashingtonNO,1.2,5.2,0.0,0.3,3.1,0.0,0.0,0.9
77,Corey ClementDAL,1.8,6.4,0.0,0.3,1.6,0.0,0.0,0.9
78,Keith SmithATL,0.9,2.5,0.0,0.6,4.6,0.0,0.0,0.8
79,Benny Snell Jr.PIT,1.4,4.9,0.0,0.2,1.4,0.0,0.0,0.8
80,Dare OgunbowaleJAC,0.9,3.4,0.0,0.4,3.0,0.0,0.0,0.7
81,Kene NwangwuMIN,0.6,3.9,0.0,0.2,1.7,0.0,0.0,0.7
82,Ke'Shawn VaughnTB,1.6,6.0,0.0,0.1,1.0,0.0,0.0,0.7
83,Godwin IgwebuikeDET,0.9,3.6,0.0,0.1,1.3,0.0,0.0,0.7
84,Alex Armah Jr.WAS,0.7,2.0,0.0,0.3,1.8,0.0,0.0,0.6
85,Trenton CannonSF,1.3,2.0,0.0,0.3,3.2,0.0,0.0,0.5
86,Deon JacksonIND,0.2,1.8,0.0,0.4,2.2,0.0,0.0,0.5
87,Taiwan JonesBUF,0.5,2.1,0.0,0.2,2.3,0.0,0.0,0.5
88,Ryan NallCHI,0.3,0.9,0.0,0.3,3.3,0.0,0.0,0.5
89,Johnny StantonCLE,0.7,3.0,0.0,0.2,2.0,0.0,0.0,0.5
90,Andy JanovichCLE,0.5,0.4,0.0,0.2,1.9,0.0,0.0,0.5
91,Gary BrightwellNYG,0.5,2.5,0.0,0.1,1.0,0.0,0.0,0.4
92,Jakob JohnsonNE,0.2,0.4,0.0,0.4,3.4,0.0,0.0,0.4
93,Reggie GilliamBUF,0.5,2.0,0.0,0.1,2.0,0.0,0.0,0.4
94,Giovanni RicciCAR,0.0,0.0,0.0,0.3,4.0,0.0,0.0,0.4
95,Michael BurtonKC,0.6,1.3,0.0,0.2,1.2,0.0,0.0,0.3
96,Tory CarterTEN,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.3
97,Nick BawdenNYJ,0.1,0.2,0.0,0.2,1.3,0.0,0.0,0.2
98,Nick BelloreSEA,0.3,0.7,0.0,0.1,1.1,0.0,0.0,0.2
99,Derek WattPIT,0.2,0.8,0.0,0.2,1.0,0.0,0.0,0.2
100,Cullen GillaspiaNYG,0.1,0.0,0.0,0.1,0.6,0.0,0.0,0.1
