,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
0,Dalvin CookMIN,20.3,97.8,0.8,3.5,30.2,0.1,0.1,18.0
1,Alvin KamaraNO,14.0,66.2,0.7,5.3,48.1,0.2,0.1,16.4
2,Nick ChubbCLE,16.7,82.6,0.7,1.8,14.8,0.1,0.1,13.9
3,Antonio GibsonWAS,16.9,71.2,0.7,2.8,22.0,0.1,0.1,13.7
4,Jonathan TaylorIND,16.4,73.4,0.7,2.3,19.6,0.1,0.1,13.6
5,Najee HarrisPIT,16.7,71.6,0.5,3.1,24.3,0.1,0.1,12.7
6,Austin EkelerLAC,12.3,51.7,0.2,5.6,43.0,0.3,0.1,12.4
7,Ezekiel ElliottDAL,15.7,62.5,0.6,3.3,24.7,0.1,0.1,12.4
8,Saquon BarkleyNYG,13.2,60.0,0.6,2.9,23.3,0.1,0.1,12.1
9,David MontgomeryCHI,16.2,63.6,0.4,3.2,23.9,0.1,0.1,11.5
10,Josh JacobsLV,15.5,61.4,0.6,2.0,15.8,0.0,0.1,11.2
11,Ty'Son WilliamsBAL,14.4,64.3,0.6,1.5,11.1,0.0,0.1,11.2
12,Mike DavisATL,15.3,58.4,0.5,2.9,20.5,0.1,0.1,11.1
13,Damien HarrisNE,15.6,71.3,0.4,0.8,7.2,0.0,0.1,10.4
14,Melvin Gordon IIIDEN,12.1,54.4,0.6,2.2,14.1,0.0,0.1,10.4
15,Myles GaskinMIA,12.3,52.2,0.4,3.8,24.4,0.1,0.1,10.1
16,D'Andre SwiftDET,10.8,47.7,0.3,3.8,30.4,0.1,0.1,9.8
17,Javonte WilliamsDEN,11.3,44.9,0.3,1.6,13.7,0.0,0.1,7.9
18,Devin SingletaryBUF,12.0,48.4,0.2,2.3,15.8,0.1,0.1,7.8
19,Sony MichelLAR,10.7,44.4,0.3,1.1,9.6,0.1,0.1,7.6
20,James ConnerARI,9.1,39.2,0.2,1.6,13.1,0.0,0.1,6.6
21,Tevin ColemanNYJ,9.6,36.3,0.3,1.5,10.6,0.0,0.1,6.6
22,Jamaal WilliamsDET,8.8,33.3,0.1,2.0,14.9,0.1,0.1,5.8
23,David JohnsonHOU,7.2,27.6,0.1,2.3,18.8,0.1,0.1,5.7
24,Phillip LindsayMIA,8.0,37.2,0.2,1.2,9.1,0.0,0.0,5.7
25,J.D. McKissicWAS,4.1,17.2,0.1,3.5,24.0,0.1,0.0,5.2
26,Trey SermonSF,9.0,40.0,0.0,1.0,11.0,0.0,0.0,5.1
27,AJ DillonGB,8.8,35.4,0.2,0.7,5.5,0.0,0.1,5.0
28,Nyheim HinesIND,4.0,16.1,0.1,3.2,25.1,0.1,0.0,5.0
29,Ty JohnsonNYJ,6.8,28.9,0.1,1.6,11.2,0.0,0.1,4.9
30,Justin JacksonLAC,7.6,30.2,0.1,1.4,10.1,0.0,0.1,4.9
31,Cordarrelle PattersonATL,5.3,24.2,0.1,1.2,9.8,0.0,0.0,4.5
32,Damien WilliamsCHI,5.1,21.3,0.1,1.7,12.8,0.1,0.0,4.4
33,JaMycal HastySF,6.1,26.9,0.2,0.9,7.1,0.0,0.1,4.4
34,Michael CarterNYJ,6.5,25.1,0.1,1.4,10.2,0.0,0.1,4.4
35,Alexander MattisonMIN,6.2,26.7,0.1,0.8,7.0,0.1,0.0,4.3
36,Latavius MurrayBAL,6.0,26.8,0.1,1.0,7.1,0.0,0.0,4.3
37,Giovani BernardTB,3.3,13.5,0.1,2.5,18.6,0.1,0.0,4.2
38,Devontae BookerNYG,7.1,27.0,0.1,1.1,7.7,0.0,0.1,4.1
39,Rhamondre StevensonNE,7.4,27.9,0.2,0.4,3.9,0.0,0.0,4.1
40,Tony Jones Jr.NO,6.6,21.0,0.1,1.1,9.7,0.0,0.0,3.9
41,Matt BreidaBUF,5.4,22.4,0.1,0.9,7.6,0.1,0.1,3.7
42,Malcolm BrownMIA,6.0,21.3,0.1,1.2,8.1,0.0,0.0,3.5
43,Zack MossBUF,7.0,28.0,0.0,1.0,6.0,0.0,0.0,3.4
44,Darrel WilliamsKC,4.1,16.6,0.1,1.0,7.9,0.0,0.0,3.3
45,Rashaad PennySEA,4.5,19.4,0.1,0.7,5.8,0.0,0.0,3.2
46,Samaje PerineCIN,4.0,17.5,0.1,0.8,5.4,0.0,0.0,3.0
47,Salvon AhmedMIA,3.6,16.2,0.1,0.7,6.0,0.0,0.0,2.9
48,Kyle JuszczykSF,0.9,3.2,0.0,1.5,16.4,0.1,0.0,2.9
49,Marlon MackIND,3.9,16.9,0.1,0.6,4.8,0.0,0.0,2.9
50,Wayne Gallman Jr.MIN,6.5,25.5,0.0,0.5,3.0,0.0,0.0,2.9
51,Elijah MitchellSF,3.2,14.6,0.1,0.5,5.2,0.0,0.0,2.7
52,Chuba HubbardCAR,3.7,13.2,0.1,0.5,4.5,0.0,0.0,2.5
53,DeeJay DallasSEA,2.6,8.5,0.1,1.1,8.4,0.1,0.0,2.4
54,Benny Snell Jr.PIT,3.8,15.7,0.1,0.3,2.9,0.0,0.0,2.4
