,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
55,Rex BurkheadHOU,1.6,9.6,0.1,0.7,6.4,0.0,0.0,2.3
56,Kenneth GainwellPHI,2.7,11.5,0.1,0.5,4.0,0.0,0.0,2.0
57,Ty MontgomeryNO,0.5,3.1,0.0,1.5,12.3,0.1,0.0,1.9
58,Jerick McKinnonKC,2.1,7.5,0.0,0.9,7.1,0.0,0.0,1.9
59,Jaret PattersonWAS,2.5,10.5,0.1,0.3,2.2,0.0,0.0,1.8
60,Devonta FreemanBAL,1.4,5.9,0.0,0.7,4.9,0.0,0.0,1.6
61,Kalen BallagePIT,1.4,7.5,0.1,0.7,4.5,0.0,0.0,1.5
62,Travis HomerSEA,1.7,6.4,0.0,0.5,4.5,0.0,0.0,1.5
63,Larry Rountree IIILAC,1.9,7.3,0.1,0.4,3.0,0.0,0.0,1.4
64,Gary BrightwellNYG,1.7,7.5,0.1,0.3,2.9,0.0,0.0,1.4
65,Dare OgunbowaleJAC,0.4,4.1,0.0,0.7,6.4,0.0,0.0,1.3
66,Brandon BoldenNE,0.8,3.8,0.1,0.3,4.3,0.0,0.0,1.3
67,Jake FunkLAR,1.1,6.5,0.0,0.3,2.6,0.0,0.0,1.3
68,Damarea CrockettDEN,1.1,6.5,0.0,0.3,2.0,0.0,0.0,1.1
69,Mekhi SargentJAC,1.6,6.7,0.0,0.2,1.9,0.0,0.0,1.1
70,C.J. HamMIN,0.4,0.9,0.0,0.7,6.8,0.0,0.0,1.1
71,Chris EvansCIN,0.8,4.5,0.0,0.4,2.7,0.0,0.0,1.0
72,Trenton CannonSF,1.4,4.7,0.0,0.5,3.7,0.0,0.0,1.0
73,Patrick RicardBAL,0.1,0.1,0.0,0.8,5.6,0.1,0.0,0.9
74,Royce FreemanHOU,1.2,5.2,0.0,0.2,1.3,0.0,0.0,0.8
75,Dwayne WashingtonNO,0.9,2.7,0.0,0.4,3.9,0.0,0.0,0.8
76,Trayveon WilliamsCIN,0.9,3.7,0.0,0.2,1.6,0.0,0.0,0.7
77,Keith SmithATL,0.4,1.0,0.0,0.5,4.4,0.0,0.0,0.6
78,Trey RagasLV,0.0,1.9,0.0,0.3,2.5,0.0,0.0,0.6
79,Demetric FeltonCLE,0.5,2.9,0.0,0.1,0.8,0.0,0.0,0.6
80,Jonathan WilliamsWAS,0.7,2.9,0.0,0.2,1.2,0.0,0.0,0.6
81,D'Ernest JohnsonCLE,0.8,3.5,0.0,0.1,1.1,0.0,0.0,0.6
82,Godwin IgwebuikeDET,0.6,2.4,0.0,0.2,2.0,0.0,0.0,0.5
83,Peyton BarberLV,0.7,3.0,0.0,0.2,1.2,0.0,0.0,0.5
84,Ameer AbdullahCAR,0.1,2.8,0.0,0.2,1.4,0.0,0.0,0.5
85,Derek WattPIT,0.3,1.4,0.0,0.1,1.0,0.0,0.0,0.5
86,Ryquell ArmsteadJAC,0.5,2.4,0.0,0.2,1.3,0.0,0.0,0.5
87,Andy JanovichCLE,0.2,0.3,0.0,0.3,2.6,0.0,0.0,0.5
88,Jakob JohnsonNE,0.0,0.1,0.0,0.3,2.5,0.0,0.0,0.5
89,Khari BlasingameTEN,0.4,1.2,0.0,0.3,2.4,0.0,0.0,0.5
90,Corey ClementDAL,0.5,2.3,0.0,0.2,1.1,0.0,0.0,0.4
91,Ke'Shawn VaughnTB,0.9,3.6,0.0,0.1,0.8,0.0,0.0,0.4
92,Gabe NabersLAC,0.2,0.5,0.0,0.2,1.4,0.0,0.0,0.4
93,Michael BurtonKC,0.2,0.8,0.0,0.2,1.9,0.0,0.0,0.4
94,Khalil HerbertCHI,0.1,1.7,0.0,0.2,1.1,0.0,0.0,0.4
95,Kene NwangwuMIN,0.2,1.0,0.0,0.2,2.5,0.0,0.0,0.4
96,Taiwan JonesBUF,0.2,0.9,0.0,0.2,1.7,0.0,0.0,0.3
97,Jalen RichardLV,0.4,1.5,0.0,0.1,1.0,0.0,0.0,0.3
98,Gerrid DoaksMIA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2
99,Nick BelloreSEA,0.1,0.2,0.0,0.1,1.2,0.0,0.0,0.2
100,Elijhaa PennyNYG,0.0,0.1,0.0,0.2,1.1,0.0,0.0,0.2
101,Cullen GillaspiaNYG,0.1,0.3,0.0,0.1,0.8,0.0,0.0,0.1
102,Reggie GilliamBUF,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
103,Scottie PhillipsHOU,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
104,Devine OzigboNE,0.1,0.4,0.0,0.1,0.4,0.0,0.0,0.1
105,Trey EdmundsPIT,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1
106,Adrian Killins Jr.DEN,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1
107,Austin WalterNYJ,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1
108,Dontrell HilliardTEN,0.1,0.2,0.0,0.1,0.3,0.0,0.0,0.1
109,Antonio WilliamsNYG,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0
110,Joshua KelleyLAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Dexter WilliamsCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Alex Armah Jr.WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Nate McCraryBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Anthony McFarland Jr.PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Alex CollinsSEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,La'Mical PerineNYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Patrick Taylor Jr.GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Derrick GoreKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,J.J. TaylorNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Mike BooneDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Caleb HuntleyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Tarik CohenCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,JaQuan HardyDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Eno BenjaminARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Giovanni RicciCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Duke Johnson Jr.MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Jermar JeffersonDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
