,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
0,Alvin KamaraNO,18.3,79.2,0.6,4.3,35.9,0.3,0.1,16.5
1,Alexander MattisonMIN,18.3,79.3,0.6,2.5,24.3,0.1,0.1,14.6
2,Austin EkelerLAC,13.8,59.1,0.4,4.9,42.1,0.3,0.1,14.3
3,Ezekiel ElliottDAL,16.8,74.2,0.7,2.4,20.1,0.1,0.1,14.1
4,Saquon BarkleyNYG,15.0,65.9,0.5,4.2,32.4,0.2,0.1,13.8
5,Nick ChubbCLE,16.1,83.7,0.7,1.6,11.4,0.0,0.1,13.4
6,Damien WilliamsCHI,14.9,64.6,0.6,3.3,24.4,0.1,0.1,13.0
7,Najee HarrisPIT,15.8,58.2,0.4,4.8,35.6,0.2,0.1,12.8
8,Damien HarrisNE,17.0,76.8,0.6,1.3,11.4,0.0,0.1,12.3
9,D'Andre SwiftDET,10.6,44.9,0.3,5.2,43.3,0.3,0.1,12.2
10,Jonathan TaylorIND,14.8,66.7,0.5,2.5,19.9,0.1,0.1,12.0
11,Josh JacobsLV,15.5,61.1,0.6,1.9,14.5,0.0,0.1,11.3
12,Alex CollinsSEA,13.3,56.9,0.6,1.7,13.8,0.1,0.1,11.1
13,Antonio GibsonWAS,14.9,59.2,0.5,2.2,18.9,0.1,0.1,11.0
14,Cordarrelle PattersonATL,6.9,29.1,0.2,4.4,43.4,0.4,0.1,10.4
15,Chuba HubbardCAR,14.6,58.2,0.4,2.2,17.1,0.1,0.1,10.1
16,Dalvin CookMIN,10.0,46.5,0.5,1.5,14.0,0.2,0.0,10.0
17,Mike DavisATL,13.1,48.3,0.4,3.2,22.6,0.1,0.1,9.9
18,Melvin Gordon IIIDEN,12.3,52.8,0.5,2.1,14.9,0.1,0.1,9.9
19,Latavius MurrayBAL,14.2,56.6,0.6,1.0,7.3,0.0,0.1,9.9
20,Zack MossBUF,11.1,47.8,0.5,1.4,11.2,0.1,0.1,9.5
21,Michael CarterNYJ,12.4,50.3,0.3,2.0,15.8,0.1,0.1,8.7
22,James ConnerARI,12.3,46.9,0.5,1.0,8.0,0.0,0.1,8.2
23,Elijah MitchellSF,10.0,47.6,0.3,1.4,12.1,0.0,0.1,8.1
24,Jamaal WilliamsDET,9.9,41.5,0.2,2.7,19.3,0.1,0.1,7.7
25,Javonte WilliamsDEN,10.5,42.8,0.2,2.0,15.9,0.1,0.1,7.5
26,Devin SingletaryBUF,9.8,45.6,0.2,1.8,13.3,0.1,0.1,7.4
27,Myles GaskinMIA,8.4,31.7,0.1,2.9,21.3,0.1,0.1,6.5
28,Trey SermonSF,8.3,35.8,0.2,1.0,8.9,0.0,0.0,5.8
29,Nyheim HinesIND,4.9,18.5,0.1,3.4,27.1,0.1,0.1,5.7
30,Kenneth GainwellPHI,4.9,21.1,0.1,2.6,22.7,0.1,0.0,5.7
31,David JohnsonHOU,5.6,22.7,0.1,2.5,20.3,0.1,0.0,5.5
32,J.D. McKissicWAS,4.3,15.8,0.1,3.5,26.5,0.1,0.1,5.3
33,Brandon BoldenNE,4.1,16.8,0.2,2.4,20.7,0.1,0.0,5.2
34,AJ DillonGB,7.3,31.7,0.1,0.9,7.6,0.0,0.1,4.7
35,Samaje PerineCIN,7.4,27.9,0.2,0.9,7.2,0.0,0.0,4.6
36,Darrel WilliamsKC,5.6,20.6,0.2,1.0,8.0,0.1,0.0,4.5
37,Sony MichelLAR,6.6,28.0,0.2,0.6,5.6,0.0,0.0,4.4
38,Malcolm BrownMIA,6.9,25.0,0.2,0.9,6.4,0.0,0.1,4.4
39,Ty JohnsonNYJ,4.8,19.7,0.1,1.5,11.9,0.1,0.1,4.0
40,Ameer AbdullahCAR,4.7,18.8,0.1,1.1,9.2,0.1,0.1,4.0
41,Phillip LindsayMIA,5.6,23.4,0.1,0.9,6.2,0.0,0.0,3.6
42,Larry Rountree IIILAC,5.5,19.9,0.1,0.9,7.0,0.0,0.0,3.3
43,Travis HomerSEA,4.0,15.2,0.0,1.4,11.5,0.1,0.0,3.3
44,Ty'Son WilliamsBAL,3.7,16.3,0.1,0.8,7.3,0.1,0.1,3.2
45,Wayne Gallman Jr.MIN,4.7,20.0,0.1,0.5,3.5,0.0,0.0,3.2
46,Khalil HerbertCHI,4.4,16.6,0.1,0.9,7.2,0.0,0.0,3.1
47,Giovani BernardTB,1.0,5.2,0.0,2.1,16.0,0.1,0.0,3.0
48,Kyle JuszczykSF,0.8,3.0,0.0,2.0,19.0,0.1,0.0,2.9
49,Ty MontgomeryNO,2.5,8.8,0.0,1.3,12.7,0.1,0.0,2.8
50,Royce FreemanHOU,4.2,16.0,0.1,0.6,3.8,0.0,0.0,2.7
51,Devine OzigboNE,2.7,8.9,0.1,1.0,9.1,0.1,0.0,2.6
52,Mike BooneDEN,4.0,18.9,0.1,0.1,0.7,0.0,0.0,2.6
53,Salvon AhmedMIA,2.9,11.7,0.1,1.1,8.0,0.0,0.0,2.5
54,Rhamondre StevensonNE,2.6,11.9,0.1,0.7,5.5,0.0,0.0,2.4
55,Tevin ColemanNYJ,3.9,15.3,0.1,0.4,3.4,0.0,0.0,2.4
56,Marlon MackIND,3.1,14.9,0.1,0.4,3.3,0.0,0.0,2.3
57,J.J. TaylorNE,1.9,9.0,0.1,0.8,7.0,0.1,0.0,2.2
58,Demetric FeltonCLE,1.2,4.6,0.0,1.1,10.4,0.1,0.0,2.0
59,DeeJay DallasSEA,2.2,8.7,0.1,0.5,3.8,0.0,0.0,1.8
60,C.J. HamMIN,1.3,4.7,0.0,0.7,6.9,0.1,0.0,1.7
61,Chris EvansCIN,2.2,8.0,0.0,0.7,5.2,0.0,0.0,1.7
62,Devonta FreemanBAL,2.4,9.4,0.0,0.4,3.5,0.0,0.0,1.7
63,Dwayne WashingtonNO,2.7,9.4,0.0,0.6,4.6,0.0,0.0,1.6
64,Jalen RichardLV,1.7,5.3,0.0,0.7,6.1,0.0,0.0,1.6
65,Gary BrightwellNYG,1.6,5.7,0.0,0.5,4.3,0.0,0.0,1.5
66,Patrick RicardBAL,0.2,0.4,0.0,1.1,9.2,0.1,0.0,1.5
67,Devontae BookerNYG,1.8,7.5,0.1,0.5,3.3,0.0,0.0,1.5
68,Dare OgunbowaleJAC,1.5,6.0,0.1,0.5,4.2,0.0,0.0,1.4
69,Eno BenjaminARI,1.0,6.7,0.1,0.3,2.2,0.0,0.0,1.3
70,Anthony McFarland Jr.PIT,1.3,5.4,0.0,0.6,4.0,0.0,0.0,1.2
71,Jake FunkLAR,1.2,5.9,0.1,0.3,2.6,0.0,0.0,1.2
72,Keith SmithATL,0.8,3.0,0.0,0.7,6.0,0.0,0.0,1.2
73,Benny Snell Jr.PIT,1.7,6.6,0.0,0.2,1.7,0.0,0.0,1.1
74,Peyton BarberLV,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.1
75,Joshua KelleyLAC,1.8,7.3,0.0,0.3,1.8,0.0,0.0,1.1
76,Jaret PattersonWAS,1.2,4.7,0.0,0.3,2.8,0.0,0.0,1.0
77,Rex BurkheadHOU,0.6,2.0,0.0,0.9,7.0,0.0,0.0,0.9
78,Jerick McKinnonKC,1.0,3.9,0.0,0.4,3.4,0.0,0.0,0.9
79,Damarea CrockettDEN,0.8,4.4,0.0,0.3,2.5,0.0,0.0,0.8
80,Corey ClementDAL,1.2,4.3,0.0,0.2,1.5,0.0,0.0,0.8
81,Kalen BallagePIT,1.1,3.5,0.0,0.3,1.7,0.0,0.0,0.8
82,Trenton CannonSF,0.9,2.3,0.0,0.5,3.3,0.0,0.0,0.7
83,Ryan NallCHI,0.0,1.9,0.0,0.5,4.1,0.0,0.0,0.7
84,Alex Armah Jr.WAS,1.0,2.7,0.0,0.4,2.9,0.0,0.0,0.7
85,Tory CarterTEN,1.2,5.0,0.0,0.2,2.0,0.0,0.0,0.7
86,Taiwan JonesBUF,0.6,2.4,0.0,0.2,2.6,0.0,0.0,0.6
87,Derek WattPIT,0.6,1.3,0.0,0.2,1.2,0.0,0.0,0.5
88,Jakob JohnsonNE,0.1,0.1,0.0,0.3,2.1,0.0,0.0,0.4
89,Elijhaa PennyNYG,1.0,3.1,0.0,0.1,0.7,0.0,0.0,0.4
90,D'Ernest JohnsonCLE,0.7,1.5,0.0,0.2,2.2,0.0,0.0,0.4
91,Gabe NabersLAC,0.8,1.6,0.0,0.2,1.7,0.0,0.0,0.4
92,Nick BelloreSEA,0.5,1.1,0.0,0.2,2.4,0.0,0.0,0.4
93,Buddy HowellLAR,0.7,2.0,0.0,0.1,2.0,0.0,0.0,0.4
94,Cullen GillaspiaNYG,0.5,2.0,0.0,0.2,2.0,0.0,0.0,0.4
95,Andy JanovichCLE,0.3,0.1,0.0,0.2,1.6,0.0,0.0,0.4
96,Michael BurtonKC,0.1,0.5,0.0,0.3,2.2,0.0,0.0,0.4
97,Giovanni RicciCAR,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.3
98,Reggie GilliamBUF,0.1,0.0,0.0,0.2,2.0,0.0,0.0,0.2
99,Godwin IgwebuikeDET,0.6,1.0,0.0,0.1,1.0,0.0,0.0,0.2
100,Khari BlasingameTEN,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.2
