,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
38,Devontae BookerNYG,9.3,37.8,0.1,1.8,12.6,0.0,0.0,6.1
39,Patrick Taylor Jr.GB,11.8,39.3,0.2,1.2,9.2,0.0,0.1,6.1
40,Justin JacksonLAC,7.4,33.0,0.2,1.4,11.5,0.0,0.0,5.7
41,Latavius MurrayBAL,8.6,32.9,0.2,0.9,6.4,0.0,0.0,5.3
42,D'Ernest JohnsonCLE,6.7,25.7,0.1,1.6,12.2,0.1,0.0,4.8
43,Cam AkersLAR,4.2,27.3,0.2,1.1,9.2,0.0,0.0,4.8
44,Ameer AbdullahCAR,4.5,17.1,0.1,2.9,22.0,0.1,0.0,4.8
45,Tevin ColemanNYJ,6.8,28.5,0.2,0.9,7.4,0.0,0.1,4.6
46,Corey ClementDAL,7.4,26.3,0.1,1.2,7.9,0.0,0.0,4.4
47,David JohnsonHOU,5.4,20.3,0.1,1.8,14.6,0.1,0.0,4.4
48,Myles GaskinMIA,5.7,23.8,0.1,1.6,11.4,0.0,0.0,4.4
49,Matt BreidaBUF,0.0,25.0,0.2,1.1,9.6,0.0,0.1,4.3
50,Jaret PattersonWAS,7.0,28.0,0.1,1.1,7.0,0.0,0.0,4.3
51,Ryquell ArmsteadJAC,7.4,26.1,0.1,0.9,8.3,0.0,0.0,4.2
52,Derrick GoreKC,5.7,24.2,0.2,0.9,7.5,0.0,0.1,4.1
53,Brandon BoldenNE,2.0,8.3,0.0,2.6,22.2,0.1,0.0,3.9
54,Alexander MattisonMIN,4.7,20.0,0.1,1.2,9.8,0.1,0.0,3.9
55,Nyheim HinesIND,3.0,12.7,0.1,1.9,16.4,0.1,0.0,3.9
56,Zack MossBUF,4.9,18.9,0.1,0.9,7.3,0.1,0.0,3.7
57,Peyton BarberLV,4.9,19.3,0.1,1.0,8.0,0.0,0.0,3.6
58,Ty JohnsonNYJ,3.6,14.6,0.0,2.0,16.5,0.1,0.0,3.6
59,JaQuan HardyDAL,3.8,15.6,0.1,1.0,8.6,0.1,0.0,3.4
60,Craig ReynoldsDET,5.0,19.7,0.1,0.9,6.7,0.0,0.0,3.3
61,Chris EvansCIN,5.4,18.2,0.1,1.1,8.3,0.0,0.0,3.3
62,DeeJay DallasSEA,2.6,10.8,0.1,1.1,8.4,0.1,0.0,2.8
63,La'Mical PerineNYJ,0.0,16.3,0.1,0.5,2.3,0.0,0.0,2.7
64,Salvon AhmedMIA,0.0,16.2,0.1,0.6,3.7,0.0,0.0,2.6
65,Trayveon WilliamsCIN,3.9,17.5,0.1,0.4,3.2,0.0,0.0,2.6
66,Phillip LindsayMIA,4.0,16.6,0.1,0.4,2.8,0.0,0.0,2.6
67,Austin WalterNYJ,2.9,14.9,0.1,0.5,3.4,0.0,0.0,2.5
68,Royce FreemanHOU,3.8,15.5,0.0,0.7,5.1,0.0,0.0,2.4
69,Alex CollinsSEA,3.3,13.7,0.1,0.5,3.7,0.0,0.0,2.4
70,Jonathan WilliamsWAS,1.6,9.2,0.1,1.0,8.7,0.0,0.0,2.4
71,Kyle JuszczykSF,0.5,1.6,0.0,1.5,14.8,0.1,0.0,2.2
72,Khalil HerbertCHI,2.9,12.0,0.1,0.6,4.8,0.0,0.0,2.2
73,Jeff Wilson Jr.SF,2.2,11.2,0.1,0.6,5.5,0.0,0.0,2.1
74,J.J. TaylorNE,0.0,12.8,0.1,0.4,1.6,0.0,0.0,2.1
75,Travis HomerSEA,2.6,11.0,0.1,0.7,5.4,0.0,0.0,2.1
76,Eno BenjaminARI,3.0,10.5,0.1,0.4,3.7,0.0,0.0,2.0
77,Qadree OllisonATL,2.4,11.0,0.1,0.4,3.1,0.0,0.0,1.9
78,JaMycal HastySF,1.4,5.7,0.0,1.3,9.8,0.0,0.0,1.8
79,Jerick McKinnonKC,1.3,6.5,0.1,0.9,6.4,0.0,0.0,1.8
80,Damien WilliamsCHI,1.5,6.8,0.1,0.8,5.4,0.0,0.0,1.7
81,Demetric FeltonCLE,1.9,6.1,0.1,0.6,5.5,0.0,0.0,1.6
82,Kenjon BarnerTB,1.7,6.9,0.1,0.6,3.9,0.0,0.0,1.6
83,Joshua KelleyLAC,1.8,9.3,0.1,0.4,2.5,0.0,0.0,1.6
84,Ito SmithDAL,1.8,7.3,0.1,0.7,4.3,0.0,0.0,1.6
85,Jalen RichardLV,0.9,3.9,0.0,1.1,8.8,0.0,0.0,1.6
86,Benny Snell Jr.PIT,2.4,9.3,0.0,0.4,2.6,0.0,0.0,1.5
87,Buddy HowellLAR,1.8,7.5,0.1,0.2,1.2,0.0,0.0,1.4
88,Ty MontgomeryNO,0.0,3.8,0.1,0.5,6.6,0.0,0.0,1.3
89,Jake FunkLAR,1.8,5.3,0.1,0.2,1.4,0.0,0.0,1.1
90,Kene NwangwuMIN,1.8,7.2,0.0,0.2,2.5,0.0,0.0,1.1
91,Adam PrenticeNO,0.1,0.0,0.0,0.9,10.0,0.0,0.0,1.0
92,Reggie BonnafonWAS,0.9,5.0,0.0,0.5,5.0,0.0,0.0,1.0
93,C.J. HamMIN,0.4,1.7,0.0,0.7,5.8,0.0,0.0,1.0
94,Elijhaa PennyNYG,1.6,5.4,0.0,0.3,2.2,0.0,0.0,0.9
95,Mekhi SargentJAC,0.7,5.2,0.0,0.2,1.8,0.0,0.0,0.9
96,Tony Jones Jr.NO,0.8,5.0,0.0,0.3,2.2,0.0,0.0,0.9
97,Josh JohnsonBAL,1.2,5.0,0.0,0.3,3.0,0.0,0.0,0.8
98,Mike BooneDEN,0.7,4.8,0.0,0.2,1.3,0.0,0.0,0.8
99,Trey EdmundsPIT,0.0,5.1,0.0,0.2,0.7,0.0,0.0,0.7
100,Patrick RicardBAL,0.0,1.5,0.0,0.5,2.8,0.0,0.0,0.6
101,Ty'Son WilliamsBAL,0.2,2.5,0.0,0.2,1.6,0.0,0.0,0.6
102,Taiwan JonesBUF,0.0,1.7,0.0,0.3,2.9,0.0,0.0,0.6
103,Deon JacksonIND,1.1,3.0,0.0,0.2,1.2,0.0,0.0,0.5
104,Nathan CottrellJAC,0.7,3.0,0.0,0.2,2.0,0.0,0.0,0.5
105,Kalen BallagePIT,0.8,3.1,0.0,0.2,0.8,0.0,0.0,0.5
106,Keith SmithATL,0.3,1.8,0.0,0.3,2.2,0.0,0.0,0.5
107,Godwin IgwebuikeDET,0.5,2.0,0.0,0.2,2.0,0.0,0.0,0.4
108,Michael BurtonKC,0.4,2.4,0.0,0.2,0.6,0.0,0.0,0.4
109,Damarea CrockettDEN,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.3
110,Larry Rountree IIILAC,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3
111,Khari BlasingameTEN,0.1,1.5,0.0,0.1,0.5,0.0,0.0,0.3
112,Andy JanovichCLE,0.1,0.3,0.0,0.2,1.5,0.0,0.0,0.3
113,Nick BawdenNYJ,0.0,1.0,0.0,0.3,0.7,0.0,0.0,0.2
114,Gabe NabersLAC,0.0,0.7,0.0,0.2,1.1,0.0,0.0,0.2
115,Jakob JohnsonNE,0.0,0.8,0.0,0.2,0.6,0.0,0.0,0.2
116,Derek WattPIT,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.2
117,Cullen GillaspiaNYG,0.0,0.6,0.0,0.1,0.3,0.0,0.0,0.2
118,Dwayne WashingtonNO,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.1
119,Nick BelloreSEA,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.1
120,Reggie GilliamBUF,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Giovanni RicciCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
