player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week,year
Diontae Spencer,WR,DEN,1,4,4,5,0,0,0,0,-2.0,-50.0,13,2011
Amari Cooper,WR,DAL,1,24,24,34,0,8,8,8,4.1,17.1,13,2011
DeVante Parker,WR,MIA,1,49,49,71,0,10,10,10,6.2,12.7,13,2011
Tevin Coleman,RB,NYJ,1,23,23,39,48,17,61,65,7.7,33.5,13,2011
Taylor Heinicke,QB,WAS,1,67,67,100,4,0,49,49,15.8,23.6,13,2011
Mike Davis,RB,ATL,1,38,38,54,11,11,21,21,12.9,33.9,13,2011
Nelson Agholor,WR,NE,1,25,25,49,4,4,4,8,0.6,2.4,13,2011
Tyler Lockett,WR,SEA,1,59,59,84,0,14,12,14,12.8,21.7,13,2011
Breshad Perriman,WR,TB,1,59,59,84,0,5,2,5,0.5,0.8,13,2011
Jamison Crowder,WR,NYJ,1,46,46,78,0,13,9,13,6.2,13.5,13,2011
Ty Montgomery,RB,NO,1,36,36,51,11,19,22,31,3.0,8.3,13,2011
Stefon Diggs,WR,BUF,1,55,55,95,0,13,7,13,5.1,9.3,13,2011
C.J. Uzomah,TE,CIN,1,66,66,87,0,9,5,9,2.0,3.0,13,2011
DeAndre Carter,WR,WAS,1,49,49,73,0,2,2,2,0.6,1.2,13,2011
James O'Shaughnessy,TE,JAC,1,39,39,67,0,15,5,15,1.3,3.3,13,2011
Chris Conley,WR,HOU,1,30,30,58,0,13,0,13,0.0,0.0,13,2011
Michael Burton,RB,KC,1,7,7,12,14,0,14,14,0.3,4.3,13,2011
Damiere Byrd,WR,CHI,1,65,65,86,0,11,5,11,3.6,5.5,13,2011
Eric Tomlinson,TE,BAL,1,25,25,34,0,0,0,0,0.0,0.0,13,2011
Adam Humphries,WR,WAS,1,34,34,51,0,15,12,15,3.8,11.2,13,2011
Laquon Treadwell,WR,JAC,1,55,55,95,0,9,7,9,6.2,11.3,13,2011
Ezekiel Elliott,RB,DAL,1,45,45,64,29,7,33,36,4.7,10.4,13,2011
Jared Goff,QB,DET,1,72,72,100,3,0,60,60,20.9,29.0,13,2011
Carson Wentz,QB,IND,1,62,62,86,5,0,40,40,11.1,17.9,13,2011
Tyler Boyd,WR,CIN,1,57,57,75,0,12,9,12,8.5,14.9,13,2011
Devontae Booker,RB,NYG,1,23,23,35,26,17,43,43,5.4,23.5,13,2011
Pharoh Cooper,WR,NYG,1,27,27,42,0,11,7,11,2.1,7.8,13,2011
Tajae Sharpe,WR,ATL,1,54,54,76,0,9,6,9,1.0,1.9,13,2011
Dak Prescott,QB,DAL,1,70,70,100,4,0,61,61,12.2,17.4,13,2011
Tyler Higbee,TE,LAR,1,63,63,93,0,10,8,10,4.8,7.6,13,2011
Kenyan Drake,RB,LV,1,7,7,12,14,29,29,43,0.8,11.4,13,2011
Nick Vannett,TE,NO,1,42,42,60,0,10,7,10,4.8,11.4,13,2011
Demarcus Robinson,WR,KC,1,31,31,54,0,6,6,6,2.1,6.8,13,2011
Wendell Smallwood,RB,WAS,1,5,5,7,20,40,60,60,2.5,50.0,13,2011
Jakeem Grant Sr.,WR,CHI,1,48,48,63,0,15,10,15,12.2,25.4,13,2011
Stephen Anderson,TE,LAC,1,22,22,34,0,0,0,0,0.0,0.0,13,2011
Derek Watt,RB,PIT,1,6,6,10,0,0,0,0,0.0,0.0,13,2011
Tyreek Hill,WR,KC,1,50,50,88,0,10,4,10,2.2,4.4,13,2011
Peyton Barber,RB,LV,1,5,5,8,0,20,20,20,0.2,4.0,13,2011
Kalif Raymond,WR,DET,1,35,35,49,0,6,6,6,3.3,9.4,13,2011
Jaydon Mickens,WR,JAC,1,3,3,5,0,67,67,67,1.0,33.3,13,2011
C.J. Ham,RB,MIN,1,25,25,33,0,4,4,4,1.9,7.6,13,2011
Garrett Griffin,TE,NO,1,32,32,46,0,3,3,3,0.9,2.8,13,2011
Mike Williams,WR,LAC,1,56,56,88,0,13,9,13,11.0,19.6,13,2011
Leonard Fournette,RB,TB,1,61,61,87,21,13,33,34,15.2,24.9,13,2011
Corey Davis,WR,NYJ,1,25,25,42,0,12,8,12,1.5,6.0,13,2011
John Ross,WR,NYG,1,21,21,32,0,5,0,5,0.0,0.0,13,2011
Chris Godwin,WR,TB,1,64,64,91,2,27,25,28,15.2,23.8,13,2011
Evan Engram,TE,NYG,1,53,53,82,0,9,8,9,6.1,11.5,13,2011
Patrick Mahomes II,QB,KC,1,57,57,100,7,0,58,58,13.6,23.9,13,2011
C.J. Beathard,QB,JAC,1,1,1,2,100,0,100,100,0.2,20.0,13,2011
Joe Mixon,RB,CIN,1,50,50,66,38,2,38,40,9.4,18.8,13,2011
Samaje Perine,RB,CIN,1,26,26,34,19,8,27,27,4.1,15.8,13,2011
Jamaal Williams,RB,DET,1,34,34,47,50,3,53,53,8.0,23.5,13,2011
Zay Jones,WR,LV,1,51,51,86,0,10,6,10,2.1,4.1,13,2011
Isaiah Ford,WR,MIA,1,14,14,20,0,7,7,7,6.2,44.3,13,2011
Cooper Kupp,WR,LAR,1,64,64,94,0,16,13,16,18.9,29.5,13,2011
Curtis Samuel,WR,WAS,1,20,20,30,10,5,15,15,-0.2,-1.0,13,2011
Dede Westbrook,WR,MIN,1,32,32,42,0,6,3,6,-0.2,-0.6,13,2011
Josh Reynolds,WR,DET,1,60,60,83,0,12,7,12,6.9,11.5,13,2011
Noah Brown,WR,DAL,1,12,12,17,0,25,17,25,1.4,11.7,13,2011
James Conner,RB,ARI,1,48,48,91,42,4,46,46,17.1,35.6,13,2011
Gerald Everett,TE,SEA,1,54,54,77,0,11,7,11,-3.3,-6.1,13,2011
Jonnu Smith,TE,NE,1,39,39,76,3,3,5,5,1.1,2.8,13,2011
Austin Ekeler,RB,LAC,1,47,47,73,30,11,40,40,12.4,26.4,13,2011
Kenny Golladay,WR,NYG,1,38,38,58,0,13,8,13,3.7,9.7,13,2011
Mack Hollins,WR,MIA,1,9,9,13,0,11,11,11,6.5,72.2,13,2011
Rodney Adams,WR,CHI,1,10,10,13,0,10,0,10,0.0,0.0,13,2011
George Kittle,TE,SF,1,54,54,93,2,22,19,24,30.6,56.7,13,2011
Tim Patrick,WR,DEN,1,67,67,87,0,7,1,7,0.9,1.3,13,2011
Mo Alie-Cox,TE,IND,1,31,31,43,0,3,3,3,0.0,0.0,13,2011
Marcus Kemp,WR,KC,1,4,4,7,0,25,0,25,0.0,0.0,13,2011
Pharaoh Brown,TE,HOU,1,32,32,62,0,16,13,16,0.3,0.9,13,2011
Zach Pascal,WR,IND,1,54,54,75,2,6,4,7,1.8,3.3,13,2011
Matt Breida,RB,BUF,1,7,7,12,14,14,29,29,0.8,11.4,13,2011
Kendrick Bourne,WR,NE,1,15,15,29,7,0,7,7,0.3,2.0,13,2011
Taysom Hill,QB,NO,1,70,70,100,16,0,74,74,24.7,35.3,13,2011
Patrick Ricard,RB,BAL,1,38,38,51,0,3,3,3,0.9,2.4,13,2011
Lamar Jackson,QB,BAL,1,74,74,100,11,0,61,61,18.6,25.1,13,2011
Saquon Barkley,RB,NYG,1,49,49,75,22,18,35,41,7.4,15.1,13,2011
Ronald Jones II,RB,TB,1,2,2,3,50,50,100,100,0.2,10.0,13,2011
Royce Freeman,RB,HOU,1,22,22,42,14,5,18,18,2.1,9.5,13,2011
Myles Gaskin,RB,MIA,1,44,44,64,34,5,39,39,4.9,11.1,13,2011
Courtland Sutton,WR,DEN,1,68,68,88,0,9,3,9,1.5,2.2,13,2011
James Washington,WR,PIT,1,22,22,37,0,5,0,5,0.0,0.0,13,2011
Michael Gallup,WR,DAL,1,64,64,91,0,14,8,14,9.6,15.0,13,2011
Tre'Quan Smith,WR,NO,1,47,47,67,0,15,4,15,1.5,3.2,13,2011
Christian Kirk,WR,ARI,1,32,32,60,0,9,3,9,0.4,1.3,13,2011
Mark Andrews,TE,BAL,1,50,50,68,0,18,8,18,5.0,10.0,13,2011
Dallas Goedert,TE,PHI,1,68,68,96,0,9,9,9,22.5,33.1,13,2011
Jaylen Samuels,RB,HOU,1,8,8,15,25,13,25,38,0.2,2.5,13,2011
Mike Gesicki,TE,MIA,1,46,46,67,0,24,15,24,4.6,10.0,13,2011
Braxton Berrios,WR,NYJ,1,19,19,32,0,5,5,5,1.1,5.8,13,2011
Nyheim Hines,RB,IND,1,14,14,19,21,29,43,50,5.6,40.0,13,2011
Josh Allen,QB,BUF,1,58,58,100,10,0,62,62,11.7,20.2,13,2011
Justin Jackson,RB,LAC,1,16,16,25,38,13,50,50,2.1,13.1,13,2011
Rashaad Penny,RB,SEA,1,29,29,41,34,3,38,38,6.2,21.4,13,2011
Sony Michel,RB,LAR,1,66,66,97,36,6,41,42,18.9,28.6,13,2011
Dalton Schultz,TE,DAL,1,67,67,96,0,7,7,7,4.3,6.4,13,2011
Godwin Igwebuike,RB,DET,1,28,28,39,7,7,11,14,2.1,7.5,13,2011
Durham Smythe,TE,MIA,1,42,42,61,0,2,0,2,0.0,0.0,13,2011
Darrel Williams,RB,KC,1,26,26,46,19,12,31,31,8.0,30.8,13,2011
Noah Fant,TE,DEN,1,58,58,75,0,7,7,7,3.3,5.7,13,2011
Ray-Ray McCloud,WR,PIT,1,40,40,67,0,10,3,10,0.7,1.8,13,2011
Tyler Conklin,TE,MIN,1,72,72,95,0,13,10,13,5.6,7.8,13,2011
Russell Gage,WR,ATL,1,53,53,75,0,23,21,23,11.0,20.8,13,2011
Boston Scott,RB,PHI,1,3,3,4,0,0,0,0,0.0,0.0,13,2011
Byron Pringle,WR,KC,1,41,41,72,0,10,2,10,1.4,3.4,13,2011
Mike Boone,RB,DEN,1,17,17,22,24,6,29,29,5.4,31.8,13,2011
Trent Sherfield,WR,SF,1,57,57,98,0,9,4,9,1.6,2.8,13,2011
Jeff Wilson Jr.,RB,SF,1,2,2,3,0,0,0,0,0.0,0.0,13,2011
Will Dissly,TE,SEA,1,33,33,47,0,6,6,6,0.7,2.1,13,2011
KhaDarel Hodge,WR,DET,1,7,7,10,0,14,14,14,0.9,12.9,13,2011
Malik Turner,WR,DAL,1,18,18,26,0,6,6,6,1.0,5.6,13,2011
D.K. Metcalf,WR,SEA,1,62,62,89,0,13,8,13,6.0,9.7,13,2011
N'Keal Harry,WR,NE,1,25,25,49,0,0,0,0,-2.0,-8.0,13,2011
Marquise Brown,WR,BAL,1,64,64,86,0,11,8,11,5.5,8.6,13,2011
Damien Harris,RB,NE,1,13,13,25,77,0,77,77,17.1,131.5,13,2011
David Montgomery,RB,CHI,1,53,53,70,40,17,55,57,20.1,37.9,13,2011
Albert Okwuegbunam,TE,DEN,1,33,33,43,0,12,9,12,2.1,6.4,13,2011
Josh Jacobs,RB,LV,1,50,50,85,26,18,44,44,15.0,30.0,13,2011
Devin Singletary,RB,BUF,1,28,28,48,36,0,36,36,3.6,12.9,13,2011
Miles Sanders,RB,PHI,1,41,41,58,59,7,66,66,14.2,34.6,13,2011
T.J. Hockenson,TE,DET,1,61,61,85,0,13,7,13,10.9,17.9,13,2011
Hunter Renfrow,WR,LV,1,54,54,92,0,19,17,19,10.2,18.9,13,2011
Foster Moreau,TE,LV,1,50,50,85,0,6,2,6,3.4,6.8,13,2011
Ty Johnson,RB,NYJ,1,28,28,47,4,14,11,18,1.5,5.4,13,2011
Kendall Blanton,TE,LAR,1,10,10,15,0,20,10,20,0.6,6.0,13,2011
Terry McLaurin,WR,WAS,1,62,62,93,0,8,5,8,2.2,3.5,13,2011
Qadree Ollison,RB,ATL,1,13,13,18,15,8,23,23,1.5,11.5,13,2011
Davion Davis,WR,HOU,1,20,20,38,0,10,0,10,0.0,0.0,13,2011
Josh Oliver,TE,BAL,1,8,8,11,0,0,0,0,0.0,0.0,13,2011
Gardner Minshew II,QB,PHI,1,71,71,100,6,0,41,41,18.8,26.5,13,2011
Mecole Hardman,WR,KC,1,9,9,16,0,11,11,11,1.2,13.3,13,2011
Lil'Jordan Humphrey,WR,NO,1,30,30,43,0,7,7,7,10.9,36.3,13,2011
Kyler Murray,QB,ARI,1,53,53,100,19,0,47,47,30.8,58.1,13,2011
Benny Snell Jr.,RB,PIT,1,2,2,3,100,0,100,100,1.3,65.0,13,2011
Diontae Johnson,WR,PIT,1,57,57,95,0,19,14,19,22.5,39.5,13,2011
Travis Homer,RB,SEA,1,21,21,30,14,24,33,38,15.0,71.4,13,2011
Alexander Mattison,RB,MIN,1,65,65,86,34,5,38,38,18.4,28.3,13,2011
Stanley Morgan Jr.,WR,CIN,1,5,5,7,0,0,0,0,0.0,0.0,13,2011
Chase Claypool,WR,PIT,1,38,38,63,3,8,8,11,5.4,14.2,13,2011
Dawson Knox,TE,BUF,1,56,56,97,0,11,4,11,1.4,2.5,13,2011
Tyler Johnson,WR,TB,1,9,9,13,0,11,11,11,0.5,5.6,13,2011
Bryan Edwards,WR,LV,1,40,40,68,0,13,8,13,3.0,7.5,13,2011
Justin Herbert,QB,LAC,1,64,64,100,2,0,56,56,26.3,41.1,13,2011
Ashton Dulin,WR,IND,1,22,22,31,0,5,5,5,6.2,28.2,13,2011
Zach Gentry,TE,PIT,1,30,30,50,0,7,7,7,1.0,3.3,13,2011
Tony Pollard,RB,DAL,1,28,28,40,25,14,32,39,13.4,47.9,13,2011
Darius Slayton,WR,NYG,1,52,52,80,0,13,4,13,1.3,2.5,13,2011
Trenton Irwin,WR,CIN,1,5,5,7,0,0,0,0,0.0,0.0,13,2011
Penny Hart,WR,SEA,1,9,9,13,0,11,11,11,-0.1,-1.1,13,2011
Jeff Smith,WR,NYJ,1,15,15,25,0,0,0,0,0.0,0.0,13,2011
Donald Parham Jr.,TE,LAC,1,16,16,25,0,25,13,25,0.3,1.9,13,2011
Olamide Zaccheaus,WR,ATL,1,43,43,61,2,12,9,14,4.6,10.7,13,2011
Deonte Harty,WR,NO,1,28,28,40,4,29,18,32,15.9,56.8,13,2011
Jalen Guyton,WR,LAC,1,34,34,53,3,12,15,15,14.9,43.8,13,2011
Austin Walter,RB,NYJ,1,8,8,14,13,25,38,38,1.1,13.8,13,2011
Joe Burrow,QB,CIN,1,76,76,100,1,0,54,54,18.6,24.5,13,2011
Tua Tagovailoa,QB,MIA,1,69,69,100,3,0,62,62,17.9,25.9,13,2011
Jerry Jeudy,WR,DEN,1,56,56,73,0,11,7,11,7.7,13.8,13,2011
CeeDee Lamb,WR,DAL,1,62,62,89,2,21,13,23,12.2,19.7,13,2011
Tee Higgins,WR,CIN,1,60,60,79,0,23,15,23,19.8,33.0,13,2011
Jonathan Taylor,RB,IND,1,55,55,76,58,0,58,58,24.3,44.2,13,2011
Jalen Reagor,WR,PHI,1,48,48,68,2,2,4,4,0.7,1.5,13,2011
Laviska Shenault Jr.,WR,JAC,1,31,31,53,10,16,19,26,3.1,10.0,13,2011
DeVonta Smith,WR,PHI,1,44,44,62,0,9,5,9,1.5,3.4,13,2011
Cole Kmet,TE,CHI,1,55,55,72,0,13,5,13,4.1,7.5,13,2011
Justin Jefferson,WR,MIN,1,69,69,91,1,20,19,23,24.6,35.7,13,2011
Brandon Aiyuk,WR,SF,1,54,54,93,0,11,6,11,5.5,10.2,13,2011
Zack Moss,RB,BUF,1,24,24,41,33,13,42,46,3.3,13.8,13,2011
Devin Duvernay,WR,BAL,1,44,44,59,0,7,5,7,2.1,4.8,13,2011
Michael Pittman Jr.,WR,IND,1,54,54,75,4,15,15,19,11.0,20.4,13,2011
Najee Harris,RB,PIT,1,58,58,97,36,9,45,45,10.7,18.4,13,2011
Clyde Edwards-Helaire,RB,KC,1,29,29,51,48,10,59,59,8.2,28.3,13,2011
Denzel Mims,WR,NYJ,1,21,21,36,0,5,5,5,0.4,1.9,13,2011
Eno Benjamin,RB,ARI,1,4,4,8,50,25,75,75,1.3,32.5,13,2011
Gabriel Davis,WR,BUF,1,16,16,28,0,25,13,25,9.0,56.3,13,2011
Salvon Ahmed,RB,MIA,1,22,22,32,36,0,36,36,2.3,10.5,13,2011
Van Jefferson,WR,LAR,1,53,53,78,0,15,11,15,10.1,19.1,13,2011
Marquez Callaway,WR,NO,1,48,48,69,0,8,2,8,1.3,2.7,13,2011
DeeJay Dallas,RB,SEA,1,2,2,3,0,0,0,0,0.0,0.0,13,2011
Juwan Johnson,TE,NO,1,24,24,34,0,4,4,4,2.7,11.3,13,2011
Jauan Jennings,WR,SF,1,29,29,50,0,3,3,3,0.8,2.8,13,2011
Antonio Gibson,RB,WAS,1,55,55,82,42,11,51,53,17.1,31.1,13,2011
James Robinson,RB,JAC,1,26,26,45,31,15,35,46,1.5,5.8,13,2011
Charlie Woerner,TE,SF,1,7,7,12,0,0,0,0,0.0,0.0,13,2011
K.J. Osborn,WR,MIN,1,70,70,92,0,10,6,10,10.7,15.3,13,2011
Quez Watkins,WR,PHI,1,55,55,77,0,5,5,5,6.0,10.9,13,2011
Freddie Swain,WR,SEA,1,32,32,46,0,9,9,9,1.8,5.6,13,2011
Cody White,WR,PIT,1,1,1,2,0,0,0,0,0.0,0.0,13,2011
Trevor Lawrence,QB,JAC,1,58,58,100,7,0,55,55,6.8,11.7,13,2011
Ja'Marr Chase,WR,CIN,1,73,73,96,0,11,7,11,5.2,7.1,13,2011
Jaylen Waddle,WR,MIA,1,53,53,77,0,21,17,21,9.0,17.0,13,2011
Rashod Bateman,WR,BAL,1,33,33,45,0,3,0,3,0.0,0.0,13,2011
Rondale Moore,WR,ARI,1,23,23,43,13,9,17,22,1.0,4.3,13,2011
Amon-Ra St. Brown,WR,DET,1,69,69,96,1,17,16,19,14.8,21.4,13,2011
Tylan Wallace,WR,BAL,1,1,1,1,0,0,0,0,0.0,0.0,13,2011
Sam Ehlinger,QB,IND,1,10,10,14,10,0,10,10,-0.1,-1.0,13,2011
Darnell Mooney,WR,CHI,1,72,72,95,0,10,7,10,2.7,3.8,13,2011
Kendall Hinton,WR,DEN,1,14,14,18,0,7,7,7,0.7,5.0,13,2011
Dan Chisena,WR,MIN,1,5,5,7,0,0,0,0,0.0,0.0,13,2011
Jermar Jefferson,RB,DET,1,8,8,11,63,13,63,75,1.8,22.5,13,2011
Deon Jackson,RB,IND,1,8,8,11,75,0,75,75,7.9,98.8,13,2011
Mekhi Sargent,RB,LAR,1,2,2,3,100,0,100,100,0.5,25.0,13,2011
Dyami Brown,WR,WAS,1,6,6,9,0,17,17,17,0.6,10.0,13,2011
Elijah Moore,WR,NYJ,1,51,51,86,2,24,14,25,14.6,28.6,13,2011
Nico Collins,WR,HOU,1,32,32,62,0,3,0,3,0.0,0.0,13,2011
Jaret Patterson,RB,WAS,1,4,4,6,25,0,25,25,0.2,5.0,13,2011
Mac Jones,QB,NE,1,51,51,100,10,0,16,16,0.5,1.0,13,2011
Brevin Jordan,TE,HOU,1,22,22,42,0,18,9,18,0.7,3.2,13,2011
Pat Freiermuth,TE,PIT,1,44,44,73,0,9,7,9,4.6,10.5,13,2011
Kyle Pitts,TE,ATL,1,67,67,94,0,10,6,10,4.8,7.2,13,2011
Zach Wilson,QB,NYJ,1,59,59,100,5,0,69,69,22.0,37.3,13,2011
Rhamondre Stevenson,RB,NE,1,32,32,63,75,0,75,75,7.8,24.4,13,2011
Javonte Williams,RB,DEN,1,60,60,78,38,15,48,53,23.8,39.7,13,2011
Khalil Herbert,RB,CHI,1,22,22,29,18,5,23,23,2.7,12.3,13,2011
Hunter Long,TE,MIA,1,10,10,14,0,10,10,10,0.8,8.0,13,2011
D'Wayne Eskridge,WR,SEA,1,22,22,31,0,14,14,14,9.5,43.2,13,2011
Davis Mills,QB,HOU,1,23,23,44,9,0,70,70,3.1,13.5,13,2011
Elijah Mitchell,RB,SF,1,49,49,84,45,6,51,51,14.4,29.4,13,2011
Kenny Yeboah,TE,NYJ,1,14,14,24,0,7,0,7,0.0,0.0,13,2011
John Bates,TE,WAS,1,38,38,57,0,11,8,11,4.2,11.1,13,2011
Kylen Granson,TE,IND,1,30,30,42,0,7,3,7,0.6,2.0,13,2011
Ben Skowronek,WR,LAR,1,16,16,24,0,13,6,13,3.5,21.9,13,2011
Joshua Palmer,WR,LAC,1,22,22,34,0,5,0,5,0.0,0.0,13,2011
Sammis Reyes,TE,WAS,1,6,6,9,0,0,0,0,0.0,0.0,13,2011
Kene Nwangwu,RB,MIN,1,9,9,12,22,33,44,56,0.4,4.4,13,2011
Kenneth Gainwell,RB,PHI,1,27,27,38,44,19,63,63,14.7,54.4,13,2011
Brock Wright,TE,DET,1,29,29,40,0,10,7,10,8.8,30.3,13,2011
Nate McCrary,RB,BAL,1,2,2,3,50,0,50,50,-0.1,-5.0,13,2011
