team,opponent,week,home,year
ARI,SEA,1,True,2012
ARI,NE,2,False,2012
ARI,PHI,3,True,2012
ARI,MIA,4,True,2012
ARI,LAR,5,False,2012
ARI,BUF,6,True,2012
ARI,MIN,7,False,2012
ARI,SF,8,True,2012
ARI,GB,9,False,2012
ARI,BYE,10,,2012
ARI,ATL,11,False,2012
ARI,LAR,12,True,2012
ARI,NYJ,13,False,2012
ARI,SEA,14,False,2012
ARI,DET,15,True,2012
ARI,CHI,16,True,2012
ARI,SF,17,False,2012
ATL,KC,1,False,2012
ATL,DEN,2,True,2012
ATL,LAC,3,False,2012
ATL,CAR,4,True,2012
ATL,WAS,5,False,2012
ATL,LV,6,True,2012
ATL,BYE,7,,2012
ATL,PHI,8,False,2012
ATL,DAL,9,True,2012
ATL,NO,10,False,2012
ATL,ARI,11,True,2012
ATL,TB,12,False,2012
ATL,NO,13,True,2012
ATL,CAR,14,False,2012
ATL,NYG,15,True,2012
ATL,DET,16,False,2012
ATL,TB,17,True,2012
BAL,CIN,1,True,2012
BAL,PHI,2,False,2012
BAL,NE,3,True,2012
BAL,CLE,4,True,2012
BAL,KC,5,False,2012
BAL,DAL,6,True,2012
BAL,HOU,7,False,2012
BAL,BYE,8,,2012
BAL,CLE,9,False,2012
BAL,LV,10,True,2012
BAL,PIT,11,False,2012
BAL,LAC,12,False,2012
BAL,PIT,13,True,2012
BAL,WAS,14,False,2012
BAL,DEN,15,True,2012
BAL,NYG,16,True,2012
BAL,CIN,17,False,2012
BUF,NYJ,1,False,2012
BUF,KC,2,True,2012
BUF,CLE,3,False,2012
BUF,NE,4,True,2012
BUF,SF,5,False,2012
BUF,ARI,6,False,2012
BUF,TEN,7,True,2012
BUF,BYE,8,,2012
BUF,HOU,9,False,2012
BUF,NE,10,False,2012
BUF,MIA,11,True,2012
BUF,IND,12,False,2012
BUF,JAC,13,True,2012
BUF,LAR,14,True,2012
BUF,SEA,15,True,2012
BUF,MIA,16,False,2012
BUF,NYJ,17,True,2012
CAR,TB,1,False,2012
CAR,NO,2,True,2012
CAR,NYG,3,True,2012
CAR,ATL,4,False,2012
CAR,SEA,5,True,2012
CAR,BYE,6,,2012
CAR,DAL,7,True,2012
CAR,CHI,8,False,2012
CAR,WAS,9,False,2012
CAR,DEN,10,True,2012
CAR,TB,11,True,2012
CAR,PHI,12,False,2012
CAR,KC,13,False,2012
CAR,ATL,14,True,2012
CAR,LAC,15,False,2012
CAR,LV,16,True,2012
CAR,NO,17,False,2012
CHI,IND,1,True,2012
CHI,GB,2,False,2012
CHI,LAR,3,True,2012
CHI,DAL,4,False,2012
CHI,JAC,5,False,2012
CHI,BYE,6,,2012
CHI,DET,7,True,2012
CHI,CAR,8,True,2012
CHI,TEN,9,False,2012
CHI,HOU,10,True,2012
CHI,SF,11,False,2012
CHI,MIN,12,True,2012
CHI,SEA,13,True,2012
CHI,MIN,14,False,2012
CHI,GB,15,True,2012
CHI,ARI,16,False,2012
CHI,DET,17,False,2012
CIN,BAL,1,False,2012
CIN,CLE,2,True,2012
CIN,WAS,3,False,2012
CIN,JAC,4,False,2012
CIN,MIA,5,True,2012
CIN,CLE,6,False,2012
CIN,PIT,7,True,2012
CIN,BYE,8,,2012
CIN,DEN,9,True,2012
CIN,NYG,10,True,2012
CIN,KC,11,False,2012
CIN,LV,12,True,2012
CIN,LAC,13,False,2012
CIN,DAL,14,True,2012
CIN,PHI,15,False,2012
CIN,PIT,16,False,2012
CIN,BAL,17,True,2012
CLE,PHI,1,True,2012
CLE,CIN,2,False,2012
CLE,BUF,3,True,2012
CLE,BAL,4,False,2012
CLE,NYG,5,False,2012
CLE,CIN,6,True,2012
CLE,IND,7,False,2012
CLE,LAC,8,True,2012
CLE,BAL,9,True,2012
CLE,BYE,10,,2012
CLE,DAL,11,False,2012
CLE,PIT,12,True,2012
CLE,LV,13,False,2012
CLE,KC,14,True,2012
CLE,WAS,15,True,2012
CLE,DEN,16,False,2012
CLE,PIT,17,False,2012
DAL,NYG,1,False,2012
DAL,SEA,2,False,2012
DAL,TB,3,True,2012
DAL,CHI,4,True,2012
DAL,BYE,5,,2012
DAL,BAL,6,False,2012
DAL,CAR,7,False,2012
DAL,NYG,8,True,2012
DAL,ATL,9,False,2012
DAL,PHI,10,False,2012
DAL,CLE,11,True,2012
DAL,WAS,12,True,2012
DAL,PHI,13,True,2012
