team,opponent,week,home,year
ARI,NE,1,True,2016
ARI,TB,2,True,2016
ARI,BUF,3,False,2016
ARI,LAR,4,True,2016
ARI,SF,5,False,2016
ARI,NYJ,6,True,2016
ARI,SEA,7,True,2016
ARI,CAR,8,False,2016
ARI,BYE,9,,2016
ARI,SF,10,True,2016
ARI,MIN,11,False,2016
ARI,ATL,12,False,2016
ARI,WAS,13,True,2016
ARI,MIA,14,False,2016
ARI,NO,15,True,2016
ARI,SEA,16,False,2016
ARI,LAR,17,False,2016
ATL,TB,1,True,2016
ATL,LV,2,False,2016
ATL,NO,3,False,2016
ATL,CAR,4,True,2016
ATL,DEN,5,False,2016
ATL,SEA,6,False,2016
ATL,LAC,7,True,2016
ATL,GB,8,True,2016
ATL,TB,9,False,2016
ATL,PHI,10,False,2016
ATL,BYE,11,,2016
ATL,ARI,12,True,2016
ATL,KC,13,True,2016
ATL,LAR,14,False,2016
ATL,SF,15,True,2016
ATL,CAR,16,False,2016
ATL,NO,17,True,2016
BAL,BUF,1,True,2016
BAL,CLE,2,False,2016
BAL,JAC,3,False,2016
BAL,LV,4,True,2016
BAL,WAS,5,True,2016
BAL,NYG,6,False,2016
BAL,NYJ,7,False,2016
BAL,BYE,8,,2016
BAL,PIT,9,True,2016
BAL,CLE,10,True,2016
BAL,DAL,11,False,2016
BAL,CIN,12,True,2016
BAL,MIA,13,True,2016
BAL,NE,14,False,2016
BAL,PHI,15,True,2016
BAL,PIT,16,False,2016
BAL,CIN,17,False,2016
BUF,BAL,1,False,2016
BUF,NYJ,2,True,2016
BUF,ARI,3,True,2016
BUF,NE,4,False,2016
BUF,LAR,5,False,2016
BUF,SF,6,True,2016
BUF,MIA,7,False,2016
BUF,NE,8,True,2016
BUF,SEA,9,False,2016
BUF,BYE,10,,2016
BUF,CIN,11,False,2016
BUF,JAC,12,True,2016
BUF,LV,13,False,2016
BUF,PIT,14,True,2016
BUF,CLE,15,True,2016
BUF,MIA,16,True,2016
BUF,NYJ,17,False,2016
CAR,DEN,1,False,2016
CAR,SF,2,True,2016
CAR,MIN,3,True,2016
CAR,ATL,4,False,2016
CAR,TB,5,True,2016
CAR,NO,6,False,2016
CAR,BYE,7,,2016
CAR,ARI,8,True,2016
CAR,LAR,9,False,2016
CAR,KC,10,True,2016
CAR,NO,11,True,2016
CAR,LV,12,False,2016
CAR,SEA,13,False,2016
CAR,LAC,14,True,2016
CAR,WAS,15,False,2016
CAR,ATL,16,True,2016
CAR,TB,17,False,2016
CHI,HOU,1,False,2016
CHI,PHI,2,True,2016
CHI,DAL,3,False,2016
CHI,DET,4,True,2016
CHI,IND,5,False,2016
CHI,JAC,6,True,2016
CHI,GB,7,False,2016
CHI,MIN,8,True,2016
CHI,BYE,9,,2016
CHI,TB,10,False,2016
CHI,NYG,11,False,2016
CHI,TEN,12,True,2016
CHI,SF,13,True,2016
CHI,DET,14,False,2016
CHI,GB,15,True,2016
CHI,WAS,16,True,2016
CHI,MIN,17,False,2016
CIN,NYJ,1,False,2016
CIN,PIT,2,False,2016
CIN,DEN,3,True,2016
CIN,MIA,4,True,2016
CIN,DAL,5,False,2016
CIN,NE,6,False,2016
CIN,CLE,7,True,2016
CIN,WAS,8,True,2016
CIN,BYE,9,,2016
CIN,NYG,10,False,2016
CIN,BUF,11,True,2016
CIN,BAL,12,False,2016
CIN,PHI,13,True,2016
CIN,CLE,14,False,2016
CIN,PIT,15,True,2016
CIN,HOU,16,False,2016
CIN,BAL,17,True,2016
CLE,PHI,1,False,2016
CLE,BAL,2,True,2016
CLE,MIA,3,False,2016
CLE,WAS,4,False,2016
CLE,NE,5,True,2016
CLE,TEN,6,False,2016
CLE,CIN,7,False,2016
CLE,NYJ,8,True,2016
CLE,DAL,9,True,2016
CLE,BAL,10,False,2016
CLE,PIT,11,True,2016
CLE,NYG,12,True,2016
CLE,BYE,13,,2016
CLE,CIN,14,True,2016
CLE,BUF,15,False,2016
CLE,LAC,16,True,2016
CLE,PIT,17,False,2016
DAL,NYG,1,True,2016
DAL,WAS,2,False,2016
DAL,CHI,3,True,2016
DAL,SF,4,False,2016
DAL,CIN,5,True,2016
DAL,GB,6,False,2016
DAL,BYE,7,,2016
DAL,PHI,8,True,2016
DAL,CLE,9,False,2016
DAL,PIT,10,False,2016
DAL,BAL,11,True,2016
DAL,WAS,12,True,2016
DAL,MIN,13,False,2016
DAL,NYG,14,False,2016
DAL,TB,15,True,2016
DAL,DET,16,True,2016
DAL,PHI,17,False,2016
DEN,CAR,1,True,2016
DEN,IND,2,True,2016
DEN,CIN,3,False,2016
DEN,TB,4,False,2016
DEN,ATL,5,True,2016
DEN,LAC,6,False,2016
DEN,HOU,7,True,2016
DEN,LAC,8,True,2016
DEN,LV,9,False,2016
DEN,NO,10,False,2016
DEN,BYE,11,,2016
DEN,KC,12,True,2016
DEN,JAC,13,False,2016
DEN,TEN,14,False,2016
DEN,NE,15,True,2016
DEN,KC,16,False,2016
DEN,LV,17,True,2016
DET,IND,1,False,2016
DET,TEN,2,True,2016
DET,GB,3,False,2016
DET,CHI,4,False,2016
DET,PHI,5,True,2016
DET,LAR,6,True,2016
DET,WAS,7,True,2016
DET,HOU,8,False,2016
DET,MIN,9,False,2016
DET,BYE,10,,2016
DET,JAC,11,True,2016
DET,MIN,12,True,2016
DET,NO,13,False,2016
DET,CHI,14,True,2016
DET,NYG,15,False,2016
DET,DAL,16,False,2016
DET,GB,17,True,2016
GB,JAC,1,False,2016
GB,MIN,2,False,2016
GB,DET,3,True,2016
GB,BYE,4,,2016
GB,NYG,5,True,2016
GB,DAL,6,True,2016
GB,CHI,7,True,2016
GB,ATL,8,False,2016
GB,IND,9,True,2016
GB,TEN,10,False,2016
GB,WAS,11,False,2016
GB,PHI,12,False,2016
GB,HOU,13,True,2016
GB,SEA,14,True,2016
GB,CHI,15,False,2016
GB,MIN,16,True,2016
GB,DET,17,False,2016
HOU,CHI,1,True,2016
HOU,KC,2,True,2016
HOU,NE,3,False,2016
HOU,TEN,4,True,2016
HOU,MIN,5,False,2016
HOU,IND,6,True,2016
HOU,DEN,7,False,2016
HOU,DET,8,True,2016
HOU,BYE,9,,2016
HOU,JAC,10,False,2016
HOU,LV,11,False,2016
HOU,LAC,12,True,2016
HOU,GB,13,False,2016
HOU,IND,14,False,2016
HOU,JAC,15,True,2016
HOU,CIN,16,True,2016
HOU,TEN,17,False,2016
IND,DET,1,True,2016
IND,DEN,2,False,2016
IND,LAC,3,True,2016
IND,JAC,4,False,2016
IND,CHI,5,True,2016
IND,HOU,6,False,2016
IND,TEN,7,False,2016
IND,KC,8,True,2016
IND,GB,9,False,2016
IND,BYE,10,,2016
IND,TEN,11,True,2016
IND,PIT,12,True,2016
IND,NYJ,13,False,2016
IND,HOU,14,True,2016
IND,MIN,15,False,2016
IND,LV,16,False,2016
IND,JAC,17,True,2016
JAC,GB,1,True,2016
JAC,LAC,2,False,2016
JAC,BAL,3,True,2016
JAC,IND,4,True,2016
JAC,BYE,5,,2016
JAC,CHI,6,False,2016
JAC,LV,7,True,2016
JAC,TEN,8,False,2016
JAC,KC,9,False,2016
JAC,HOU,10,True,2016
JAC,DET,11,False,2016
JAC,BUF,12,False,2016
JAC,DEN,13,True,2016
JAC,MIN,14,True,2016
JAC,HOU,15,False,2016
JAC,TEN,16,True,2016
JAC,IND,17,False,2016
KC,LAC,1,True,2016
KC,HOU,2,False,2016
KC,NYJ,3,True,2016
KC,PIT,4,False,2016
KC,BYE,5,,2016
KC,LV,6,False,2016
KC,NO,7,True,2016
KC,IND,8,False,2016
KC,JAC,9,True,2016
KC,CAR,10,False,2016
KC,TB,11,True,2016
KC,DEN,12,False,2016
KC,ATL,13,False,2016
KC,LV,14,True,2016
KC,TEN,15,True,2016
KC,DEN,16,True,2016
KC,LAC,17,False,2016
MIA,SEA,1,False,2016
MIA,NE,2,False,2016
MIA,CLE,3,True,2016
MIA,CIN,4,False,2016
MIA,TEN,5,True,2016
MIA,PIT,6,True,2016
MIA,BUF,7,True,2016
MIA,BYE,8,,2016
MIA,NYJ,9,True,2016
MIA,LAC,10,False,2016
MIA,LAR,11,False,2016
MIA,SF,12,True,2016
MIA,BAL,13,False,2016
MIA,ARI,14,True,2016
MIA,NYJ,15,False,2016
MIA,BUF,16,False,2016
MIA,NE,17,True,2016
MIN,TEN,1,False,2016
MIN,GB,2,True,2016
MIN,CAR,3,False,2016
MIN,NYG,4,True,2016
MIN,HOU,5,True,2016
MIN,BYE,6,,2016
MIN,PHI,7,False,2016
MIN,CHI,8,False,2016
MIN,DET,9,True,2016
MIN,WAS,10,False,2016
MIN,ARI,11,True,2016
MIN,DET,12,False,2016
MIN,DAL,13,True,2016
MIN,JAC,14,False,2016
MIN,IND,15,True,2016
MIN,GB,16,False,2016
MIN,CHI,17,True,2016
NE,ARI,1,False,2016
NE,MIA,2,True,2016
NE,HOU,3,True,2016
NE,BUF,4,True,2016
NE,CLE,5,False,2016
NE,CIN,6,True,2016
NE,PIT,7,False,2016
NE,BUF,8,False,2016
NE,BYE,9,,2016
NE,SEA,10,True,2016
NE,SF,11,False,2016
NE,NYJ,12,False,2016
NE,LAR,13,True,2016
NE,BAL,14,True,2016
NE,DEN,15,False,2016
NE,NYJ,16,True,2016
NE,MIA,17,False,2016
NO,LV,1,True,2016
NO,NYG,2,False,2016
NO,ATL,3,True,2016
NO,LAC,4,False,2016
NO,BYE,5,,2016
NO,CAR,6,True,2016
NO,KC,7,False,2016
