team,opponent,week,home,year
NO,CAR,4,True,2010
NO,ARI,5,False,2010
NO,TB,6,False,2010
NO,CLE,7,True,2010
NO,PIT,8,True,2010
NO,CAR,9,False,2010
NO,BYE,10,,2010
NO,SEA,11,True,2010
NO,DAL,12,False,2010
NO,CIN,13,False,2010
NO,LAR,14,True,2010
NO,BAL,15,False,2010
NO,ATL,16,False,2010
NO,TB,17,True,2010
NYG,CAR,1,True,2010
NYG,IND,2,False,2010
NYG,TEN,3,True,2010
NYG,CHI,4,True,2010
NYG,HOU,5,False,2010
NYG,DET,6,True,2010
NYG,DAL,7,False,2010
NYG,BYE,8,,2010
NYG,SEA,9,False,2010
NYG,DAL,10,True,2010
NYG,PHI,11,False,2010
NYG,JAC,12,True,2010
NYG,WAS,13,True,2010
NYG,MIN,14,False,2010
NYG,PHI,15,True,2010
NYG,GB,16,False,2010
NYG,WAS,17,False,2010
NYJ,BAL,1,True,2010
NYJ,NE,2,True,2010
NYJ,MIA,3,False,2010
NYJ,BUF,4,False,2010
NYJ,MIN,5,True,2010
NYJ,DEN,6,False,2010
NYJ,BYE,7,,2010
NYJ,GB,8,True,2010
NYJ,DET,9,False,2010
NYJ,CLE,10,False,2010
NYJ,HOU,11,True,2010
NYJ,CIN,12,True,2010
NYJ,NE,13,False,2010
NYJ,MIA,14,True,2010
NYJ,PIT,15,False,2010
NYJ,CHI,16,False,2010
NYJ,BUF,17,True,2010
LV,TEN,1,False,2010
LV,LAR,2,True,2010
LV,ARI,3,False,2010
LV,HOU,4,True,2010
LV,LAC,5,True,2010
LV,SF,6,False,2010
LV,DEN,7,False,2010
LV,SEA,8,True,2010
LV,KC,9,True,2010
LV,,10,,2010
LV,PIT,11,False,2010
LV,MIA,12,True,2010
LV,LAC,13,False,2010
LV,JAC,14,False,2010
LV,DEN,15,True,2010
LV,IND,16,True,2010
LV,KC,17,False,2010
PHI,GB,1,True,2010
PHI,DET,2,False,2010
PHI,JAC,3,False,2010
PHI,WAS,4,True,2010
PHI,SF,5,False,2010
PHI,ATL,6,True,2010
PHI,TEN,7,False,2010
PHI,BYE,8,,2010
PHI,IND,9,True,2010
PHI,WAS,10,False,2010
PHI,NYG,11,True,2010
PHI,CHI,12,False,2010
PHI,HOU,13,True,2010
PHI,DAL,14,False,2010
PHI,NYG,15,False,2010
PHI,MIN,16,True,2010
PHI,DAL,17,True,2010
PIT,ATL,1,True,2010
PIT,TEN,2,False,2010
PIT,TB,3,False,2010
PIT,BAL,4,True,2010
PIT,BYE,5,,2010
PIT,CLE,6,True,2010
PIT,MIA,7,False,2010
PIT,NO,8,False,2010
PIT,CIN,9,False,2010
PIT,NE,10,True,2010
PIT,LV,11,True,2010
PIT,BUF,12,False,2010
PIT,BAL,13,False,2010
PIT,CIN,14,True,2010
PIT,NYJ,15,True,2010
PIT,CAR,16,True,2010
PIT,CLE,17,False,2010
LAC,KC,1,False,2010
LAC,JAC,2,True,2010
LAC,SEA,3,False,2010
LAC,ARI,4,True,2010
LAC,LV,5,False,2010
LAC,LAR,6,False,2010
LAC,NE,7,True,2010
LAC,TEN,8,True,2010
LAC,HOU,9,False,2010
LAC,,10,,2010
LAC,DEN,11,True,2010
LAC,IND,12,False,2010
LAC,LV,13,True,2010
LAC,KC,14,True,2010
LAC,SF,15,True,2010
LAC,CIN,16,False,2010
LAC,DEN,17,False,2010
SEA,SF,1,True,2010
SEA,DEN,2,False,2010
SEA,LAC,3,True,2010
SEA,LAR,4,False,2010
SEA,BYE,5,,2010
SEA,CHI,6,False,2010
SEA,ARI,7,True,2010
SEA,LV,8,False,2010
SEA,NYG,9,True,2010
SEA,ARI,10,False,2010
SEA,NO,11,False,2010
SEA,KC,12,True,2010
SEA,CAR,13,True,2010
SEA,SF,14,False,2010
SEA,ATL,15,True,2010
SEA,TB,16,False,2010
SEA,LAR,17,True,2010
SF,SEA,1,False,2010
SF,NO,2,True,2010
SF,KC,3,False,2010
SF,ATL,4,False,2010
SF,PHI,5,True,2010
SF,LV,6,True,2010
SF,CAR,7,False,2010
SF,DEN,8,True,2010
SF,BYE,9,,2010
SF,LAR,10,True,2010
SF,TB,11,True,2010
SF,ARI,12,False,2010
SF,GB,13,False,2010
SF,SEA,14,True,2010
SF,LAC,15,False,2010
SF,LAR,16,False,2010
SF,ARI,17,True,2010
LAR,ARI,1,True,2010
LAR,LV,2,False,2010
LAR,WAS,3,True,2010
LAR,SEA,4,True,2010
LAR,DET,5,False,2010
LAR,LAC,6,True,2010
LAR,TB,7,False,2010
LAR,CAR,8,True,2010
LAR,,9,,2010
LAR,SF,10,False,2010
LAR,ATL,11,True,2010
LAR,DEN,12,False,2010
LAR,ARI,13,False,2010
LAR,NO,14,False,2010
LAR,KC,15,True,2010
LAR,SF,16,True,2010
LAR,SEA,17,False,2010
TB,CLE,1,True,2010
TB,CAR,2,False,2010
TB,PIT,3,True,2010
TB,BYE,4,,2010
TB,CIN,5,False,2010
TB,NO,6,True,2010
TB,LAR,7,True,2010
TB,ARI,8,False,2010
TB,ATL,9,False,2010
TB,CAR,10,True,2010
TB,SF,11,False,2010
TB,BAL,12,False,2010
TB,ATL,13,True,2010
TB,WAS,14,False,2010
TB,DET,15,True,2010
TB,SEA,16,True,2010
TB,NO,17,False,2010
TEN,LV,1,True,2010
TEN,PIT,2,True,2010
TEN,NYG,3,False,2010
TEN,DEN,4,True,2010
TEN,DAL,5,False,2010
TEN,JAC,6,False,2010
TEN,PHI,7,True,2010
TEN,LAC,8,False,2010
TEN,BYE,9,,2010
TEN,MIA,10,False,2010
TEN,WAS,11,True,2010
TEN,HOU,12,False,2010
TEN,JAC,13,True,2010
TEN,IND,14,True,2010
TEN,HOU,15,True,2010
TEN,KC,16,False,2010
TEN,IND,17,False,2010
WAS,DAL,1,True,2010
WAS,HOU,2,True,2010
WAS,LAR,3,False,2010
WAS,PHI,4,False,2010
WAS,GB,5,True,2010
WAS,IND,6,True,2010
WAS,CHI,7,False,2010
WAS,DET,8,False,2010
WAS,BYE,9,,2010
WAS,PHI,10,True,2010
WAS,TEN,11,False,2010
WAS,MIN,12,True,2010
WAS,NYG,13,False,2010
WAS,TB,14,True,2010
WAS,DAL,15,False,2010
WAS,JAC,16,False,2010
WAS,NYG,17,True,2010
