team,opponent,week,home,year
ARI,NO,1,True,2015
ARI,CHI,2,False,2015
ARI,SF,3,True,2015
ARI,LAR,4,True,2015
ARI,DET,5,False,2015
ARI,PIT,6,False,2015
ARI,BAL,7,True,2015
ARI,CLE,8,False,2015
ARI,BYE,9,,2015
ARI,SEA,10,False,2015
ARI,CIN,11,True,2015
ARI,SF,12,False,2015
ARI,LAR,13,False,2015
ARI,MIN,14,True,2015
ARI,PHI,15,False,2015
ARI,GB,16,True,2015
ARI,SEA,17,True,2015
ATL,PHI,1,True,2015
ATL,NYG,2,False,2015
ATL,DAL,3,False,2015
ATL,HOU,4,True,2015
ATL,WAS,5,True,2015
ATL,NO,6,False,2015
ATL,TEN,7,False,2015
ATL,TB,8,True,2015
ATL,SF,9,False,2015
ATL,BYE,10,,2015
ATL,IND,11,True,2015
ATL,MIN,12,True,2015
ATL,TB,13,False,2015
ATL,CAR,14,False,2015
ATL,JAC,15,False,2015
ATL,CAR,16,True,2015
ATL,NO,17,True,2015
BAL,DEN,1,False,2015
BAL,LV,2,False,2015
BAL,CIN,3,True,2015
BAL,PIT,4,False,2015
BAL,CLE,5,True,2015
BAL,SF,6,False,2015
BAL,ARI,7,False,2015
BAL,LAC,8,True,2015
BAL,BYE,9,,2015
BAL,JAC,10,True,2015
BAL,LAR,11,True,2015
BAL,CLE,12,False,2015
BAL,MIA,13,False,2015
BAL,SEA,14,True,2015
BAL,KC,15,True,2015
BAL,PIT,16,True,2015
BAL,CIN,17,False,2015
BUF,IND,1,True,2015
BUF,NE,2,True,2015
BUF,MIA,3,False,2015
BUF,NYG,4,True,2015
BUF,TEN,5,False,2015
BUF,CIN,6,True,2015
BUF,JAC,7,False,2015
BUF,BYE,8,,2015
BUF,MIA,9,True,2015
BUF,NYJ,10,False,2015
BUF,NE,11,False,2015
BUF,KC,12,False,2015
BUF,HOU,13,True,2015
BUF,PHI,14,False,2015
BUF,WAS,15,False,2015
BUF,DAL,16,True,2015
BUF,NYJ,17,True,2015
CAR,JAC,1,False,2015
CAR,HOU,2,True,2015
CAR,NO,3,True,2015
CAR,TB,4,False,2015
CAR,BYE,5,,2015
CAR,SEA,6,False,2015
CAR,PHI,7,True,2015
CAR,IND,8,True,2015
CAR,GB,9,True,2015
CAR,TEN,10,False,2015
CAR,WAS,11,True,2015
CAR,DAL,12,False,2015
CAR,NO,13,False,2015
CAR,ATL,14,True,2015
CAR,NYG,15,False,2015
CAR,ATL,16,False,2015
CAR,TB,17,True,2015
CHI,GB,1,True,2015
CHI,ARI,2,True,2015
CHI,SEA,3,False,2015
CHI,LV,4,True,2015
CHI,KC,5,False,2015
CHI,DET,6,False,2015
CHI,BYE,7,,2015
CHI,MIN,8,True,2015
CHI,LAC,9,False,2015
CHI,LAR,10,False,2015
CHI,DEN,11,True,2015
CHI,GB,12,False,2015
CHI,SF,13,True,2015
CHI,WAS,14,True,2015
CHI,MIN,15,False,2015
CHI,TB,16,False,2015
CHI,DET,17,True,2015
CIN,LV,1,False,2015
CIN,LAC,2,True,2015
CIN,BAL,3,False,2015
CIN,KC,4,True,2015
CIN,SEA,5,True,2015
CIN,BUF,6,False,2015
CIN,BYE,7,,2015
CIN,PIT,8,False,2015
CIN,CLE,9,True,2015
CIN,HOU,10,True,2015
CIN,ARI,11,False,2015
CIN,LAR,12,True,2015
CIN,CLE,13,False,2015
CIN,PIT,14,True,2015
CIN,SF,15,False,2015
CIN,DEN,16,False,2015
CIN,BAL,17,True,2015
CLE,NYJ,1,False,2015
CLE,TEN,2,True,2015
CLE,LV,3,True,2015
CLE,LAC,4,False,2015
CLE,BAL,5,False,2015
CLE,DEN,6,True,2015
CLE,LAR,7,False,2015
CLE,ARI,8,True,2015
CLE,CIN,9,False,2015
CLE,PIT,10,False,2015
CLE,BYE,11,,2015
CLE,BAL,12,True,2015
CLE,CIN,13,True,2015
CLE,SF,14,True,2015
CLE,SEA,15,False,2015
CLE,KC,16,False,2015
CLE,PIT,17,True,2015
DAL,NYG,1,True,2015
DAL,PHI,2,False,2015
DAL,ATL,3,True,2015
DAL,NO,4,False,2015
DAL,NE,5,True,2015
DAL,BYE,6,,2015
DAL,NYG,7,False,2015
DAL,SEA,8,True,2015
DAL,PHI,9,True,2015
DAL,TB,10,False,2015
DAL,MIA,11,False,2015
DAL,CAR,12,True,2015
DAL,WAS,13,False,2015
DAL,GB,14,False,2015
DAL,NYJ,15,True,2015
DAL,BUF,16,False,2015
DAL,WAS,17,True,2015
DEN,BAL,1,True,2015
DEN,KC,2,False,2015
DEN,DET,3,False,2015
DEN,MIN,4,True,2015
DEN,LV,5,False,2015
DEN,CLE,6,False,2015
DEN,BYE,7,,2015
DEN,GB,8,True,2015
DEN,IND,9,False,2015
DEN,KC,10,True,2015
DEN,CHI,11,False,2015
DEN,NE,12,True,2015
DEN,LAC,13,False,2015
DEN,LV,14,True,2015
DEN,PIT,15,False,2015
DEN,CIN,16,True,2015
DEN,LAC,17,True,2015
DET,LAC,1,False,2015
DET,MIN,2,False,2015
DET,DEN,3,True,2015
DET,SEA,4,False,2015
DET,ARI,5,True,2015
DET,CHI,6,True,2015
DET,MIN,7,True,2015
DET,KC,8,False,2015
DET,BYE,9,,2015
DET,GB,10,False,2015
DET,LV,11,True,2015
DET,PHI,12,True,2015
DET,GB,13,True,2015
