team,opponent,week,home,year
ARI,CAR,1,True,2011
ARI,WAS,2,False,2011
ARI,SEA,3,False,2011
ARI,NYG,4,True,2011
ARI,MIN,5,False,2011
ARI,BYE,6,,2011
ARI,PIT,7,True,2011
ARI,BAL,8,False,2011
ARI,LAR,9,True,2011
ARI,PHI,10,False,2011
ARI,SF,11,False,2011
ARI,LAR,12,False,2011
ARI,DAL,13,True,2011
ARI,SF,14,True,2011
ARI,CLE,15,True,2011
ARI,CIN,16,False,2011
ARI,SEA,17,True,2011
ATL,CHI,1,False,2011
ATL,PHI,2,True,2011
ATL,TB,3,False,2011
ATL,SEA,4,False,2011
ATL,GB,5,True,2011
ATL,CAR,6,True,2011
ATL,DET,7,False,2011
ATL,BYE,8,,2011
ATL,IND,9,False,2011
ATL,NO,10,True,2011
ATL,TEN,11,True,2011
ATL,MIN,12,True,2011
ATL,HOU,13,False,2011
ATL,CAR,14,False,2011
ATL,JAC,15,True,2011
ATL,NO,16,False,2011
ATL,TB,17,True,2011
BAL,PIT,1,True,2011
BAL,TEN,2,False,2011
BAL,LAR,3,False,2011
BAL,NYJ,4,True,2011
BAL,BYE,5,,2011
BAL,HOU,6,True,2011
BAL,JAC,7,False,2011
BAL,ARI,8,True,2011
BAL,PIT,9,False,2011
BAL,SEA,10,False,2011
BAL,CIN,11,True,2011
BAL,SF,12,True,2011
BAL,CLE,13,False,2011
BAL,IND,14,True,2011
BAL,LAC,15,False,2011
BAL,CLE,16,True,2011
BAL,CIN,17,False,2011
BUF,KC,1,False,2011
BUF,LV,2,True,2011
BUF,NE,3,True,2011
BUF,CIN,4,False,2011
BUF,PHI,5,True,2011
BUF,NYG,6,False,2011
BUF,BYE,7,,2011
BUF,WAS,8,True,2011
BUF,NYJ,9,True,2011
BUF,DAL,10,False,2011
BUF,MIA,11,False,2011
BUF,NYJ,12,False,2011
BUF,TEN,13,True,2011
BUF,LAC,14,False,2011
BUF,MIA,15,True,2011
BUF,DEN,16,True,2011
BUF,NE,17,False,2011
CAR,ARI,1,False,2011
CAR,GB,2,True,2011
CAR,JAC,3,True,2011
CAR,CHI,4,False,2011
CAR,NO,5,True,2011
CAR,ATL,6,False,2011
CAR,WAS,7,True,2011
CAR,MIN,8,True,2011
CAR,BYE,9,,2011
CAR,TEN,10,True,2011
CAR,DET,11,False,2011
CAR,IND,12,False,2011
CAR,TB,13,False,2011
CAR,ATL,14,True,2011
CAR,HOU,15,False,2011
CAR,TB,16,True,2011
CAR,NO,17,False,2011
CHI,ATL,1,True,2011
CHI,NO,2,False,2011
CHI,GB,3,True,2011
CHI,CAR,4,True,2011
CHI,DET,5,False,2011
CHI,MIN,6,True,2011
CHI,TB,7,False,2011
CHI,BYE,8,,2011
CHI,PHI,9,False,2011
CHI,DET,10,True,2011
CHI,LAC,11,True,2011
CHI,LV,12,False,2011
CHI,KC,13,True,2011
CHI,DEN,14,False,2011
CHI,SEA,15,True,2011
CHI,GB,16,False,2011
CHI,MIN,17,False,2011
CIN,CLE,1,False,2011
CIN,DEN,2,False,2011
CIN,SF,3,True,2011
CIN,BUF,4,True,2011
CIN,JAC,5,False,2011
CIN,IND,6,True,2011
CIN,BYE,7,,2011
CIN,SEA,8,False,2011
CIN,TEN,9,False,2011
CIN,PIT,10,True,2011
CIN,BAL,11,False,2011
CIN,CLE,12,True,2011
CIN,PIT,13,False,2011
CIN,HOU,14,True,2011
CIN,LAR,15,False,2011
CIN,ARI,16,True,2011
CIN,BAL,17,True,2011
CLE,CIN,1,True,2011
CLE,IND,2,False,2011
CLE,MIA,3,True,2011
CLE,TEN,4,True,2011
CLE,BYE,5,,2011
CLE,LV,6,False,2011
CLE,SEA,7,True,2011
CLE,SF,8,False,2011
CLE,HOU,9,False,2011
CLE,LAR,10,True,2011
CLE,JAC,11,True,2011
CLE,CIN,12,False,2011
CLE,BAL,13,True,2011
CLE,PIT,14,False,2011
CLE,ARI,15,False,2011
CLE,BAL,16,False,2011
CLE,PIT,17,True,2011
DAL,NYJ,1,False,2011
DAL,SF,2,False,2011
DAL,WAS,3,True,2011
DAL,DET,4,True,2011
DAL,BYE,5,,2011
DAL,NE,6,False,2011
DAL,LAR,7,True,2011
DAL,PHI,8,False,2011
DAL,SEA,9,True,2011
DAL,BUF,10,True,2011
DAL,WAS,11,False,2011
DAL,MIA,12,True,2011
