team,opponent,week,home,year
ARI,LAR,1,False,2013
ARI,DET,2,True,2013
ARI,NO,3,False,2013
ARI,TB,4,False,2013
ARI,CAR,5,True,2013
ARI,SF,6,False,2013
ARI,SEA,7,True,2013
ARI,ATL,8,True,2013
ARI,BYE,9,,2013
ARI,HOU,10,True,2013
ARI,JAC,11,False,2013
ARI,IND,12,True,2013
ARI,PHI,13,False,2013
ARI,LAR,14,True,2013
ARI,TEN,15,False,2013
ARI,SEA,16,False,2013
ARI,SF,17,True,2013
ATL,NO,1,False,2013
ATL,LAR,2,True,2013
ATL,MIA,3,False,2013
ATL,NE,4,True,2013
ATL,NYJ,5,True,2013
ATL,BYE,6,,2013
ATL,TB,7,True,2013
ATL,ARI,8,False,2013
ATL,CAR,9,False,2013
ATL,SEA,10,True,2013
ATL,TB,11,False,2013
ATL,NO,12,True,2013
ATL,BUF,13,False,2013
ATL,GB,14,False,2013
ATL,WAS,15,True,2013
ATL,SF,16,False,2013
ATL,CAR,17,True,2013
BAL,DEN,1,False,2013
BAL,CLE,2,True,2013
BAL,HOU,3,True,2013
BAL,BUF,4,False,2013
BAL,MIA,5,False,2013
BAL,GB,6,True,2013
BAL,PIT,7,False,2013
BAL,BYE,8,,2013
BAL,CLE,9,False,2013
BAL,CIN,10,True,2013
BAL,CHI,11,False,2013
BAL,NYJ,12,True,2013
BAL,PIT,13,True,2013
BAL,MIN,14,True,2013
BAL,DET,15,False,2013
BAL,NE,16,True,2013
BAL,CIN,17,False,2013
BUF,NE,1,True,2013
BUF,CAR,2,True,2013
BUF,NYJ,3,False,2013
BUF,BAL,4,True,2013
BUF,CLE,5,False,2013
BUF,CIN,6,True,2013
BUF,MIA,7,False,2013
BUF,NO,8,False,2013
BUF,KC,9,True,2013
BUF,PIT,10,False,2013
BUF,NYJ,11,True,2013
BUF,BYE,12,,2013
BUF,ATL,13,True,2013
BUF,TB,14,False,2013
BUF,JAC,15,False,2013
BUF,MIA,16,True,2013
BUF,NE,17,False,2013
CAR,SEA,1,True,2013
CAR,BUF,2,False,2013
CAR,NYG,3,True,2013
CAR,BYE,4,,2013
CAR,ARI,5,False,2013
CAR,MIN,6,False,2013
CAR,LAR,7,True,2013
CAR,TB,8,False,2013
CAR,ATL,9,True,2013
CAR,SF,10,False,2013
CAR,NE,11,True,2013
CAR,MIA,12,False,2013
CAR,TB,13,True,2013
CAR,NO,14,False,2013
CAR,NYJ,15,True,2013
CAR,NO,16,True,2013
CAR,ATL,17,False,2013
CHI,CIN,1,True,2013
CHI,MIN,2,True,2013
CHI,PIT,3,False,2013
CHI,DET,4,False,2013
CHI,NO,5,True,2013
CHI,NYG,6,True,2013
CHI,WAS,7,False,2013
CHI,BYE,8,,2013
CHI,GB,9,False,2013
CHI,DET,10,True,2013
CHI,BAL,11,True,2013
CHI,LAR,12,False,2013
CHI,MIN,13,False,2013
CHI,DAL,14,True,2013
CHI,CLE,15,False,2013
CHI,PHI,16,False,2013
CHI,GB,17,True,2013
CIN,CHI,1,False,2013
CIN,PIT,2,True,2013
CIN,GB,3,True,2013
CIN,CLE,4,False,2013
CIN,NE,5,True,2013
CIN,BUF,6,False,2013
CIN,DET,7,False,2013
CIN,NYJ,8,True,2013
CIN,MIA,9,False,2013
CIN,BAL,10,False,2013
CIN,CLE,11,True,2013
CIN,BYE,12,,2013
CIN,LAC,13,False,2013
CIN,IND,14,True,2013
CIN,PIT,15,False,2013
CIN,MIN,16,True,2013
