,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Jared Cook(LAC),6,11,105,17.5,47,2,1,0,0,0,1,1,14.5,14.5,50.2%
1,2,Eric Ebron(PIT),3,5,70,23.3,61,1,0,1,1,1,0,1,13.1,13.1,3.0%
2,3,Zach Miller(FA),3,3,61,20.3,34,1,1,0,0,0,0,1,12.1,12.1,0.0%
3,4,Jimmy Graham(CHI),3,5,46,15.3,35,1,1,0,0,0,0,1,10.6,10.6,0.8%
4,5,Vance McDonald(FA),3,6,46,15.3,24,1,1,0,0,0,0,1,10.6,10.6,0.0%
5,6,Travis Kelce(KC),7,9,108,15.4,44,2,0,1,-5,0,0,1,10.3,10.3,100.0%
6,7,Zach Ertz(ARI),6,11,35,5.8,11,0,1,0,0,0,0,1,9.5,9.5,85.8%
7,8,Jermaine Gresham(FA),2,2,33,16.5,29,1,1,0,0,0,0,1,9.3,9.3,0.0%
8,9,Gary Barnidge(FA),2,6,23,11.5,14,0,1,0,0,0,0,1,8.3,8.3,0.1%
9,10,C.J. Fiedorowicz(FA),6,10,82,13.7,20,1,0,0,0,0,0,1,8.2,8.2,0.0%
10,11,Jordan Reed(FA),5,6,79,15.8,28,2,0,0,0,0,0,1,7.9,7.9,19.0%
11,12,Coby Fleener(FA),3,5,17,5.7,8,0,1,0,0,0,0,1,7.7,7.7,0.0%
12,13,Will Tye(FA),2,5,12,6.0,9,0,1,0,0,0,0,1,7.2,7.2,0.0%
13,14,Garrett Celek(FA),3,3,41,13.7,19,0,0,0,0,0,0,1,4.1,4.1,0.0%
14,15,Tyler Eifert(FA),3,6,37,12.3,21,1,0,0,0,0,0,1,3.7,3.7,0.0%
15,16,Jason Witten(FA),5,7,37,7.4,11,0,0,0,0,0,0,1,3.7,3.7,0.1%
16,17,Delanie Walker(FA),4,6,36,9.0,14,0,0,0,0,0,0,1,3.6,3.6,0.1%
17,18,Greg Olsen(FA),4,7,33,8.3,12,0,0,0,0,0,0,1,3.3,3.3,7.0%
