,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Jack Doyle(IND),3,4,35,11.7,16,0,2,0,0,0,0,1,15.5,15.5,2.2%
1,2,Dwayne Allen(FA),4,6,53,13.3,19,0,1,0,0,0,0,1,13.3,13.3,0.0%
2,3,Julius Thomas(FA),5,5,64,12.8,22,1,1,0,0,0,0,1,12.4,12.4,0.0%
3,4,Eric Ebron(PIT),5,5,46,9.2,13,0,1,0,0,0,0,1,10.6,10.6,3.0%
4,5,Austin Seferian-Jenkins(FA),1,1,30,30.0,30,1,1,0,0,0,0,1,9.0,9.0,0.0%
5,6,Larry Donnell(FA),1,2,15,15.0,15,0,1,0,0,0,0,1,7.5,7.5,0.0%
6,7,Vance McDonald(FA),2,3,14,7.0,8,0,1,0,0,0,0,1,7.4,7.4,0.0%
7,8,Travis Kelce(KC),6,7,74,12.3,20,1,0,0,0,0,0,1,7.4,7.4,100.0%
8,9,Greg Olsen(FA),7,9,73,10.4,18,0,0,0,0,0,0,1,7.3,7.3,7.0%
9,10,Jason Witten(FA),9,14,66,7.3,17,0,0,0,0,0,0,1,6.6,6.6,0.1%
10,11,Kyle Rudolph(NYG),4,8,65,16.3,21,1,0,0,0,0,0,1,6.5,6.5,0.3%
11,12,Jordan Reed(FA),7,11,64,9.1,14,0,0,0,0,0,0,1,6.4,6.4,19.0%
12,13,Brandon Myers(FA),1,1,4,4.0,4,0,1,0,0,0,0,1,6.4,6.4,0.0%
13,14,C.J. Uzomah(CIN),2,5,59,29.5,54,1,0,0,0,0,0,1,5.9,5.9,20.8%
14,15,Zach Ertz(ARI),6,7,58,9.7,15,0,0,0,0,0,0,1,5.8,5.8,85.8%
15,16,Jacob Tamme(FA),6,8,51,8.5,19,0,0,0,0,0,0,1,5.1,5.1,0.0%
16,17,Marcedes Lewis(GB),2,2,48,24.0,37,1,0,0,0,0,0,1,4.8,4.8,0.2%
17,18,Delanie Walker(FA),3,5,42,14.0,26,1,0,0,0,0,0,1,4.2,4.2,0.1%
18,19,Jermaine Gresham(FA),4,4,41,10.3,15,0,0,0,0,0,0,1,4.1,4.1,0.0%
19,20,Charles Clay(FA),2,3,40,20.0,33,1,0,0,0,0,0,1,4.0,4.0,0.0%
20,21,Dennis Pitta(FA),3,4,39,13.0,27,1,0,0,0,0,0,1,3.9,3.9,0.0%
21,22,Jesse James(CHI),5,7,31,6.2,8,0,0,0,0,0,0,1,3.1,3.1,0.0%
22,23,Cameron Brate(TB),3,3,30,10.0,17,0,0,0,0,0,0,1,3.0,3.0,2.8%
23,24,Virgil Green(FA),4,5,28,7.0,13,0,0,0,0,0,0,1,2.8,2.8,0.0%
24,25,Luke Willson(FA),2,4,26,13.0,19,0,0,0,0,0,0,1,2.6,2.6,0.0%
25,26,Stephen Anderson(LAC),3,3,25,8.3,12,0,0,0,0,0,0,1,2.5,2.5,0.2%
26,27,Clive Walford(FA),3,5,25,8.3,18,0,0,0,0,0,0,1,2.5,2.5,0.0%
27,28,Richard Rodgers(PHI),1,3,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,0.0%
28,29,Geoff Swaim(TEN),1,1,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,0.3%
29,30,Hunter Henry(NE),1,2,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,65.9%
30,31,Antonio Gates(FA),3,4,20,6.7,8,0,0,0,0,0,0,1,2.0,2.0,0.2%
31,32,Demetrius Harris(ARI),2,3,20,10.0,13,0,0,0,0,0,0,1,2.0,2.0,0.1%
32,33,Vernon Davis(FA),1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,1.6%
33,34,Ryan Griffin(NYJ),2,2,17,8.5,12,0,0,0,0,0,0,1,1.7,1.7,0.6%
34,35,Will Tye(FA),3,3,16,5.3,7,0,0,0,0,0,0,1,1.6,1.6,0.0%
35,36,Lance Kendricks(FA),2,3,15,7.5,9,0,0,0,0,0,0,1,1.5,1.5,0.0%
36,37,Garrett Celek(FA),1,4,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.0%
37,38,Martellus Bennett(FA),3,5,14,4.7,5,0,0,0,0,0,0,1,1.4,1.4,23.0%
38,39,Austin Hooper(CLE),1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,28.8%
39,40,Zach Miller(FA),3,4,14,4.7,5,0,0,0,0,0,0,1,1.4,1.4,0.0%
40,41,Jimmy Graham(CHI),1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.8%
41,42,Brent Celek(FA),1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%
42,43,Jared Cook(LAC),1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,50.2%
43,44,Jordan Cameron(FA),2,3,6,3.0,5,0,0,0,0,0,0,1,0.6,0.6,0.1%
44,45,Coby Fleener(FA),1,4,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
45,46,C.J. Fiedorowicz(FA),1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
46,47,Cole Wick(FA),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%
47,48,Crockett Gillmore(FA),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%
48,49,Tyler Higbee(LAR),1,4,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,77.4%
49,50,Luke Farrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,51,Noah Gray(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
51,52,Mitchell Wilcox(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,53,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
53,54,Dalton Keene(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Brycen Hopkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
55,56,Thaddeus Moss(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,57,Kyle Markway(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,58,Stephen Sullivan(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,59,Hunter Bryant(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Josiah Deguara(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
60,61,Chris Myarick(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,62,Jared Pinkney(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,Parker Hesse(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Colby Parkinson(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Harrison Bryant(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
65,66,Ian Bunting(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,67,Adam Trautman(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
67,68,Devin Asiasi(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,69,Cole Kmet(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3%
69,70,Matthew Orzech(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
70,71,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,72,Kyle Pitts(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4%
72,73,Pat Freiermuth(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7%
73,74,Charlie Taumoepeau(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,75,Charlie Woerner(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,76,Noah Togiai(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,77,Ben Ellefson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
77,78,Tyler Mabry(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,79,Sean McKeon(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,80,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,81,Tyler Davis(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,82,Rashod Berry(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,83,Scotty Washington(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,84,Eli Wolf(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,85,Brevin Jordan(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
