Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Tyler Lockett(SEA),9,13,100,11.1,43,0,3,0,0,0,0,1,28.0,28.0,97.5%
2,Justin Jefferson(MIN),7,9,175,25.0,71,0,1,0,0,0,0,1,23.5,23.5,99.9%
3,Cedrick Wilson Jr.(DAL),5,7,107,21.4,42,0,2,0,0,0,0,1,22.7,22.7,4.0%
4,Allen Lazard(GB),6,8,146,24.3,72,0,1,1,-2,0,0,1,20.4,20.4,23.4%
5,Michael Gallup(DAL),6,9,138,23.0,52,0,1,0,0,0,0,1,19.8,19.8,72.8%
6,Allen Robinson II(CHI),10,13,123,12.3,37,0,1,0,0,0,0,1,18.3,18.3,53.7%
7,Keenan Allen(LAC),13,19,132,10.2,22,0,1,0,0,0,1,1,17.2,17.2,99.3%
8,Cooper Kupp(LAR),9,10,107,11.9,20,0,1,0,0,0,0,1,16.7,16.7,100.0%
9,Robert Woods(LAR),5,6,74,14.8,31,0,1,3,30,0,0,1,16.4,16.4,29.9%
10,Tyreek Hill(KC),5,6,77,15.4,33,0,1,2,25,0,0,1,16.2,16.2,100.0%
11,Andy Isabella(ARI),4,4,47,11.8,26,0,2,1,-6,0,0,1,16.1,16.1,0.1%
12,Brandon Aiyuk(SF),5,8,70,14.0,20,0,0,3,31,1,0,1,16.1,16.1,88.8%
13,Tee Higgins(CIN),5,9,40,8.0,16,0,2,0,0,0,0,1,16.0,16.0,95.2%
14,Dontrelle Inman(FA),3,6,38,12.7,17,0,2,0,0,0,0,1,15.8,15.8,0.0%
15,Randall Cobb(GB),4,4,95,23.8,34,0,1,0,0,0,0,1,15.5,15.5,7.6%
16,D.K. Metcalf(SEA),4,8,110,27.5,62,0,1,0,0,0,1,1,15.0,15.0,98.9%
17,Hunter Renfrow(LV),6,9,84,14.0,26,0,1,0,0,0,0,1,14.4,14.4,89.8%
18,Mecole Hardman(KC),4,6,81,20.3,49,0,1,0,0,0,0,1,14.1,14.1,29.2%
19,DeAndre Hopkins(ARI),10,12,137,13.7,30,0,0,0,0,0,0,1,13.7,13.7,69.3%
20,Greg Ward(PHI),8,11,72,9.0,29,0,1,1,-6,0,0,1,12.6,12.6,0.1%
