Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Adam Thielen(MIN),8,11,123,15.4,51,0,2,0,0,0,0,1,24.3,24.3,82.7%
2,Damiere Byrd(CHI),6,7,132,22.0,42,0,1,1,11,0,0,1,20.3,20.3,0.1%
3,Robert Woods(LAR),12,15,130,10.8,35,0,1,2,-4,0,0,1,18.6,18.6,29.9%
4,Keenan Allen(LAC),16,19,145,9.1,21,0,1,0,0,0,1,1,18.5,18.5,99.3%
5,Davante Adams(GB),7,9,106,15.1,33,0,1,0,0,0,0,1,16.6,16.6,100.0%
6,Tyreek Hill(KC),11,14,102,9.3,15,0,1,2,-2,0,0,1,16.0,16.0,100.0%
7,DJ Moore(CAR),7,11,127,18.1,52,0,0,1,21,0,0,1,14.8,14.8,95.7%
8,Nelson Agholor(NE),6,9,88,14.7,29,0,1,0,0,0,0,1,14.8,14.8,13.6%
9,Justin Jefferson(MIN),3,5,86,28.7,39,0,1,0,0,0,0,1,14.6,14.6,99.9%
10,Cooper Kupp(LAR),11,13,145,13.2,37,0,0,0,0,0,0,1,14.5,14.5,100.0%
11,Curtis Samuel(WAS),8,10,70,8.8,17,0,1,1,4,0,0,1,13.4,13.4,15.7%
12,Mike Williams(LAC),4,7,72,18.0,39,0,1,0,0,0,0,1,13.2,13.2,91.9%
13,Tyler Lockett(SEA),9,9,67,7.4,11,0,1,0,0,0,0,1,12.7,12.7,97.5%
14,CeeDee Lamb(DAL),4,6,34,8.5,21,0,1,2,12,0,0,1,12.6,12.6,99.7%
15,Michael Pittman Jr.(IND),3,3,66,22.0,45,0,1,0,0,0,0,1,12.6,12.6,92.6%
16,A.J. Brown(TEN),4,7,62,15.5,25,0,1,0,0,0,0,1,12.2,12.2,97.8%
17,DeVante Parker(MIA),6,9,61,10.2,21,0,1,0,0,0,0,1,12.1,12.1,64.3%
18,Tim Patrick(DEN),5,8,119,23.8,61,0,0,0,0,0,0,1,11.9,11.9,17.6%
19,Chase Claypool(PIT),4,8,59,14.8,31,0,1,0,0,0,0,1,11.9,11.9,85.4%
