Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Rob Gronkowski(TB),9,13,168,18.7,31,4,0,0,0,0,0,1,18.8,18.8,97.7%
2,Greg Olsen(FA),9,12,116,12.9,30,2,1,0,0,0,0,1,17.6,17.6,7.0%
3,Richard Rodgers(PHI),4,4,77,19.3,36,2,1,0,0,0,0,1,13.7,13.7,0.0%
4,Benjamin Watson(FA),4,4,74,18.5,33,1,1,0,0,0,0,1,13.4,13.4,2.8%
5,Garrett Celek(FA),3,3,63,21.0,41,1,1,0,0,0,0,1,12.3,12.3,0.0%
6,Zach Ertz(ARI),6,9,56,9.3,17,0,1,0,0,0,0,1,11.6,11.6,85.8%
7,Jeff Heuerman(FA),1,1,54,54.0,54,1,1,0,0,0,0,1,11.4,11.4,0.0%
8,Evan Engram(NYG),8,13,87,10.9,28,1,0,1,14,0,0,1,10.1,10.1,28.5%
9,Eric Ebron(FA),5,7,33,6.6,19,0,1,0,0,0,0,1,9.3,9.3,3.0%
10,O.J. Howard(TB),1,1,30,30.0,30,1,1,0,0,0,0,1,9.0,9.0,1.2%
11,Luke Willson(FA),1,2,26,26.0,26,1,1,0,0,0,0,1,8.6,8.6,0.0%
12,Kyle Rudolph(FA),2,2,17,8.5,16,0,1,0,0,0,0,1,7.7,7.7,0.3%
13,Delanie Walker(FA),5,10,37,7.4,13,0,1,0,0,0,1,1,7.7,7.7,0.1%
14,Trey Burton(FA),2,2,15,7.5,13,0,1,0,0,0,0,1,7.5,7.5,0.0%
15,Antonio Gates(FA),1,3,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0,0.2%
16,Charles Clay(FA),5,9,68,13.6,29,2,0,0,0,0,0,1,6.8,6.8,0.0%
17,Levine Toilolo(NYG),0,0,0,0,0,0,0,0,0,0,0,1,6.0,6.0,0.0%
18,George Kittle(SF),4,5,52,13.0,24,1,0,0,0,0,0,1,5.2,5.2,99.7%
19,Cameron Brate(TB),4,5,49,12.3,13,0,0,0,0,0,0,1,4.9,4.9,2.8%
20,Jason Witten(FA),4,5,47,11.8,18,0,0,0,0,0,0,1,4.7,4.7,0.1%
21,Jack Doyle(FA),7,8,47,6.7,15,0,0,0,0,0,0,1,4.7,4.7,2.2%
22,Travis Kelce(KC),6,7,46,7.7,21,1,0,0,0,0,0,1,4.6,4.6,100.0%
23,Troy Niklas(FA),3,6,41,13.7,21,1,0,0,0,0,0,1,4.1,4.1,0.0%
24,Ross Travis(FA),2,2,33,16.5,20,1,0,0,0,0,0,1,3.3,3.3,0.0%
25,Nick O'Leary(FA),2,2,33,16.5,25,1,0,0,0,0,0,1,3.3,3.3,0.0%
26,Daniel Brown(NYJ),3,4,32,10.7,17,0,0,0,0,0,0,1,3.2,3.2,0.0%
27,Seth DeValve(FA),2,4,32,16.0,23,1,0,0,0,0,0,1,3.2,3.2,0.0%
