Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Julius Thomas(FA),6,8,84,14.0,27,1,1,0,0,0,0,1,14.4,14.4,0.0%
2,Travis Kelce(KC),7,9,73,10.4,22,1,1,0,0,0,0,1,13.3,13.3,100.0%
3,Evan Engram(NYG),4,10,70,17.5,26,2,1,0,0,0,0,1,13.0,13.0,28.5%
4,Jared Cook(LAC),8,9,126,15.8,35,2,0,0,0,0,0,1,12.6,12.6,50.2%
5,Trey Burton(FA),2,4,41,20.5,27,1,1,0,0,0,0,1,10.1,10.1,0.0%
6,Jermaine Gresham(FA),2,3,23,11.5,12,0,1,0,0,0,0,1,8.3,8.3,0.0%
7,Tyler Kroft(NYJ),2,2,79,39.5,59,2,0,0,0,0,0,1,7.9,7.9,0.2%
8,Luke Stocker(MIN),2,2,13,6.5,8,0,1,0,0,0,0,1,7.3,7.3,0.0%
9,Vernon Davis(FA),6,9,72,12.0,23,1,0,0,0,0,0,1,7.2,7.2,1.6%
10,Delanie Walker(FA),5,5,71,14.2,25,2,0,0,0,0,0,1,7.1,7.1,0.1%
11,Luke Willson(FA),1,2,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0,0.0%
12,Tyler Higbee(LAR),1,2,8,8.0,8,0,1,0,0,0,0,1,6.8,6.8,77.4%
13,Jack Doyle(FA),8,9,63,7.9,11,0,0,0,0,0,0,1,6.3,6.3,2.2%
14,Jimmy Graham(CHI),5,8,59,11.8,21,1,0,0,0,0,0,1,5.9,5.9,0.8%
15,Gerald Everett(FA),1,2,44,44.0,44,1,0,1,13,0,0,1,5.7,5.7,35.7%
16,Marcedes Lewis(GB),3,6,49,16.3,37,1,0,0,0,0,0,1,4.9,4.9,0.2%
17,Coby Fleener(FA),2,2,46,23.0,33,1,0,0,0,0,0,1,4.6,4.6,0.0%
18,Stephen Anderson(LAC),4,6,44,11.0,16,0,0,0,0,0,0,1,4.4,4.4,0.2%
19,Benjamin Watson(FA),7,10,41,5.9,16,0,0,0,0,0,0,1,4.1,4.1,2.8%
20,Brent Celek(FA),3,4,39,13.0,15,0,0,0,0,0,0,1,3.9,3.9,0.0%
21,Austin Hooper(CLE),3,6,36,12.0,16,0,0,0,0,0,0,1,3.6,3.6,28.8%
22,Eric Ebron(FA),3,4,35,11.7,19,0,0,0,0,0,0,1,3.5,3.5,3.0%
