Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Rob Gronkowski(TB),6,9,116,19.3,53,2,1,0,0,0,0,1,17.6,17.6,97.7%
2,Travis Kelce(KC),8,10,103,12.9,44,1,1,0,0,0,0,1,16.3,16.3,100.0%
3,Jason Witten(FA),10,13,97,9.7,28,1,1,0,0,0,0,1,15.7,15.7,0.1%
4,Delanie Walker(FA),4,4,61,15.3,19,0,0,1,1,1,0,1,12.2,12.2,0.1%
5,Evan Engram(NYG),4,7,49,12.3,18,0,1,0,0,0,0,1,10.9,10.9,28.5%
6,Eric Ebron(FA),5,5,42,8.4,17,0,1,0,0,0,0,1,10.2,10.2,3.0%
7,Zach Ertz(ARI),5,10,97,19.4,53,1,0,0,0,0,0,1,9.7,9.7,85.8%
8,Gerald Everett(FA),3,3,95,31.7,69,2,0,0,0,0,0,1,9.5,9.5,35.7%
9,Coby Fleener(FA),3,4,33,11.0,20,1,1,0,0,0,0,1,9.3,9.3,0.0%
10,Benjamin Watson(FA),8,8,91,11.4,23,2,0,0,0,0,0,1,9.1,9.1,2.8%
11,Jonnu Smith(NE),2,3,30,15.0,32,1,1,0,0,0,0,1,9.0,9.0,22.7%
12,David Njoku(CLE),3,4,27,9.0,23,1,1,0,0,0,0,1,8.7,8.7,12.9%
13,Hunter Henry(NE),7,7,80,11.4,17,0,0,0,0,0,0,1,8.0,8.0,65.9%
14,Jack Doyle(FA),8,8,79,9.9,15,0,0,0,0,0,0,1,7.9,7.9,2.2%
15,Antonio Gates(FA),2,4,11,5.5,7,0,1,0,0,0,0,1,7.1,7.1,0.2%
16,Virgil Green(FA),2,3,11,5.5,9,0,1,0,0,0,0,1,7.1,7.1,0.0%
17,Seth DeValve(FA),2,4,61,30.5,49,1,0,0,0,0,0,1,6.1,6.1,0.0%
18,Jordan Reed(FA),6,6,48,8.0,16,0,0,0,0,0,0,1,4.8,4.8,19.0%
