rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,O.J. Howard,6.0,6.0,98.0,16.3,33.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,21.8,21.8,1.2,TE,7,2017,TB
2.0,Jordan Reed,8.0,10.0,64.0,8.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,18.4,18.4,19.0,TE,7,2017,WAS
3.0,Zach Ertz,5.0,5.0,89.0,17.8,46.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,14.9,14.9,85.8,TE,7,2017,PHI
4.0,Evan Engram,6.0,12.0,60.0,10.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,28.5,TE,7,2017,NYG
5.0,Jason Witten,4.0,4.0,54.0,13.5,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.4,11.4,0.1,TE,7,2017,DAL
6.0,Jimmy Graham,3.0,6.0,51.0,17.0,29.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,11.1,11.1,0.8,TE,7,2017,SEA
7.0,Jared Cook,6.0,7.0,107.0,17.8,28.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.7,10.7,50.2,TE,7,2017,LV
8.0,Travis Kelce,4.0,5.0,33.0,8.3,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,100.0,TE,7,2017,KC
9.0,Marcedes Lewis,2.0,3.0,29.0,14.5,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.9,8.9,0.2,TE,7,2017,JAC
10.0,Anthony Fasano,3.0,4.0,25.0,8.3,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,0.1,TE,7,2017,MIA
11.0,Tyler Kroft,4.0,4.0,23.0,5.8,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,0.2,TE,7,2017,CIN
12.0,Logan Thomas,1.0,1.0,22.0,22.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.2,8.2,27.1,TE,7,2017,BUF
13.0,Austin Seferian-Jenkins,3.0,5.0,21.0,7.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.1,8.1,0.0,TE,7,2017,NYJ
14.0,Hunter Henry,4.0,5.0,73.0,18.3,34.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,7.3,65.9,TE,7,2017,LAC
15.0,Vernon Davis,4.0,4.0,67.0,16.8,31.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.7,6.7,1.6,TE,7,2017,WAS
16.0,Cameron Brate,6.0,9.0,60.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,2.8,TE,7,2017,TB
17.0,Nick O'Leary,2.0,2.0,58.0,29.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.8,5.8,0.0,TE,7,2017,BUF
18.0,David Njoku,2.0,5.0,58.0,29.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.8,5.8,12.9,TE,7,2017,CLE
19.0,Julius Thomas,3.0,4.0,58.0,19.3,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.8,5.8,0.0,TE,7,2017,MIA
20.0,Rob Gronkowski,3.0,7.0,51.0,17.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,97.7,TE,7,2017,NE
21.0,A.J. Derby,6.0,7.0,66.0,11.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.6,4.6,0.0,TE,7,2017,DEN
22.0,Jack Doyle,6.0,7.0,44.0,7.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,4.4,2.2,TE,7,2017,IND
23.0,Delanie Walker,7.0,10.0,63.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.3,4.3,0.1,TE,7,2017,TEN
24.0,Kyle Rudolph,5.0,7.0,43.0,8.6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3,4.3,0.3,TE,7,2017,MIN
26.0,Vance McDonald,2.0,3.0,37.0,18.5,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,3.7,0.0,TE,7,2017,PIT
27.0,Niles Paul,1.0,1.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,0.0,TE,7,2017,WAS
28.0,Zach Miller,2.0,3.0,29.0,14.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,2.9,0.0,TE,7,2017,CHI
30.0,Eric Tomlinson,1.0,1.0,26.0,26.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,0.0,TE,7,2017,NYJ
