player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,opponent,home
Jaeden Graham,TE,ATL,1.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Hayden Hurst,TE,ATL,1.0,,,,,,,3.5,,17,2019,2.0,2.0,35.0,17.5,20.0,1.0,0.0,0.0,0.0,0.0,0.0,TB,False
Lee Smith,TE,BUF,1.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,,,,,,,,,,,,NYJ,True
Tyler Kroft,TE,BUF,1.0,30.0,47.0,0.0,13.0,3.0,13.0,0.5,1.7,17,2019,,,,,,,,,,,,NYJ,True
Tommy Sweeney,TE,BUF,1.0,40.0,63.0,0.0,13.0,13.0,13.0,7.6,19.0,17,2019,5.0,5.0,76.0,15.2,22.0,2.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Virgil Green,TE,LAC,1.0,17.0,22.0,0.0,6.0,0.0,6.0,0.0,0.0,17,2019,,,,,,,,,,,,KC,False
Hunter Henry,TE,LAC,1.0,63.0,82.0,0.0,10.0,8.0,10.0,10.2,16.2,17,2019,,,,,,,,,,,,KC,False
Jared Cook,TE,LAC,1.0,,,,,,,10.4,,17,2019,2.0,2.0,44.0,22.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,KC,False
Derek Carrier,TE,LV,1.0,14.0,19.0,0.0,7.0,7.0,7.0,0.4,2.9,17,2019,,,,,,,,,,,,DEN,False
Darren Waller,TE,LV,1.0,69.0,95.0,0.0,14.0,9.0,14.0,10.7,15.5,17,2019,,,,,,,,,,,,DEN,False
Eric Tomlinson,TE,LV,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,,,,,,,,,,,,DEN,False
Darren Waller,TE,LV,1.0,,,,,,,10.7,,17,2019,6.0,10.0,107.0,17.8,75.0,1.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Derek Carrier,TE,LV,1.0,,,,,,,0.4,,17,2019,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Travis Kelce,TE,KC,1.0,48.0,94.0,0.0,10.0,6.0,10.0,2.4,5.0,17,2019,3.0,5.0,24.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Blake Bell,TE,KC,1.0,21.0,41.0,0.0,10.0,5.0,10.0,0.1,0.5,17,2019,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
James Winchester,TE,KC,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Tyler Eifert,TE,CIN,1.0,27.0,39.0,0.0,7.0,7.0,7.0,3.4,12.6,17,2019,,,,,,,,,,,,CLE,True
C.J. Uzomah,TE,CIN,1.0,53.0,77.0,0.0,11.0,9.0,11.0,8.5,16.0,17,2019,5.0,6.0,25.0,5.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,True
Cethan Carter,TE,CIN,1.0,22.0,32.0,0.0,5.0,0.0,5.0,0.0,0.0,17,2019,,,,,,,,,,,,CLE,True
Clark Harris,TE,CIN,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,True
Levine Toilolo,TE,SF,1.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,,,,,,,,,,,,SEA,False
George Kittle,TE,SF,1.0,47.0,94.0,2.0,15.0,17.0,17.0,9.3,19.8,17,2019,7.0,7.0,86.0,12.3,26.0,1.0,0.0,1.0,7.0,0.0,0.0,SEA,False
Ross Dwelley,TE,SF,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Tanner Hudson,TE,SF,1.0,,,,,,,0.0,,17,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Vance McDonald,TE,PIT,1.0,44.0,88.0,0.0,5.0,5.0,5.0,1.9,4.3,17,2019,,,,,,,,,,,,BAL,False
Nick Vannett,TE,PIT,1.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,,,,,,,,,,,,BAL,False
Jace Sternberger,TE,PIT,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Demetrius Harris,TE,CLE,1.0,32.0,59.0,0.0,3.0,0.0,3.0,0.0,0.0,17,2019,,,,,,,,,,,,CIN,False
David Njoku,TE,CLE,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Ricky Seals-Jones,TE,CLE,1.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,,,,,,,,,,,,CIN,False
Stephen Carlson,TE,CLE,1.0,23.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Austin Hooper,TE,CLE,1.0,,,,,,,4.5,,17,2019,7.0,9.0,45.0,6.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Jack Doyle,TE,IND,1.0,37.0,65.0,0.0,11.0,3.0,11.0,0.6,1.6,17,2019,1.0,4.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,False
Mo Alie-Cox,TE,IND,1.0,32.0,56.0,0.0,3.0,3.0,3.0,1.5,4.7,17,2019,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,False
Logan Thomas,TE,DET,1.0,28.0,47.0,0.0,11.0,4.0,11.0,1.5,5.4,17,2019,,,,,,,,,,,,GB,True
Jesse James,TE,DET,1.0,39.0,65.0,0.0,8.0,5.0,8.0,0.5,1.3,17,2019,,,,,,,,,,,,GB,True
Jordan Thomas,TE,DET,1.0,,,,,,,0.8,,17,2019,1.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
Richard Rodgers,TE,PHI,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,False
Joshua Perkins,TE,PHI,1.0,58.0,78.0,0.0,10.0,7.0,10.0,11.0,19.0,17,2019,,,,,,,,,,,,NYG,False
Dallas Goedert,TE,PHI,1.0,74.0,100.0,0.0,14.0,5.0,14.0,6.5,8.8,17,2019,4.0,10.0,65.0,16.3,28.0,1.0,0.0,0.0,0.0,0.0,0.0,NYG,False
Cameron Brate,TE,TB,1.0,27.0,53.0,0.0,11.0,4.0,11.0,6.2,23.0,17,2019,1.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,ATL,True
O.J. Howard,TE,TB,1.0,38.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Tanner Hudson,TE,TB,1.0,7.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,17,2019,,,,,,,,,,,,ATL,True
Maxx Williams,TE,ARI,1.0,41.0,60.0,0.0,5.0,2.0,5.0,2.3,5.6,17,2019,1.0,2.0,23.0,23.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Dan Arnold,TE,ARI,1.0,30.0,44.0,0.0,20.0,13.0,20.0,13.6,45.3,17,2019,,,,,,,,,,,,LAR,False
Demetrius Harris,TE,ARI,1.0,,,,,,,0.0,,17,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Nick Boyle,TE,BAL,1.0,50.0,74.0,0.0,4.0,2.0,4.0,0.6,1.2,17,2019,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
Hayden Hurst,TE,BAL,1.0,31.0,46.0,0.0,6.0,6.0,6.0,3.5,11.3,17,2019,,,,,,,,,,,,PIT,True
Eric Tomlinson,TE,BAL,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
MyCole Pruitt,TE,TEN,1.0,32.0,52.0,0.0,6.0,6.0,6.0,7.3,22.8,17,2019,2.0,2.0,13.0,6.5,12.0,0.0,1.0,0.0,0.0,0.0,0.0,HOU,False
Jonnu Smith,TE,TEN,1.0,50.0,81.0,2.0,0.0,2.0,2.0,0.7,1.4,17,2019,,,,,,,,,,,,HOU,False
Anthony Firkser,TE,TEN,1.0,18.0,29.0,0.0,11.0,6.0,11.0,0.5,2.8,17,2019,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Daniel Brown,TE,NYJ,1.0,47.0,70.0,0.0,9.0,6.0,9.0,3.2,6.8,17,2019,3.0,4.0,32.0,10.7,24.0,1.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Trevon Wesco,TE,NYJ,1.0,27.0,40.0,0.0,4.0,0.0,4.0,0.0,0.0,17,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Tyler Kroft,TE,NYJ,1.0,,,,,,,0.5,,17,2019,1.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Tyler Higbee,TE,LAR,1.0,79.0,96.0,0.0,15.0,10.0,15.0,14.4,18.2,17,2019,8.0,12.0,84.0,10.5,22.0,1.0,1.0,0.0,0.0,0.0,0.0,ARI,True
Johnny Mundt,TE,LAR,1.0,34.0,41.0,0.0,3.0,3.0,3.0,0.2,0.6,17,2019,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Matthew Orzech,TE,LAR,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Seth DeValve,TE,JAC,1.0,35.0,51.0,0.0,3.0,3.0,3.0,0.4,1.1,17,2019,,,,,,,,,,,,IND,True
Charles Jones,TE,JAC,1.0,13.0,19.0,0.0,8.0,8.0,8.0,0.5,3.8,17,2019,,,,,,,,,,,,IND,True
Dan Arnold,TE,JAC,1.0,,,,,,,13.6,,17,2019,4.0,6.0,76.0,19.0,37.0,2.0,1.0,0.0,0.0,0.0,0.0,IND,True
Jacob Hollister,TE,JAC,1.0,,,,,,,2.5,,17,2019,4.0,8.0,25.0,6.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Chris Manhertz,TE,JAC,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
J.P. Holtz,TE,CHI,1.0,46.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Eric Saubert,TE,CHI,1.0,29.0,39.0,0.0,3.0,3.0,3.0,1.0,3.4,17,2019,,,,,,,,,,,,MIN,False
Jesper Horsted,TE,CHI,1.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Jimmy Graham,TE,CHI,1.0,,,,,,,4.9,,17,2019,4.0,7.0,49.0,12.3,20.0,1.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Jesse James,TE,CHI,1.0,,,,,,,0.5,,17,2019,2.0,3.0,5.0,2.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Patrick Scales,TE,CHI,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Beau Brinkley,TE,CHI,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Jeremy Sprinkle,TE,WAS,1.0,42.0,67.0,0.0,14.0,7.0,14.0,1.8,4.3,17,2019,,,,,,,,,,,,DAL,False
Hale Hentges,TE,WAS,1.0,32.0,51.0,0.0,22.0,13.0,22.0,6.2,19.4,17,2019,,,,,,,,,,,,DAL,False
Logan Thomas,TE,WAS,1.0,,,,,,,1.5,,17,2019,1.0,3.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Ricky Seals-Jones,TE,WAS,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Jacob Hollister,TE,SEA,1.0,67.0,88.0,0.0,12.0,6.0,12.0,2.5,3.7,17,2019,,,,,,,,,,,,SF,True
Tyrone Swoopes,TE,SEA,1.0,18.0,24.0,0.0,6.0,6.0,6.0,0.5,2.8,17,2019,,,,,,,,,,,,SF,True
Tyler Ott,TE,SEA,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,True
Mike Gesicki,TE,MIA,1.0,51.0,75.0,0.0,14.0,8.0,14.0,9.4,18.4,17,2019,4.0,7.0,34.0,8.5,14.0,0.0,1.0,0.0,0.0,0.0,0.0,NE,False
Durham Smythe,TE,MIA,1.0,26.0,38.0,0.0,12.0,4.0,12.0,0.8,3.1,17,2019,1.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Cethan Carter,TE,MIA,1.0,,,,,,,0.0,,17,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Troy Fumagalli,TE,DEN,1.0,17.0,27.0,0.0,12.0,6.0,12.0,0.9,5.3,17,2019,,,,,,,,,,,,LV,True
Noah Fant,TE,DEN,1.0,36.0,58.0,0.0,6.0,3.0,6.0,0.4,1.1,17,2019,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,True
Andrew Beck,TE,DEN,1.0,24.0,39.0,0.0,8.0,8.0,8.0,6.8,28.3,17,2019,2.0,2.0,8.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,LV,True
Eric Saubert,TE,DEN,1.0,,,,,,,1.0,,17,2019,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,True
Jordan Thomas,TE,HOU,1.0,38.0,58.0,0.0,8.0,3.0,8.0,0.8,2.1,17,2019,,,,,,,,,,,,TEN,True
Jordan Akins,TE,HOU,1.0,53.0,82.0,0.0,13.0,9.0,13.0,5.4,10.2,17,2019,5.0,7.0,54.0,10.8,20.0,1.0,0.0,0.0,0.0,0.0,0.0,TEN,True
Garrett Dickerson,TE,NYG,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2019,,,,,,,,,,,,PHI,True
Kaden Smith,TE,NYG,1.0,74.0,100.0,0.0,15.0,11.0,15.0,9.8,13.2,17,2019,8.0,11.0,98.0,12.3,25.0,1.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Kyle Rudolph,TE,NYG,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Levine Toilolo,TE,NYG,1.0,,,,,,,0.0,,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Delanie Walker,TE,FA,1.0,,,,,,,17.5,,1,2019,5.0,6.0,55.0,11.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,,
Vernon Davis,TE,FA,1.0,,,,,,,11.9,,1,2019,4.0,7.0,59.0,14.8,48.0,1.0,1.0,0.0,0.0,0.0,0.0,,
Jason Witten,TE,FA,1.0,,,,,,,7.5,,1,2019,3.0,4.0,15.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Vance McDonald,TE,FA,1.0,,,,,,,4.0,,1,2019,2.0,4.0,40.0,20.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,,
Greg Olsen,TE,FA,1.0,,,,,,,3.6,,1,2019,4.0,9.0,36.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tyler Eifert,TE,FA,1.0,,,,,,,2.7,,1,2019,5.0,5.0,27.0,5.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Rhett Ellison,TE,FA,1.0,,,,,,,0.8,,1,2019,1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Eric Ebron,TE,FA,1.0,,,,,,,0.8,,1,2019,1.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gerald Everett,TE,FA,1.0,,,,,,,0.7,,1,2019,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Charles Clay,TE,FA,1.0,,,,,,,0.5,,1,2019,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Virgil Green,TE,FA,1.0,,,,,,,0.4,,1,2019,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,
James Looney,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tyrone Swoopes,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Donnie Ernsberger,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Garrett Dickerson,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sean Culkin,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lee Smith,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Logan Paulsen,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jordan Reed,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dion Sims,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Luke Willson,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Garrett Celek,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Antonio Gates,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ed Dickson,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jermaine Gresham,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kevin McDermott,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Bronson Kaufusi,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Seth DeValve,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jerell Adams,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ben Braunecker,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
David Grinnage,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
David Morgan II,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brian Parker,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jake Butt,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Cole Wick,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Alan Cross,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mitchell Loewen,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Matt LaCosse,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Trey Burton,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kelvin Benjamin,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Erik Swoope,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ben Koyack,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jeff Heuerman,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Clive Walford,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Matt Lengel,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Neal Sterling,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Khari Lee,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nick O'Leary,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Darren Fells,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Scott Simonson,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jerome Cunningham,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kyle Nelson,TE,FA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Josh Hill,TE,FA,1.0,,,,,,,-0.2,,1,2019,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Vance McDonald,TE,FA,1.0,,,,,,,15.8,,2,2019,7.0,7.0,38.0,5.4,8.0,0.0,2.0,0.0,0.0,0.0,0.0,,
Greg Olsen,TE,FA,1.0,,,,,,,11.0,,2,2019,6.0,9.0,110.0,18.3,41.0,2.0,0.0,0.0,0.0,0.0,0.0,,
Jason Witten,TE,FA,1.0,,,,,,,8.5,,2,2019,4.0,4.0,25.0,6.3,18.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Eric Ebron,TE,FA,1.0,,,,,,,8.5,,2,2019,3.0,4.0,25.0,8.3,13.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Tyler Eifert,TE,FA,1.0,,,,,,,6.9,,2,2019,3.0,5.0,9.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Delanie Walker,TE,FA,1.0,,,,,,,3.9,,2,2019,4.0,6.0,39.0,9.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Matt LaCosse,TE,FA,1.0,,,,,,,3.3,,2,2019,2.0,2.0,33.0,16.5,23.0,1.0,0.0,0.0,0.0,0.0,0.0,,
Vernon Davis,TE,FA,1.0,,,,,,,2.9,,2,2019,3.0,4.0,29.0,9.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ben Braunecker,TE,FA,1.0,,,,,,,2.4,,2,2019,2.0,3.0,24.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jeff Heuerman,TE,FA,1.0,,,,,,,2.1,,2,2019,4.0,5.0,21.0,5.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gerald Everett,TE,FA,1.0,,,,,,,2.1,,2,2019,3.0,4.0,21.0,7.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,,
Darren Fells,TE,FA,1.0,,,,,,,0.9,,2,2019,1.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Virgil Green,TE,FA,1.0,,,,,,,0.9,,2,2019,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lee Smith,TE,FA,1.0,,,,,,,0.8,,2,2019,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Rhett Ellison,TE,FA,1.0,,,,,,,0.8,,2,2019,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nick O'Leary,TE,FA,1.0,,,,,,,0.6,,2,2019,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Charles Clay,TE,FA,1.0,,,,,,,0.6,,2,2019,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Trey Burton,TE,FA,1.0,,,,,,,0.5,,2,2019,2.0,3.0,5.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sean Culkin,TE,FA,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Seth DeValve,TE,FA,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
