player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,opponent,home
Greg Olsen,TE,CAR,1.0,62.0,94.0,0.0,15.0,6.0,15.0,3.6,5.8,1,2019,,,,,,,,,,,,LAR,True
Chris Manhertz,TE,CAR,1.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,LAR,True
Ian Thomas,TE,CAR,1.0,4.0,6.0,0.0,25.0,0.0,25.0,0.0,0.0,1,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Jared Cook,TE,NO,1.0,42.0,64.0,0.0,7.0,5.0,7.0,3.7,8.8,1,2019,,,,,,,,,,,,HOU,True
Josh Hill,TE,NO,1.0,32.0,48.0,0.0,3.0,3.0,3.0,-0.2,-0.6,1,2019,,,,,,,,,,,,HOU,True
Nick Vannett,TE,NO,1.0,,,,,,,1.6,,1,2019,2.0,2.0,16.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,True
Zach Wood,TE,NO,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,True
Jason Witten,TE,DAL,1.0,45.0,66.0,0.0,9.0,7.0,9.0,7.5,16.7,1,2019,,,,,,,,,,,,NYG,True
Blake Jarwin,TE,DAL,1.0,27.0,40.0,0.0,11.0,11.0,11.0,9.9,36.7,1,2019,3.0,3.0,39.0,13.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,NYG,True
Dalton Schultz,TE,DAL,1.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
Jeremy Sprinkle,TE,DAL,1.0,,,,,,,0.8,,1,2019,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
Marcedes Lewis,TE,GB,1.0,33.0,54.0,0.0,9.0,6.0,9.0,1.4,4.2,1,2019,2.0,3.0,14.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Jimmy Graham,TE,GB,1.0,33.0,54.0,0.0,15.0,9.0,15.0,9.0,27.3,1,2019,,,,,,,,,,,,CHI,False
Robert Tonyan,TE,GB,1.0,19.0,31.0,0.0,5.0,5.0,5.0,2.8,14.7,1,2019,1.0,1.0,28.0,28.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Vernon Davis,TE,WAS,1.0,52.0,80.0,0.0,13.0,8.0,13.0,11.9,22.9,1,2019,,,,,,,,,,,,PHI,False
Jeremy Sprinkle,TE,WAS,1.0,14.0,22.0,0.0,7.0,7.0,7.0,0.8,5.7,1,2019,,,,,,,,,,,,PHI,False
Logan Thomas,TE,WAS,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,False
Kyle Rudolph,TE,MIN,1.0,54.0,96.0,0.0,2.0,0.0,2.0,0.0,0.0,1,2019,,,,,,,,,,,,ATL,True
Brandon Dillon,TE,MIN,1.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,ATL,True
Irv Smith Jr.,TE,MIN,1.0,26.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Chris Herndon IV,TE,MIN,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Tyler Conklin,TE,MIN,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Luke Stocker,TE,MIN,1.0,,,,,,,0.0,,1,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Andrew DePaola,TE,MIN,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Luke Stocker,TE,ATL,1.0,22.0,29.0,0.0,5.0,0.0,5.0,0.0,0.0,1,2019,,,,,,,,,,,,MIN,False
Austin Hooper,TE,ATL,1.0,58.0,77.0,0.0,16.0,16.0,16.0,7.7,13.3,1,2019,,,,,,,,,,,,MIN,False
Jaeden Graham,TE,ATL,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Hayden Hurst,TE,ATL,1.0,,,,,,,4.1,,1,2019,3.0,3.0,41.0,13.7,23.0,1.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Lee Smith,TE,BUF,1.0,26.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,NYJ,False
Tommy Sweeney,TE,BUF,1.0,21.0,31.0,0.0,10.0,10.0,10.0,3.5,16.7,1,2019,2.0,2.0,35.0,17.5,29.0,1.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Dawson Knox,TE,BUF,1.0,38.0,57.0,0.0,5.0,3.0,5.0,0.1,0.3,1,2019,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Virgil Green,TE,LAC,1.0,26.0,41.0,0.0,4.0,4.0,4.0,0.4,1.5,1,2019,,,,,,,,,,,,IND,True
Hunter Henry,TE,LAC,1.0,58.0,91.0,0.0,9.0,7.0,9.0,6.0,10.3,1,2019,,,,,,,,,,,,IND,True
Sean Culkin,TE,LAC,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,IND,True
Jared Cook,TE,LAC,1.0,,,,,,,3.7,,1,2019,2.0,3.0,37.0,18.5,31.0,1.0,0.0,0.0,0.0,0.0,0.0,IND,True
Rhett Ellison,TE,NYG,1.0,22.0,32.0,0.0,9.0,5.0,9.0,0.8,3.6,1,2019,,,,,,,,,,,,DAL,False
Eric Tomlinson,TE,NYG,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,DAL,False
Evan Engram,TE,NYG,1.0,52.0,76.0,0.0,27.0,21.0,27.0,17.6,33.8,1,2019,11.0,14.0,116.0,10.5,22.0,1.0,1.0,0.0,0.0,0.0,0.0,DAL,False
Kyle Rudolph,TE,NYG,1.0,,,,,,,0.0,,1,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Levine Toilolo,TE,NYG,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Travis Kelce,TE,KC,1.0,50.0,72.0,0.0,16.0,6.0,16.0,8.8,17.6,1,2019,3.0,8.0,88.0,29.3,42.0,2.0,0.0,0.0,0.0,0.0,0.0,JAC,False
Blake Bell,TE,KC,1.0,33.0,48.0,0.0,3.0,3.0,3.0,0.7,2.1,1,2019,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,False
James Winchester,TE,KC,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,False
Zach Ertz,TE,PHI,1.0,61.0,82.0,0.0,11.0,8.0,11.0,5.4,8.9,1,2019,,,,,,,,,,,,WAS,True
Alex Ellis,TE,PHI,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,WAS,True
Dallas Goedert,TE,PHI,1.0,41.0,55.0,0.0,7.0,5.0,7.0,1.6,3.9,1,2019,2.0,3.0,16.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
Jason Croom,TE,PHI,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
Richard Rodgers,TE,PHI,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
Tyler Eifert,TE,CIN,1.0,37.0,49.0,0.0,14.0,14.0,14.0,2.7,7.3,1,2019,,,,,,,,,,,,SEA,False
C.J. Uzomah,TE,CIN,1.0,53.0,71.0,0.0,9.0,8.0,9.0,6.6,12.5,1,2019,4.0,5.0,66.0,16.5,36.0,1.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Drew Sample,TE,CIN,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Clark Harris,TE,CIN,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Mason Schreck,TE,CIN,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Levine Toilolo,TE,SF,1.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,TB,False
George Kittle,TE,SF,1.0,60.0,91.0,0.0,17.0,13.0,17.0,5.4,9.0,1,2019,8.0,10.0,54.0,6.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Ross Dwelley,TE,SF,1.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Vance McDonald,TE,PIT,1.0,48.0,72.0,0.0,8.0,4.0,8.0,4.0,8.3,1,2019,,,,,,,,,,,,NE,False
Ryan Griffin,TE,NYJ,1.0,67.0,94.0,0.0,6.0,4.0,6.0,1.0,1.5,1,2019,3.0,4.0,10.0,3.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Daniel Brown,TE,NYJ,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Trevon Wesco,TE,NYJ,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Brandon Dillon,TE,NYJ,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Tyler Kroft,TE,NYJ,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Demetrius Harris,TE,CLE,1.0,11.0,15.0,0.0,9.0,0.0,9.0,0.0,0.0,1,2019,,,,,,,,,,,,TEN,True
David Njoku,TE,CLE,1.0,65.0,92.0,0.0,9.0,6.0,9.0,9.7,14.9,1,2019,4.0,6.0,37.0,9.3,18.0,0.0,1.0,0.0,0.0,0.0,0.0,TEN,True
Austin Hooper,TE,CLE,1.0,,,,,,,7.7,,1,2019,9.0,9.0,77.0,8.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,True
Jordan Franks,TE,CLE,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,True
Jack Doyle,TE,IND,1.0,43.0,68.0,0.0,5.0,2.0,5.0,2.0,4.7,1,2019,1.0,2.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,LAC,False
Eric Ebron,TE,IND,1.0,25.0,40.0,0.0,12.0,4.0,12.0,0.8,3.2,1,2019,,,,,,,,,,,,LAC,False
Mo Alie-Cox,TE,IND,1.0,13.0,21.0,0.0,8.0,8.0,8.0,0.3,2.3,1,2019,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,False
Logan Thomas,TE,DET,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,ARI,False
Jesse James,TE,DET,1.0,50.0,59.0,0.0,2.0,2.0,2.0,1.5,3.0,1,2019,,,,,,,,,,,,ARI,False
T.J. Hockenson,TE,DET,1.0,60.0,71.0,0.0,15.0,10.0,15.0,19.1,31.8,1,2019,6.0,9.0,131.0,21.8,39.0,4.0,1.0,0.0,0.0,0.0,0.0,ARI,False
Jordan Thomas,TE,DET,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,False
Cameron Brate,TE,TB,1.0,30.0,43.0,0.0,7.0,7.0,7.0,0.8,2.7,1,2019,2.0,2.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,True
O.J. Howard,TE,TB,1.0,55.0,80.0,0.0,9.0,7.0,9.0,1.2,2.2,1,2019,4.0,5.0,32.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,True
Antony Auclair,TE,TB,1.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,SF,True
Rob Gronkowski,TE,TB,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,True
Darren Fells,TE,HOU,1.0,32.0,50.0,0.0,3.0,0.0,3.0,0.0,0.0,1,2019,,,,,,,,,,,,NO,False
Jordan Akins,TE,HOU,1.0,45.0,70.0,0.0,4.0,2.0,4.0,1.7,3.8,1,2019,1.0,2.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Pharaoh Brown,TE,HOU,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Jeff Driskel,TE,HOU,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Antony Auclair,TE,HOU,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Maxx Williams,TE,ARI,1.0,22.0,25.0,0.0,5.0,5.0,5.0,1.5,6.8,1,2019,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,True
Zach Ertz,TE,ARI,1.0,,,,,,,5.4,,1,2019,5.0,7.0,54.0,10.8,26.0,1.0,0.0,0.0,0.0,0.0,0.0,DET,True
Deon Yelder,TE,ARI,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,True
Demetrius Harris,TE,ARI,1.0,,,,,,,0.0,,1,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,True
Alex Ellis,TE,ARI,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,True
Nick O'Leary,TE,MIA,1.0,20.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,BAL,True
Mike Gesicki,TE,MIA,1.0,33.0,67.0,0.0,18.0,6.0,18.0,3.1,9.4,1,2019,2.0,6.0,31.0,15.5,26.0,1.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Durham Smythe,TE,MIA,1.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Adam Shaheen,TE,MIA,1.0,,,,,,,0.6,,1,2019,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Cethan Carter,TE,MIA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Nick Boyle,TE,BAL,1.0,43.0,57.0,0.0,7.0,7.0,7.0,2.6,6.0,1,2019,3.0,3.0,26.0,8.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Mark Andrews,TE,BAL,1.0,31.0,41.0,0.0,26.0,26.0,26.0,16.8,54.2,1,2019,8.0,8.0,108.0,13.5,39.0,3.0,1.0,0.0,0.0,0.0,0.0,MIA,False
Hayden Hurst,TE,BAL,1.0,43.0,57.0,0.0,7.0,7.0,7.0,4.1,9.5,1,2019,,,,,,,,,,,,MIA,False
Eric Tomlinson,TE,BAL,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Xavier Grimble,TE,BAL,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
MyCole Pruitt,TE,TEN,1.0,34.0,58.0,0.0,3.0,0.0,3.0,0.0,0.0,1,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Jonnu Smith,TE,TEN,1.0,37.0,63.0,3.0,3.0,5.0,5.0,1.7,4.6,1,2019,,,,,,,,,,,,CLE,False
Anthony Firkser,TE,TEN,1.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Geoff Swaim,TE,TEN,1.0,,,,,,,1.7,,1,2019,4.0,4.0,17.0,4.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Ryan Izzo,TE,TEN,1.0,,,,,,,0.3,,1,2019,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Darren Waller,TE,LV,1.0,55.0,100.0,0.0,15.0,13.0,15.0,7.0,12.7,1,2019,,,,,,,,,,,,DEN,True
Foster Moreau,TE,LV,1.0,29.0,53.0,0.0,7.0,7.0,7.0,2.0,6.9,1,2019,,,,,,,,,,,,DEN,True
Darren Waller,TE,LV,1.0,,,,,,,7.0,,1,2019,7.0,8.0,70.0,10.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Foster Moreau,TE,LV,1.0,,,,,,,2.0,,1,2019,2.0,2.0,20.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Derek Carrier,TE,LV,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
James O'Shaughnessy,TE,JAC,1.0,38.0,66.0,0.0,13.0,11.0,13.0,3.2,8.4,1,2019,4.0,5.0,32.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Geoff Swaim,TE,JAC,1.0,29.0,50.0,0.0,14.0,14.0,14.0,1.7,5.9,1,2019,,,,,,,,,,,,KC,True
Seth DeValve,TE,JAC,1.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,KC,True
Dan Arnold,TE,JAC,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Chris Manhertz,TE,JAC,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Tyler Higbee,TE,LAR,1.0,39.0,51.0,0.0,13.0,10.0,13.0,8.0,20.5,1,2019,4.0,5.0,20.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,CAR,False
Gerald Everett,TE,LAR,1.0,30.0,39.0,0.0,3.0,3.0,3.0,0.7,2.3,1,2019,,,,,,,,,,,,CAR,False
Matthew Orzech,TE,LAR,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Johnny Mundt,TE,LAR,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Nick Vannett,TE,SEA,1.0,23.0,45.0,0.0,9.0,9.0,9.0,1.6,7.0,1,2019,,,,,,,,,,,,CIN,True
Will Dissly,TE,SEA,1.0,26.0,51.0,0.0,8.0,4.0,8.0,1.2,4.6,1,2019,1.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,True
Tyler Ott,TE,SEA,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,True
Ben Braunecker,TE,CHI,1.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,GB,True
Adam Shaheen,TE,CHI,1.0,33.0,46.0,0.0,6.0,3.0,6.0,0.6,1.8,1,2019,,,,,,,,,,,,GB,True
Jimmy Graham,TE,CHI,1.0,,,,,,,9.0,,1,2019,3.0,5.0,30.0,10.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,GB,True
Jesse James,TE,CHI,1.0,,,,,,,1.5,,1,2019,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
Patrick Scales,TE,CHI,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
Beau Brinkley,TE,CHI,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
J.P. Holtz,TE,CHI,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
Troy Fumagalli,TE,DEN,1.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,,,,,,,,,,,,LV,False
Noah Fant,TE,DEN,1.0,50.0,81.0,2.0,8.0,6.0,10.0,2.4,4.8,1,2019,2.0,4.0,29.0,14.5,20.0,1.0,0.0,1.0,-5.0,0.0,0.0,LV,False
Andrew Beck,TE,DEN,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Ryan Izzo,TE,NE,1.0,45.0,64.0,0.0,4.0,2.0,4.0,0.3,0.7,1,2019,,,,,,,,,,,,PIT,True
Hunter Henry,TE,NE,1.0,,,,,,,6.0,,1,2019,4.0,5.0,60.0,15.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,PIT,True
Jonnu Smith,TE,NE,1.0,,,,,,,1.7,,1,2019,1.0,1.0,7.0,7.0,7.0,0.0,0.0,1.0,10.0,0.0,0.0,PIT,True
Troy Fumagalli,TE,NE,1.0,,,,,,,0.0,,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
Greg Olsen,TE,CAR,1.0,62.0,83.0,0.0,15.0,10.0,15.0,11.0,17.7,2,2019,,,,,,,,,,,,TB,True
Chris Manhertz,TE,CAR,1.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,,,,,,,,,,,,TB,True
Ian Thomas,TE,CAR,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,True
Jared Cook,TE,NO,1.0,43.0,68.0,0.0,16.0,5.0,16.0,2.5,5.8,2,2019,,,,,,,,,,,,LAR,False
Josh Hill,TE,NO,1.0,27.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,,,,,,,,,,,,LAR,False
Nick Vannett,TE,NO,1.0,,,,,,,1.3,,2,2019,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Zach Wood,TE,NO,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Jason Witten,TE,DAL,1.0,53.0,77.0,0.0,8.0,8.0,8.0,8.5,16.0,2,2019,,,,,,,,,,,,WAS,False
Blake Jarwin,TE,DAL,1.0,24.0,35.0,0.0,4.0,4.0,4.0,2.2,9.2,2,2019,1.0,1.0,22.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Dalton Schultz,TE,DAL,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Jeremy Sprinkle,TE,DAL,1.0,,,,,,,1.1,,2,2019,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Marcedes Lewis,TE,GB,1.0,30.0,42.0,0.0,3.0,0.0,3.0,0.0,0.0,2,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Jimmy Graham,TE,GB,1.0,51.0,72.0,0.0,2.0,0.0,2.0,0.0,0.0,2,2019,,,,,,,,,,,,MIN,True
Robert Tonyan,TE,GB,1.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Vernon Davis,TE,WAS,1.0,44.0,75.0,0.0,9.0,7.0,9.0,2.9,6.6,2,2019,,,,,,,,,,,,DAL,True
Jeremy Sprinkle,TE,WAS,1.0,20.0,34.0,0.0,5.0,5.0,5.0,1.1,5.5,2,2019,,,,,,,,,,,,DAL,True
Logan Thomas,TE,WAS,1.0,,,,,,,0.7,,2,2019,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Ricky Seals-Jones,TE,WAS,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Kyle Rudolph,TE,MIN,1.0,65.0,100.0,0.0,6.0,5.0,6.0,0.9,1.4,2,2019,,,,,,,,,,,,GB,False
Tyler Conklin,TE,MIN,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Irv Smith Jr.,TE,MIN,1.0,27.0,42.0,0.0,7.0,4.0,7.0,-0.1,-0.4,2,2019,1.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Luke Stocker,TE,MIN,1.0,,,,,,,0.4,,2,2019,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Luke Stocker,TE,ATL,1.0,27.0,42.0,0.0,4.0,4.0,4.0,0.4,1.5,2,2019,,,,,,,,,,,,PHI,True
Austin Hooper,TE,ATL,1.0,48.0,74.0,0.0,13.0,8.0,13.0,3.4,7.1,2,2019,,,,,,,,,,,,PHI,True
Jaeden Graham,TE,ATL,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
