player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Sammy Watkins,9.0,11.0,198.0,22.0,68.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,37.8,WR,1,2019,KC,JAC,False,327.0,517.0,63.3,3778.0,7.9,236.1,84.0,22.0,10.0,47.0,310.0,93.9,435.0,2229.0,5.1,139.3,84.0,23.0,6.0,3.0,327.0,4088.0,12.5,255.5,84.0,22.0,2.0,1.0,340.0,114.0,193.0,33.0,79.0,190.0,41.6,5.0,11.0,45.5,102.0,883.0
Tyreek Hill,2.0,2.0,16.0,8.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.1,WR,1,2019,KC,JAC,False,327.0,517.0,63.3,3778.0,7.9,236.1,84.0,22.0,10.0,47.0,310.0,93.9,435.0,2229.0,5.1,139.3,84.0,23.0,6.0,3.0,327.0,4088.0,12.5,255.5,84.0,22.0,2.0,1.0,340.0,114.0,193.0,33.0,79.0,190.0,41.6,5.0,11.0,45.5,102.0,883.0
Demarcus Robinson,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,1,2019,KC,JAC,False,327.0,517.0,63.3,3778.0,7.9,236.1,84.0,22.0,10.0,47.0,310.0,93.9,435.0,2229.0,5.1,139.3,84.0,23.0,6.0,3.0,327.0,4088.0,12.5,255.5,84.0,22.0,2.0,1.0,340.0,114.0,193.0,33.0,79.0,190.0,41.6,5.0,11.0,45.5,102.0,883.0
DeAndre Hopkins,5.0,8.0,40.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,WR,2,2019,HOU,JAC,True,327.0,517.0,63.3,3778.0,7.9,236.1,84.0,22.0,10.0,47.0,310.0,93.9,435.0,2229.0,5.1,139.3,84.0,23.0,6.0,3.0,327.0,4088.0,12.5,255.5,84.0,22.0,2.0,1.0,340.0,114.0,193.0,33.0,79.0,190.0,41.6,5.0,11.0,45.5,102.0,883.0
Kenny Stills,2.0,3.0,38.0,19.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,WR,2,2019,HOU,JAC,True,327.0,517.0,63.3,3778.0,7.9,236.1,84.0,22.0,10.0,47.0,310.0,93.9,435.0,2229.0,5.1,139.3,84.0,23.0,6.0,3.0,327.0,4088.0,12.5,255.5,84.0,22.0,2.0,1.0,340.0,114.0,193.0,33.0,79.0,190.0,41.6,5.0,11.0,45.5,102.0,883.0
Keke Coutee,2.0,4.0,7.0,3.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,WR,2,2019,HOU,JAC,True,327.0,517.0,63.3,3778.0,7.9,236.1,84.0,22.0,10.0,47.0,310.0,93.9,435.0,2229.0,5.1,139.3,84.0,23.0,6.0,3.0,327.0,4088.0,12.5,255.5,84.0,22.0,2.0,1.0,340.0,114.0,193.0,33.0,79.0,190.0,41.6,5.0,11.0,45.5,102.0,883.0
Adam Humphries,6.0,9.0,93.0,15.5,30.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,WR,3,2019,TEN,JAC,False,327.0,517.0,63.3,3778.0,7.9,236.1,84.0,22.0,10.0,47.0,310.0,93.9,435.0,2229.0,5.1,139.3,84.0,23.0,6.0,3.0,327.0,4088.0,12.5,255.5,84.0,22.0,2.0,1.0,340.0,114.0,193.0,33.0,79.0,190.0,41.6,5.0,11.0,45.5,102.0,883.0
Tajae Sharpe,2.0,3.0,70.0,35.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,WR,3,2019,TEN,JAC,False,327.0,517.0,63.3,3778.0,7.9,236.1,84.0,22.0,10.0,47.0,310.0,93.9,435.0,2229.0,5.1,139.3,84.0,23.0,6.0,3.0,327.0,4088.0,12.5,255.5,84.0,22.0,2.0,1.0,340.0,114.0,193.0,33.0,79.0,190.0,41.6,5.0,11.0,45.5,102.0,883.0
Corey Davis,3.0,4.0,44.0,14.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,WR,3,2019,TEN,JAC,False,327.0,517.0,63.3,3778.0,7.9,236.1,84.0,22.0,10.0,47.0,310.0,93.9,435.0,2229.0,5.1,139.3,84.0,23.0,6.0,3.0,327.0,4088.0,12.5,255.5,84.0,22.0,2.0,1.0,340.0,114.0,193.0,33.0,79.0,190.0,41.6,5.0,11.0,45.5,102.0,883.0
A.J. Brown,1.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,WR,3,2019,TEN,JAC,False,327.0,517.0,63.3,3778.0,7.9,236.1,84.0,22.0,10.0,47.0,310.0,93.9,435.0,2229.0,5.1,139.3,84.0,23.0,6.0,3.0,327.0,4088.0,12.5,255.5,84.0,22.0,2.0,1.0,340.0,114.0,193.0,33.0,79.0,190.0,41.6,5.0,11.0,45.5,102.0,883.0
