player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Miles Sanders,13.0,53.0,4.1,14.0,0.0,0.0,2.0,4.0,73.0,36.5,0.0,1.0,1.0,10.6,RB,3,2019,PHI,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Jordan Howard,11.0,37.0,3.4,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.7,RB,3,2019,PHI,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Darren Sproles,2.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,RB,3,2019,PHI,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Darrel Williams,8.0,13.0,1.6,8.0,0.0,2.0,3.0,4.0,43.0,14.3,0.0,1.0,1.0,15.6,RB,4,2019,KC,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
LeSean McCoy,11.0,56.0,5.1,39.0,1.0,1.0,2.0,4.0,33.0,16.5,0.0,0.0,1.0,14.9,RB,4,2019,KC,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Jamaal Williams,14.0,104.0,7.4,45.0,1.0,0.0,4.0,5.0,32.0,8.0,1.0,0.0,1.0,19.6,RB,6,2019,GB,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Aaron Jones,11.0,47.0,4.3,9.0,0.0,0.0,4.0,7.0,13.0,3.3,0.0,1.0,1.0,4.0,RB,6,2019,GB,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Dalvin Cook,25.0,142.0,5.7,23.0,1.0,2.0,1.0,2.0,7.0,7.0,0.0,0.0,1.0,26.9,RB,7,2019,MIN,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
C.J. Ham,1.0,9.0,9.0,9.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,7.4,RB,7,2019,MIN,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Alexander Mattison,7.0,18.0,2.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,RB,7,2019,MIN,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Saquon Barkley,19.0,64.0,3.4,13.0,0.0,0.0,8.0,10.0,79.0,9.9,1.0,0.0,1.0,20.3,RB,8,2019,NYG,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Elijhaa Penny,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,RB,8,2019,NYG,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Josh Jacobs,28.0,120.0,4.3,17.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,24.0,RB,9,2019,LV,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Jalen Richard,2.0,12.0,6.0,7.0,0.0,0.0,3.0,4.0,56.0,18.7,0.0,0.0,1.0,6.8,RB,9,2019,LV,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
DeAndre Washington,3.0,7.0,2.3,5.0,0.0,0.0,1.0,1.0,21.0,21.0,0.0,0.0,1.0,2.8,RB,9,2019,LV,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Alec Ingold,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,RB,9,2019,LV,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Tarik Cohen,3.0,14.0,4.7,8.0,0.0,0.0,4.0,4.0,23.0,5.8,1.0,0.0,1.0,9.7,RB,10,2019,CHI,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
David Montgomery,17.0,60.0,3.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,RB,10,2019,CHI,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Ezekiel Elliott,16.0,45.0,2.8,8.0,0.0,1.0,2.0,3.0,28.0,14.0,1.0,1.0,1.0,17.3,RB,11,2019,DAL,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Tony Pollard,2.0,12.0,6.0,7.0,0.0,0.0,4.0,4.0,44.0,11.0,1.0,0.0,1.0,13.6,RB,11,2019,DAL,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Adrian Peterson,10.0,27.0,2.7,7.0,0.0,0.0,1.0,1.0,22.0,22.0,0.0,0.0,1.0,4.9,RB,12,2019,WAS,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Derrius Guice,10.0,32.0,3.2,11.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,0.0,1.0,3.8,RB,12,2019,WAS,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Wendell Smallwood,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.3,RB,12,2019,WAS,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
David Montgomery,16.0,75.0,4.7,14.0,0.0,0.0,2.0,2.0,12.0,6.0,1.0,0.0,1.0,14.7,RB,13,2019,CHI,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Tarik Cohen,3.0,9.0,3.0,5.0,0.0,0.0,4.0,4.0,26.0,6.5,0.0,0.0,1.0,3.5,RB,13,2019,CHI,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Dalvin Cook,18.0,62.0,3.4,9.0,0.0,1.0,2.0,2.0,13.0,6.5,0.0,0.0,1.0,13.5,RB,14,2019,MIN,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Alexander Mattison,14.0,46.0,3.3,9.0,0.0,0.0,2.0,2.0,18.0,9.0,0.0,0.0,1.0,6.4,RB,14,2019,MIN,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
C.J. Ham,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,25.0,0.0,0.0,1.0,2.5,RB,14,2019,MIN,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Mike Boone,5.0,13.0,2.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,RB,14,2019,MIN,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Ameer Abdullah,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.2,RB,14,2019,MIN,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Peyton Barber,10.0,17.0,1.7,4.0,0.0,0.0,2.0,2.0,23.0,11.5,0.0,0.0,1.0,4.0,RB,15,2019,TB,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Dare Ogunbowale,1.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0,1.6,RB,15,2019,TB,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Phillip Lindsay,19.0,109.0,5.7,27.0,1.0,1.0,2.0,3.0,9.0,4.5,0.0,0.0,1.0,17.8,RB,16,2019,DEN,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Royce Freeman,9.0,28.0,3.1,9.0,0.0,1.0,2.0,2.0,9.0,4.5,0.0,0.0,1.0,9.7,RB,16,2019,DEN,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Devontae Booker,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.2,RB,16,2019,DEN,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Andrew Beck,1.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,RB,16,2019,DEN,DET,True,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Aaron Jones,25.0,100.0,4.0,14.0,0.0,0.0,2.0,6.0,43.0,21.5,0.0,0.0,1.0,14.3,RB,17,2019,GB,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Tyler Ervin,1.0,10.0,10.0,10.0,0.0,0.0,1.0,3.0,5.0,5.0,0.0,0.0,1.0,1.5,RB,17,2019,GB,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Dexter Williams,2.0,9.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,RB,17,2019,GB,DET,False,381.0,611.0,62.4,4551.0,7.8,284.4,66.0,33.0,7.0,28.0,188.0,99.6,455.0,1855.0,4.1,115.9,45.0,13.0,7.0,5.0,381.0,4739.0,12.4,296.2,66.0,33.0,5.0,2.0,365.0,94.0,232.0,39.0,94.0,214.0,43.9,7.0,15.0,46.7,117.0,960.0
Chris Carson,15.0,46.0,3.1,21.0,1.0,1.0,6.0,7.0,34.0,5.7,1.0,1.0,1.0,18.0,RB,1,2019,SEA,CIN,True,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Rashaad Penny,6.0,18.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,RB,1,2019,SEA,CIN,True,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Raheem Mostert,13.0,83.0,6.4,20.0,1.0,0.0,3.0,4.0,68.0,22.7,1.0,0.0,1.0,21.1,RB,2,2019,SF,CIN,False,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Matt Breida,12.0,121.0,10.1,34.0,1.0,0.0,1.0,1.0,11.0,11.0,0.0,0.0,1.0,13.2,RB,2,2019,SF,CIN,False,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Kyle Juszczyk,1.0,6.0,6.0,6.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,1.0,1.1,RB,2,2019,SF,CIN,False,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Frank Gore,14.0,76.0,5.4,22.0,1.0,1.0,2.0,2.0,13.0,6.5,0.0,0.0,1.0,14.9,RB,3,2019,BUF,CIN,True,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
T.J. Yeldon,8.0,30.0,3.8,10.0,0.0,0.0,2.0,3.0,19.0,9.5,0.0,1.0,1.0,2.9,RB,3,2019,BUF,CIN,True,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
James Conner,10.0,42.0,4.2,21.0,1.0,0.0,8.0,8.0,83.0,10.4,1.0,0.0,1.0,18.5,RB,4,2019,PIT,CIN,True,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Jaylen Samuels,10.0,26.0,2.6,13.0,0.0,1.0,8.0,8.0,57.0,7.1,0.0,0.0,1.0,15.5,RB,4,2019,PIT,CIN,True,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
David Johnson,17.0,91.0,5.4,17.0,0.0,0.0,3.0,5.0,65.0,21.7,0.0,0.0,1.0,15.6,RB,5,2019,ARI,CIN,False,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Chase Edmonds,8.0,68.0,8.5,37.0,1.0,1.0,3.0,4.0,18.0,6.0,0.0,0.0,1.0,14.6,RB,5,2019,ARI,CIN,False,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Gus Edwards,6.0,34.0,5.7,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,RB,6,2019,BAL,CIN,True,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Justice Hill,5.0,31.0,6.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,RB,6,2019,BAL,CIN,True,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Patrick Ricard,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,RB,6,2019,BAL,CIN,True,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Leonard Fournette,29.0,131.0,4.5,20.0,1.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,1.0,14.5,RB,7,2019,JAC,CIN,False,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
Ryquell Armstead,3.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3,RB,7,2019,JAC,CIN,False,308.0,499.0,61.7,3917.0,8.3,244.8,79.0,25.0,11.0,31.0,204.0,95.4,504.0,2382.0,4.7,148.9,57.0,17.0,5.0,2.0,308.0,4121.0,13.4,257.6,79.0,25.0,4.0,3.0,328.0,124.0,183.0,21.0,89.0,209.0,42.6,5.0,10.0,50.0,122.0,988.0
