rank,player,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_td,passing_int,sacked,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Kyler Murray,21.0,32.0,65.6,289.0,9.0,4.0,1.0,2.0,5.0,20.0,1.0,0.0,1.0,34.6,34.6,99.3,QB,1,2021,ARI
2.0,Patrick Mahomes II,27.0,36.0,75.0,337.0,9.4,3.0,0.0,2.0,5.0,18.0,1.0,0.0,1.0,33.3,33.3,100.0,QB,1,2021,KC
3.0,Jared Goff,38.0,57.0,66.7,338.0,5.9,3.0,1.0,3.0,3.0,14.0,0.0,0.0,1.0,29.9,29.9,5.3,QB,1,2021,DET
4.0,Jameis Winston,14.0,20.0,70.0,148.0,7.4,5.0,0.0,0.0,6.0,37.0,0.0,0.0,1.0,29.6,29.6,5.2,QB,1,2021,NO
5.0,Tom Brady,32.0,50.0,64.0,379.0,7.6,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,29.2,29.2,99.1,QB,1,2021,TB
6.0,Jalen Hurts,27.0,35.0,77.1,264.0,7.5,3.0,0.0,1.0,7.0,62.0,0.0,0.0,1.0,28.8,28.8,94.4,QB,1,2021,PHI
7.0,Dak Prescott,42.0,58.0,72.4,403.0,6.9,3.0,1.0,1.0,4.0,13.0,0.0,0.0,1.0,28.4,28.4,98.2,QB,1,2021,DAL
8.0,Russell Wilson,18.0,23.0,78.3,254.0,11.0,4.0,0.0,3.0,5.0,9.0,0.0,0.0,1.0,27.1,27.1,90.4,QB,1,2021,SEA
9.0,Derek Carr,34.0,56.0,60.7,435.0,7.8,2.0,1.0,3.0,4.0,6.0,0.0,0.0,1.0,25.0,25.0,58.1,QB,1,2021,LV
10.0,Matthew Stafford,20.0,26.0,76.9,321.0,12.3,3.0,0.0,1.0,5.0,-5.0,0.0,0.0,1.0,24.3,24.3,97.2,QB,1,2021,LAR
11.0,Tyrod Taylor,21.0,33.0,63.6,291.0,8.8,2.0,0.0,1.0,4.0,40.0,0.0,0.0,1.0,23.6,23.6,4.9,QB,1,2021,HOU
12.0,Trevor Lawrence,28.0,51.0,54.9,332.0,6.5,3.0,3.0,1.0,1.0,-2.0,0.0,0.0,1.0,22.1,22.1,23.9,QB,1,2021,JAC
13.0,Kirk Cousins,36.0,49.0,73.5,351.0,7.2,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,22.0,22.0,70.7,QB,1,2021,MIN
14.0,Daniel Jones,22.0,37.0,59.5,267.0,7.2,1.0,0.0,2.0,6.0,27.0,1.0,1.0,1.0,21.4,21.4,13.6,QB,1,2021,NYG
15.0,Teddy Bridgewater,28.0,36.0,77.8,264.0,7.3,2.0,0.0,2.0,3.0,19.0,0.0,0.0,1.0,20.5,20.5,15.6,QB,1,2021,DEN
16.0,Zach Wilson,20.0,37.0,54.1,258.0,7.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,19.3,19.3,6.6,QB,1,2021,NYJ
17.0,Sam Darnold,24.0,35.0,68.6,279.0,8.0,1.0,0.0,1.0,5.0,-1.0,1.0,1.0,1.0,19.1,19.1,5.5,QB,1,2021,CAR
18.0,Joe Burrow,20.0,27.0,74.1,261.0,9.7,2.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,18.6,18.6,88.3,QB,1,2021,CIN
19.0,Carson Wentz,25.0,38.0,65.8,251.0,6.6,2.0,0.0,3.0,4.0,23.0,0.0,1.0,1.0,18.3,18.3,44.0,QB,1,2021,IND
20.0,Lamar Jackson,19.0,30.0,63.3,235.0,7.8,1.0,0.0,3.0,12.0,86.0,0.0,2.0,1.0,18.0,18.0,94.0,QB,1,2021,BAL
21.0,Josh Allen,30.0,51.0,58.8,270.0,5.3,1.0,0.0,3.0,9.0,44.0,0.0,1.0,1.0,17.2,17.2,100.0,QB,1,2021,BUF
22.0,Tua Tagovailoa,16.0,27.0,59.3,202.0,7.5,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,17.2,17.2,44.2,QB,1,2021,MIA
23.0,Ryan Tannehill,21.0,35.0,60.0,212.0,6.1,1.0,1.0,6.0,2.0,17.0,1.0,2.0,1.0,15.2,15.2,62.7,QB,1,2021,TEN
24.0,Mac Jones,29.0,39.0,74.4,281.0,7.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.2,15.2,28.5,QB,1,2021,NE
25.0,Jimmy Garoppolo,17.0,25.0,68.0,314.0,12.6,1.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,14.8,14.8,23.3,QB,1,2021,SF
26.0,Justin Herbert,31.0,47.0,66.0,337.0,7.2,1.0,1.0,2.0,4.0,-1.0,0.0,1.0,1.0,14.4,14.4,98.8,QB,1,2021,LAC
27.0,Baker Mayfield,21.0,28.0,75.0,321.0,11.5,0.0,1.0,2.0,1.0,7.0,0.0,0.0,1.0,13.6,13.6,26.4,QB,1,2021,CLE
28.0,Ben Roethlisberger,18.0,32.0,56.3,188.0,5.9,1.0,0.0,2.0,4.0,5.0,0.0,0.0,1.0,12.0,12.0,23.8,QB,1,2021,PIT
29.0,Taylor Heinicke,11.0,15.0,73.3,122.0,8.1,1.0,0.0,0.0,3.0,17.0,0.0,0.0,1.0,10.6,10.6,21.2,QB,1,2021,WAS
30.0,Matt Ryan,21.0,35.0,60.0,164.0,4.7,0.0,0.0,3.0,2.0,8.0,0.0,0.0,1.0,7.4,7.4,36.3,QB,1,2021,ATL
31.0,Justin Fields,2.0,2.0,100.0,10.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,6.7,6.7,21.0,QB,1,2021,CHI
32.0,Andy Dalton,27.0,38.0,71.1,206.0,5.4,0.0,1.0,3.0,2.0,13.0,0.0,1.0,1.0,6.5,6.5,1.6,QB,1,2021,CHI
33.0,Trey Lance,1.0,1.0,100.0,5.0,5.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,4.4,4.4,26.3,QB,1,2021,SF
34.0,Aaron Rodgers,15.0,28.0,53.6,133.0,4.8,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,97.4,QB,1,2021,GB
35.0,Marcus Mariota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,1.0,3.1,3.1,0.2,QB,1,2021,LV
36.0,Ryan Fitzpatrick,3.0,6.0,50.0,13.0,2.2,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.7,0.7,6.1,QB,1,2021,WAS
37.0,Jordan Love,5.0,7.0,71.4,68.0,9.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7,0.7,1.3,QB,1,2021,GB
38.0,Jacoby Brissett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.4,0.4,0.6,QB,1,2021,MIA
39.0,Taysom Hill,1.0,1.0,100.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.2,0.2,53.2,QB,1,2021,NO
