rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,year
48.0,Michael Palardy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,MIA,K,2011
49.0,Steven Weatherford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2011
50.0,Parker Douglass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2011
51.0,Phil Dawson,24.0,29.0,82.8,54.0,0.0,7.0,3.0,6.0,8.0,0.0,0.0,16.0,0.0,0.0,0.1,FA,K,2011
52.0,Piotr Czech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2011
53.0,Rian Lindell,13.0,15.0,86.7,49.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,FA,K,2011
54.0,Rob Bironas,29.0,32.0,90.6,53.0,0.0,5.0,9.0,9.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,FA,K,2011
55.0,Sebastian Janikowski,31.0,35.0,88.6,63.0,1.0,8.0,5.0,10.0,7.0,0.0,0.0,15.0,0.0,0.0,20.0,FA,K,2011
56.0,Shaun Suisham,23.0,31.0,74.2,51.0,2.0,8.0,7.0,5.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,FA,K,2011
57.0,Shayne Graham,6.0,7.0,85.7,48.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,FA,K,2011
58.0,Zac Derr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2011
59.0,Ricky Schmit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2011
60.0,Nate Kaeding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FA,K,2011
61.0,Jay Feely,19.0,24.0,79.2,51.0,0.0,9.0,4.0,5.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,FA,K,2011
62.0,Andrew Wellock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,K,2011
63.0,Billy Cundiff,28.0,37.0,75.7,51.0,1.0,9.0,10.0,7.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,FA,K,2011
64.0,Carlos Martinez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2011
65.0,Connor Barth,26.0,28.0,92.9,55.0,0.0,6.0,5.0,13.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,FA,K,2011
66.0,Dan Carpenter,29.0,34.0,85.3,58.0,0.0,10.0,6.0,11.0,2.0,0.0,0.0,14.0,0.0,0.0,0.2,FA,K,2011
67.0,David Akers,44.0,52.0,84.6,55.0,2.0,16.0,13.0,6.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,FA,K,2011
68.0,David Buehler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,FA,K,2011
69.0,Garrett Rivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,K,2011
70.0,Jason Reda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,K,2011
71.0,Josh Brown,21.0,28.0,75.0,49.0,0.0,7.0,6.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,FA,K,2011
72.0,Josh Scobee,23.0,25.0,92.0,55.0,1.0,5.0,5.0,7.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,FA,K,2011
73.0,Lawrence Tynes,19.0,24.0,79.2,50.0,1.0,11.0,3.0,3.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,FA,K,2011
74.0,MacKenzie Hoambrecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2011
75.0,Mark Hickok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,K,2011
76.0,Matt Bryant,27.0,29.0,93.1,51.0,2.0,9.0,9.0,5.0,2.0,0.0,0.0,16.0,0.0,0.0,1.1,FA,K,2011
77.0,Dustin Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,LAC,K,2011
78.0,Chris Boswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,PIT,K,2011
79.0,Brandon McManus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3,DEN,K,2011
80.0,Andrew Jacas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2011
81.0,Cairo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,CHI,K,2011
82.0,Sergio Castillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2011
83.0,Justin Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,BAL,K,2011
84.0,Nick Novak,27.0,34.0,79.4,53.0,0.0,11.0,4.0,8.0,4.0,0.0,0.0,15.0,0.0,0.0,0.1,FA,K,2011
85.0,Greg Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,DAL,K,2011
86.0,Garrett Lindholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2011
87.0,Connor Hughes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2011
88.0,Clint Stitser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2011
89.0,Alex Henery,24.0,27.0,88.9,51.0,1.0,9.0,9.0,4.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,FA,K,2011
90.0,Kai Forbath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,LAR,K,2011
91.0,Saverio Rocca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2011
92.0,Giorgio Tavecchio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TEN,K,2011
93.0,Randy Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,TEN,K,2011
