rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Wil Lutz,3,3,100.0,52,0,0,0,2,1,3,3,1,16.0,16.0,3.3,NO,K,8,2018
2,Josh Lambo,4,4,100.0,57,0,1,1,0,2,0,0,1,16.0,16.0,3.2,FA,K,8,2018
3,Graham Gano,3,3,100.0,54,0,0,1,1,1,3,3,1,15.0,15.0,31.4,NYG,K,8,2018
4,Stephen Gostkowski,4,5,80.0,40,0,2,1,1,0,1,1,1,14.0,14.0,0.1,FA,K,8,2018
5,Jason Sanders,3,3,100.0,46,0,0,1,2,0,2,2,1,13.0,13.0,22.6,MIA,K,8,2018
6,Mason Crosby,2,2,100.0,53,0,0,0,1,1,3,3,1,12.0,12.0,40.7,GB,K,8,2018
7,Dustin Hopkins,2,3,66.7,53,0,0,1,0,1,2,2,1,10.0,10.0,14.5,LAC,K,8,2018
8,Adam Vinatieri,2,2,100.0,26,0,2,0,0,0,4,4,1,10.0,10.0,0.2,FA,K,8,2018
9,Stephen Hauschka,2,2,100.0,51,0,0,0,1,1,0,0,1,9.0,9.0,0.0,FA,K,8,2018
10,Chandler Catanzaro,2,2,100.0,38,0,1,1,0,0,2,3,1,8.0,8.0,0.0,FA,K,8,2018
11,Chris Boswell,1,1,100.0,42,0,0,0,1,0,4,4,1,8.0,8.0,51.0,PIT,K,8,2018
12,Randy Bullock,1,1,100.0,44,0,0,0,1,0,4,5,1,8.0,8.0,10.8,TEN,K,8,2018
13,Greg Zuerlein,2,2,100.0,43,0,0,1,1,0,1,1,1,8.0,8.0,74.2,DAL,K,8,2018
14,Aldrick Rosas,2,2,100.0,37,0,1,1,0,0,1,1,1,7.0,7.0,1.8,FA,K,8,2018
15,Greg Joseph,2,3,66.7,45,0,0,1,1,0,0,1,1,7.0,7.0,69.1,MIN,K,8,2018
16,Robbie Gould,2,2,100.0,27,0,2,0,0,0,1,1,1,7.0,7.0,22.5,SF,K,8,2018
17,Cody Parkey,1,2,50.0,32,0,0,1,0,0,3,3,1,6.0,6.0,0.4,FA,K,8,2018
18,Harrison Butker,1,1,100.0,24,0,1,0,0,0,3,4,1,6.0,6.0,76.6,KC,K,8,2018
19,Jake Elliott,1,1,100.0,31,0,0,1,0,0,3,3,1,6.0,6.0,22.5,PHI,K,8,2018
20,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,0.8,HOU,K,8,2018
21,Brandon McManus,1,2,50.0,36,0,0,1,0,0,2,2,1,5.0,5.0,44.3,DEN,K,8,2018
22,Jason Myers,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,22.1,SEA,K,8,2018
23,Sebastian Janikowski,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,20.0,FA,K,8,2018
24,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,74.3,LV,K,8,2018
25,Phil Dawson,1,1,100.0,31,0,0,1,0,0,1,1,1,4.0,4.0,0.1,FA,K,8,2018
26,Justin Tucker,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,98.0,BAL,K,8,2018
27,Dan Bailey,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.0,FA,K,8,2018
28,Matt Prater,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,52.8,ARI,K,8,2018
29,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,8,2018
30,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,8,2018
31,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,8,2018
32,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,8,2018
33,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,8,2018
34,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,8,2018
35,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,8,2018
36,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,8,2018
37,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,K,8,2018
