rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Justin Tucker,4,4,100.0,49,0,1,1,2,0,2,2,1,16.0,16.0,98.0,BAL,K,4,2018
2,Wil Lutz,4,4,100.0,42,0,1,2,1,0,3,3,1,16.0,16.0,3.3,NO,K,4,2018
3,Cody Parkey,2,2,100.0,50,0,0,0,1,1,6,6,1,15.0,15.0,0.4,FA,K,4,2018
4,Brett Maher,4,4,100.0,43,0,1,2,1,0,2,2,1,15.0,15.0,1.9,FA,K,4,2018
5,Ka'imi Fairbairn,3,4,75.0,40,0,1,1,1,0,4,4,1,14.0,14.0,0.8,HOU,K,4,2018
6,Matt McCrane,3,5,60.0,44,0,2,0,1,0,4,4,1,14.0,14.0,0.0,FA,K,4,2018
7,Matt Bryant,3,3,100.0,55,0,1,1,0,1,3,3,1,14.0,14.0,1.1,FA,K,4,2018
8,Mason Crosby,3,3,100.0,52,0,0,1,0,2,1,2,1,14.0,14.0,40.7,GB,K,4,2018
9,Josh Lambo,3,3,100.0,54,0,1,1,0,1,2,2,1,13.0,13.0,3.2,FA,K,4,2018
10,Brandon McManus,3,3,100.0,46,0,0,1,2,0,2,2,1,13.0,13.0,44.3,DEN,K,4,2018
11,Dan Bailey,3,3,100.0,40,0,0,2,1,0,2,2,1,12.0,12.0,0.0,FA,K,4,2018
12,Sebastian Janikowski,2,4,50.0,52,0,0,0,1,1,2,2,1,11.0,11.0,20.0,FA,K,4,2018
13,Jake Elliott,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,22.5,PHI,K,4,2018
14,Caleb Sturgis,3,4,75.0,48,0,2,0,1,0,0,2,1,10.0,10.0,0.0,FA,K,4,2018
15,Adam Vinatieri,2,2,100.0,44,0,0,0,2,0,2,2,1,10.0,10.0,0.2,FA,K,4,2018
16,Robbie Gould,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,22.5,SF,K,4,2018
17,Ryan Succop,2,2,100.0,42,0,0,1,1,0,2,2,1,9.0,9.0,57.4,TB,K,4,2018
18,Harrison Butker,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,76.6,KC,K,4,2018
19,Greg Joseph,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,69.1,MIN,K,4,2018
20,Stephen Gostkowski,1,1,100.0,20,0,1,0,0,0,5,5,1,8.0,8.0,0.1,FA,K,4,2018
21,Sam Ficken,1,2,50.0,34,0,0,1,0,0,5,5,1,8.0,8.0,0.1,TEN,K,4,2018
22,Randy Bullock,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,10.8,TEN,K,4,2018
