rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Wil Lutz,3,3,100.0,42,0,1,0,2,0,6,6,1,17.0,17.0,3.3,NO,K,10,2018
2,Jason Sanders,4,4,100.0,47,0,1,1,2,0,0,0,1,14.0,14.0,22.6,MIA,K,10,2018
3,Stephen Hauschka,2,2,100.0,54,0,0,1,0,1,5,5,1,13.0,13.0,0.0,FA,K,10,2018
4,Robbie Gould,3,3,100.0,53,0,0,2,0,1,2,2,1,13.0,13.0,22.5,SF,K,10,2018
5,Dustin Hopkins,3,3,100.0,43,0,1,0,2,0,1,1,1,12.0,12.0,14.5,LAC,K,10,2018
6,Chris Boswell,1,1,100.0,50,0,0,0,0,1,7,7,1,12.0,12.0,51.0,PIT,K,10,2018
7,Greg Zuerlein,3,3,100.0,37,0,1,2,0,0,3,3,1,12.0,12.0,74.2,DAL,K,10,2018
8,Harrison Butker,2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,10.0,76.6,KC,K,10,2018
9,Josh Lambo,2,3,66.7,55,0,1,0,0,1,2,3,1,10.0,10.0,3.2,FA,K,10,2018
10,Ryan Succop,2,2,100.0,33,0,0,2,0,0,4,4,1,10.0,10.0,57.4,TB,K,10,2018
11,Jake Elliott,2,2,100.0,56,0,1,0,0,1,2,2,1,10.0,10.0,22.5,PHI,K,10,2018
12,Aldrick Rosas,2,2,100.0,31,0,1,1,0,0,3,3,1,9.0,9.0,1.8,FA,K,10,2018
13,Michael Badgley,2,2,100.0,41,0,1,0,1,0,2,2,1,9.0,9.0,19.9,IND,K,10,2018
14,Brett Maher,2,3,66.7,31,0,1,1,0,0,3,3,1,9.0,9.0,1.9,FA,K,10,2018
15,Mason Crosby,1,1,100.0,38,0,0,1,0,0,4,4,1,7.0,7.0,40.7,GB,K,10,2018
16,Sebastian Janikowski,1,1,100.0,33,0,0,1,0,0,4,4,1,7.0,7.0,20.0,FA,K,10,2018
17,Daniel Carlson,2,2,100.0,46,0,0,1,1,0,0,0,1,7.0,7.0,74.3,LV,K,10,2018
18,Jason Myers,1,1,100.0,55,0,0,0,0,1,1,1,1,6.0,6.0,22.1,SEA,K,10,2018
19,Matt Prater,1,1,100.0,52,0,0,0,0,1,1,1,1,6.0,6.0,52.8,ARI,K,10,2018
20,Stephen Gostkowski,1,2,50.0,52,0,0,0,0,1,1,1,1,6.0,6.0,0.1,FA,K,10,2018
21,Giorgio Tavecchio,1,1,100.0,40,0,0,0,1,0,1,1,1,5.0,5.0,1.0,TEN,K,10,2018
22,Greg Joseph,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,69.1,MIN,K,10,2018
23,Adam Vinatieri,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.2,FA,K,10,2018
24,Graham Gano,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,31.4,NYG,K,10,2018
25,Chandler Catanzaro,1,3,33.3,33,0,0,1,0,0,0,0,1,3.0,3.0,0.0,FA,K,10,2018
26,Cody Parkey,0,2,0.0,0,0,0,0,0,0,2,4,1,2.0,2.0,0.4,FA,K,10,2018
27,Phil Dawson,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1,FA,K,10,2018
28,Randy Bullock,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,10.8,TEN,K,10,2018
29,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,10,2018
30,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,10,2018
31,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,10,2018
32,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,10,2018
33,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,10,2018
34,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,10,2018
35,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,K,10,2018
36,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,K,10,2018
37,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,10,2018
38,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,10,2018
39,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,10,2018
40,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,10,2018
41,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,10,2018
42,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,10,2018
43,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,10,2018
44,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,10,2018
45,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,K,10,2018
46,Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,K,10,2018
47,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,K,10,2018
48,Dominik Eberle,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,10,2018
49,Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,K,10,2018
50,Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,K,10,2018
51,Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,K,10,2018
52,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,10,2018
53,Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,10,2018
54,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,K,10,2018
55,Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,K,10,2018
56,Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,K,10,2018
57,Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,81.8,NE,K,10,2018
58,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,10,2018
59,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,10,2018
60,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,10,2018
61,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,10,2018
62,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,10,2018
63,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,K,10,2018
64,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,10,2018
65,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,10,2018
66,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,K,10,2018
67,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,10,2018
68,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,K,10,2018
69,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3,MIA,K,10,2018
70,Justin Tucker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,98.0,BAL,K,10,2018
71,Brandon McManus,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,44.3,DEN,K,10,2018
72,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,10,2018
73,Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1,CHI,K,10,2018
74,Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,10,2018
75,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,10,2018
76,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,10,2018
77,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,10,2018
78,Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,10,2018
79,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,K,10,2018
