rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Ka'imi Fairbairn,5,5,100.0,53,0,0,2,2,1,2,2,1,21.0,21.0,0.8,HOU,K,13,2018
2,Jason Myers,5,5,100.0,54,0,0,3,1,1,1,1,1,19.0,19.0,22.1,SEA,K,13,2018
3,Justin Tucker,4,4,100.0,47,0,1,0,3,0,2,2,1,17.0,17.0,98.0,BAL,K,13,2018
4,Aldrick Rosas,3,3,100.0,57,0,0,1,1,1,3,3,1,15.0,15.0,1.8,FA,K,13,2018
5,Greg Zuerlein,3,3,100.0,48,0,1,0,2,0,3,3,1,14.0,14.0,74.2,DAL,K,13,2018
6,Daniel Carlson,2,2,100.0,50,0,0,0,1,1,3,3,1,12.0,12.0,74.3,LV,K,13,2018
7,Harrison Butker,2,2,100.0,50,0,1,0,0,1,4,5,1,12.0,12.0,76.6,KC,K,13,2018
8,Jake Elliott,2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,10.0,22.5,PHI,K,13,2018
9,Matt Prater,3,3,100.0,35,0,2,1,0,0,1,1,1,10.0,10.0,52.8,ARI,K,13,2018
10,Zane Gonzalez,2,2,100.0,44,0,0,0,2,0,2,2,1,10.0,10.0,2.6,CAR,K,13,2018
11,Cody Parkey,2,2,100.0,36,0,1,1,0,0,3,3,1,9.0,9.0,0.4,FA,K,13,2018
12,Dustin Hopkins,2,2,100.0,47,0,0,0,2,0,1,1,1,9.0,9.0,14.5,LAC,K,13,2018
13,Sebastian Janikowski,1,1,100.0,40,0,0,0,1,0,4,6,1,8.0,8.0,20.0,FA,K,13,2018
14,Ryan Succop,2,2,100.0,33,0,1,1,0,0,2,3,1,8.0,8.0,57.4,TB,K,13,2018
15,Brett Maher,2,2,100.0,46,0,1,0,1,0,1,1,1,8.0,8.0,1.9,FA,K,13,2018
16,Chris Boswell,1,1,100.0,48,0,0,0,1,0,3,4,1,7.0,7.0,51.0,PIT,K,13,2018
17,Cairo Santos,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,2.1,CHI,K,13,2018
18,Stephen Gostkowski,1,2,50.0,20,0,1,0,0,0,3,3,1,6.0,6.0,0.1,FA,K,13,2018
19,Josh Lambo,2,2,100.0,37,0,0,2,0,0,0,0,1,6.0,6.0,3.2,FA,K,13,2018
20,Brandon McManus,1,2,50.0,29,0,1,0,0,0,3,3,1,6.0,6.0,44.3,DEN,K,13,2018
21,Matt Bryant,1,1,100.0,44,0,0,0,1,0,1,1,1,5.0,5.0,1.1,FA,K,13,2018
22,Robbie Gould,1,1,100.0,45,0,0,0,1,0,1,1,1,5.0,5.0,22.5,SF,K,13,2018
23,Graham Gano,1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,5.0,31.4,NYG,K,13,2018
24,Michael Badgley,1,2,50.0,29,0,1,0,0,0,2,2,1,5.0,5.0,19.9,IND,K,13,2018
25,Mason Crosby,1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,5.0,40.7,GB,K,13,2018
26,Wil Lutz,1,1,100.0,33,0,0,1,0,0,1,1,1,4.0,4.0,3.3,NO,K,13,2018
27,Dan Bailey,1,2,50.0,39,0,0,1,0,0,1,1,1,4.0,4.0,0.0,FA,K,13,2018
28,Randy Bullock,1,1,100.0,35,0,0,1,0,0,1,1,1,4.0,4.0,10.8,TEN,K,13,2018
29,Jason Sanders,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,22.6,MIA,K,13,2018
30,Stephen Hauschka,1,2,50.0,32,0,0,1,0,0,0,1,1,3.0,3.0,0.0,FA,K,13,2018
31,Greg Joseph,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,69.1,MIN,K,13,2018
32,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,13,2018
33,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,13,2018
34,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,13,2018
35,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,13,2018
36,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,13,2018
37,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,13,2018
38,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,13,2018
39,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,13,2018
40,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,13,2018
41,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,13,2018
42,Adam Vinatieri,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,FA,K,13,2018
43,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,13,2018
44,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,13,2018
45,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,13,2018
46,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,13,2018
47,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,K,13,2018
48,Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,K,13,2018
49,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,K,13,2018
50,Dominik Eberle,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,13,2018
51,Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,K,13,2018
52,Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,K,13,2018
53,Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,K,13,2018
54,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,13,2018
55,Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,13,2018
56,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,K,13,2018
57,Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,K,13,2018
58,Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,K,13,2018
59,Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,81.8,NE,K,13,2018
60,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,13,2018
