rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Miami Dolphins,4,2,1,1,2,0,0,1,27.0,27.0,60.2,MIA,DST,8,2014
2,Minnesota Vikings,5,1,1,1,1,0,0,1,19.0,19.0,28.0,MIN,DST,8,2014
3,Buffalo Bills,4,4,2,3,0,0,0,1,16.0,16.0,95.9,BUF,DST,8,2014
4,Cleveland Browns,4,1,2,2,0,0,0,1,14.0,14.0,40.8,CLE,DST,8,2014
5,Kansas City Chiefs,7,1,0,0,0,0,1,1,13.0,13.0,45.7,KC,DST,8,2014
6,Pittsburgh Steelers,2,2,0,1,1,1,0,1,13.0,13.0,44.6,PIT,DST,8,2014
7,New England Patriots,3,1,1,1,1,0,0,1,13.0,13.0,93.2,NE,DST,8,2014
8,Seattle Seahawks,3,1,1,1,0,0,0,1,11.0,11.0,39.4,SEA,DST,8,2014
9,New Orleans Saints,4,2,1,1,0,0,0,1,10.0,10.0,79.3,NO,DST,8,2014
10,Washington Commanders,5,0,2,3,0,0,0,1,10.0,10.0,27.5,WAS,DST,8,2014
11,Carolina Panthers,1,1,1,0,0,0,0,1,9.0,9.0,27.8,CAR,DST,8,2014
12,Arizona Cardinals,0,2,1,1,0,0,0,1,7.0,7.0,60.9,ARI,DST,8,2014
13,Houston Texans,2,1,1,1,0,0,0,1,7.0,7.0,6.4,HOU,DST,8,2014
14,Jacksonville Jaguars,3,1,0,0,0,0,0,1,6.0,6.0,6.9,JAC,DST,8,2014
15,Denver Broncos,2,2,0,0,0,0,0,1,6.0,6.0,48.5,DEN,DST,8,2014
16,Dallas Cowboys,3,1,0,1,0,0,0,1,6.0,6.0,82.9,DAL,DST,8,2014
17,Baltimore Ravens,2,1,1,2,0,0,0,1,6.0,6.0,51.9,BAL,DST,8,2014
18,Tampa Bay Buccaneers,1,0,0,0,0,0,0,1,5.0,5.0,98.0,TB,DST,8,2014
19,Cincinnati Bengals,1,2,0,1,0,0,0,1,5.0,5.0,14.7,CIN,DST,8,2014
20,Tennessee Titans,5,0,0,0,0,0,0,1,4.0,4.0,48.4,TEN,DST,8,2014
21,Detroit Lions,2,1,0,3,0,0,0,1,4.0,4.0,1.1,DET,DST,8,2014
22,Atlanta Falcons,0,1,0,1,0,0,0,1,2.0,2.0,5.8,ATL,DST,8,2014
23,Philadelphia Eagles,0,0,1,1,0,0,0,1,2.0,2.0,52.5,PHI,DST,8,2014
24,Indianapolis Colts,0,0,2,2,0,0,0,1,1.0,1.0,66.4,IND,DST,8,2014
25,Green Bay Packers,2,0,1,1,0,0,0,1,0.0,0.0,60.6,GB,DST,8,2014
26,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,8,2014
27,New York Giants,0,0,0,0,0,0,0,0,0.0,0.0,4.5,NYG,DST,8,2014
28,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,8,2014
29,San Francisco 49ers,0,0,0,0,0,0,0,0,0.0,0.0,79.5,SF,DST,8,2014
30,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,8,2014
31,New York Jets,4,0,0,0,0,0,0,1,0.0,0.0,3.3,NYJ,DST,8,2014
32,Chicago Bears,1,0,0,0,0,0,0,1,-3.0,-3.0,35.9,CHI,DST,8,2014
