rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Philadelphia Eagles,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,19.0,19.0,52.5,PHI,DST,4,2014
2.0,Miami Dolphins,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,17.0,60.2,MIA,DST,4,2014
3.0,Kansas City Chiefs,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,16.0,16.0,45.7,KC,DST,4,2014
4.0,New York Giants,2.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,15.0,15.0,4.5,NYG,DST,4,2014
5.0,Houston Texans,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,13.0,6.4,HOU,DST,4,2014
6.0,San Francisco 49ers,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,13.0,13.0,79.5,SF,DST,4,2014
7.0,Indianapolis Colts,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,66.4,IND,DST,4,2014
8.0,Buffalo Bills,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,10.0,95.9,BUF,DST,4,2014
9.0,Dallas Cowboys,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,9.0,9.0,82.9,DAL,DST,4,2014
10.0,Baltimore Ravens,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,8.0,51.9,BAL,DST,4,2014
11.0,Tampa Bay Buccaneers,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,7.0,98.0,TB,DST,4,2014
12.0,Detroit Lions,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,1.1,DET,DST,4,2014
13.0,Green Bay Packers,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,60.6,GB,DST,4,2014
14.0,New York Jets,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.3,NYJ,DST,4,2014
15.0,Minnesota Vikings,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,28.0,MIN,DST,4,2014
16.0,Pittsburgh Steelers,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,44.6,PIT,DST,4,2014
17.0,Jacksonville Jaguars,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.9,JAC,DST,4,2014
18.0,Los Angeles Rams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,LAR,DST,4,2014
19.0,Los Angeles Chargers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3,LAC,DST,4,2014
20.0,Seattle Seahawks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,SEA,DST,4,2014
21.0,Las Vegas Raiders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,LV,DST,4,2014
22.0,Arizona Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,ARI,DST,4,2014
23.0,Denver Broncos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,DEN,DST,4,2014
24.0,Cleveland Browns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,CLE,DST,4,2014
25.0,Cincinnati Bengals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,CIN,DST,4,2014
26.0,Washington Commanders,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,27.5,WAS,DST,4,2014
27.0,New England Patriots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,93.2,NE,DST,4,2014
28.0,Chicago Bears,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,35.9,CHI,DST,4,2014
29.0,Tennessee Titans,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,48.4,TEN,DST,4,2014
30.0,New Orleans Saints,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-3.0,79.3,NO,DST,4,2014
31.0,Atlanta Falcons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,-4.0,5.8,ATL,DST,4,2014
32.0,Carolina Panthers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,-4.0,27.8,CAR,DST,4,2014
