rank,player,defense_sacks,defense_ints,fumble_recovery,fumble_forced,defense_td,defense_safety,defense_spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Buffalo Bills,7,1,0,0,0,0,0,1,23.0,23.0,95.9,BUF,DST,12,2014
2,Chicago Bears,5,2,2,3,0,0,0,1,17.0,17.0,35.9,CHI,DST,12,2014
3,Indianapolis Colts,4,1,1,1,0,0,0,1,15.0,15.0,66.4,IND,DST,12,2014
4,Seattle Seahawks,3,1,0,1,0,0,0,1,13.0,13.0,39.4,SEA,DST,12,2014
5,Baltimore Ravens,4,1,0,1,1,0,0,1,12.0,12.0,51.9,BAL,DST,12,2014
6,San Francisco 49ers,5,0,1,1,0,0,0,1,11.0,11.0,79.5,SF,DST,12,2014
7,Philadelphia Eagles,5,1,2,3,0,0,1,1,11.0,11.0,52.5,PHI,DST,12,2014
8,Jacksonville Jaguars,5,0,3,5,0,0,0,1,11.0,11.0,6.9,JAC,DST,12,2014
9,Arizona Cardinals,7,0,0,0,0,0,0,1,9.0,9.0,60.9,ARI,DST,12,2014
10,Washington Commanders,2,1,2,2,0,0,0,1,9.0,9.0,27.5,WAS,DST,12,2014
11,Cincinnati Bengals,1,1,0,0,0,1,0,1,9.0,9.0,14.7,CIN,DST,12,2014
12,Houston Texans,0,1,0,0,1,0,0,1,8.0,8.0,6.4,HOU,DST,12,2014
13,New England Patriots,2,1,0,0,0,0,0,1,8.0,8.0,93.2,NE,DST,12,2014
14,Atlanta Falcons,1,3,0,0,0,0,0,1,7.0,7.0,5.8,ATL,DST,12,2014
15,Cleveland Browns,3,1,1,1,0,0,0,1,7.0,7.0,40.8,CLE,DST,12,2014
16,Tampa Bay Buccaneers,3,0,1,1,0,0,0,1,5.0,5.0,98.0,TB,DST,12,2014
17,Green Bay Packers,2,1,0,0,0,0,0,1,4.0,4.0,60.6,GB,DST,12,2014
18,Dallas Cowboys,2,1,0,0,0,0,0,1,3.0,3.0,82.9,DAL,DST,12,2014
19,Kansas City Chiefs,1,0,1,1,0,0,0,1,3.0,3.0,45.7,KC,DST,12,2014
20,New York Giants,2,0,1,1,0,0,0,1,3.0,3.0,4.5,NYG,DST,12,2014
21,Tennessee Titans,2,2,0,0,0,0,0,1,2.0,2.0,48.4,TEN,DST,12,2014
22,New Orleans Saints,1,0,1,1,0,0,0,1,2.0,2.0,79.3,NO,DST,12,2014
23,Detroit Lions,0,1,0,0,0,0,0,1,1.0,1.0,1.1,DET,DST,12,2014
24,Minnesota Vikings,1,0,0,1,0,0,0,1,1.0,1.0,28.0,MIN,DST,12,2014
25,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,12,2014
26,Carolina Panthers,0,0,0,0,0,0,0,0,0.0,0.0,27.8,CAR,DST,12,2014
27,New York Jets,1,0,0,0,0,0,0,1,0.0,0.0,3.3,NYJ,DST,12,2014
28,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,12,2014
29,Pittsburgh Steelers,0,0,0,0,0,0,0,0,0.0,0.0,44.6,PIT,DST,12,2014
30,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,12,2014
31,Denver Broncos,1,1,0,3,0,0,0,1,-1.0,-1.0,48.5,DEN,DST,12,2014
32,Miami Dolphins,1,0,1,0,0,0,0,1,-1.0,-1.0,60.2,MIA,DST,12,2014
