rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Atlanta Falcons,3,1,4,2,1,0,1,1,23.0,23.0,5.8,ATL,DST,3,2014
2,Indianapolis Colts,4,2,1,1,1,0,0,1,17.0,17.0,66.4,IND,DST,3,2014
3,Detroit Lions,2,0,1,1,1,1,0,1,16.0,16.0,1.1,DET,DST,3,2014
4,Chicago Bears,3,2,1,4,1,0,0,1,16.0,16.0,35.9,CHI,DST,3,2014
5,Pittsburgh Steelers,3,0,2,1,1,0,0,1,14.0,14.0,44.6,PIT,DST,3,2014
6,Green Bay Packers,2,2,1,1,0,0,0,1,12.0,12.0,60.6,GB,DST,3,2014
7,Cincinnati Bengals,2,2,0,0,0,1,0,1,12.0,12.0,14.7,CIN,DST,3,2014
8,Dallas Cowboys,0,2,1,0,1,0,0,1,11.0,11.0,82.9,DAL,DST,3,2014
9,Tampa Bay Buccaneers,1,1,3,3,1,0,0,1,11.0,11.0,98.0,TB,DST,3,2014
10,New York Giants,2,3,0,0,0,0,0,1,10.0,10.0,4.5,NYG,DST,3,2014
11,Miami Dolphins,5,0,2,3,0,1,0,1,10.0,10.0,60.2,MIA,DST,3,2014
12,Denver Broncos,3,1,0,1,0,1,0,1,8.0,8.0,48.5,DEN,DST,3,2014
13,New England Patriots,0,1,0,0,0,0,0,1,6.0,6.0,93.2,NE,DST,3,2014
14,New York Jets,4,0,1,1,0,0,0,1,6.0,6.0,3.3,NYJ,DST,3,2014
15,Seattle Seahawks,1,1,1,1,0,0,0,1,6.0,6.0,39.4,SEA,DST,3,2014
16,New Orleans Saints,2,0,0,0,0,0,0,1,6.0,6.0,79.3,NO,DST,3,2014
17,Kansas City Chiefs,4,0,0,1,0,0,0,1,5.0,5.0,45.7,KC,DST,3,2014
18,Arizona Cardinals,1,0,0,0,0,0,0,1,3.0,3.0,60.9,ARI,DST,3,2014
19,Minnesota Vikings,1,0,0,0,0,0,0,1,3.0,3.0,28.0,MIN,DST,3,2014
20,Houston Texans,1,0,1,1,0,0,0,1,2.0,2.0,6.4,HOU,DST,3,2014
21,Cleveland Browns,0,1,0,0,0,0,0,1,2.0,2.0,40.8,CLE,DST,3,2014
22,Buffalo Bills,2,0,0,0,0,0,0,1,2.0,2.0,95.9,BUF,DST,3,2014
23,San Francisco 49ers,0,0,1,1,0,0,0,1,2.0,2.0,79.5,SF,DST,3,2014
24,Philadelphia Eagles,0,1,0,1,0,0,1,1,1.0,1.0,52.5,PHI,DST,3,2014
25,Baltimore Ravens,0,0,0,0,0,0,0,1,1.0,1.0,51.9,BAL,DST,3,2014
26,Tennessee Titans,0,1,0,0,0,0,0,1,1.0,1.0,48.4,TEN,DST,3,2014
27,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,3,2014
28,Carolina Panthers,1,0,0,0,0,0,0,1,0.0,0.0,27.8,CAR,DST,3,2014
29,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,3,2014
30,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,3,2014
31,Jacksonville Jaguars,2,0,0,0,0,0,0,1,-2.0,-2.0,6.9,JAC,DST,3,2014
32,Washington Commanders,0,0,1,2,0,0,0,1,-2.0,-2.0,27.5,WAS,DST,3,2014
