rank,player,defense_sacks,defense_ints,fumble_recovery,fumble_forced,defense_td,defense_safety,defense_spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Jacksonville Jaguars,3,1,2,1,0,0,0,1,16.0,16.0,6.9,JAC,DST,7,2014
2,Minnesota Vikings,6,1,3,4,0,0,0,1,15.0,15.0,28.0,MIN,DST,7,2014
3,Indianapolis Colts,4,0,0,0,0,0,0,1,14.0,14.0,66.4,IND,DST,7,2014
4,Baltimore Ravens,5,0,1,1,0,1,0,1,13.0,13.0,51.9,BAL,DST,7,2014
5,Miami Dolphins,3,1,2,2,0,0,0,1,10.0,10.0,60.2,MIA,DST,7,2014
6,Buffalo Bills,5,2,0,0,0,0,0,1,10.0,10.0,95.9,BUF,DST,7,2014
7,Denver Broncos,6,1,0,0,0,0,0,1,9.0,9.0,48.5,DEN,DST,7,2014
8,Tennessee Titans,3,1,1,1,0,0,0,1,8.0,8.0,48.4,TEN,DST,7,2014
9,Cleveland Browns,2,3,0,0,0,0,0,1,8.0,8.0,40.8,CLE,DST,7,2014
10,Pittsburgh Steelers,1,1,2,2,0,0,0,1,7.0,7.0,44.6,PIT,DST,7,2014
11,New Orleans Saints,3,2,0,0,0,0,0,1,7.0,7.0,79.3,NO,DST,7,2014
12,Atlanta Falcons,1,2,1,0,0,0,0,1,6.0,6.0,5.8,ATL,DST,7,2014
13,Washington Commanders,1,1,1,0,0,0,0,1,6.0,6.0,27.5,WAS,DST,7,2014
14,Cincinnati Bengals,2,0,2,1,0,0,0,1,6.0,6.0,14.7,CIN,DST,7,2014
15,Green Bay Packers,3,1,0,0,0,0,0,1,6.0,6.0,60.6,GB,DST,7,2014
16,Arizona Cardinals,1,0,0,0,0,0,0,1,5.0,5.0,60.9,ARI,DST,7,2014
17,Kansas City Chiefs,2,1,0,1,0,0,0,1,5.0,5.0,45.7,KC,DST,7,2014
18,Detroit Lions,1,1,1,1,0,0,0,1,5.0,5.0,1.1,DET,DST,7,2014
19,Chicago Bears,4,0,0,0,0,0,0,1,5.0,5.0,35.9,CHI,DST,7,2014
20,Houston Texans,3,0,1,1,0,0,0,1,4.0,4.0,6.4,HOU,DST,7,2014
21,New England Patriots,3,0,0,0,0,0,0,1,4.0,4.0,93.2,NE,DST,7,2014
22,Dallas Cowboys,0,0,2,2,0,0,0,1,4.0,4.0,82.9,DAL,DST,7,2014
23,New York Giants,2,1,0,0,0,0,0,1,3.0,3.0,4.5,NYG,DST,7,2014
24,New York Jets,1,0,0,0,0,0,0,1,1.0,1.0,3.3,NYJ,DST,7,2014
25,Philadelphia Eagles,0,0,0,0,0,0,0,0,0.0,0.0,52.5,PHI,DST,7,2014
26,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,7,2014
27,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,74.5,LAR,DST,7,2014
28,Tampa Bay Buccaneers,0,0,0,0,0,0,0,0,0.0,0.0,98.0,TB,DST,7,2014
29,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,7,2014
30,Seattle Seahawks,0,0,0,1,0,0,0,1,-1.0,-1.0,39.4,SEA,DST,7,2014
31,San Francisco 49ers,2,0,0,0,0,0,0,1,-2.0,-2.0,79.5,SF,DST,7,2014
32,Carolina Panthers,2,0,0,1,0,0,0,1,-2.0,-2.0,27.8,CAR,DST,7,2014
