player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,team,opponent,home
A.J. Green,WR,1.0,62.0,97.0,0.0,13.0,8.0,13.0,6.7,10.8,2,2017,5.0,8.0,67.0,13.4,50.0,1.0,0.0,0.0,0.0,0.0,0.0,CIN,HOU,True
Cody Core,WR,1.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,HOU,True
Alex Erickson,WR,1.0,37.0,58.0,3.0,16.0,14.0,19.0,6.4,17.3,2,2017,4.0,6.0,62.0,15.5,37.0,1.0,0.0,1.0,2.0,0.0,0.0,CIN,HOU,True
John Ross,WR,1.0,5.0,8.0,20.0,0.0,20.0,20.0,-0.8,-16.0,2,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,CIN,HOU,True
Randall Cobb,WR,1.0,54.0,71.0,2.0,17.0,13.0,19.0,7.0,13.0,2,2017,6.0,9.0,60.0,10.0,18.0,0.0,0.0,1.0,10.0,0.0,0.0,GB,ATL,False
Davante Adams,WR,1.0,71.0,93.0,0.0,14.0,11.0,14.0,15.9,22.4,2,2017,8.0,10.0,99.0,12.4,33.0,1.0,1.0,0.0,0.0,0.0,0.0,GB,ATL,False
Trevor Davis,WR,1.0,17.0,22.0,0.0,6.0,6.0,6.0,0.9,5.3,2,2017,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,ATL,False
Geronimo Allison,WR,1.0,61.0,80.0,0.0,8.0,5.0,8.0,2.4,3.9,2,2017,3.0,5.0,24.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,ATL,False
Alshon Jeffery,WR,1.0,61.0,85.0,0.0,21.0,11.0,21.0,15.2,24.9,2,2017,7.0,13.0,92.0,13.1,18.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI,KC,False
Nelson Agholor,WR,1.0,55.0,76.0,0.0,5.0,2.0,5.0,6.9,12.5,2,2017,1.0,3.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI,KC,False
Mack Hollins,WR,1.0,17.0,24.0,0.0,18.0,18.0,18.0,3.2,18.8,2,2017,3.0,3.0,32.0,10.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,KC,False
T.Y. Hilton,WR,1.0,64.0,90.0,0.0,9.0,6.0,9.0,4.9,7.7,2,2017,4.0,6.0,49.0,12.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,ARI,True
Donte Moncrief,WR,1.0,53.0,75.0,0.0,15.0,4.0,15.0,1.8,3.4,2,2017,2.0,8.0,18.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,ARI,True
Travis Benjamin,WR,1.0,39.0,67.0,0.0,8.0,3.0,8.0,1.1,2.8,2,2017,1.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,MIA,True
Keenan Allen,WR,1.0,50.0,86.0,0.0,20.0,18.0,20.0,10.0,20.0,2,2017,9.0,10.0,100.0,11.1,24.0,2.0,0.0,0.0,0.0,0.0,0.0,LAC,MIA,True
Dontrelle Inman,WR,1.0,13.0,22.0,0.0,15.0,0.0,15.0,0.0,0.0,2,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,MIA,True
Tyrell Williams,WR,1.0,52.0,90.0,0.0,8.0,8.0,8.0,5.4,10.4,2,2017,4.0,4.0,54.0,13.5,23.0,1.0,0.0,0.0,0.0,0.0,0.0,LAC,MIA,True
Chris Hogan,WR,1.0,65.0,86.0,0.0,9.0,8.0,9.0,13.8,21.2,2,2017,5.0,6.0,78.0,15.6,27.0,2.0,1.0,0.0,0.0,0.0,0.0,NE,NO,False
Brandin Cooks,WR,1.0,65.0,86.0,3.0,6.0,6.0,9.0,4.3,6.6,2,2017,2.0,4.0,37.0,18.5,22.0,1.0,0.0,2.0,6.0,0.0,0.0,NE,NO,False
Phillip Dorsett II,WR,1.0,32.0,42.0,3.0,9.0,13.0,13.0,7.5,23.4,2,2017,3.0,3.0,68.0,22.7,38.0,2.0,0.0,1.0,7.0,0.0,0.0,NE,NO,False
Jermaine Kearse,WR,1.0,50.0,88.0,0.0,10.0,8.0,10.0,18.4,36.8,2,2017,4.0,5.0,64.0,16.0,34.0,1.0,2.0,0.0,0.0,0.0,0.0,NYJ,LV,False
Robby Anderson,WR,1.0,43.0,75.0,0.0,9.0,5.0,9.0,2.8,6.5,2,2017,2.0,4.0,28.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,LV,False
Chad Hansen,WR,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,LV,False
Josh Bellamy,WR,1.0,59.0,92.0,0.0,12.0,7.0,12.0,5.1,8.6,2,2017,4.0,7.0,51.0,12.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,TB,False
Tanner Gentry,WR,1.0,8.0,13.0,0.0,38.0,25.0,38.0,2.7,33.8,2,2017,2.0,3.0,27.0,13.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,TB,False
Marquise Goodwin,WR,1.0,43.0,88.0,0.0,14.0,7.0,14.0,2.6,6.0,2,2017,3.0,6.0,26.0,8.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,SEA,False
Trent Taylor,WR,1.0,22.0,45.0,0.0,18.0,9.0,18.0,0.6,2.7,2,2017,2.0,4.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,SEA,False
Victor Bolden Jr.,WR,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,SEA,False
Russell Shepard,WR,1.0,34.0,49.0,0.0,6.0,3.0,6.0,0.6,1.8,2,2017,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,BUF,True
Devin Funchess,WR,1.0,57.0,83.0,0.0,11.0,7.0,11.0,6.8,11.9,2,2017,4.0,6.0,68.0,17.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,CAR,BUF,True
Damiere Byrd,WR,1.0,23.0,33.0,0.0,4.0,0.0,4.0,0.0,0.0,2,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,BUF,True
Curtis Samuel,WR,1.0,13.0,19.0,0.0,23.0,15.0,23.0,0.7,5.4,2,2017,2.0,3.0,7.0,3.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,BUF,True
DeAndre Hopkins,WR,1.0,67.0,102.0,0.0,19.0,10.0,19.0,7.3,10.9,2,2017,7.0,13.0,73.0,10.4,25.0,1.0,0.0,0.0,0.0,0.0,0.0,HOU,CIN,False
Robert Woods,WR,1.0,45.0,90.0,0.0,9.0,2.0,9.0,0.8,1.8,2,2017,1.0,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,WAS,True
Tavon Austin,WR,1.0,9.0,18.0,33.0,22.0,33.0,56.0,0.8,8.9,2,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,LAR,WAS,True
Sammy Watkins,WR,1.0,45.0,90.0,0.0,4.0,4.0,4.0,3.0,6.7,2,2017,2.0,2.0,30.0,15.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,LAR,WAS,True
Pharoh Cooper,WR,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,WAS,True
Cooper Kupp,WR,1.0,30.0,60.0,0.0,20.0,10.0,20.0,3.3,11.0,2,2017,3.0,6.0,33.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,WAS,True
Josh Reynolds,WR,1.0,2.0,4.0,0.0,50.0,50.0,50.0,2.8,140.0,2,2017,1.0,1.0,28.0,28.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,LAR,WAS,True
Kenny Stills,WR,1.0,60.0,88.0,0.0,8.0,3.0,8.0,9.7,16.2,2,2017,2.0,5.0,37.0,18.5,29.0,1.0,1.0,0.0,0.0,0.0,0.0,MIA,LAC,False
Jarvis Landry,WR,1.0,62.0,91.0,2.0,24.0,24.0,27.0,7.1,11.5,2,2017,13.0,15.0,78.0,6.0,18.0,0.0,0.0,1.0,-7.0,0.0,0.0,MIA,LAC,False
DeVante Parker,WR,1.0,63.0,93.0,0.0,14.0,6.0,14.0,8.5,13.5,2,2017,4.0,9.0,85.0,21.3,31.0,2.0,0.0,0.0,0.0,0.0,0.0,MIA,LAC,False
Jakeem Grant Sr.,WR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,LAC,False
Jordan Matthews,WR,1.0,50.0,93.0,0.0,6.0,6.0,6.0,3.0,6.0,2,2017,3.0,3.0,30.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,CAR,False
Zay Jones,WR,1.0,49.0,91.0,0.0,12.0,4.0,12.0,1.8,3.7,2,2017,2.0,6.0,18.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,CAR,False
Odell Beckham Jr.,WR,1.0,34.0,61.0,0.0,15.0,12.0,15.0,3.6,10.6,2,2017,4.0,5.0,36.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,DET,True
Sterling Shepard,WR,1.0,56.0,100.0,4.0,7.0,7.0,11.0,3.0,5.4,2,2017,2.0,4.0,23.0,11.5,12.0,0.0,0.0,2.0,7.0,0.0,0.0,NYG,DET,True
Paul Richardson Jr.,WR,1.0,39.0,48.0,0.0,13.0,5.0,13.0,7.9,20.3,2,2017,2.0,5.0,19.0,9.5,10.0,0.0,1.0,0.0,0.0,0.0,0.0,SEA,SF,True
Tyler Lockett,WR,1.0,61.0,74.0,0.0,15.0,10.0,15.0,6.4,10.5,2,2017,6.0,9.0,64.0,10.7,22.0,1.0,0.0,0.0,0.0,0.0,0.0,SEA,SF,True
Amara Darboh,WR,1.0,14.0,17.0,0.0,7.0,7.0,7.0,1.6,11.4,2,2017,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,SF,True
Ryan Grant,WR,1.0,30.0,42.0,0.0,7.0,3.0,7.0,7.1,23.7,2,2017,1.0,2.0,11.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,WAS,LAR,False
Jamison Crowder,WR,1.0,38.0,54.0,0.0,13.0,11.0,13.0,4.7,12.4,2,2017,4.0,5.0,47.0,11.8,21.0,1.0,0.0,0.0,0.0,0.0,0.0,WAS,LAR,False
Josh Doctson,WR,1.0,29.0,41.0,0.0,3.0,0.0,3.0,0.0,0.0,2,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,LAR,False
Albert Wilson,WR,1.0,34.0,64.0,3.0,9.0,9.0,12.0,2.6,7.6,2,2017,2.0,3.0,22.0,11.0,12.0,0.0,0.0,1.0,4.0,0.0,0.0,KC,PHI,True
Chris Conley,WR,1.0,46.0,87.0,0.0,9.0,9.0,9.0,5.5,12.0,2,2017,4.0,4.0,55.0,13.8,35.0,1.0,0.0,0.0,0.0,0.0,0.0,KC,PHI,True
Demarcus Robinson,WR,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,PHI,True
Tyreek Hill,WR,1.0,47.0,89.0,2.0,13.0,11.0,15.0,4.9,10.4,2,2017,4.0,6.0,43.0,10.8,18.0,0.0,0.0,1.0,6.0,0.0,0.0,KC,PHI,True
Allen Hurns,WR,1.0,59.0,88.0,0.0,12.0,10.0,12.0,14.2,24.1,2,2017,6.0,7.0,82.0,13.7,20.0,1.0,1.0,0.0,0.0,0.0,0.0,JAC,TEN,True
Keelan Cole Sr.,WR,1.0,44.0,66.0,0.0,7.0,5.0,7.0,1.3,3.0,2,2017,2.0,3.0,13.0,6.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,TEN,True
Jamal Agnew,WR,1.0,,,,,,,0.0,,2,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,TEN,True
Adam Thielen,WR,1.0,62.0,95.0,0.0,10.0,8.0,10.0,2.4,3.9,2,2017,5.0,6.0,44.0,8.8,24.0,1.0,0.0,0.0,0.0,0.0,1.0,MIN,PIT,False
Stefon Diggs,WR,1.0,60.0,92.0,2.0,10.0,5.0,12.0,3.1,5.2,2,2017,2.0,6.0,27.0,13.5,21.0,1.0,0.0,1.0,4.0,0.0,0.0,MIN,PIT,False
Laquon Treadwell,WR,1.0,50.0,77.0,0.0,12.0,6.0,12.0,3.3,6.6,2,2017,3.0,6.0,33.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,PIT,False
Breshad Perriman,WR,1.0,42.0,62.0,0.0,10.0,0.0,10.0,0.0,0.0,2,2017,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,CLE,True
Corey Coleman,WR,1.0,38.0,54.0,0.0,18.0,3.0,18.0,0.9,2.4,2,2017,1.0,7.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,BAL,False
Rashard Higgins,WR,1.0,54.0,76.0,2.0,20.0,15.0,22.0,9.9,18.3,2,2017,7.0,11.0,95.0,13.6,35.0,2.0,0.0,1.0,4.0,0.0,0.0,CLE,BAL,False
Corey Davis,WR,1.0,23.0,34.0,0.0,13.0,4.0,13.0,0.4,1.7,2,2017,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,JAC,False
Taywan Taylor,WR,1.0,12.0,18.0,17.0,8.0,25.0,25.0,5.8,48.3,2,2017,1.0,1.0,42.0,42.0,42.0,1.0,0.0,2.0,16.0,0.0,0.0,TEN,JAC,False
Danny Amendola,WR,1.0,31.0,48.0,0.0,16.0,10.0,16.0,4.8,15.5,3,2017,3.0,5.0,48.0,16.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,NE,HOU,True
Chris Hogan,WR,1.0,58.0,91.0,0.0,10.0,7.0,10.0,18.8,32.4,3,2017,4.0,6.0,68.0,17.0,47.0,1.0,2.0,0.0,0.0,0.0,0.0,NE,HOU,True
Brandin Cooks,WR,1.0,57.0,89.0,0.0,12.0,9.0,12.0,27.1,47.5,3,2017,5.0,7.0,131.0,26.2,44.0,3.0,2.0,0.0,0.0,0.0,0.0,NE,HOU,True
Phillip Dorsett II,WR,1.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,HOU,True
DeSean Jackson,WR,1.0,43.0,81.0,0.0,16.0,9.0,16.0,14.4,33.5,3,2017,4.0,7.0,84.0,21.0,32.0,2.0,1.0,0.0,0.0,0.0,0.0,TB,MIN,False
Mike Evans,WR,1.0,47.0,89.0,0.0,26.0,15.0,26.0,6.7,14.3,3,2017,7.0,12.0,67.0,9.6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,MIN,False
Adam Humphries,WR,1.0,39.0,74.0,0.0,26.0,15.0,26.0,6.8,17.4,3,2017,6.0,10.0,68.0,11.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,MIN,False
Chris Godwin,WR,1.0,11.0,21.0,0.0,27.0,27.0,27.0,4.4,40.0,3,2017,3.0,3.0,44.0,14.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,MIN,False
Larry Fitzgerald,WR,1.0,77.0,94.0,0.0,19.0,17.0,19.0,20.9,27.1,3,2017,13.0,15.0,149.0,11.5,37.0,3.0,1.0,0.0,0.0,0.0,0.0,ARI,DAL,True
J.J. Nelson,WR,1.0,52.0,63.0,0.0,6.0,0.0,6.0,0.0,0.0,3,2017,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,DAL,True
Chad Williams,WR,1.0,13.0,16.0,0.0,8.0,8.0,8.0,0.8,6.2,3,2017,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,DAL,True
Jaron Brown,WR,1.0,,,,,,,8.7,,3,2017,2.0,6.0,27.0,13.5,25.0,1.0,1.0,0.0,0.0,0.0,0.0,ARI,DAL,True
Michael Crabtree,WR,1.0,31.0,61.0,0.0,10.0,3.0,10.0,0.7,2.3,3,2017,1.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,WAS,False
Seth Roberts,WR,1.0,45.0,88.0,0.0,11.0,9.0,11.0,0.0,0.0,3,2017,4.0,5.0,20.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,LV,WAS,False
Amari Cooper,WR,1.0,44.0,86.0,0.0,11.0,2.0,11.0,0.6,1.4,3,2017,1.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,WAS,False
Johnny Holton,WR,1.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,WAS,False
Ted Ginn Jr.,WR,1.0,34.0,59.0,3.0,9.0,9.0,12.0,11.9,35.0,3,2017,2.0,3.0,44.0,22.0,40.0,1.0,1.0,1.0,15.0,0.0,0.0,NO,CAR,False
Michael Thomas,WR,1.0,46.0,79.0,0.0,17.0,15.0,17.0,14.7,32.0,3,2017,7.0,8.0,87.0,12.4,26.0,1.0,1.0,0.0,0.0,0.0,0.0,NO,CAR,False
Tommylee Lewis,WR,1.0,16.0,28.0,6.0,19.0,25.0,25.0,2.3,14.4,3,2017,3.0,3.0,15.0,5.0,13.0,0.0,0.0,1.0,8.0,0.0,0.0,NO,CAR,False
Ty Montgomery,WR,1.0,,,,,,,0.0,,3,2017,8.0,12.0,15.0,1.9,5.0,0.0,0.0,12.0,35.0,0.0,0.0,NO,CAR,False
Dez Bryant,WR,1.0,41.0,87.0,0.0,5.0,5.0,5.0,7.2,17.6,3,2017,2.0,2.0,12.0,6.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,DAL,ARI,False
Cole Beasley,WR,1.0,25.0,53.0,0.0,4.0,4.0,4.0,0.4,1.6,3,2017,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,ARI,False
Noah Brown,WR,1.0,8.0,17.0,0.0,13.0,13.0,13.0,1.3,16.3,3,2017,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,ARI,False
Ryan Switzer,WR,1.0,2.0,4.0,50.0,0.0,50.0,50.0,0.3,15.0,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,DAL,ARI,False
Golden Tate,WR,1.0,63.0,90.0,0.0,17.0,11.0,17.0,11.8,18.7,3,2017,7.0,11.0,58.0,8.3,18.0,0.0,1.0,0.0,0.0,0.0,0.0,DET,ATL,True
Marvin Jones Jr.,WR,1.0,68.0,97.0,0.0,9.0,4.0,9.0,2.4,3.5,3,2017,3.0,6.0,24.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,ATL,True
Kenny Golladay,WR,1.0,45.0,64.0,0.0,11.0,4.0,11.0,2.5,5.6,3,2017,2.0,5.0,25.0,12.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,ATL,True
Andre Roberts,WR,1.0,1.0,1.0,0.0,100.0,100.0,100.0,1.2,120.0,3,2017,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,DET,False
Julio Jones,WR,1.0,58.0,85.0,0.0,21.0,12.0,21.0,9.1,15.7,3,2017,7.0,12.0,91.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,DET,False
Mohamed Sanu Sr.,WR,1.0,57.0,84.0,0.0,11.0,7.0,11.0,8.8,15.4,3,2017,4.0,6.0,28.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,ATL,DET,False
Taylor Gabriel,WR,1.0,36.0,53.0,0.0,17.0,14.0,17.0,13.9,38.6,3,2017,5.0,6.0,79.0,15.8,40.0,1.0,1.0,0.0,0.0,0.0,0.0,ATL,DET,False
Justin Hardy,WR,1.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,DET,False
Cordarrelle Patterson,WR,1.0,,,,,,,1.2,,3,2017,1.0,2.0,7.0,7.0,7.0,0.0,0.0,2.0,5.0,0.0,0.0,ATL,DET,False
Emmanuel Sanders,WR,1.0,62.0,89.0,0.0,24.0,11.0,24.0,7.5,12.1,3,2017,7.0,15.0,75.0,10.7,29.0,2.0,0.0,0.0,0.0,0.0,0.0,DEN,BUF,False
Cody Latimer,WR,1.0,11.0,16.0,0.0,9.0,0.0,9.0,0.0,0.0,3,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,BUF,False
Bennie Fowler III,WR,1.0,48.0,69.0,0.0,15.0,8.0,15.0,5.5,11.5,3,2017,4.0,7.0,55.0,13.8,20.0,1.0,0.0,0.0,0.0,0.0,0.0,DEN,BUF,False
Isaiah McKenzie,WR,1.0,9.0,13.0,11.0,0.0,11.0,11.0,0.4,4.4,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,DEN,BUF,False
Antonio Brown,WR,1.0,64.0,100.0,0.0,22.0,16.0,22.0,17.0,26.6,3,2017,10.0,14.0,110.0,11.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,PIT,CHI,False
JuJu Smith-Schuster,WR,1.0,51.0,80.0,0.0,12.0,4.0,12.0,3.9,7.6,3,2017,2.0,6.0,39.0,19.5,25.0,1.0,0.0,0.0,0.0,0.0,0.0,PIT,CHI,False
A.J. Green,WR,1.0,56.0,92.0,0.0,23.0,18.0,23.0,17.1,30.5,3,2017,10.0,13.0,111.0,11.1,20.0,1.0,1.0,0.0,0.0,0.0,0.0,CIN,GB,False
Tyler Boyd,WR,1.0,30.0,49.0,0.0,3.0,3.0,3.0,1.1,3.7,3,2017,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,GB,False
Cody Core,WR,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,GB,False
Alex Erickson,WR,1.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,GB,False
Alshon Jeffery,WR,1.0,67.0,88.0,0.0,12.0,6.0,12.0,5.6,8.4,3,2017,4.0,8.0,56.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,NYG,True
Nelson Agholor,WR,1.0,45.0,59.0,0.0,7.0,4.0,7.0,2.0,4.4,3,2017,2.0,3.0,20.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,NYG,True
Marcus Johnson,WR,1.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,NYG,True
Mack Hollins,WR,1.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,NYG,True
T.Y. Hilton,WR,1.0,64.0,97.0,0.0,14.0,11.0,14.0,21.3,33.3,3,2017,7.0,9.0,153.0,21.9,61.0,4.0,1.0,0.0,0.0,0.0,0.0,IND,CLE,True
Donte Moncrief,WR,1.0,58.0,88.0,0.0,5.0,3.0,5.0,4.4,7.6,3,2017,2.0,3.0,44.0,22.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,IND,CLE,True
Travis Benjamin,WR,1.0,44.0,60.0,2.0,18.0,14.0,20.0,11.4,25.9,3,2017,5.0,8.0,105.0,21.0,44.0,2.0,0.0,1.0,9.0,0.0,0.0,LAC,KC,True
Keenan Allen,WR,1.0,61.0,84.0,0.0,15.0,8.0,15.0,6.1,10.0,3,2017,5.0,9.0,61.0,12.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,KC,True
Dontrelle Inman,WR,1.0,14.0,19.0,0.0,7.0,7.0,7.0,0.2,1.4,3,2017,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,KC,True
Tyrell Williams,WR,1.0,71.0,97.0,0.0,10.0,3.0,10.0,1.5,2.1,3,2017,2.0,7.0,15.0,7.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,KC,True
Jermaine Kearse,WR,1.0,45.0,71.0,0.0,7.0,7.0,7.0,4.2,9.3,3,2017,3.0,3.0,42.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,MIA,True
Robby Anderson,WR,1.0,49.0,78.0,0.0,12.0,6.0,12.0,15.5,31.6,3,2017,3.0,6.0,95.0,31.7,69.0,2.0,1.0,0.0,0.0,0.0,0.0,NYJ,MIA,True
Justin Hardee,WR,1.0,,,,,,,0.0,,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,MIA,True
Josh Bellamy,WR,1.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,PIT,True
Marquise Goodwin,WR,1.0,57.0,72.0,0.0,9.0,4.0,9.0,6.2,10.9,3,2017,2.0,5.0,62.0,31.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,SF,LAR,True
Trent Taylor,WR,1.0,37.0,47.0,0.0,11.0,8.0,11.0,9.2,24.9,3,2017,3.0,4.0,32.0,10.7,18.0,0.0,1.0,0.0,0.0,0.0,0.0,SF,LAR,True
Victor Bolden Jr.,WR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,LAR,True
Russell Shepard,WR,1.0,38.0,64.0,0.0,3.0,0.0,3.0,0.0,0.0,3,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,NO,True
Devin Funchess,WR,1.0,50.0,85.0,0.0,20.0,8.0,20.0,5.8,11.6,3,2017,4.0,10.0,58.0,14.5,21.0,1.0,0.0,0.0,0.0,0.0,0.0,CAR,NO,True
Damiere Byrd,WR,1.0,13.0,22.0,0.0,8.0,0.0,8.0,0.0,0.0,3,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,NO,True
