Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,74,74,100,3,0,58,58,22.5,30.4
Adrian Peterson,RB,DET,1,12,12,19,42,8,50,50,1.2,10.0
Ben Roethlisberger,QB,PIT,1,53,53,98,0,0,60,60,15.3,28.9
Chad Henne,QB,KC,1,12,12,18,8,0,42,42,0.7,5.8
Danny Amendola,WR,DET,1,41,41,66,0,10,7,10,5.4,13.2
Drew Brees,QB,NO,1,70,70,95,4,0,63,63,19.6,28.0
Frank Gore,RB,NYJ,1,22,22,39,45,0,45,45,3.0,13.6
Greg Olsen,TE,SEA,1,37,37,54,0,11,0,11,0.0,0.0
Jared Cook,TE,NO,1,40,40,54,0,18,13,18,11.1,27.8
Jason Witten,TE,LV,1,38,38,53,0,5,5,5,2.1,5.5
Marcedes Lewis,TE,GB,1,20,20,27,0,0,0,0,0.0,0.0
Matt Ryan,QB,ATL,1,70,70,100,9,0,51,51,18.9,27.0
Matthew Stafford,QB,DET,1,61,61,98,2,0,70,70,23.4,38.4
Philip Rivers,QB,IND,1,77,77,100,3,0,45,45,22.3,29.0
Tom Brady,QB,TB,1,70,70,99,1,0,59,59,19.1,27.3
Golden Tate,WR,NYG,1,38,38,51,0,8,8,11,9.8,25.8
Jimmy Graham,TE,CHI,1,44,44,63,0,16,5,16,1.3,3.0
Rob Gronkowski,TE,TB,1,50,50,70,0,8,8,8,10.1,20.2
A.J. Green,WR,CIN,1,62,62,84,0,8,3,8,1.9,3.1
Julio Jones,WR,ATL,1,58,58,83,0,17,12,17,13.7,23.6
Cam Newton,QB,NE,1,65,65,100,14,0,52,52,18.4,28.3
Kyle Rudolph,TE,MIN,1,39,39,74,0,3,3,3,1.2,3.1
Luke Stocker,TE,ATL,1,34,34,49,0,0,0,0,0.0,0.0
Dion Lewis,RB,NYG,1,21,21,28,0,14,10,14,6.8,32.4
Lee Smith,TE,BUF,1,8,8,14,0,0,0,0,0.0,0.0
Ryan Tannehill,QB,TEN,1,62,62,98,3,0,52,52,18.3,29.5
Nick Foles,QB,CHI,1,69,69,99,0,0,59,59,17.9,25.9
Kirk Cousins,QB,MIN,1,52,52,98,0,0,27,27,10.4,20.0
Russell Wilson,QB,SEA,1,68,68,99,9,0,63,63,28.7,42.2
T.Y. Hilton,WR,IND,1,28,28,36,0,7,7,7,0.9,3.2
Marvin Jones Jr.,WR,DET,1,60,60,97,0,12,5,12,15.9,26.5
Alfred Morris,RB,NYG,1,21,21,28,38,0,38,38,2.8,13.3
Derek Carrier,TE,LV,1,1,1,1,0,0,0,0,0.0,0.0
Cole Beasley,WR,BUF,1,36,36,61,0,6,6,6,2.4,6.7
Travis Kelce,TE,KC,1,50,50,76,0,24,16,24,16.9,33.8
Robert Woods,WR,LAR,1,88,88,93,2,9,10,11,21.4,24.3
Cordarrelle Patterson,RB,CHI,1,10,10,14,10,20,30,30,0.5,5.0
Keenan Allen,WR,LAC,1,85,85,98,0,14,12,15,12.7,14.9
Giovani Bernard,RB,CIN,1,47,47,64,32,9,38,40,19.8,42.1
Le'Veon Bell,RB,KC,1,17,17,26,35,18,53,53,3.8,22.4
Rex Burkhead,RB,NE,1,32,32,49,19,3,22,22,3.1,9.7
Levine Toilolo,TE,NYG,1,21,21,28,0,10,5,10,0.9,4.3
Vance McDonald,TE,PIT,1,22,22,41,0,0,0,0,0.0,0.0
Kyle Juszczyk,RB,SF,1,27,27,39,0,7,7,7,2.1,7.8
Luke Willson,TE,SEA,1,3,3,4,0,0,0,0,0.0,0.0
