Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,61,61,100,7,0,62,62,23.5,38.5
Adrian Peterson,RB,DET,1,32,32,47,50,3,50,53,17.7,55.3
Alex Smith,QB,WAS,1,72,72,100,0,0,64,64,15.8,21.9
Ben Roethlisberger,QB,PIT,1,71,71,100,1,0,76,76,19.2,27.0
Danny Amendola,WR,DET,1,33,33,49,0,15,9,15,6.2,18.8
Frank Gore,RB,NYJ,1,2,2,3,50,0,50,50,0.2,10.0
Jared Cook,TE,NO,1,28,28,36,0,18,11,18,8.8,31.4
Jason Witten,TE,LV,1,16,16,21,0,6,0,6,0.0,0.0
Marcedes Lewis,TE,GB,1,35,35,57,0,3,3,3,3.6,10.3
Matt Ryan,QB,ATL,1,67,67,100,0,0,58,58,12.9,19.3
Matthew Slater,WR,NE,1,2,2,3,0,0,0,0,0.0,0.0
Matthew Stafford,QB,DET,1,68,68,100,3,0,65,65,27.1,39.9
Philip Rivers,QB,IND,1,66,66,96,3,0,56,56,19.2,29.1
Golden Tate,WR,NYG,1,18,18,32,0,22,22,22,3.0,16.7
Colt McCoy,QB,NYG,1,56,56,100,4,0,43,43,9.4,16.8
Emmanuel Sanders,WR,NO,1,49,49,63,0,12,10,12,3.9,8.0
Jimmy Graham,TE,CHI,1,34,34,49,0,3,0,3,0.0,0.0
A.J. Green,WR,CIN,1,45,45,87,0,2,0,2,0.0,0.0
Julio Jones,WR,ATL,1,63,63,94,0,16,10,16,9.4,14.9
Cam Newton,QB,NE,1,58,58,87,24,0,57,57,23.6,40.7
Mark Ingram II,RB,BAL,1,11,11,20,55,9,64,64,2.9,26.4
Kyle Rudolph,TE,MIN,1,64,64,70,0,3,0,3,0.0,0.0
Andy Dalton,QB,DAL,1,79,79,100,1,0,62,62,18.6,23.5
Luke Stocker,TE,ATL,1,24,24,36,0,0,0,0,0.0,0.0
Anthony Sherman,RB,KC,1,2,2,3,0,0,0,0,0.0,0.0
Dion Lewis,RB,NYG,1,12,12,21,25,0,25,25,0.6,5.0
Lee Smith,TE,BUF,1,25,25,34,0,4,0,4,0.0,0.0
Ryan Tannehill,QB,TEN,1,73,73,100,0,0,62,62,28.6,39.2
Kirk Cousins,QB,MIN,1,91,91,100,3,0,51,51,22.4,24.6
Russell Wilson,QB,SEA,1,72,72,100,10,0,69,69,16.0,22.2
Alshon Jeffery,WR,PHI,1,35,35,56,0,3,0,3,0.0,0.0
Mohamed Sanu Sr.,WR,DET,1,40,40,59,0,5,5,5,3.6,9.0
T.Y. Hilton,WR,IND,1,43,43,62,0,26,19,26,17.0,39.5
Marvin Jones Jr.,WR,DET,1,64,64,94,0,19,13,19,17.6,27.5
Alfred Morris,RB,NYG,1,11,11,20,73,9,82,82,16.5,150.0
Cole Beasley,WR,BUF,1,55,55,75,0,20,16,20,19.0,34.5
Travis Kelce,TE,KC,1,57,57,89,0,21,14,21,19.6,34.4
DeAndre Hopkins,WR,ARI,1,64,64,100,0,20,13,20,11.2,17.5
Robert Woods,WR,LAR,1,61,61,74,0,18,16,18,8.5,13.9
Cordarrelle Patterson,RB,CHI,1,17,17,25,59,12,65,71,12.3,72.4
Keenan Allen,WR,LAC,1,62,62,86,0,18,8,18,4.8,7.7
Giovani Bernard,RB,CIN,1,35,35,67,34,6,40,40,2.9,8.3
Le'Veon Bell,RB,KC,1,33,33,52,33,9,39,42,5.5,16.7
Theo Riddick,RB,LV,1,13,13,17,23,8,31,31,0.9,6.9
Mike Glennon,QB,JAC,1,71,71,100,4,0,63,63,14.1,19.9
Zach Ertz,TE,PHI,1,27,27,44,0,15,7,15,3.1,11.5
Jordan Reed,TE,SF,1,31,31,51,0,13,10,13,9.2,29.7
Tyler Eifert,TE,JAC,1,51,51,72,0,12,12,12,4.5,8.8
Levine Toilolo,TE,NYG,1,32,32,57,0,0,0,0,0.0,0.0
Vance McDonald,TE,PIT,1,28,28,39,0,0,0,0,0.0,0.0
Kyle Juszczyk,RB,SF,1,14,14,23,14,7,21,21,7.1,50.7
Luke Willson,TE,BAL,1,27,27,49,0,4,4,4,1.2,4.4
Latavius Murray,RB,NO,1,32,32,41,16,6,22,22,1.7,5.3
Ryan Griffin,TE,NYJ,1,42,42,68,0,5,5,5,3.1,7.4
Demetrius Harris,TE,CHI,1,6,6,9,0,0,0,0,0.0,0.0
Jack Doyle,TE,IND,1,38,38,55,0,3,3,3,1.2,3.2
Derek Carr,QB,LV,1,78,78,100,3,0,63,63,32.7,41.9
Logan Thomas,TE,WAS,1,72,72,100,0,13,13,13,15.8,21.9
Carlos Hyde,RB,SEA,1,18,18,25,11,17,28,28,1.1,6.1
Sammy Watkins,WR,KC,1,48,48,75,0,13,8,13,3.5,7.3
Brandin Cooks,WR,HOU,1,53,53,83,0,15,9,15,6.5,12.3
Davante Adams,WR,GB,1,54,54,89,0,22,19,22,24.1,44.6
Donte Moncrief,WR,NE,1,15,15,22,7,0,7,7,0.4,2.7
Allen Robinson II,WR,CHI,1,51,51,74,0,14,12,14,7.5,14.7
Jarvis Landry,WR,CLE,1,48,48,66,0,21,19,23,12.4,25.8
Eric Ebron,TE,PIT,1,57,57,80,0,19,12,19,6.8,11.9
Trey Burton,TE,IND,1,25,25,36,0,12,4,12,1.1,4.4
James White,RB,NE,1,19,19,28,0,21,16,21,0.1,0.5
Jerick McKinnon,RB,SF,1,2,2,3,0,0,0,0,0.0,0.0
Richard Rodgers,TE,PHI,1,3,3,5,0,0,0,0,0.0,0.0
Dontrelle Inman,WR,WAS,1,10,10,14,0,0,0,0,0.0,0.0
Keith Smith,RB,ATL,1,10,10,15,0,0,0,0,0.0,0.0
Adam Thielen,WR,MIN,1,83,83,91,0,13,10,13,13.5,16.3
Josh Hill,TE,NO,1,42,42,54,0,0,0,0,0.0,0.0
Darren Fells,TE,HOU,1,27,27,42,0,4,0,4,0.0,0.0
Amari Cooper,WR,DAL,1,69,69,87,1,13,9,14,11.3,16.4
DeVante Parker,WR,MIA,1,55,55,79,0,15,7,15,3.5,6.4
Melvin Gordon III,RB,DEN,1,35,35,53,43,6,46,49,14.2,40.6
Todd Gurley II,RB,ATL,1,22,22,33,36,5,41,41,2.0,9.1
Maxx Williams,TE,ARI,1,18,18,28,0,0,0,0,0.0,0.0
Ameer Abdullah,RB,MIN,1,4,4,4,50,25,75,75,2.9,72.5
Tevin Coleman,RB,SF,1,4,4,7,50,0,50,50,-1.1,-27.5
Duke Johnson Jr.,RB,HOU,1,34,34,53,6,18,24,24,3.2,9.4
David Johnson,RB,HOU,1,37,37,58,27,5,27,32,10.4,28.1
Malcolm Brown,RB,LAR,1,13,13,16,23,8,31,31,2.7,20.8
Jesse James,TE,DET,1,24,24,35,0,13,4,13,6.9,28.8
MyCole Pruitt,TE,TEN,1,32,32,44,0,6,3,6,8.2,25.6
Blake Bell,TE,DAL,1,18,18,23,0,6,6,6,0.2,1.1
Nelson Agholor,WR,LV,1,52,52,67,0,21,8,21,3.8,7.3
Tyler Lockett,WR,SEA,1,62,62,86,0,15,10,15,6.3,10.2
Breshad Perriman,WR,NYJ,1,59,59,95,0,7,2,7,2.2,3.7
Jamison Crowder,WR,NYJ,1,42,42,68,0,17,12,17,16.7,39.8
Stefon Diggs,WR,BUF,1,69,69,95,0,14,14,14,9.2,13.3
Jake Kumerow,WR,BUF,1,4,4,5,0,0,0,0,0.0,0.0
DeAndre Carter,WR,CHI,1,5,5,7,0,0,0,0,0.0,0.0
Darren Waller,TE,LV,1,74,74,95,0,23,18,23,32.0,43.2
James O'Shaughnessy,TE,JAC,1,33,33,46,0,18,12,18,4.1,12.4
Chris Conley,WR,JAC,1,8,8,11,0,25,25,25,-0.8,-10.0
Geoff Swaim,TE,TEN,1,39,39,53,0,3,0,3,0.0,0.0
Michael Burton,RB,NO,1,14,14,18,0,0,0,0,0.0,0.0
Damiere Byrd,WR,NE,1,52,52,78,0,6,4,6,1.6,3.1
Raheem Mostert,RB,SF,1,27,27,44,33,4,37,37,4.3,15.9
Eric Tomlinson,TE,BAL,1,14,14,25,0,0,0,0,0.0,0.0
Daniel Brown,TE,NYJ,1,11,11,18,0,0,0,0,0.0,0.0
Adam Humphries,WR,TEN,1,26,26,36,0,15,4,15,0.9,3.5
Ezekiel Elliott,RB,DAL,1,50,50,63,36,12,44,48,9.5,19.0
